id,name,new_date,hour,load_kW,pv_kW,demand_kWh,supply_kWh,minute_new,monthnew,yearnew,net_kWh,status,source
23694,h1,2022-04-17,9,13.85,12.29,1.19,0.83,0,4,2022,-0.36,D,50kW
23699,h1,2022-04-17,10,24.76,17.5,0,5.28,0,4,2022,5.28,S,50kW
23710,h1,2022-04-17,11,38.86,21.83,4.65,4.97,0,4,2022,0.32,S,50kW
23718,h1,2022-04-17,12,34.87,20.67,14.94,0,0,4,2022,-14.94,D,50kW
23726,h1,2022-04-17,13,37.36,19.3,13.37,0,0,4,2022,-13.37,D,50kW
23738,h1,2022-04-17,14,28.67,18.83,14.63,0,0,4,2022,-14.63,D,50kW
23747,h1,2022-04-17,15,27.4,15.15,16.11,0,0,4,2022,-16.11,D,50kW
23754,h1,2022-04-17,16,35.07,9.6,21.12,0,0,4,2022,-21.12,D,50kW
23765,h1,2022-04-17,17,32.35,3.85,23.24,0,0,4,2022,-23.24,D,50kW
23771,h1,2022-04-17,18,40.13,0.16,28.98,0,0,4,2022,-28.98,D,50kW
23784,h1,2022-04-17,19,17.89,0.01,21.1,0,0,4,2022,-21.1,D,50kW
23794,h1,2022-04-17,20,17.62,0.01,17.79,0,0,4,2022,-17.79,D,50kW
23801,h1,2022-04-17,21,20.61,0.01,20.02,0,0,4,2022,-20.02,D,50kW
23811,h1,2022-04-17,22,19.17,0.01,18.58,0,0,4,2022,-18.58,D,50kW
23821,h1,2022-04-17,23,18.42,0.01,17.95,0,0,4,2022,-17.95,D,50kW
23838,h1,2022-04-18,1,16.42,0.01,16.93,0,0,4,2022,-16.93,D,50kW
23844,h1,2022-04-18,2,17.6,0.01,16.44,0,0,4,2022,-16.44,D,50kW
23857,h1,2022-04-18,3,11.41,0.01,11.11,0,0,4,2022,-11.11,D,50kW
23862,h1,2022-04-18,4,11.48,0.01,9.95,0,0,4,2022,-9.95,D,50kW
23872,h1,2022-04-18,5,11.64,0.01,9.82,0,0,4,2022,-9.82,D,50kW
23882,h1,2022-04-18,6,9.85,0.01,9.11,0,0,4,2022,-9.11,D,50kW
23889,h1,2022-04-18,7,10.83,2.04,8.93,0,0,4,2022,-8.93,D,50kW
23899,h1,2022-04-18,8,8.35,7.63,6.11,0,0,4,2022,-6.11,D,50kW
23908,h1,2022-04-18,9,37.41,7.37,11.85,0,0,4,2022,-11.85,D,50kW
23915,h1,2022-04-18,10,61.65,8.11,43.4,0,0,4,2022,-43.4,D,50kW
23925,h1,2022-04-18,11,74.43,19.62,46.88,0,0,4,2022,-46.88,D,50kW
23938,h1,2022-04-18,12,63.81,9.24,50.7,0,0,4,2022,-50.7,D,50kW
23943,h1,2022-04-18,13,64.44,19.87,46.89,0,0,4,2022,-46.89,D,50kW
23956,h1,2022-04-18,14,63.68,17.81,52.78,0,0,4,2022,-52.78,D,50kW
23961,h1,2022-04-18,15,56.93,0.86,61.42,0,0,4,2022,-61.42,D,50kW
23970,h1,2022-04-18,16,41.93,3.91,47.75,0,0,4,2022,-47.75,D,50kW
23983,h1,2022-04-18,17,46.15,0.76,42.94,0,0,4,2022,-42.94,D,50kW
23988,h1,2022-04-18,18,12.66,0.01,21.6,0,0,4,2022,-21.6,D,50kW
23998,h1,2022-04-18,19,12.13,0.01,12.11,0,0,4,2022,-12.11,D,50kW
24010,h1,2022-04-18,20,8.2,0.01,11.46,0,0,4,2022,-11.46,D,50kW
24017,h1,2022-04-18,21,11.65,0.01,11.61,0,0,4,2022,-11.61,D,50kW
24024,h1,2022-04-18,22,14,0.01,12.16,0,0,4,2022,-12.16,D,50kW
24034,h1,2022-04-18,23,13.81,0.01,11.94,0,0,4,2022,-11.94,D,50kW
24055,h1,2022-04-19,1,10.81,0.01,11.53,0,0,4,2022,-11.53,D,50kW
24060,h1,2022-04-19,2,10.63,0.01,11.14,0,0,4,2022,-11.14,D,50kW
24069,h1,2022-04-19,3,8.38,0.01,9.22,0,0,4,2022,-9.22,D,50kW
24079,h1,2022-04-19,4,8.26,0.01,9,0,0,4,2022,-9,D,50kW
24090,h1,2022-04-19,5,8.52,0.01,8.99,0,0,4,2022,-8.99,D,50kW
24096,h1,2022-04-19,6,4.04,0.01,7.57,0,0,4,2022,-7.57,D,50kW
24109,h1,2022-04-19,7,7.43,2.41,7.22,0,0,4,2022,-7.22,D,50kW
24115,h1,2022-04-19,8,12.22,7.97,4.92,0.16,0,4,2022,-4.76,D,50kW
24122,h1,2022-04-19,9,43.09,13.91,19.05,0.01,0,4,2022,-19.04,D,50kW
24135,h1,2022-04-19,10,38.08,18.21,22.99,0,0,4,2022,-22.99,D,50kW
24145,h1,2022-04-19,11,36.08,19.94,21.26,0,0,4,2022,-21.26,D,50kW
24151,h1,2022-04-19,12,47.71,21.27,24.67,0,0,4,2022,-24.67,D,50kW
24163,h1,2022-04-19,13,43.69,21.52,24.19,0,0,4,2022,-24.19,D,50kW
24172,h1,2022-04-19,14,57.77,19.52,32.34,0,0,4,2022,-32.34,D,50kW
24176,h1,2022-04-19,15,64.27,15.76,40.33,0,0,4,2022,-40.33,D,50kW
24185,h1,2022-04-19,16,53.97,5.09,45.31,0,0,4,2022,-45.31,D,50kW
24198,h1,2022-04-19,17,36.92,1.33,39.68,0,0,4,2022,-39.68,D,50kW
24206,h1,2022-04-19,18,18.25,0.19,23.14,0,0,4,2022,-23.14,D,50kW
24216,h1,2022-04-19,19,14.99,0.01,18.64,0,0,4,2022,-18.64,D,50kW
24224,h1,2022-04-19,20,12.41,0.01,15.95,0,0,4,2022,-15.95,D,50kW
24234,h1,2022-04-19,21,12.73,0.01,12.99,0,0,4,2022,-12.99,D,50kW
24242,h1,2022-04-19,22,13.11,0.01,11.48,0,0,4,2022,-11.48,D,50kW
24251,h1,2022-04-19,23,12.99,0.01,10.98,0,0,4,2022,-10.98,D,50kW
24269,h1,2022-04-20,1,12.09,0.01,10.28,0,0,4,2022,-10.28,D,50kW
24276,h1,2022-04-20,2,8.6,0.01,9.95,0,0,4,2022,-9.95,D,50kW
24285,h1,2022-04-20,3,8.66,0.01,9.81,0,0,4,2022,-9.81,D,50kW
24298,h1,2022-04-20,4,10.29,0.01,9.49,0,0,4,2022,-9.49,D,50kW
24307,h1,2022-04-20,5,12.15,0.01,9.79,0,0,4,2022,-9.79,D,50kW
24312,h1,2022-04-20,6,7.56,0.01,8.36,0,0,4,2022,-8.36,D,50kW
24324,h1,2022-04-20,7,8.42,1.49,8.24,0,0,4,2022,-8.24,D,50kW
24334,h1,2022-04-20,8,10.1,7.72,6,0.02,0,4,2022,-5.98,D,50kW
24339,h1,2022-04-20,9,44.55,14.19,13.09,0.12,0,4,2022,-12.97,D,50kW
24352,h1,2022-04-20,10,44.89,18.43,25.2,0,0,4,2022,-25.2,D,50kW
24357,h1,2022-04-20,11,50.88,19.91,27.08,0,0,4,2022,-27.08,D,50kW
24369,h1,2022-04-20,12,46.33,21.06,25.77,0,0,4,2022,-25.77,D,50kW
24376,h1,2022-04-20,13,44.33,15.5,27.2,0,0,4,2022,-27.2,D,50kW
24385,h1,2022-04-20,14,57.48,12.69,33.31,0,0,4,2022,-33.31,D,50kW
24391,h1,2022-04-20,15,60.24,14.2,40.61,0,0,4,2022,-40.61,D,50kW
24399,h1,2022-04-20,16,57.15,7.35,46.5,0,0,4,2022,-46.5,D,50kW
24411,h1,2022-04-20,17,36.65,0.04,43.53,0,0,4,2022,-43.53,D,50kW
24419,h1,2022-04-20,18,23.97,1.11,25.27,0,0,4,2022,-25.27,D,50kW
24426,h1,2022-04-20,19,21.04,0.01,20.84,0,0,4,2022,-20.84,D,50kW
24435,h1,2022-04-20,20,8.89,0.01,13.85,0,0,4,2022,-13.85,D,50kW
24448,h1,2022-04-20,21,10.77,0.01,9.7,0,0,4,2022,-9.7,D,50kW
24453,h1,2022-04-20,22,15.5,0.01,11.36,0,0,4,2022,-11.36,D,50kW
24461,h1,2022-04-20,23,15.18,0.01,13.41,0,0,4,2022,-13.41,D,50kW
24479,h1,2022-04-21,1,12.58,0.01,13.09,0,0,4,2022,-13.09,D,50kW
24493,h1,2022-04-21,2,8.46,0.01,12.67,0,0,4,2022,-12.67,D,50kW
24498,h1,2022-04-21,3,13.93,0.01,12.25,0,0,4,2022,-12.25,D,50kW
24507,h1,2022-04-21,4,15.11,0.01,12.95,0,0,4,2022,-12.95,D,50kW
24520,h1,2022-04-21,5,8.81,0.01,9.24,0,0,4,2022,-9.24,D,50kW
24526,h1,2022-04-21,6,5.56,0.01,8.37,0,0,4,2022,-8.37,D,50kW
24538,h1,2022-04-21,7,3.81,0.41,7.66,0,0,4,2022,-7.66,D,50kW
24547,h1,2022-04-21,8,12.35,2.14,7.44,0,0,4,2022,-7.44,D,50kW
24555,h1,2022-04-21,9,43.97,12.94,26.59,0,0,4,2022,-26.59,D,50kW
24560,h1,2022-04-21,10,49.73,18.68,31.67,0,0,4,2022,-31.67,D,50kW
24570,h1,2022-04-21,11,58.67,21.24,37.63,0,0,4,2022,-37.63,D,50kW
24581,h1,2022-04-21,12,59.97,21.66,38.03,0,0,4,2022,-38.03,D,50kW
24587,h1,2022-04-21,13,78.84,20.33,46.61,0,0,4,2022,-46.61,D,50kW
24597,h1,2022-04-21,14,78.78,20.33,62.25,0,0,4,2022,-62.25,D,50kW
24607,h1,2022-04-21,15,89.82,5.37,72.81,0,0,4,2022,-72.81,D,50kW
24615,h1,2022-04-21,16,91.23,10.5,78.74,0,0,4,2022,-78.74,D,50kW
24624,h1,2022-04-21,17,66.11,3.95,69.42,0,0,4,2022,-69.42,D,50kW
24637,h1,2022-04-21,18,41.02,0.64,50.84,0,0,4,2022,-50.84,D,50kW
24644,h1,2022-04-21,19,29.88,0.01,35,0,0,4,2022,-35,D,50kW
24651,h1,2022-04-21,20,24.93,0.01,26.95,0,0,4,2022,-26.95,D,50kW
24664,h1,2022-04-21,21,25.07,0.01,24.22,0,0,4,2022,-24.22,D,50kW
24670,h1,2022-04-21,22,23.98,0.01,22.36,0,0,4,2022,-22.36,D,50kW
24679,h1,2022-04-21,23,19.14,0.01,22,0,0,4,2022,-22,D,50kW
26809,h1,2022-05-19,8,11.42,4.59,0.33,0,0,5,2022,-0.33,D,50kW
26823,h1,2022-05-19,9,23.79,8.72,13.11,0,0,5,2022,-13.11,D,50kW
26828,h1,2022-05-19,12,62.45,24.68,0,0,0,5,2022,0,D,50kW
26838,h1,2022-05-19,13,59.31,21.54,0,0,0,5,2022,0,D,50kW
26848,h1,2022-05-19,14,46.5,8.73,0,0,0,5,2022,0,D,50kW
26854,h1,2022-05-19,15,49.92,12.15,0,0,0,5,2022,0,D,50kW
26866,h1,2022-05-19,16,46.23,8.46,0,0,0,5,2022,0,D,50kW
26877,h1,2022-05-19,17,44,3.18,40.22,0,0,5,2022,-40.22,D,50kW
26881,h1,2022-05-19,18,27.22,0.52,30.95,0,0,5,2022,-30.95,D,50kW
26895,h1,2022-05-19,19,18.1,0.01,22.92,0,0,5,2022,-22.92,D,50kW
26904,h1,2022-05-19,20,18.04,0.01,17.47,0,0,5,2022,-17.47,D,50kW
26913,h1,2022-05-19,21,15.51,0.01,17.28,0,0,5,2022,-17.28,D,50kW
26921,h1,2022-05-19,22,17.56,0.01,15.44,0,0,5,2022,-15.44,D,50kW
26927,h1,2022-05-19,23,11.44,0.01,15.48,0,0,5,2022,-15.48,D,50kW
26936,h1,2022-05-20,1,10.88,0.01,13.5,0,0,5,2022,-13.5,D,50kW
26945,h1,2022-05-20,5,13.99,0.01,11.67,0,0,5,2022,-11.67,D,50kW
26954,h1,2022-05-20,6,10.34,0.07,11.05,0,0,5,2022,-11.05,D,50kW
26965,h1,2022-05-20,8,15.81,4.34,9.86,0,0,5,2022,-9.86,D,50kW
26980,h1,2022-05-20,14,49.89,12.7,38.83,0,0,5,2022,-38.83,D,50kW
26989,h1,2022-05-20,15,54.21,23.62,34.94,0,0,5,2022,-34.94,D,50kW
26998,h1,2022-05-20,17,28.02,2.54,36.8,0,0,5,2022,-36.8,D,50kW
27007,h1,2022-05-20,18,24.95,1.04,24.19,0,0,5,2022,-24.19,D,50kW
27019,h1,2022-05-20,19,21.37,0.01,22.36,0,0,5,2022,-22.36,D,50kW
27026,h1,2022-05-20,21,10.44,0.01,13.31,0,0,5,2022,-13.31,D,50kW
27036,h1,2022-05-20,23,12.31,0.01,13.72,0,0,5,2022,-13.72,D,50kW
27053,h1,2022-05-21,1,14.72,0.01,12.78,0,0,5,2022,-12.78,D,50kW
27066,h1,2022-05-21,2,13.31,0.01,11.69,0,0,5,2022,-11.69,D,50kW
27072,h1,2022-05-21,3,8.24,0.01,11.06,0,0,5,2022,-11.06,D,50kW
27082,h1,2022-05-21,4,9.7,0.01,9.94,0,0,5,2022,-9.94,D,50kW
27090,h1,2022-05-21,5,8.83,0.01,9.88,0,0,5,2022,-9.88,D,50kW
27099,h1,2022-05-21,6,10.6,0.05,9.64,0,0,5,2022,-9.64,D,50kW
27107,h1,2022-05-21,7,8.44,3.08,7.97,0,0,5,2022,-7.97,D,50kW
27115,h1,2022-05-21,8,11.86,11.25,3.61,0.51,0,5,2022,-3.1,D,50kW
27125,h1,2022-05-21,9,20.83,11.93,2.25,0.24,0,5,2022,-2.01,D,50kW
27135,h1,2022-05-21,10,16.17,8.38,10.14,0,0,5,2022,-10.14,D,50kW
27142,h1,2022-05-21,11,15.29,9.32,7.84,0.04,0,5,2022,-7.8,D,50kW
27155,h1,2022-05-21,12,17.65,15.14,3.08,0.16,0,5,2022,-2.92,D,50kW
27161,h1,2022-05-21,13,13.55,11.22,4,0.19,0,5,2022,-3.81,D,50kW
27169,h1,2022-05-21,14,20.13,17.06,0.53,4.26,0,5,2022,3.73,S,50kW
27181,h1,2022-05-21,15,25.26,11.54,7.69,0.05,0,5,2022,-7.64,D,50kW
27192,h1,2022-05-21,16,35.91,6.16,22.15,0,0,5,2022,-22.15,D,50kW
27197,h1,2022-05-21,17,27.58,4.46,21.77,0,0,5,2022,-21.77,D,50kW
27205,h1,2022-05-21,18,13.17,1.03,12.03,0,0,5,2022,-12.03,D,50kW
27218,h1,2022-05-21,19,16.36,0.01,14.94,0,0,5,2022,-14.94,D,50kW
27228,h1,2022-05-21,20,12.48,0.01,14.18,0,0,5,2022,-14.18,D,50kW
27236,h1,2022-05-21,21,11.82,0.01,13.49,0,0,5,2022,-13.49,D,50kW
27246,h1,2022-05-21,22,14.93,0.01,13.97,0,0,5,2022,-13.97,D,50kW
27254,h1,2022-05-21,23,15.91,0.01,13.14,0,0,5,2022,-13.14,D,50kW
27269,h1,2022-05-22,1,6.4,0.01,10.6,0,0,5,2022,-10.6,D,50kW
27277,h1,2022-05-22,2,8.65,0.01,9.18,0,0,5,2022,-9.18,D,50kW
27291,h1,2022-05-22,3,7.83,0.01,9.49,0,0,5,2022,-9.49,D,50kW
27296,h1,2022-05-22,4,9.22,0.01,9.19,0,0,5,2022,-9.19,D,50kW
27305,h1,2022-05-22,5,9.96,0.01,8.79,0,0,5,2022,-8.79,D,50kW
27315,h1,2022-05-22,6,5.33,0.03,9.77,0,0,5,2022,-9.77,D,50kW
27327,h1,2022-05-22,7,10.29,1.89,8.11,0,0,5,2022,-8.11,D,50kW
27334,h1,2022-05-22,8,5.83,4.7,5.64,0,0,5,2022,-5.64,D,50kW
27342,h1,2022-05-22,9,9.11,8.3,2.75,0.17,0,5,2022,-2.58,D,50kW
27351,h1,2022-05-22,10,19.77,15.03,0.64,1.77,0,5,2022,1.13,S,50kW
27363,h1,2022-05-22,11,26.51,21.32,2.53,1.54,0,5,2022,-0.99,D,50kW
27370,h1,2022-05-22,12,30.49,19.12,6.61,0.17,0,5,2022,-6.44,D,50kW
27377,h1,2022-05-22,13,32.3,24.62,2.72,1.91,0,5,2022,-0.81,D,50kW
27387,h1,2022-05-22,14,12.43,10.91,0.47,4.78,0,5,2022,4.31,S,50kW
27394,h1,2022-05-22,15,11.48,7.32,4.09,0.07,0,5,2022,-4.02,D,50kW
27406,h1,2022-05-22,16,14.17,7.15,5.88,0.01,0,5,2022,-5.87,D,50kW
27413,h1,2022-05-22,17,11.62,5.73,5.28,0,0,5,2022,-5.28,D,50kW
27421,h1,2022-05-22,18,13.11,0.72,9.72,0,0,5,2022,-9.72,D,50kW
27432,h1,2022-05-22,19,19.94,0.01,22.7,0,0,5,2022,-22.7,D,50kW
27441,h1,2022-05-22,20,8.93,0.01,14.05,0,0,5,2022,-14.05,D,50kW
27449,h1,2022-05-22,21,14.05,0.01,12.92,0,0,5,2022,-12.92,D,50kW
27462,h1,2022-05-22,22,13.38,0.01,13.73,0,0,5,2022,-13.73,D,50kW
27468,h1,2022-05-22,23,10.93,0.01,13.63,0,0,5,2022,-13.63,D,50kW
27486,h1,2022-05-23,1,14.59,0.01,12.89,0,0,5,2022,-12.89,D,50kW
27494,h1,2022-05-23,2,10.02,0.01,10.82,0,0,5,2022,-10.82,D,50kW
27502,h1,2022-05-23,3,11.8,0.01,9.58,0,0,5,2022,-9.58,D,50kW
27512,h1,2022-05-23,8,30.58,9.71,6.69,0,0,5,2022,-6.69,D,50kW
27521,h1,2022-05-23,10,66.96,21.86,2.42,0,0,5,2022,-2.42,D,50kW
27532,h1,2022-05-23,11,63.44,23.4,44.94,0,0,5,2022,-44.94,D,50kW
27544,h1,2022-05-23,12,57.2,21.57,41.02,0,0,5,2022,-41.02,D,50kW
27553,h1,2022-05-23,13,61.96,23.38,45.37,0,0,5,2022,-45.37,D,50kW
27562,h1,2022-05-23,14,62.91,22.16,44.63,0,0,5,2022,-44.63,D,50kW
27567,h1,2022-05-23,15,55.8,8.32,50.26,0,0,5,2022,-50.26,D,50kW
27580,h1,2022-05-23,16,51.16,0.93,50.42,0,0,5,2022,-50.42,D,50kW
27585,h1,2022-05-23,17,35.34,2.33,41.69,0,0,5,2022,-41.69,D,50kW
27597,h1,2022-05-23,18,14.75,3.11,20.02,0,0,5,2022,-20.02,D,50kW
27602,h1,2022-05-23,19,22.38,0.01,17.84,0,0,5,2022,-17.84,D,50kW
27614,h1,2022-05-23,20,16,0.01,19.14,0,0,5,2022,-19.14,D,50kW
27621,h1,2022-05-23,21,11.87,0.01,14.06,0,0,5,2022,-14.06,D,50kW
27641,h1,2022-05-23,23,10.18,0.01,11.48,0,0,5,2022,-11.48,D,50kW
27728,h1,2022-05-24,6,10.81,0.11,10.21,0,0,5,2022,-10.21,D,50kW
27739,h1,2022-05-24,1,8.37,0.01,9.53,0,0,5,2022,-9.53,D,50kW
27747,h1,2022-05-24,2,8.03,0.01,9.24,0,0,5,2022,-9.24,D,50kW
27755,h1,2022-05-24,3,9.92,0.01,10.14,0,0,5,2022,-10.14,D,50kW
27766,h1,2022-05-24,4,8.39,0.01,9.77,0,0,5,2022,-9.77,D,50kW
27773,h1,2022-05-24,5,9.75,0.01,10.04,0,0,5,2022,-10.04,D,50kW
27784,h1,2022-05-24,7,12.46,4.01,7.75,0,0,5,2022,-7.75,D,50kW
27796,h1,2022-05-24,8,14.45,10.64,4.68,0,0,5,2022,-4.68,D,50kW
27803,h1,2022-05-24,9,24.57,12.18,8.03,0,0,5,2022,-8.03,D,50kW
27809,h1,2022-05-24,10,54.23,24.36,27.89,0,0,5,2022,-27.89,D,50kW
27818,h1,2022-05-24,11,44.05,24.64,29.1,0,0,5,2022,-29.1,D,50kW
27828,h1,2022-05-24,12,52.3,18.48,26.62,0,0,5,2022,-26.62,D,50kW
27836,h1,2022-05-24,13,45.45,15.03,35.33,0,0,5,2022,-35.33,D,50kW
27848,h1,2022-05-24,14,46.39,25.18,27.03,0,0,5,2022,-27.03,D,50kW
27857,h1,2022-05-24,15,48.33,19.36,28.55,0,0,5,2022,-28.55,D,50kW
27867,h1,2022-05-24,16,56.04,12.33,35.66,0,0,5,2022,-35.66,D,50kW
27874,h1,2022-05-24,17,43.98,6.3,38.34,0,0,5,2022,-38.34,D,50kW
27884,h1,2022-05-24,18,29.43,1.82,34.31,0,0,5,2022,-34.31,D,50kW
27890,h1,2022-05-24,19,13.37,0.01,24.66,0,0,5,2022,-24.66,D,50kW
27902,h1,2022-05-24,20,7.41,0.01,13.22,0,0,5,2022,-13.22,D,50kW
27911,h1,2022-05-24,21,13.36,0.01,11.22,0,0,5,2022,-11.22,D,50kW
27919,h1,2022-05-24,22,10.19,0.01,10.53,0,0,5,2022,-10.53,D,50kW
27927,h1,2022-05-24,23,11.35,0.01,10.01,0,0,5,2022,-10.01,D,50kW
27938,h1,2022-05-25,1,9.68,0.01,9.36,0,0,5,2022,-9.36,D,50kW
27947,h1,2022-05-25,2,7.07,0.01,8.46,0,0,5,2022,-8.46,D,50kW
27957,h1,2022-05-25,3,8.81,0.01,7.2,0,0,5,2022,-7.2,D,50kW
27963,h1,2022-05-25,4,8.73,0.01,6.42,0,0,5,2022,-6.42,D,50kW
27972,h1,2022-05-25,5,5.47,0.01,6.83,0,0,5,2022,-6.83,D,50kW
27984,h1,2022-05-25,6,4.52,0.12,7.28,0,0,5,2022,-7.28,D,50kW
27990,h1,2022-05-25,7,9.55,2.13,5.7,0,0,5,2022,-5.7,D,50kW
28003,h1,2022-05-25,8,14.9,7.46,4.83,0.01,0,5,2022,-4.82,D,50kW
28009,h1,2022-05-25,9,60.78,10.66,35.39,0,0,5,2022,-35.39,D,50kW
28020,h1,2022-05-25,10,73.85,20.49,50.94,0,0,5,2022,-50.94,D,50kW
28028,h1,2022-05-25,11,62.78,17.7,47.72,0,0,5,2022,-47.72,D,50kW
28037,h1,2022-05-25,12,72.65,16.88,55.95,0,0,5,2022,-55.95,D,50kW
28047,h1,2022-05-25,13,51.25,17.55,41.25,0,0,5,2022,-41.25,D,50kW
28052,h1,2022-05-25,14,47.2,17.05,30.13,0,0,5,2022,-30.13,D,50kW
28062,h1,2022-05-25,15,60.89,10.51,34.08,0,0,5,2022,-34.08,D,50kW
28072,h1,2022-05-25,16,43.65,8.96,38.95,0,0,5,2022,-38.95,D,50kW
28081,h1,2022-05-25,17,30.53,8.45,33.17,0,0,5,2022,-33.17,D,50kW
28091,h1,2022-05-25,18,24.39,1.32,27.56,0,0,5,2022,-27.56,D,50kW
28100,h1,2022-05-25,19,29.55,0.01,26.19,0,0,5,2022,-26.19,D,50kW
28109,h1,2022-05-25,20,11.98,0.01,15.34,0,0,5,2022,-15.34,D,50kW
28116,h1,2022-05-25,21,14.25,0.01,12.58,0,0,5,2022,-12.58,D,50kW
28129,h1,2022-05-25,22,10.55,0.01,11.44,0,0,5,2022,-11.44,D,50kW
28138,h1,2022-05-25,23,7.07,0.01,9.5,0,0,5,2022,-9.5,D,50kW
28143,h1,2022-05-26,2,9.85,0.01,8.4,0,0,5,2022,-8.4,D,50kW
28153,h1,2022-05-26,3,5.13,0.01,8.27,0,0,5,2022,-8.27,D,50kW
28165,h1,2022-05-26,4,8.94,0.01,6.59,0,0,5,2022,-6.59,D,50kW
28171,h1,2022-05-26,5,10.01,0.01,6.72,0,0,5,2022,-6.72,D,50kW
28183,h1,2022-05-26,6,5.75,0.02,7.47,0,0,5,2022,-7.47,D,50kW
28190,h1,2022-05-26,7,9.99,3.26,6.59,0,0,5,2022,-6.59,D,50kW
28202,h1,2022-05-26,8,11.31,10.11,1.97,0.23,0,5,2022,-1.74,D,50kW
28209,h1,2022-05-26,9,51.18,14.74,20.77,0.03,0,5,2022,-20.74,D,50kW
28217,h1,2022-05-26,10,55.53,20.84,31.4,0,0,5,2022,-31.4,D,50kW
28229,h1,2022-05-26,11,42.33,22.62,31.21,0,0,5,2022,-31.21,D,50kW
28234,h1,2022-05-26,12,70.82,15.18,35.48,0,0,5,2022,-35.48,D,50kW
28242,h1,2022-05-26,13,73.67,11.92,50.1,0,0,5,2022,-50.1,D,50kW
28253,h1,2022-05-26,14,65.77,21.32,51.48,0,0,5,2022,-51.48,D,50kW
28262,h1,2022-05-26,15,74.66,18.96,54.59,0,0,5,2022,-54.59,D,50kW
28271,h1,2022-05-26,16,58.79,10.65,47.5,0,0,5,2022,-47.5,D,50kW
28279,h1,2022-05-26,17,33.75,5.57,40.36,0,0,5,2022,-40.36,D,50kW
28292,h1,2022-05-26,18,20.15,2.21,25.43,0,0,5,2022,-25.43,D,50kW
28301,h1,2022-05-26,19,18.2,0.01,18.62,0,0,5,2022,-18.62,D,50kW
28308,h1,2022-05-27,16,40.27,5.46,400.84,0.02,0,5,2022,-400.82,D,50kW
28319,h1,2022-05-27,18,28.29,1.17,27.48,0,0,5,2022,-27.48,D,50kW
28326,h1,2022-05-27,19,12.8,0.01,18.71,0,0,5,2022,-18.71,D,50kW
28337,h1,2022-05-27,20,10.82,0.01,10.31,0,0,5,2022,-10.31,D,50kW
28343,h1,2022-05-27,21,12.37,0.01,10.34,0,0,5,2022,-10.34,D,50kW
28351,h1,2022-05-27,22,10.77,0.01,11.28,0,0,5,2022,-11.28,D,50kW
28363,h1,2022-05-28,1,7.04,0.01,11.22,0,0,5,2022,-11.22,D,50kW
28372,h1,2022-05-28,2,9.12,0.01,7.61,0,0,5,2022,-7.61,D,50kW
28377,h1,2022-05-28,3,8.52,0.01,7.41,0,0,5,2022,-7.41,D,50kW
28386,h1,2022-05-28,4,7.31,0.01,6.67,0,0,5,2022,-6.67,D,50kW
28395,h1,2022-05-28,5,8.78,0.01,6.83,0,0,5,2022,-6.83,D,50kW
28401,h1,2022-05-28,6,8.01,0.04,7.14,0,0,5,2022,-7.14,D,50kW
28411,h1,2022-05-28,7,7.23,2.6,5.05,0,0,5,2022,-5.05,D,50kW
28420,h1,2022-05-28,8,17.48,9.97,2.82,0.4,0,5,2022,-2.42,D,50kW
28434,h1,2022-05-28,10,23.62,19,0,6.98,0,5,2022,6.98,S,50kW
28442,h1,2022-05-28,11,32.77,24.27,0.22,6.18,0,5,2022,5.96,S,50kW
28451,h1,2022-05-28,12,36.3,26.43,0.42,8.08,0,5,2022,7.66,S,50kW
28464,h1,2022-05-28,14,16.16,13.5,1.44,5.25,0,5,2022,3.81,S,50kW
28472,h1,2022-05-28,21,16.32,0.01,7.57,0,0,5,2022,-7.57,D,50kW
28478,h1,2022-05-28,22,14.79,0.01,13.61,0,0,5,2022,-13.61,D,50kW
28495,h1,2022-05-29,1,9.14,0.01,10.87,0,0,5,2022,-10.87,D,50kW
28502,h1,2022-05-29,2,9.42,0.01,9.97,0,0,5,2022,-9.97,D,50kW
28510,h1,2022-05-29,3,6.31,0.01,8.09,0,0,5,2022,-8.09,D,50kW
28516,h1,2022-05-29,4,8.55,0.01,6.57,0,0,5,2022,-6.57,D,50kW
28525,h1,2022-05-29,5,8.96,0.01,6.76,0,0,5,2022,-6.76,D,50kW
28534,h1,2022-05-29,6,6.55,0.08,7.08,0,0,5,2022,-7.08,D,50kW
28539,h1,2022-05-29,7,8.04,3.55,5.12,0,0,5,2022,-5.12,D,50kW
28549,h1,2022-05-29,8,15.58,10.11,1.86,0.48,0,5,2022,-1.38,D,50kW
28562,h1,2022-05-29,10,26.88,19.65,0.09,7.69,0,5,2022,7.6,S,50kW
28578,h1,2022-05-29,12,27.21,19.55,0.21,10.12,0,5,2022,9.91,S,50kW
28582,h1,2022-05-29,13,41.13,26.08,0.59,9.36,0,5,2022,8.77,S,50kW
28589,h1,2022-05-29,14,36.77,24.1,0.22,9.85,0,5,2022,9.63,S,50kW
28599,h1,2022-05-29,15,19.95,15.2,0.12,6.25,0,5,2022,6.13,S,50kW
28605,h1,2022-05-29,16,16.48,9.93,2.18,0.67,0,5,2022,-1.51,D,50kW
28615,h1,2022-05-29,17,11.88,6,7.09,0,0,5,2022,-7.09,D,50kW
28620,h1,2022-05-29,18,13.25,2.02,8.87,0,0,5,2022,-8.87,D,50kW
28628,h1,2022-05-29,19,13.37,0.01,11.74,0,0,5,2022,-11.74,D,50kW
