id,name,new_date,hour,load_kW,pv_kW,demand_kWh,supply_kWh,minute_new,monthnew,yearnew,net_kWh,status,source
3217,h1,2022-01-01,1,3.29,0.01,5.87,0,0,1,2022,-5.87,D,50kW
3228,h1,2022-01-01,2,7.09,0.01,5.95,0,0,1,2022,-5.95,D,50kW
3235,h1,2022-01-01,3,3.14,0.01,5.69,0,0,1,2022,-5.69,D,50kW
3246,h1,2022-01-01,4,6.97,0.01,6.05,0,0,1,2022,-6.05,D,50kW
3252,h1,2022-01-01,5,3.92,0.01,5.64,0,0,1,2022,-5.64,D,50kW
3261,h1,2022-01-01,6,7.37,0.01,5.47,0,0,1,2022,-5.47,D,50kW
3272,h1,2022-01-01,7,9.21,0.12,4.66,0,0,1,2022,-4.66,D,50kW
3280,h1,2022-01-01,8,5.67,4.5,2.72,0.13,0,1,2022,-2.59,D,50kW
3290,h1,2022-01-01,9,17.84,12.09,0.26,3.01,0,1,2022,2.75,S,50kW
3298,h1,2022-01-01,10,28.99,17.41,0,9.71,0,1,2022,9.71,S,50kW
3309,h1,2022-01-01,11,32.47,20.43,0,13.11,0,1,2022,13.11,S,50kW
3317,h1,2022-01-01,12,37.32,21.36,0,14.64,0,1,2022,14.64,S,50kW
3329,h1,2022-01-01,13,32.76,21,0,14.17,0,1,2022,14.17,S,50kW
3334,h1,2022-01-01,14,29.32,18.36,0.03,12.73,0,1,2022,12.7,S,50kW
3343,h1,2022-01-01,15,23.34,14.38,0.01,9.97,0,1,2022,9.96,S,50kW
3352,h1,2022-01-01,16,10.63,8.06,0.02,4.82,0,1,2022,4.8,S,50kW
3361,h1,2022-01-01,17,9.11,1.12,2.31,0.57,0,1,2022,-1.74,D,50kW
3371,h1,2022-01-01,18,0,-0.14,5.56,0,0,1,2022,-5.56,D,50kW
3379,h1,2022-01-01,19,4.02,0.01,7.15,0,0,1,2022,-7.15,D,50kW
3387,h1,2022-01-01,20,7.08,0.01,6.73,0,0,1,2022,-6.73,D,50kW
3399,h1,2022-01-01,21,3.74,0.01,6.39,0,0,1,2022,-6.39,D,50kW
3405,h1,2022-01-01,22,3.56,0.01,6.63,0,0,1,2022,-6.63,D,50kW
3416,h1,2022-01-01,23,5.99,0.01,6.21,0,0,1,2022,-6.21,D,50kW
3433,h1,2022-01-02,1,3.55,0.01,5.88,0,0,1,2022,-5.88,D,50kW
3445,h1,2022-01-02,2,4.96,0.01,5.89,0,0,1,2022,-5.89,D,50kW
3451,h1,2022-01-02,3,3.36,0.01,5.73,0,0,1,2022,-5.73,D,50kW
3460,h1,2022-01-02,4,9.19,0.01,5.62,0,0,1,2022,-5.62,D,50kW
3469,h1,2022-01-02,5,6.02,0.01,5.58,0,0,1,2022,-5.58,D,50kW
3481,h1,2022-01-02,6,5.85,0.01,5.34,0,0,1,2022,-5.34,D,50kW
3489,h1,2022-01-02,7,6.55,0.13,4.41,0,0,1,2022,-4.41,D,50kW
3498,h1,2022-01-02,8,7.27,4.58,2.71,0.18,0,1,2022,-2.53,D,50kW
3504,h1,2022-01-02,9,17.75,10.41,0.11,2.74,0,1,2022,2.63,S,50kW
3513,h1,2022-01-02,10,29.84,17.38,0,9.55,0,1,2022,9.55,S,50kW
3526,h1,2022-01-02,11,32.38,20.46,0,13.39,0,1,2022,13.39,S,50kW
3536,h1,2022-01-02,12,33.49,21,0,15.06,0,1,2022,15.06,S,50kW
3543,h1,2022-01-02,13,35.67,20.66,0,14.35,0,1,2022,14.35,S,50kW
3549,h1,2022-01-02,14,28.65,18.83,0.04,13.46,0,1,2022,13.42,S,50kW
3559,h1,2022-01-02,15,19.75,12.43,0.73,6.9,0,1,2022,6.17,S,50kW
3567,h1,2022-01-02,16,8.52,8.27,0.06,4.7,0,1,2022,4.64,S,50kW
3581,h1,2022-01-02,17,5.99,2.15,1.47,0.6,0,1,2022,-0.87,D,50kW
3586,h1,2022-01-02,18,0,-0.05,5.13,0,0,1,2022,-5.13,D,50kW
3595,h1,2022-01-02,19,4.68,0.01,6.32,0,0,1,2022,-6.32,D,50kW
3608,h1,2022-01-02,20,6.77,0.01,6.48,0,0,1,2022,-6.48,D,50kW
3614,h1,2022-01-02,21,6.41,0.01,6.09,0,0,1,2022,-6.09,D,50kW
3623,h1,2022-01-02,22,7.33,0.01,6.32,0,0,1,2022,-6.32,D,50kW
3630,h1,2022-01-02,23,6.97,0.01,6.27,0,0,1,2022,-6.27,D,50kW
3651,h1,2022-01-03,1,6.65,0.01,6.04,0,0,1,2022,-6.04,D,50kW
3661,h1,2022-01-03,2,5.2,0.01,5.97,0,0,1,2022,-5.97,D,50kW
3666,h1,2022-01-03,3,3.89,0.01,5.76,0,0,1,2022,-5.76,D,50kW
3675,h1,2022-01-03,4,7.02,0.01,5.99,0,0,1,2022,-5.99,D,50kW
3686,h1,2022-01-03,5,6.94,0.01,5.58,0,0,1,2022,-5.58,D,50kW
3693,h1,2022-01-03,6,6.29,0.01,5.42,0,0,1,2022,-5.42,D,50kW
3704,h1,2022-01-03,7,0,-0.03,5.14,0,0,1,2022,-5.14,D,50kW
3712,h1,2022-01-03,8,5.82,4.7,4.21,0.03,0,1,2022,-4.18,D,50kW
3721,h1,2022-01-03,9,17.89,10.82,0.26,2.36,0,1,2022,2.1,S,50kW
3732,h1,2022-01-03,10,27.74,17.12,0,8.85,0,1,2022,8.85,S,50kW
3743,h1,2022-01-03,11,30.39,20.09,0,12.82,0,1,2022,12.82,S,50kW
3748,h1,2022-01-03,12,33.99,21.13,0,9.53,0,1,2022,9.53,S,50kW
3756,h1,2022-01-03,13,31.99,21.28,0,10.35,0,1,2022,10.35,S,50kW
3765,h1,2022-01-03,14,34.07,19.09,0,11.97,0,1,2022,11.97,S,50kW
3779,h1,2022-01-03,15,20.54,14.6,0,8.87,0,1,2022,8.87,S,50kW
3786,h1,2022-01-03,16,10.85,8.23,0.07,4.54,0,1,2022,4.47,S,50kW
3794,h1,2022-01-03,17,6.49,2.23,2.21,0.73,0,1,2022,-1.48,D,50kW
3801,h1,2022-01-03,18,5.97,0.01,5.32,0,0,1,2022,-5.32,D,50kW
3810,h1,2022-01-03,19,7.36,0.01,7.16,0,0,1,2022,-7.16,D,50kW
3821,h1,2022-01-03,20,11.23,0.01,8.66,0,0,1,2022,-8.66,D,50kW
3831,h1,2022-01-03,21,4.11,0.01,6.88,0,0,1,2022,-6.88,D,50kW
3837,h1,2022-01-03,22,5.75,0.01,6.35,0,0,1,2022,-6.35,D,50kW
3847,h1,2022-01-03,23,6.34,0.01,6.2,0,0,1,2022,-6.2,D,50kW
3867,h1,2022-01-04,1,6.19,0.01,6.1,0,0,1,2022,-6.1,D,50kW
3874,h1,2022-01-04,2,6.41,0.01,5.71,0,0,1,2022,-5.71,D,50kW
3883,h1,2022-01-04,3,7.29,0.01,5.91,0,0,1,2022,-5.91,D,50kW
3891,h1,2022-01-04,4,9.88,0.01,5.73,0,0,1,2022,-5.73,D,50kW
3900,h1,2022-01-04,5,8.95,0.01,5.79,0,0,1,2022,-5.79,D,50kW
3912,h1,2022-01-04,6,5.18,0.01,5.57,0,0,1,2022,-5.57,D,50kW
3919,h1,2022-01-04,7,3.56,0.01,5.11,0,0,1,2022,-5.11,D,50kW
3927,h1,2022-01-04,8,6.44,2.72,4.85,0,0,1,2022,-4.85,D,50kW
3937,h1,2022-01-04,9,8.51,4.9,3.54,0.12,0,1,2022,-3.42,D,50kW
3947,h1,2022-01-04,10,30.5,19.05,1.67,2.22,0,1,2022,0.55,S,50kW
3954,h1,2022-01-04,11,21.69,18.45,0.16,7.72,0,1,2022,7.56,S,50kW
3964,h1,2022-01-04,12,34.22,21.53,0.28,7.16,0,1,2022,6.88,S,50kW
3973,h1,2022-01-04,13,36.69,22.33,0,9.68,0,1,2022,9.68,S,50kW
3981,h1,2022-01-04,14,28.42,17.86,2.6,2.23,0,1,2022,-0.37,D,50kW
3991,h1,2022-01-04,15,28.61,14.26,13.54,0,0,1,2022,-13.54,D,50kW
4002,h1,2022-01-04,16,27.33,5.92,17.48,0,0,1,2022,-17.48,D,50kW
4009,h1,2022-01-04,17,24.65,2.26,20.9,0,0,1,2022,-20.9,D,50kW
4017,h1,2022-01-04,18,12.79,0.01,17.08,0,0,1,2022,-17.08,D,50kW
4027,h1,2022-01-04,19,10.46,0.01,13.84,0,0,1,2022,-13.84,D,50kW
4035,h1,2022-01-04,20,6.45,0.01,9.17,0,0,1,2022,-9.17,D,50kW
4046,h1,2022-01-04,21,6.87,0.01,6.49,0,0,1,2022,-6.49,D,50kW
4053,h1,2022-01-04,22,6.44,0.01,6.39,0,0,1,2022,-6.39,D,50kW
4063,h1,2022-01-04,23,6.13,0.01,6.19,0,0,1,2022,-6.19,D,50kW
4081,h1,2022-01-05,1,6.96,0.01,6.21,0,0,1,2022,-6.21,D,50kW
4089,h1,2022-01-05,11,28.11,19.09,0.03,2.03,0,1,2022,2,S,50kW
4101,h1,2022-01-05,12,21.17,20.9,0.04,4.42,0,1,2022,4.38,S,50kW
4107,h1,2022-01-05,13,29.87,20.41,2.93,2.14,0,1,2022,-0.79,D,50kW
4121,h1,2022-01-05,14,31.3,18.69,16.82,0.03,0,1,2022,-16.79,D,50kW
4125,h1,2022-01-05,15,39.57,14.33,24.54,0,0,1,2022,-24.54,D,50kW
4135,h1,2022-01-05,16,39.16,7.97,31.31,0,0,1,2022,-31.31,D,50kW
4146,h1,2022-01-05,17,21.61,2.34,23.44,0,0,1,2022,-23.44,D,50kW
4156,h1,2022-01-05,18,0,-0.1,19.61,0,0,1,2022,-19.61,D,50kW
4162,h1,2022-01-05,19,11.26,0.01,13.69,0,0,1,2022,-13.69,D,50kW
4171,h1,2022-01-05,20,10.38,0.01,9.53,0,0,1,2022,-9.53,D,50kW
4179,h1,2022-01-05,21,4.36,0.01,7.17,0,0,1,2022,-7.17,D,50kW
4193,h1,2022-01-05,22,4.2,0.01,6.64,0,0,1,2022,-6.64,D,50kW
4198,h1,2022-01-06,6,6.4,0.01,1.87,0,0,1,2022,-1.87,D,50kW
4209,h1,2022-01-06,7,3.15,0.11,5.2,0,0,1,2022,-5.2,D,50kW
4220,h1,2022-01-06,8,7.21,4.14,3.95,0,0,1,2022,-3.95,D,50kW
4225,h1,2022-01-06,9,11.78,11.15,1.89,0.55,0,1,2022,-1.34,D,50kW
4234,h1,2022-01-06,10,19.24,16.85,0.14,3.98,0,1,2022,3.84,S,50kW
4242,h1,2022-01-06,11,27.26,20.29,0,5.19,0,1,2022,5.19,S,50kW
4256,h1,2022-01-06,12,27.43,19.79,0.01,6,0,1,2022,5.99,S,50kW
4265,h1,2022-01-06,14,29.73,18.14,0.75,0,0,1,2022,-0.75,D,50kW
4269,h1,2022-01-06,15,32,13.8,13.17,0,0,1,2022,-13.17,D,50kW
4278,h1,2022-01-06,16,21.06,7.69,19.19,0,0,1,2022,-19.19,D,50kW
4288,h1,2022-01-06,17,17.24,2.33,21.31,0,0,1,2022,-21.31,D,50kW
4297,h1,2022-01-06,18,0,-0.06,17.69,0,0,1,2022,-17.69,D,50kW
4308,h1,2022-01-06,19,8.76,0.01,13.23,0,0,1,2022,-13.23,D,50kW
4315,h1,2022-01-06,20,12.62,0.01,8.74,0,0,1,2022,-8.74,D,50kW
4323,h1,2022-01-06,21,6.98,0.01,7.1,0,0,1,2022,-7.1,D,50kW
4332,h1,2022-01-06,22,9.33,0.01,6.91,0,0,1,2022,-6.91,D,50kW
4345,h1,2022-01-06,23,9.56,0.01,6.31,0,0,1,2022,-6.31,D,50kW
4360,h1,2022-01-07,1,7.49,0.01,6.12,0,0,1,2022,-6.12,D,50kW
4369,h1,2022-01-07,2,3.64,0.01,6.04,0,0,1,2022,-6.04,D,50kW
4379,h1,2022-01-07,3,6.83,0.01,5.98,0,0,1,2022,-5.98,D,50kW
4389,h1,2022-01-07,4,6.25,0.01,5.85,0,0,1,2022,-5.85,D,50kW
4395,h1,2022-01-07,5,6.55,0.01,6.09,0,0,1,2022,-6.09,D,50kW
4404,h1,2022-01-07,6,4.21,0.01,5.49,0,0,1,2022,-5.49,D,50kW
4414,h1,2022-01-07,7,6.65,0.06,5.22,0,0,1,2022,-5.22,D,50kW
4427,h1,2022-01-07,8,6.68,3.98,4.37,0.01,0,1,2022,-4.36,D,50kW
4434,h1,2022-01-07,9,11.65,9.87,1.81,0.79,0,1,2022,-1.02,D,50kW
4440,h1,2022-01-07,10,21.4,16.14,0.06,4.69,0,1,2022,4.63,S,50kW
4450,h1,2022-01-07,11,19.81,19.67,0,6.95,0,1,2022,6.95,S,50kW
4459,h1,2022-01-07,12,21.42,20.66,1.24,2.08,0,1,2022,0.84,S,50kW
4471,h1,2022-01-07,13,24.8,20.35,3.79,0.82,0,1,2022,-2.97,D,50kW
4481,h1,2022-01-07,14,37.3,17.79,13.77,0.32,0,1,2022,-13.45,D,50kW
4486,h1,2022-01-07,15,32.22,14.69,20.27,0,0,1,2022,-20.27,D,50kW
4495,h1,2022-01-07,16,18.64,7.89,19.66,0,0,1,2022,-19.66,D,50kW
4503,h1,2022-01-07,17,20.33,2.24,17.55,0,0,1,2022,-17.55,D,50kW
4512,h1,2022-01-07,18,0,-0.09,16.75,0,0,1,2022,-16.75,D,50kW
4521,h1,2022-01-07,19,10.86,0.01,10.38,0,0,1,2022,-10.38,D,50kW
4530,h1,2022-01-07,20,6.18,0.01,9.12,0,0,1,2022,-9.12,D,50kW
4540,h1,2022-01-07,21,8.46,0.01,8.85,0,0,1,2022,-8.85,D,50kW
4552,h1,2022-01-07,22,9.18,0.01,7.93,0,0,1,2022,-7.93,D,50kW
4558,h1,2022-01-07,23,6.71,0.01,7.22,0,0,1,2022,-7.22,D,50kW
4575,h1,2022-01-08,1,9.68,0.01,6.48,0,0,1,2022,-6.48,D,50kW
4585,h1,2022-01-08,2,6.47,0.01,6.57,0,0,1,2022,-6.57,D,50kW
4595,h1,2022-01-08,3,7.22,0.01,6.59,0,0,1,2022,-6.59,D,50kW
4605,h1,2022-01-08,4,5.38,0.01,6.03,0,0,1,2022,-6.03,D,50kW
4614,h1,2022-01-08,5,9.94,0.01,6.02,0,0,1,2022,-6.02,D,50kW
4620,h1,2022-01-08,6,3.55,0.01,5.73,0,0,1,2022,-5.73,D,50kW
4630,h1,2022-01-08,7,5.47,0.05,5.27,0,0,1,2022,-5.27,D,50kW
4641,h1,2022-01-08,8,7.19,3.99,3.8,0.01,0,1,2022,-3.79,D,50kW
4651,h1,2022-01-08,9,12.22,9.68,0.62,1.79,0,1,2022,1.17,S,50kW
4657,h1,2022-01-08,10,25.29,16.6,0,6.53,0,1,2022,6.53,S,50kW
4666,h1,2022-01-08,11,29.66,21.43,0,6.23,0,1,2022,6.23,S,50kW
4674,h1,2022-01-08,12,23.59,20.99,0,6.15,0,1,2022,6.15,S,50kW
4684,h1,2022-01-08,13,26.27,20.63,0.02,5.67,0,1,2022,5.65,S,50kW
4697,h1,2022-01-08,14,26.74,18.5,1.1,3.05,0,1,2022,1.95,S,50kW
4702,h1,2022-01-08,15,15.31,14.15,5.4,0.03,0,1,2022,-5.37,D,50kW
4711,h1,2022-01-08,16,17.02,7.66,5.02,0.04,0,1,2022,-4.98,D,50kW
4720,h1,2022-01-08,17,9.18,2.33,7.13,0,0,1,2022,-7.13,D,50kW
4731,h1,2022-01-08,18,0,-0.1,8.98,0,0,1,2022,-8.98,D,50kW
4742,h1,2022-01-08,19,13.46,0.01,11,0,0,1,2022,-11,D,50kW
4746,h1,2022-01-08,20,4.77,0.01,9.81,0,0,1,2022,-9.81,D,50kW
4755,h1,2022-01-08,21,11.59,0.01,7.89,0,0,1,2022,-7.89,D,50kW
4764,h1,2022-01-08,22,4.29,0.01,7.61,0,0,1,2022,-7.61,D,50kW
4775,h1,2022-01-08,23,7.17,0.01,7.01,0,0,1,2022,-7.01,D,50kW
4792,h1,2022-01-09,1,6.65,0.01,7.04,0,0,1,2022,-7.04,D,50kW
4801,h1,2022-01-09,2,7.68,0.01,6.86,0,0,1,2022,-6.86,D,50kW
4810,h1,2022-01-09,3,7.65,0.01,6.8,0,0,1,2022,-6.8,D,50kW
4823,h1,2022-01-09,4,6.57,0.01,6.5,0,0,1,2022,-6.5,D,50kW
4829,h1,2022-01-09,5,6.7,0.01,6.34,0,0,1,2022,-6.34,D,50kW
4836,h1,2022-01-09,6,5.82,0.01,5.9,0,0,1,2022,-5.9,D,50kW
4845,h1,2022-01-09,7,7,0.05,4.85,0,0,1,2022,-4.85,D,50kW
4855,h1,2022-01-09,8,5.51,4.18,3.05,0.03,0,1,2022,-3.02,D,50kW
4864,h1,2022-01-09,9,14.79,10.72,0.28,2.25,0,1,2022,1.97,S,50kW
4872,h1,2022-01-09,10,24.62,16.52,0,6.43,0,1,2022,6.43,S,50kW
4882,h1,2022-01-09,11,23.57,20.14,0,6.37,0,1,2022,6.37,S,50kW
4891,h1,2022-01-09,12,26.27,19.61,0.02,5.44,0,1,2022,5.42,S,50kW
4902,h1,2022-01-09,13,23.81,19.21,0.02,4.38,0,1,2022,4.36,S,50kW
4912,h1,2022-01-09,14,21.36,18.31,0.26,3.47,0,1,2022,3.21,S,50kW
4918,h1,2022-01-09,15,16.94,14.31,1.04,1.19,0,1,2022,0.15,S,50kW
4927,h1,2022-01-09,16,13.14,8.3,3.32,0.14,0,1,2022,-3.18,D,50kW
4936,h1,2022-01-09,17,9.07,2.46,6.28,0,0,1,2022,-6.28,D,50kW
4946,h1,2022-01-09,18,0,-0.08,10.08,0,0,1,2022,-10.08,D,50kW
4958,h1,2022-01-09,19,11.81,0.01,11.63,0,0,1,2022,-11.63,D,50kW
4963,h1,2022-01-09,20,10.84,0.01,10.65,0,0,1,2022,-10.65,D,50kW
4972,h1,2022-01-09,21,4.72,0.01,8.46,0,0,1,2022,-8.46,D,50kW
4980,h1,2022-01-09,22,7.02,0.01,8.59,0,0,1,2022,-8.59,D,50kW
4989,h1,2022-01-09,23,8.07,0.01,8.21,0,0,1,2022,-8.21,D,50kW
5008,h1,2022-01-10,1,6.97,0.01,6.92,0,0,1,2022,-6.92,D,50kW
5016,h1,2022-01-10,2,3.47,0.01,6.32,0,0,1,2022,-6.32,D,50kW
5026,h1,2022-01-10,3,4.42,0.01,6.01,0,0,1,2022,-6.01,D,50kW
5037,h1,2022-01-10,4,5.64,0.01,5.84,0,0,1,2022,-5.84,D,50kW
5043,h1,2022-01-10,5,7.03,0.01,5.92,0,0,1,2022,-5.92,D,50kW
5053,h1,2022-01-10,6,5.5,0.01,5.78,0,0,1,2022,-5.78,D,50kW
5062,h1,2022-01-10,7,2.7,0.05,4.78,0,0,1,2022,-4.78,D,50kW
5075,h1,2022-01-10,8,5.51,4.12,4.69,0,0,1,2022,-4.69,D,50kW
5081,h1,2022-01-10,9,13.89,9.81,6.16,0.02,0,1,2022,-6.14,D,50kW
5088,h1,2022-01-10,10,18.46,16.63,4.77,0.36,0,1,2022,-4.41,D,50kW
5097,h1,2022-01-10,11,19.75,19.46,1.73,1.46,0,1,2022,-0.27,D,50kW
5106,h1,2022-01-10,12,22.77,20.92,2.55,1.26,0,1,2022,-1.29,D,50kW
5117,h1,2022-01-10,13,34.39,21.3,10.34,0.02,0,1,2022,-10.32,D,50kW
5125,h1,2022-01-10,14,45.46,18.87,20.95,0,0,1,2022,-20.95,D,50kW
5133,h1,2022-01-10,15,40.64,13.79,28.46,0,0,1,2022,-28.46,D,50kW
5143,h1,2022-01-10,16,32.02,7.83,29.42,0,0,1,2022,-29.42,D,50kW
5151,h1,2022-01-10,17,27.85,2.39,27.64,0,0,1,2022,-27.64,D,50kW
5165,h1,2022-01-10,18,0,-0.05,23.05,0,0,1,2022,-23.05,D,50kW
5169,h1,2022-01-10,19,17.96,0.01,19.73,0,0,1,2022,-19.73,D,50kW
5179,h1,2022-01-10,20,16.35,0.01,14.82,0,0,1,2022,-14.82,D,50kW
5188,h1,2022-01-10,21,7.72,0.01,9.33,0,0,1,2022,-9.33,D,50kW
5200,h1,2022-01-10,22,6.16,0.01,7.41,0,0,1,2022,-7.41,D,50kW
5207,h1,2022-01-10,23,5.2,0.01,8.08,0,0,1,2022,-8.08,D,50kW
5223,h1,2022-01-11,1,7.24,0.01,6.84,0,0,1,2022,-6.84,D,50kW
5232,h1,2022-01-11,2,7.09,0.01,6.98,0,0,1,2022,-6.98,D,50kW
5241,h1,2022-01-11,3,9.54,0.01,6.27,0,0,1,2022,-6.27,D,50kW
5250,h1,2022-01-11,4,7.15,0.01,6.61,0,0,1,2022,-6.61,D,50kW
5259,h1,2022-01-11,5,6.93,0.01,6.26,0,0,1,2022,-6.26,D,50kW
5268,h1,2022-01-11,6,4.2,0.01,5.94,0,0,1,2022,-5.94,D,50kW
5277,h1,2022-01-11,7,3.64,0.05,5.62,0,0,1,2022,-5.62,D,50kW
5288,h1,2022-01-11,8,7.54,4.07,4.38,0,0,1,2022,-4.38,D,50kW
5295,h1,2022-01-11,9,21.82,9.88,3.87,0.04,0,1,2022,-3.83,D,50kW
5305,h1,2022-01-11,12,23.05,20.63,2.12,0.17,0,1,2022,-1.95,D,50kW
5313,h1,2022-01-11,13,25.06,20.35,5.22,0.71,0,1,2022,-4.51,D,50kW
5327,h1,2022-01-11,14,30.43,18.9,8.5,0,0,1,2022,-8.5,D,50kW
5332,h1,2022-01-11,15,26.9,14.7,13.38,0,0,1,2022,-13.38,D,50kW
5341,h1,2022-01-11,16,27.77,8.11,18.17,0,0,1,2022,-18.17,D,50kW
5350,h1,2022-01-11,17,13.4,2.38,20.97,0,0,1,2022,-20.97,D,50kW
5359,h1,2022-01-11,18,0.83,-0.11,12.09,0,0,1,2022,-12.09,D,50kW
5368,h1,2022-01-11,19,10.51,0.01,12.46,0,0,1,2022,-12.46,D,50kW
5377,h1,2022-01-11,20,12.14,0.01,10.27,0,0,1,2022,-10.27,D,50kW
5385,h1,2022-01-11,21,7.49,0.01,8.58,0,0,1,2022,-8.58,D,50kW
5394,h1,2022-01-11,22,6.9,0.01,6.98,0,0,1,2022,-6.98,D,50kW
5404,h1,2022-01-11,23,9.8,0.01,7.05,0,0,1,2022,-7.05,D,50kW
5421,h1,2022-01-12,1,3.56,0.01,6.22,0,0,1,2022,-6.22,D,50kW
5430,h1,2022-01-12,2,4.08,0.01,6.55,0,0,1,2022,-6.55,D,50kW
5440,h1,2022-01-12,3,3.89,0.01,6.17,0,0,1,2022,-6.17,D,50kW
5451,h1,2022-01-12,4,5.39,0.01,6.1,0,0,1,2022,-6.1,D,50kW
5458,h1,2022-01-12,5,6.25,0.01,5.9,0,0,1,2022,-5.9,D,50kW
5467,h1,2022-01-12,6,7.54,0.01,5.95,0,0,1,2022,-5.95,D,50kW
5475,h1,2022-01-12,7,0,-0.04,5.6,0,0,1,2022,-5.6,D,50kW
5485,h1,2022-01-12,8,5.03,2.58,4.73,0,0,1,2022,-4.73,D,50kW
5495,h1,2022-01-12,9,15.69,9.5,8.93,0.01,0,1,2022,-8.92,D,50kW
5502,h1,2022-01-12,10,24.6,16.11,6.21,0.07,0,1,2022,-6.14,D,50kW
5512,h1,2022-01-12,11,23.96,19.37,4.43,0.55,0,1,2022,-3.88,D,50kW
5521,h1,2022-01-12,12,29.2,20.23,5.86,0.03,0,1,2022,-5.83,D,50kW
5537,h1,2022-01-12,13,22.67,20.78,6.17,0,0,1,2022,-6.17,D,50kW
5539,h1,2022-01-12,14,32.5,19.12,12.64,0,0,1,2022,-12.64,D,50kW
5547,h1,2022-01-12,15,28.83,15.12,17.61,0,0,1,2022,-17.61,D,50kW
5557,h1,2022-01-12,16,29.31,7.84,18.62,0,0,1,2022,-18.62,D,50kW
5565,h1,2022-01-12,17,21.43,1.36,22.82,0,0,1,2022,-22.82,D,50kW
5576,h1,2022-01-12,18,0,-0.07,17.08,0,0,1,2022,-17.08,D,50kW
5583,h1,2022-01-12,19,7.72,0.01,12.92,0,0,1,2022,-12.92,D,50kW
5593,h1,2022-01-12,20,11.13,0.01,10.36,0,0,1,2022,-10.36,D,50kW
5602,h1,2022-01-12,21,6.67,0.01,8.49,0,0,1,2022,-8.49,D,50kW
5610,h1,2022-01-12,22,8.8,0.01,7.87,0,0,1,2022,-7.87,D,50kW
5619,h1,2022-01-12,23,3.84,0.01,7.11,0,0,1,2022,-7.11,D,50kW
5637,h1,2022-01-13,1,9.27,0.01,6.26,0,0,1,2022,-6.26,D,50kW
5646,h1,2022-01-13,2,9.01,0.01,6.12,0,0,1,2022,-6.12,D,50kW
5655,h1,2022-01-13,3,6.37,0.01,5.89,0,0,1,2022,-5.89,D,50kW
5665,h1,2022-01-13,4,3.78,0.01,6.01,0,0,1,2022,-6.01,D,50kW
5676,h1,2022-01-13,5,5.86,0.01,5.85,0,0,1,2022,-5.85,D,50kW
5683,h1,2022-01-13,6,2.87,0.01,5.74,0,0,1,2022,-5.74,D,50kW
5691,h1,2022-01-13,7,3.02,0.06,4.84,0,0,1,2022,-4.84,D,50kW
5700,h1,2022-01-13,8,11.11,3.83,4.41,0,0,1,2022,-4.41,D,50kW
5710,h1,2022-01-13,9,10.67,9.62,2.71,0.33,0,1,2022,-2.38,D,50kW
5719,h1,2022-01-13,10,18.25,16.82,5.99,0.15,0,1,2022,-5.84,D,50kW
5728,h1,2022-01-13,11,33.36,15.46,12.91,0.06,0,1,2022,-12.85,D,50kW
5737,h1,2022-01-13,12,42.55,21.58,13.89,0,0,1,2022,-13.89,D,50kW
5748,h1,2022-01-13,13,36.26,20.92,13.47,0,0,1,2022,-13.47,D,50kW
5754,h1,2022-01-13,14,45.03,15.91,16.68,0,0,1,2022,-16.68,D,50kW
5763,h1,2022-01-13,15,32.94,14.33,24.41,0,0,1,2022,-24.41,D,50kW
5772,h1,2022-01-13,16,32.58,8.11,23.46,0,0,1,2022,-23.46,D,50kW
5781,h1,2022-01-13,17,20.29,2.39,23.83,0,0,1,2022,-23.83,D,50kW
5791,h1,2022-01-13,18,0,-0.05,19.4,0,0,1,2022,-19.4,D,50kW
5799,h1,2022-01-13,19,7.25,0.01,11.72,0,0,1,2022,-11.72,D,50kW
5809,h1,2022-01-13,20,5.31,0.01,9.69,0,0,1,2022,-9.69,D,50kW
5818,h1,2022-01-13,21,8.56,0.01,8.03,0,0,1,2022,-8.03,D,50kW
5826,h1,2022-01-13,22,13.04,0.01,9.34,0,0,1,2022,-9.34,D,50kW
5840,h1,2022-01-13,23,9.81,0.01,9.91,0,0,1,2022,-9.91,D,50kW
5854,h1,2022-01-14,1,9.09,0.01,8.19,0,0,1,2022,-8.19,D,50kW
5862,h1,2022-01-14,2,8.93,0.01,6.26,0,0,1,2022,-6.26,D,50kW
5872,h1,2022-01-14,3,7.16,0.01,5.93,0,0,1,2022,-5.93,D,50kW
5883,h1,2022-01-14,4,6.38,0.01,6.01,0,0,1,2022,-6.01,D,50kW
5889,h1,2022-01-14,5,5.84,0.01,6.17,0,0,1,2022,-6.17,D,50kW
5898,h1,2022-01-14,6,5.95,0.01,5.56,0,0,1,2022,-5.56,D,50kW
5908,h1,2022-01-14,7,4.81,0.06,4.78,0,0,1,2022,-4.78,D,50kW
5918,h1,2022-01-14,8,7.11,3.99,4.2,0,0,1,2022,-4.2,D,50kW
5925,h1,2022-01-14,9,15.58,9.92,6.08,0,0,1,2022,-6.08,D,50kW
5934,h1,2022-01-14,10,22.49,17.61,2.63,0.55,0,1,2022,-2.08,D,50kW
5943,h1,2022-01-14,11,24.19,21.53,0.91,2.26,0,1,2022,1.35,S,50kW
5952,h1,2022-01-14,12,25.66,21.61,0.44,1.4,0,1,2022,0.96,S,50kW
5961,h1,2022-01-14,13,23.27,20.39,1.08,0.82,0,1,2022,-0.26,D,50kW
5970,h1,2022-01-14,14,21.95,19.06,2.04,0.46,0,1,2022,-1.58,D,50kW
