level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
2229,20921,NDIR-SERT,3/4/2022,17,6.55,0,SSE,Fair,79,64,61,7,0,29.73,0,26.11,17.78
2230,20933,NDIR-SERT,3/4/2022,18,8.72,0,SSE,Fair,77,64,65,3,0,29.75,0,25,17.78
2231,20937,NDIR-SERT,3/4/2022,19,10.59,0,SSE,Fair,77,64,65,3,0,29.78,0,25,17.78
2232,20949,NDIR-SERT,3/4/2022,20,9.75,0,SE,Mostly Cloudy,77,64,65,3,0,29.78,0,25,17.78
2240,21031,NDIR-SERT,4/4/2022,5,6.93,0,CALM,Fair,73,66,78,0,0,29.78,0,22.78,18.89
2241,21040,NDIR-SERT,4/4/2022,6,6.74,0,SE,Fair,73,66,78,1,0,29.81,0,22.78,18.89
2242,21046,NDIR-SERT,4/4/2022,7,5.86,0,ESE,Fair,73,68,83,3,0,29.84,0,22.78,20
2243,21058,NDIR-SERT,4/4/2022,8,4.81,0,NNW,Fair,77,64,65,3,0,29.87,0,25,17.78
2244,21064,NDIR-SERT,4/4/2022,9,9.58,0,N,Fair,79,64,61,3,0,29.9,0,26.11,17.78
2245,21072,NDIR-SERT,4/4/2022,10,12.33,0.01,VAR,Fair,81,61,51,5,0,29.9,0,27.22,16.11
2246,21086,NDIR-SERT,4/4/2022,11,13.2,0,VAR,Fair,82,57,42,3,0,29.87,0,27.78,13.89
2247,21094,NDIR-SERT,4/4/2022,12,6.88,0.39,VAR,Fair,86,57,37,5,0,29.84,0,30,13.89
2248,21100,NDIR-SERT,4/4/2022,13,9.35,0.02,VAR,Fair,88,55,33,3,0,29.81,0,31.11,12.78
2249,21109,NDIR-SERT,4/4/2022,14,12.04,0,VAR,Fair,88,57,35,3,0,29.78,0,31.11,13.89
2250,21118,NDIR-SERT,4/4/2022,15,18.09,0,VAR,Fair,91,55,29,2,0,29.73,0,32.78,12.78
2251,21131,NDIR-SERT,4/4/2022,16,26.52,0,VAR,Fair,90,55,31,3,0,29.73,0,32.22,12.78
2252,21140,NDIR-SERT,4/4/2022,17,30.59,0,SW,Fair,90,55,31,5,0,29.73,0,32.22,12.78
2253,21149,NDIR-SERT,4/4/2022,18,28.47,0,SW,Fair,88,57,35,6,0,29.73,0,31.11,13.89
2254,21157,NDIR-SERT,4/4/2022,19,17.51,0,S,Fair,84,59,42,5,0,29.75,0,28.89,15
2255,21167,NDIR-SERT,4/4/2022,20,14.88,0,SSW,Fair,79,63,57,2,0,29.78,0,26.11,17.22
2264,21255,NDIR-SERT,5/4/2022,6,7.09,0,VAR,Fair,70,63,78,1,0,29.81,0,21.11,17.22
2265,21264,NDIR-SERT,5/4/2022,7,5.83,0,VAR,Fair,75,64,69,1,0,29.84,0,23.89,17.78
2266,21273,NDIR-SERT,5/4/2022,8,4.2,0.02,VAR,Fair,81,63,54,2,0,29.84,0,27.22,17.22
2267,21283,NDIR-SERT,5/4/2022,9,9.13,0.07,E,Fair,84,57,40,8,0,29.87,0,28.89,13.89
2268,21289,NDIR-SERT,5/4/2022,10,14.58,0,VAR,Fair,88,57,35,5,0,29.84,0,31.11,13.89
2269,21301,NDIR-SERT,5/4/2022,11,14.36,0,VAR,Fair,90,57,33,5,0,29.84,0,32.22,13.89
2270,21306,NDIR-SERT,5/4/2022,12,16.31,0,VAR,Fair,91,57,31,5,0,29.81,0,32.78,13.89
2271,21319,NDIR-SERT,5/4/2022,13,25.98,0,VAR,Fair,93,57,30,3,0,29.75,0,33.89,13.89
2272,21329,NDIR-SERT,5/4/2022,14,37.64,0,VAR,Fair,95,57,28,6,0,29.73,0,35,13.89
2273,21333,NDIR-SERT,5/4/2022,15,38.14,0,S,Fair,95,59,30,6,0,29.7,0,35,15
2274,21346,NDIR-SERT,5/4/2022,16,40.85,0,VAR,Fair,95,63,34,6,0,29.67,0,35,17.22
2275,21354,NDIR-SERT,5/4/2022,17,45.65,0,S,Fair,95,63,34,6,0,29.67,0,35,17.22
2276,21363,NDIR-SERT,5/4/2022,18,36.46,0,S,Fair,93,61,34,3,0,29.67,0,33.89,16.11
2277,21369,NDIR-SERT,5/4/2022,19,22.01,0,S,Fair,88,64,46,3,0,29.7,0,31.11,17.78
2278,21379,NDIR-SERT,5/4/2022,20,14.38,0,SSW,Fair,88,64,46,3,0,29.73,0,31.11,17.78
2287,21470,NDIR-SERT,6/4/2022,6,7.64,0,CALM,Fair,72,70,94,0,0,29.75,0,22.22,21.11
2288,21478,NDIR-SERT,6/4/2022,7,6.47,0,N,Fair,77,72,83,1,0,29.78,0,25,22.22
2289,21491,NDIR-SERT,6/4/2022,8,3.62,0.23,VAR,Fair,84,68,58,2,0,29.81,0,28.89,20
2290,21500,NDIR-SERT,6/4/2022,9,1.22,1.51,ESE,Fair,88,64,46,7,0,29.81,0,31.11,17.78
2291,21507,NDIR-SERT,6/4/2022,10,0.49,3.89,VAR,Fair,91,63,38,3,0,29.81,0,32.78,17.22
2292,21516,NDIR-SERT,6/4/2022,11,0,5.27,VAR,Fair,93,63,36,3,0,29.78,0,33.89,17.22
2293,21527,NDIR-SERT,6/4/2022,12,1.76,2.62,N,Fair,93,63,36,6,0,29.75,0,33.89,17.22
2294,21532,NDIR-SERT,6/4/2022,13,5.5,0.26,W,Mostly Cloudy,93,64,38,5,0,29.73,0,33.89,17.78
2295,21540,NDIR-SERT,6/4/2022,14,7.36,0.01,VAR,Partly Cloudy,95,63,34,5,0,29.7,0,35,17.22
2296,21552,NDIR-SERT,6/4/2022,15,3.99,0.4,VAR,Fair,97,61,30,5,0,29.67,0,36.11,16.11
2297,21561,NDIR-SERT,6/4/2022,16,5.64,0.07,NW,Fair,97,63,32,5,0,29.64,0,36.11,17.22
2298,21567,NDIR-SERT,6/4/2022,17,7.48,0,NNW,Fair,97,61,30,3,0,29.61,0,36.11,16.11
2299,21578,NDIR-SERT,6/4/2022,18,11.44,0,VAR,Fair,97,61,30,1,0,29.64,0,36.11,16.11
2300,21589,NDIR-SERT,6/4/2022,19,13.2,0,CALM,Fair,86,66,51,0,0,29.64,0,30,18.89
2301,21595,NDIR-SERT,6/4/2022,20,16.77,0,CALM,Fair,82,66,58,0,0,29.67,0,27.78,18.89
2306,21652,NDIR-SERT,7/4/2022,10,41.28,0,VAR,Fair,88,61,40,6,0,29.78,0,31.11,16.11
2307,21665,NDIR-SERT,7/4/2022,13,28.92,0,VAR,Fair,91,61,36,3,0,29.73,0,32.78,16.11
2308,21679,NDIR-SERT,7/4/2022,17,43.89,0,VAR,Fair,91,61,36,2,0,29.64,0,32.78,16.11
2314,21760,NDIR-SERT,8/4/2022,6,8.77,0,VAR,Fair,77,68,74,2,0,29.73,0,25,20
2315,21765,NDIR-SERT,8/4/2022,7,7.56,0,VAR,Fair,77,68,74,1,0,29.73,0,25,20
2316,21776,NDIR-SERT,8/4/2022,8,7.67,0,VAR,Fair,81,66,61,1,0,29.78,0,27.22,18.89
2317,21787,NDIR-SERT,8/4/2022,9,28.86,0,VAR,Fair,84,63,48,2,0,29.78,0,28.89,17.22
2318,21794,NDIR-SERT,8/4/2022,10,30.99,0,VAR,Fair,86,61,43,3,0,29.78,0,30,16.11
2319,21802,NDIR-SERT,8/4/2022,11,26.54,0,VAR,Haze,88,61,40,3,0,29.78,0,31.11,16.11
2320,21809,NDIR-SERT,8/4/2022,12,27.14,0,VAR,Haze,90,59,36,3,0,29.75,0,32.22,15
2321,21819,NDIR-SERT,8/4/2022,13,31.99,0,WNW,Haze,91,61,36,5,0,29.73,0,32.78,16.11
2322,21831,NDIR-SERT,8/4/2022,14,34.39,0,VAR,Fair,91,59,34,3,0,29.67,0,32.78,15
2323,21838,NDIR-SERT,8/4/2022,15,37.01,0,WNW,Fair,91,61,36,6,0,29.64,0,32.78,16.11
2324,21848,NDIR-SERT,8/4/2022,16,34.74,0,W,Fair,91,63,38,6,0,29.64,0,32.78,17.22
2325,21857,NDIR-SERT,8/4/2022,17,30.5,0,VAR,Haze,90,64,43,2,0,29.61,0,32.22,17.78
2326,21868,NDIR-SERT,8/4/2022,18,25.59,0,W,Haze,90,66,46,5,0,29.64,0,32.22,18.89
2327,21875,NDIR-SERT,8/4/2022,19,12.08,0,WSW,Haze,86,66,51,2,0,29.64,0,30,18.89
2328,21885,NDIR-SERT,8/4/2022,20,10.73,0,WSW,Haze,84,66,55,3,0,29.64,0,28.89,18.89
2337,21976,NDIR-SERT,9/4/2022,6,7.46,0,VAR,Fog,72,70,94,1,0,29.67,0,22.22,21.11
2338,21985,NDIR-SERT,9/4/2022,7,6.37,0,VAR,Fog,73,72,94,1,0,29.7,0,22.78,22.22
2339,21991,NDIR-SERT,9/4/2022,8,4.24,0.01,VAR,Haze,79,68,69,1,0,29.73,0,26.11,20
2340,21998,NDIR-SERT,9/4/2022,9,1.09,0.94,VAR,Haze,82,64,54,2,0,29.73,0,27.78,17.78
2341,22007,NDIR-SERT,9/4/2022,10,0.19,3.54,S,Haze,88,61,40,5,0,29.73,0,31.11,16.11
2342,22020,NDIR-SERT,9/4/2022,11,0.33,2.38,S,Fair,90,57,33,6,0,29.73,0,32.22,13.89
2343,22029,NDIR-SERT,9/4/2022,12,0.03,3.47,S,Fair,91,57,31,5,0,29.7,0,32.78,13.89
2344,22039,NDIR-SERT,9/4/2022,13,0.04,3.02,S,Fair,91,59,34,5,0,29.64,0,32.78,15
2345,22046,NDIR-SERT,9/4/2022,14,0.07,3.6,VAR,Fair,93,61,34,5,0,29.61,0,33.89,16.11
2346,22056,NDIR-SERT,9/4/2022,15,0.45,2.52,WSW,Fair,93,61,34,6,0,29.58,0,33.89,16.11
2347,22062,NDIR-SERT,9/4/2022,16,1.59,1.04,VAR,Fair,95,61,32,2,0,29.55,0,35,16.11
2348,22071,NDIR-SERT,9/4/2022,17,5.47,0.04,VAR,Fair,93,61,34,2,0,29.55,0,33.89,16.11
2349,22083,NDIR-SERT,9/4/2022,18,9.66,0,S,Haze,91,63,38,3,0,29.55,0,32.78,17.22
2350,22090,NDIR-SERT,9/4/2022,19,12.23,0,S,Haze,88,64,46,3,0,29.55,0,31.11,17.78
2351,22101,NDIR-SERT,9/4/2022,20,11.38,0,S,Haze,84,66,55,2,0,29.58,0,28.89,18.89
2360,22187,NDIR-SERT,10/4/2022,6,7.97,0,ESE,Fog,72,68,88,2,0,29.64,0,22.22,20
2361,22199,NDIR-SERT,10/4/2022,7,6.3,0,VAR,Fog,75,68,78,2,0,29.64,0,23.89,20
2362,22210,NDIR-SERT,10/4/2022,8,3.62,0.12,VAR,Haze,79,68,69,2,0,29.67,0,26.11,20
2363,22219,NDIR-SERT,10/4/2022,9,0.61,1.45,VAR,Haze,84,64,51,2,0,29.7,0,28.89,17.78
2364,22227,NDIR-SERT,10/4/2022,10,7.33,0.15,E,Haze,88,63,43,3,0,29.7,0,31.11,17.22
2365,22233,NDIR-SERT,10/4/2022,11,8.63,0.36,VAR,Haze,90,61,38,3,0,29.7,0,32.22,16.11
2366,22243,NDIR-SERT,10/4/2022,15,1.33,0.39,SSE,Fair,97,61,30,5,0,29.55,0,36.11,16.11
2367,22250,NDIR-SERT,10/4/2022,16,12.41,0,VAR,Fair,97,61,30,2,0,29.52,0,36.11,16.11
2368,22259,NDIR-SERT,10/4/2022,17,8.83,0.01,VAR,Haze,97,63,32,1,0,29.52,0,36.11,17.22
2369,22270,NDIR-SERT,10/4/2022,18,10.39,0,VAR,Haze,93,64,38,2,0,29.52,0,33.89,17.78
2370,22280,NDIR-SERT,10/4/2022,19,12.4,0,CALM,Haze,86,68,55,0,0,29.52,0,30,20
2371,22290,NDIR-SERT,10/4/2022,20,10.47,0,ESE,Haze,82,70,66,1,0,29.55,0,27.78,21.11
2380,22381,NDIR-SERT,11/4/2022,6,8.21,0,SSE,Haze,81,70,70,5,0,29.61,0,27.22,21.11
2381,22386,NDIR-SERT,11/4/2022,7,7.86,0,SSE,Haze,81,70,70,5,0,29.61,0,27.22,21.11
2382,22397,NDIR-SERT,11/4/2022,8,6.04,0,S,Haze,84,70,62,5,0,29.64,0,28.89,21.11
2383,22404,NDIR-SERT,11/4/2022,9,23.63,0.03,S,Haze,86,70,58,12,0,29.67,0,30,21.11
2384,22412,NDIR-SERT,11/4/2022,10,34.83,0,SSE,Haze,90,72,55,10,0,29.64,0,32.22,22.22
2385,22424,NDIR-SERT,11/4/2022,11,28.03,0,S,Haze,91,72,52,8,0,29.64,0,32.78,22.22
2386,22435,NDIR-SERT,11/4/2022,12,31.12,0,SW,Haze,93,72,49,8,0,29.61,0,33.89,22.22
2387,22442,NDIR-SERT,11/4/2022,13,30.28,0,VAR,Haze,97,70,41,5,0,29.58,0,36.11,21.11
2388,22452,NDIR-SERT,11/4/2022,14,34.02,0,S,Haze,95,70,44,5,0,29.55,0,35,21.11
2389,22458,NDIR-SERT,11/4/2022,15,39.77,0,S,Haze,97,68,39,5,0,29.52,0,36.11,20
2390,22467,NDIR-SERT,11/4/2022,16,40.25,0,S,Fair,97,68,39,3,0,29.49,0,36.11,20
2391,22475,NDIR-SERT,11/4/2022,17,40.12,0,SSW,Fair,97,68,39,5,0,29.46,0,36.11,20
2392,22486,NDIR-SERT,11/4/2022,18,23.77,0,SSE,Haze,95,70,44,5,0,29.49,0,35,21.11
2393,22494,NDIR-SERT,11/4/2022,19,13.54,0,SSE,Haze,91,72,52,6,0,29.49,0,32.78,22.22
2394,22506,NDIR-SERT,11/4/2022,20,11,0,S,Haze,90,73,59,3,0,29.52,0,32.22,22.78
2403,22594,NDIR-SERT,12/4/2022,6,8.39,0,SSE,Fog,79,73,83,2,0,29.58,0,26.11,22.78
2404,22604,NDIR-SERT,12/4/2022,7,7.92,0,SE,Fog,81,75,84,2,0,29.61,0,27.22,23.89
2405,22615,NDIR-SERT,12/4/2022,8,4.99,0.12,SSE,Haze,84,75,74,7,0,29.64,0,28.89,23.89
2406,22620,NDIR-SERT,12/4/2022,9,7.18,0.15,SSE,Haze,88,77,70,9,0,29.64,0,31.11,25
2407,22628,NDIR-SERT,12/4/2022,10,16.11,0,S,Fair,90,75,62,6,0,29.64,0,32.22,23.89
2408,22641,NDIR-SERT,12/4/2022,11,27.38,0,VAR,Fair,91,72,52,3,0,29.64,0,32.78,22.22
2409,22651,NDIR-SERT,12/4/2022,12,33.53,0,VAR,Fair,95,66,39,3,0,29.61,0,35,18.89
2410,22657,NDIR-SERT,12/4/2022,13,30.56,0,SW,Fair,97,63,32,6,0,29.55,0,36.11,17.22
2411,22666,NDIR-SERT,12/4/2022,14,27.78,0,W,Fair,99,59,27,8,0,29.49,0,37.22,15
2412,22677,NDIR-SERT,12/4/2022,15,28.58,0,W,Fair,100,61,27,5,0,29.46,0,37.78,16.11
2413,22687,NDIR-SERT,12/4/2022,16,34.16,0,SSW,Fair,99,61,29,6,0,29.46,0,37.22,16.11
2414,22691,NDIR-SERT,12/4/2022,17,24.8,0,SSW,Fair,99,59,27,3,0,29.43,0,37.22,15
2415,22700,NDIR-SERT,12/4/2022,18,11.64,0,SSE,Fair,95,61,32,5,0,29.43,0,35,16.11
2416,22713,NDIR-SERT,12/4/2022,19,13.76,0,SE,Fair,90,63,40,3,0,29.46,0,32.22,17.22
2417,22720,NDIR-SERT,12/4/2022,20,11.16,0,SSE,Fair,88,66,49,3,0,29.46,0,31.11,18.89
2426,22813,NDIR-SERT,13/4/2022,6,8.43,0,SE,Haze,81,73,79,5,0,29.52,0,27.22,22.78
2427,22818,NDIR-SERT,13/4/2022,7,7.31,0,SE,Haze,81,73,79,7,0,29.55,0,27.22,22.78
2428,22830,NDIR-SERT,13/4/2022,8,4.45,0.02,SSE,Haze,84,75,74,9,0,29.58,0,28.89,23.89
2429,22836,NDIR-SERT,13/4/2022,9,0.78,0.88,SSE,Haze,88,75,66,8,0,29.61,0,31.11,23.89
2430,22850,NDIR-SERT,13/4/2022,10,0,5.42,SSE,Haze,90,72,55,7,0,29.61,0,32.22,22.22
2431,22856,NDIR-SERT,13/4/2022,11,0,7.67,SSW,Haze,91,72,52,6,0,29.58,0,32.78,22.22
2432,22862,NDIR-SERT,13/4/2022,13,0,8,SSW,Haze,97,68,39,6,0,29.52,0,36.11,20
2433,22876,NDIR-SERT,13/4/2022,14,0,7.5,VAR,Haze,99,66,35,3,0,29.49,0,37.22,18.89
2434,22883,NDIR-SERT,13/4/2022,15,0,5.13,WSW,Haze,99,63,30,6,0,29.46,0,37.22,17.22
2435,22891,NDIR-SERT,13/4/2022,16,0.6,0.8,W,Haze,100,63,29,3,0,29.43,0,37.78,17.22
2436,22899,NDIR-SERT,13/4/2022,17,5.23,0,VAR,Haze,100,64,31,1,0,29.4,0,37.78,17.78
2437,22907,NDIR-SERT,13/4/2022,18,9.95,0,SSE,Haze,97,66,37,5,0,29.43,0,36.11,18.89
2438,22920,NDIR-SERT,13/4/2022,19,11.86,0,ESE,Haze,91,70,49,2,0,29.46,0,32.78,21.11
2439,22929,NDIR-SERT,13/4/2022,20,11.1,0,CALM,Haze,90,72,55,0,0,29.46,0,32.22,22.22
2448,23019,NDIR-SERT,14/4/2022,6,8.64,0,ESE,Haze,79,70,74,3,0,29.52,0,26.11,21.11
2449,23027,NDIR-SERT,14/4/2022,7,7.6,0,ESE,Haze,79,72,78,3,0,29.55,0,26.11,22.22
2450,23034,NDIR-SERT,14/4/2022,8,4.64,0,SSE,Fair,82,73,74,8,0,29.58,0,27.78,22.78
2451,23046,NDIR-SERT,14/4/2022,9,0.71,1.37,SSE,Fair,88,75,66,10,0,29.61,0,31.11,23.89
2452,23055,NDIR-SERT,14/4/2022,10,0,4.01,S,Fair,91,75,59,9,0,29.61,0,32.78,23.89
2453,23060,NDIR-SERT,14/4/2022,11,0,6.5,S,Fair,95,77,56,6,0,29.58,0,35,25
2454,23074,NDIR-SERT,14/4/2022,12,0,7.03,SE,Fair,95,75,53,5,0,29.58,0,35,23.89
2455,23081,NDIR-SERT,14/4/2022,13,0,6.29,SSE,Fair,97,73,47,6,0,29.55,0,36.11,22.78
2456,23091,NDIR-SERT,14/4/2022,14,0,4.89,VAR,Fair,99,73,44,2,0,29.49,0,37.22,22.78
2457,23100,NDIR-SERT,14/4/2022,15,0.02,2.5,VAR,Haze,100,68,35,5,0,29.46,0,37.78,20
2458,23108,NDIR-SERT,14/4/2022,16,2.78,0.01,VAR,Haze,100,63,29,2,0,29.43,0,37.78,17.22
2459,23115,NDIR-SERT,14/4/2022,17,6.3,0,S,Fair,100,64,31,6,0,29.43,0,37.78,17.78
2460,23125,NDIR-SERT,14/4/2022,18,9.05,0,S,Fair,99,63,30,5,0,29.43,0,37.22,17.22
2461,23137,NDIR-SERT,14/4/2022,19,9.76,0,S,Fair,93,68,44,3,0,29.46,0,33.89,20
2462,23142,NDIR-SERT,14/4/2022,20,11.49,0,SSW,Fair,91,66,43,3,0,29.49,0,32.78,18.89
2471,23233,NDIR-SERT,15/4/2022,6,8.61,0,VAR,Fog,79,72,78,2,0,29.52,0,26.11,22.22
2472,23244,NDIR-SERT,15/4/2022,7,7.8,0,E,Fog,79,73,83,1,0,29.55,0,26.11,22.78
2473,23252,NDIR-SERT,15/4/2022,8,4.58,0,SE,Fair,84,70,62,3,0,29.58,0,28.89,21.11
2474,23261,NDIR-SERT,15/4/2022,9,0.61,1.21,SSE,Fair,90,68,49,6,0,29.61,0,32.22,20
2475,23267,NDIR-SERT,15/4/2022,10,0,5.22,SE,Fair,93,66,41,6,0,29.61,0,33.89,18.89
2476,23279,NDIR-SERT,15/4/2022,11,0,6.95,S,Fair,95,66,39,5,0,29.58,0,35,18.89
2477,23287,NDIR-SERT,15/4/2022,12,0,6.01,ESE,Fair,97,66,37,6,0,29.58,0,36.11,18.89
2478,23297,NDIR-SERT,15/4/2022,13,0,5.91,VAR,Fair,99,64,32,6,0,29.55,0,37.22,17.78
2479,23306,NDIR-SERT,15/4/2022,14,0.26,1.04,VAR,Fair,100,66,33,5,0,29.49,0,37.78,18.89
2480,23313,NDIR-SERT,15/4/2022,15,1.31,0.14,S,Fair,100,63,29,5,0,29.46,0,37.78,17.22
2481,23323,NDIR-SERT,15/4/2022,16,2.99,0.07,S,Fair,100,63,29,5,0,29.43,0,37.78,17.22
2482,23333,NDIR-SERT,15/4/2022,17,7.84,0,S,Fair,100,63,29,5,0,29.43,0,37.78,17.22
2483,23344,NDIR-SERT,15/4/2022,18,11.3,0,S,Fair,97,64,34,5,0,29.43,0,36.11,17.78
2484,23351,NDIR-SERT,15/4/2022,19,13.11,0,S,Fair,95,63,34,5,0,29.46,0,35,17.22
2485,23357,NDIR-SERT,15/4/2022,20,10.67,0,VAR,Fair,91,66,43,2,0,29.46,0,32.78,18.89
2494,23447,NDIR-SERT,16/4/2022,6,9.37,0,SSE,Haze,81,68,65,2,0,29.52,0,27.22,20
2495,23456,NDIR-SERT,16/4/2022,7,7.91,0,ESE,Fair,82,68,62,5,0,29.55,0,27.78,20
2496,23469,NDIR-SERT,16/4/2022,8,4.86,0,SSE,Fair,86,70,58,8,0,29.58,0,30,21.11
2497,23474,NDIR-SERT,16/4/2022,9,0.89,0.99,SSE,Fair,90,72,55,9,0,29.58,0,32.22,22.22
2498,23484,NDIR-SERT,16/4/2022,10,0,5.34,SE,Fair,91,72,52,8,0,29.61,0,32.78,22.22
2499,23493,NDIR-SERT,16/4/2022,11,0,7.72,SSE,Fair,95,72,47,6,0,29.58,0,35,22.22
2500,23504,NDIR-SERT,16/4/2022,12,0,7.43,VAR,Fair,97,70,41,5,0,29.55,0,36.11,21.11
2501,23515,NDIR-SERT,16/4/2022,13,0,6.06,SSE,Fair,99,68,37,5,0,29.52,0,37.22,20
2502,23520,NDIR-SERT,16/4/2022,14,0,7.34,SW,Fair,100,64,31,5,0,29.49,0,37.78,17.78
2503,23530,NDIR-SERT,16/4/2022,15,0.04,4.55,S,Fair,100,63,29,6,0,29.46,0,37.78,17.22
2504,23541,NDIR-SERT,16/4/2022,16,2.29,0.78,SSE,Fair,100,63,29,8,0,29.43,0,37.78,17.22
2505,23547,NDIR-SERT,16/4/2022,17,8.9,0,S,Fair,100,61,27,7,0,29.4,0,37.78,16.11
2506,23559,NDIR-SERT,16/4/2022,18,12.5,0,S,Fair,99,63,30,5,0,29.4,0,37.22,17.22
2507,23565,NDIR-SERT,16/4/2022,19,13.49,0,S,Fair,93,64,38,5,0,29.43,0,33.89,17.78
2508,23578,NDIR-SERT,16/4/2022,20,12.92,0,E,Fair,91,68,46,2,0,29.46,0,32.78,20
2517,23665,NDIR-SERT,17/4/2022,6,9.75,0,SSE,Haze,82,72,70,5,0,29.55,0,27.78,22.22
2518,23677,NDIR-SERT,17/4/2022,7,8.27,0,SE,Fair,82,72,70,5,0,29.58,0,27.78,22.22
2519,23685,NDIR-SERT,17/4/2022,8,5.28,0,SE,Fair,86,72,62,6,0,29.61,0,30,22.22
2520,23694,NDIR-SERT,17/4/2022,9,1.19,0.83,S,Fair,90,73,59,8,0,29.64,0,32.22,22.78
2521,23699,NDIR-SERT,17/4/2022,10,0,5.28,SSE,Fair,91,72,52,9,0,29.64,0,32.78,22.22
2522,23710,NDIR-SERT,17/4/2022,11,4.65,4.97,SSE,Fair,93,72,49,8,0,29.64,0,33.89,22.22
2523,23718,NDIR-SERT,17/4/2022,12,14.94,0,SSE,Fair,95,72,47,8,0,29.61,0,35,22.22
2524,23726,NDIR-SERT,17/4/2022,13,13.37,0,SSE,Fair,97,70,41,8,0,29.58,0,36.11,21.11
2525,23738,NDIR-SERT,17/4/2022,14,14.63,0,SSW,Partly Cloudy,99,70,39,7,0,29.52,0,37.22,21.11
2526,23747,NDIR-SERT,17/4/2022,15,16.11,0,S,Fair,99,68,37,6,0,29.49,0,37.22,20
2527,23754,NDIR-SERT,17/4/2022,16,21.12,0,S,Fair,100,64,31,7,0,29.46,0,37.78,17.78
2528,23765,NDIR-SERT,17/4/2022,17,23.24,0,SE,Fair,99,64,32,5,0,29.46,0,37.22,17.78
2529,23771,NDIR-SERT,17/4/2022,18,28.98,0,SSE,Fair,97,64,34,6,0,29.49,0,36.11,17.78
2530,23784,NDIR-SERT,17/4/2022,19,21.1,0,SE,Fair,90,68,49,14,0,29.55,0,32.22,20
2531,23794,NDIR-SERT,17/4/2022,20,17.79,0,ESE,Fair,84,72,66,9,0,29.55,0,28.89,22.22
2540,23882,NDIR-SERT,18/4/2022,6,9.11,0,E,Partly Cloudy,79,75,89,3,0,29.67,0,26.11,23.89
2541,23889,NDIR-SERT,18/4/2022,7,8.93,0,VAR,Fair,79,75,89,1,0,29.67,0,26.11,23.89
2542,23899,NDIR-SERT,18/4/2022,8,6.11,0,E,Fair,82,73,74,3,0,29.7,0,27.78,22.78
2543,23908,NDIR-SERT,18/4/2022,9,11.85,0,VAR,Fair,86,72,62,3,0,29.7,0,30,22.22
2544,23915,NDIR-SERT,18/4/2022,10,43.4,0,VAR,Mostly Cloudy,88,72,58,2,0,29.7,0,31.11,22.22
2545,23925,NDIR-SERT,18/4/2022,11,46.88,0,VAR,Fair,90,73,59,3,0,29.7,0,32.22,22.78
2546,23938,NDIR-SERT,18/4/2022,12,50.7,0,VAR,Mostly Cloudy,91,72,52,5,0,29.67,0,32.78,22.22
2547,23943,NDIR-SERT,18/4/2022,13,46.89,0,NW,Mostly Cloudy,93,72,49,6,0,29.64,0,33.89,22.22
2548,23956,NDIR-SERT,18/4/2022,14,52.78,0,VAR,Mostly Cloudy,91,72,52,5,0,29.61,0,32.78,22.22
2549,23961,NDIR-SERT,18/4/2022,15,61.42,0,VAR,T-Storm,77,77,100,5,0,29.58,0,25,25
2550,23970,NDIR-SERT,18/4/2022,16,47.75,0,ENE,Fair,79,75,89,7,0,29.61,0,26.11,23.89
2551,23983,NDIR-SERT,18/4/2022,17,42.94,0,ESE,Fair,79,75,89,8,0,29.61,0,26.11,23.89
2552,23988,NDIR-SERT,18/4/2022,18,21.6,0,SE,Fair,77,75,94,8,0,29.61,0,25,23.89
2553,23998,NDIR-SERT,18/4/2022,19,12.11,0,VAR,Fair,77,75,94,2,0,29.64,0,25,23.89
2554,24010,NDIR-SERT,18/4/2022,20,11.46,0,VAR,Fair,79,72,78,1,0,29.64,0,26.11,22.22
2563,24096,NDIR-SERT,19/4/2022,6,7.57,0,VAR,Fair,75,75,100,1,0,29.73,0,23.89,23.89
2564,24109,NDIR-SERT,19/4/2022,7,7.22,0,N,Fair,77,73,89,3,0,29.75,0,25,22.78
2565,24115,NDIR-SERT,19/4/2022,8,4.92,0.16,VAR,Fair,81,72,74,2,0,29.78,0,27.22,22.22
2566,24122,NDIR-SERT,19/4/2022,9,19.05,0.01,NNE,Fair,84,70,62,6,0,29.78,0,28.89,21.11
2567,24135,NDIR-SERT,19/4/2022,10,22.99,0,ENE,Fair,88,70,55,5,0,29.78,0,31.11,21.11
2568,24145,NDIR-SERT,19/4/2022,11,21.26,0,SE,Fair,90,68,49,3,0,29.75,0,32.22,20
2569,24151,NDIR-SERT,19/4/2022,12,24.67,0,VAR,Fair,91,68,46,3,0,29.73,0,32.78,20
2570,24163,NDIR-SERT,19/4/2022,13,24.19,0,VAR,Fair,93,66,41,3,0,29.7,0,33.89,18.89
2571,24172,NDIR-SERT,19/4/2022,14,32.34,0,SW,Partly Cloudy,93,68,44,7,0,29.67,0,33.89,20
2572,24176,NDIR-SERT,19/4/2022,15,40.33,0,VAR,Mostly Cloudy,93,68,44,5,0,29.64,0,33.89,20
2573,24185,NDIR-SERT,19/4/2022,16,45.31,0,S,Mostly Cloudy,93,68,44,8,0,29.61,0,33.89,20
