date,hour,demand(kWh),supply(kWh),Wind,Condition,humidity(%),temperature(°C),dew_point(°C),time_idx,group,wind_direction,weather_condition,hour_group,holiday,weekend,workday
2022-03-27,9,0.47,2.41,SE,Fair,66.0,31.11,23.89,1140,a,4,0.0,0,1,0,0
2022-03-27,10,0.0,7.03,SE,Fair,62.0,32.22,23.89,1141,a,4,0.0,0,1,0,0
2022-03-27,11,0.0,9.15,S,Fair,59.0,32.78,23.89,1142,a,17,0.0,0,1,0,0
2022-03-27,12,0.25,9.36,SE,Fair,59.0,33.89,25.0,1143,a,4,0.0,0,1,0,0
2022-03-27,13,0.0,10.74,S,Fair,53.0,35.0,23.89,1144,a,17,0.0,1,1,0,0
2022-03-27,14,0.02,8.23,SSE,Fair,50.0,36.11,23.89,1145,a,13,0.0,1,1,0,0
2022-03-27,15,0.64,5.28,SSW,Fair,50.0,36.11,23.89,1146,a,16,0.0,1,1,0,0
2022-03-27,16,1.29,1.28,SSW,Fair,47.0,36.11,22.78,1147,a,16,0.0,1,1,0,0
2022-03-27,17,7.11,0.0,SW,Fair,44.0,36.11,22.22,1148,a,14,0.0,1,1,0,0
2022-03-27,18,12.57,0.0,S,Fair,53.0,35.0,23.89,1149,a,17,0.0,1,1,0,0
2022-03-27,19,15.71,0.0,SSE,Fair,63.0,32.78,25.0,1150,a,13,0.0,1,1,0,0
2022-03-27,20,13.02,0.0,ESE,Fair,66.0,32.22,25.0,1151,a,1,0.0,1,1,0,0
2022-03-28,6,8.96,0.0,SE,Fair,89.0,27.22,25.0,1152,a,4,0.0,0,1,1,1
2022-03-28,7,8.27,0.0,ESE,Fair,84.0,27.78,25.0,1153,a,1,0.0,0,1,1,1
2022-03-28,8,7.03,0.0,SE,Fair,79.0,28.89,25.0,1154,a,4,0.0,0,1,1,1
2022-03-28,9,19.5,0.0,SE,Fair,66.0,31.11,23.89,1155,a,4,0.0,0,1,1,1
2022-03-28,10,35.3,0.0,SSE,Fair,63.0,32.78,25.0,1156,a,13,0.0,0,1,1,1
2022-03-28,11,35.55,0.0,S,Partly Cloudy,63.0,32.78,25.0,1157,a,17,5.0,0,1,1,1
2022-03-28,12,40.75,0.0,S,Fair,59.0,33.89,25.0,1158,a,17,0.0,0,1,1,1
2022-03-28,13,41.87,0.0,S,Fair,56.0,35.0,25.0,1159,a,17,0.0,1,1,1,1
2022-03-28,14,51.36,0.0,SSE,Fair,56.0,35.0,25.0,1160,a,13,0.0,1,1,1,1
2022-03-28,15,46.22,0.0,SE,Fair,59.0,33.89,25.0,1161,a,4,0.0,1,1,1,1
2022-03-28,16,53.22,0.0,E,Fair,59.0,32.78,23.89,1162,a,12,0.0,1,1,1,1
2022-03-28,17,43.86,0.0,E,Fair,59.0,32.22,22.78,1163,a,12,0.0,1,1,1,1
2022-03-28,18,32.9,0.0,E,Fair,58.0,31.11,22.22,1164,a,12,0.0,1,1,1,1
2022-03-28,19,25.97,0.0,VAR,Partly Cloudy,70.0,28.89,22.78,1165,a,0,5.0,1,1,1,1
2022-03-28,20,11.81,0.0,S,Partly Cloudy,70.0,27.22,21.11,1166,a,17,5.0,1,1,1,1
2022-03-29,6,8.48,0.0,CALM,Cloudy,94.0,25.0,23.89,1167,a,9,8.0,0,1,1,1
2022-03-29,7,7.53,0.0,CALM,Mostly Cloudy,100.0,25.0,25.0,1168,a,9,4.0,0,1,1,1
2022-03-29,8,6.32,0.0,VAR,Mostly Cloudy,100.0,26.11,26.11,1169,a,0,4.0,0,1,1,1
2022-03-29,9,11.18,0.01,VAR,Mostly Cloudy,79.0,27.78,23.89,1170,a,0,4.0,0,1,1,1
2022-03-29,10,34.91,0.0,VAR,Fair,74.0,28.89,23.89,1171,a,0,0.0,0,1,1,1
2022-03-29,11,35.56,0.0,S,Partly Cloudy,62.0,31.11,22.78,1172,a,17,5.0,0,1,1,1
2022-03-29,12,37.03,0.0,S,Mostly Cloudy,55.0,32.78,22.78,1173,a,17,4.0,0,1,1,1
2022-03-29,13,36.5,0.0,VAR,Mostly Cloudy,49.0,33.89,22.22,1174,a,0,4.0,1,1,1,1
2022-03-29,14,36.38,0.0,SSW,Mostly Cloudy,49.0,33.89,22.22,1175,a,16,4.0,1,1,1,1
2022-03-29,15,33.05,0.0,SSW,Partly Cloudy,49.0,33.89,22.22,1176,a,16,5.0,1,1,1,1
2022-03-29,16,39.18,0.0,SSW,Fair,44.0,35.0,21.11,1177,a,16,0.0,1,1,1,1
2022-03-29,17,38.71,0.0,SSW,Fair,46.0,33.89,21.11,1178,a,16,0.0,1,1,1,1
2022-03-29,18,33.18,0.0,SSW,Fair,46.0,33.89,21.11,1179,a,16,0.0,1,1,1,1
2022-03-29,19,25.46,0.0,SSE,Fair,55.0,32.22,22.22,1180,a,13,0.0,1,1,1,1
2022-03-29,20,24.25,0.0,E,Fair,70.0,30.0,23.89,1181,a,12,0.0,1,1,1,1
2022-03-30,6,8.33,0.0,ENE,Partly Cloudy,83.0,25.0,22.22,1182,a,2,5.0,0,1,1,1
2022-03-30,7,8.03,0.0,E,Mostly Cloudy,83.0,25.0,22.22,1183,a,12,4.0,0,1,1,1
2022-03-30,8,7.68,0.0,ENE,Cloudy,83.0,25.0,22.22,1184,a,2,8.0,0,1,1,1
2022-03-30,9,13.11,0.0,VAR,Partly Cloudy,70.0,27.22,21.11,1185,a,0,5.0,0,1,1,1
2022-03-30,10,26.14,0.0,E,Fair,58.0,30.0,21.11,1186,a,12,0.0,0,1,1,1
2022-03-30,11,20.58,0.0,SE,Mostly Cloudy,58.0,31.11,22.22,1187,a,4,4.0,0,1,1,1
2022-03-30,12,18.27,0.0,VAR,Mostly Cloudy,55.0,32.22,22.22,1188,a,0,4.0,0,1,1,1
2022-03-30,13,20.0,0.0,SSE,Partly Cloudy,55.0,32.22,22.22,1189,a,13,5.0,1,1,1,1
2022-03-30,14,23.11,0.0,W,Mostly Cloudy,52.0,32.78,22.22,1190,a,7,4.0,1,1,1,1
2022-03-30,15,30.92,0.0,VAR,Mostly Cloudy,49.0,33.89,22.22,1191,a,0,4.0,1,1,1,1
2022-03-30,16,30.44,0.0,NW,Partly Cloudy,46.0,33.89,21.11,1192,a,11,5.0,1,1,1,1
2022-03-30,17,34.18,0.0,VAR,Fair,46.0,33.89,21.11,1193,a,0,0.0,1,1,1,1
2022-03-30,18,31.05,0.0,VAR,Fair,49.0,32.78,21.11,1194,a,0,0.0,1,1,1,1
2022-03-30,19,25.36,0.0,CALM,Fair,62.0,31.11,22.78,1195,a,9,0.0,1,1,1,1
2022-03-30,20,21.86,0.0,CALM,Fair,74.0,28.89,23.89,1196,a,9,0.0,1,1,1,1
2022-03-31,6,7.5,0.0,VAR,Mostly Cloudy,94.0,26.11,25.0,1197,a,0,4.0,0,1,1,1
2022-03-31,7,7.17,0.0,VAR,Mostly Cloudy,94.0,26.11,25.0,1198,a,0,4.0,0,1,1,1
2022-03-31,8,5.36,0.0,VAR,Fair,74.0,27.78,22.78,1199,a,0,0.0,0,1,1,1
2022-03-31,9,15.6,0.0,VAR,Fair,62.0,31.11,22.78,1200,a,0,0.0,0,1,1,1
2022-03-31,10,25.39,0.0,VAR,Fair,59.0,32.22,22.78,1201,a,0,0.0,0,1,1,1
2022-03-31,11,23.48,0.0,VAR,Partly Cloudy,46.0,33.89,21.11,1202,a,0,5.0,0,1,1,1
2022-03-31,12,26.28,0.0,WSW,Mostly Cloudy,44.0,33.89,20.0,1203,a,6,4.0,0,1,1,1
2022-03-31,13,31.55,0.0,VAR,Mostly Cloudy,44.0,35.0,21.11,1204,a,0,4.0,1,1,1,1
2022-03-31,14,41.89,0.0,VAR,Partly Cloudy,39.0,36.11,20.0,1205,a,0,5.0,1,1,1,1
2022-03-31,15,39.03,0.0,NNW,Partly Cloudy,37.0,37.22,20.0,1206,a,8,5.0,1,1,1,1
2022-03-31,16,44.58,0.0,NW,Fair,37.0,36.11,18.89,1207,a,11,0.0,1,1,1,1
2022-03-31,17,49.89,0.0,VAR,Fair,34.0,36.11,17.78,1208,a,0,0.0,1,1,1,1
2022-03-31,18,46.56,0.0,CALM,Fair,34.0,36.11,17.78,1209,a,9,0.0,1,1,1,1
2022-03-31,19,35.17,0.0,CALM,Fair,55.0,32.22,22.22,1210,a,9,0.0,1,1,1,1
2022-03-31,20,16.1,0.0,SE,Fair,58.0,31.11,22.22,1211,a,4,0.0,1,1,1,1
2022-01-04,6,9.12,0.0,VAR,Fair,74.0,27.22,22.22,1212,a,0,0.0,0,1,1,1
2022-01-04,7,8.1,0.0,VAR,Fair,70.0,27.22,21.11,1213,a,0,0.0,0,1,1,1
2022-01-04,8,5.65,0.0,NW,Fair,66.0,28.89,22.22,1214,a,11,0.0,0,1,1,1
2022-01-04,9,16.58,0.0,NNE,Fair,52.0,31.11,20.0,1215,a,15,0.0,0,1,1,1
2022-01-04,10,29.09,0.0,VAR,Fair,46.0,32.22,18.89,1216,a,0,0.0,0,1,1,1
2022-01-04,11,26.52,0.0,SSE,Fair,41.0,33.89,18.89,1217,a,13,0.0,0,1,1,1
2022-01-04,12,28.39,0.0,S,Partly Cloudy,41.0,33.89,18.89,1218,a,17,5.0,0,1,1,1
2022-01-04,13,35.7,0.0,WNW,Mostly Cloudy,39.0,35.0,18.89,1219,a,5,4.0,1,1,1,1
2022-01-04,14,45.27,0.0,VAR,Mostly Cloudy,36.0,35.0,17.78,1220,a,0,4.0,1,1,1,1
2022-01-04,15,44.92,0.0,WSW,Light Rain,44.0,35.0,21.11,1221,a,6,6.0,1,1,1,1
2022-01-04,16,43.27,0.0,N,Showers in the Vicinity,55.0,32.22,22.22,1222,a,10,13.0,1,1,1,1
2022-01-04,17,39.36,0.0,SSW,Thunder,55.0,31.11,21.11,1223,a,16,14.0,1,1,1,1
2022-01-04,18,34.59,0.0,CALM,Showers in the Vicinity,58.0,30.0,21.11,1224,a,9,13.0,1,1,1,1
2022-01-04,19,27.01,0.0,SSE,Fair,70.0,27.78,22.22,1225,a,13,0.0,1,1,1,1
2022-02-04,6,8.95,0.0,CALM,Fair,89.0,25.0,22.78,1226,a,9,0.0,0,1,1,1
2022-02-04,7,8.11,0.0,VAR,Fair,69.0,26.11,20.0,1227,a,0,0.0,0,1,1,1
2022-02-04,8,4.44,0.11,VAR,Fair,51.0,28.89,17.78,1228,a,0,0.0,0,1,1,1
2022-02-04,9,1.17,2.54,NNE,Fair,48.0,28.89,17.22,1229,a,15,0.0,0,1,1,1
2022-02-04,10,0.02,6.78,VAR,Fair,43.0,30.0,16.11,1230,a,0,0.0,0,1,1,1
2022-02-04,11,1.15,3.26,VAR,Fair,40.0,31.11,16.11,1231,a,0,0.0,0,1,1,1
2022-02-04,12,1.5,3.28,VAR,Mostly Cloudy,36.0,32.22,15.0,1232,a,0,4.0,0,1,1,1
2022-02-04,13,4.88,1.03,VAR,Fair,36.0,32.22,15.0,1233,a,0,0.0,1,1,1,1
2022-02-04,14,11.94,0.08,S,Fair,40.0,31.11,16.11,1234,a,17,0.0,1,1,1,1
2022-02-04,15,16.06,0.0,SE,Fair,51.0,28.89,17.78,1235,a,4,0.0,1,1,1,1
2022-02-04,16,13.69,0.0,ESE,Fair,54.0,27.78,17.78,1236,a,1,0.0,1,1,1,1
2022-02-04,17,11.03,0.0,ESE,Fair,54.0,27.78,17.78,1237,a,1,0.0,1,1,1,1
2022-02-04,18,10.36,0.0,E,Fair,54.0,27.78,17.78,1238,a,12,0.0,1,1,1,1
2022-02-04,19,10.45,0.0,E,Fair,57.0,26.11,17.22,1239,a,12,0.0,1,1,1,1
2022-02-04,20,9.53,0.0,ENE,Fair,54.0,26.11,16.11,1240,a,2,0.0,1,1,1,1
2022-03-04,6,6.86,0.0,N,Mostly Cloudy,65.0,22.78,16.11,1241,a,10,4.0,0,1,1,1
2022-03-04,7,6.0,0.0,VAR,Mostly Cloudy,61.0,22.78,15.0,1242,a,0,4.0,0,1,1,1
2022-03-04,8,4.73,0.0,VAR,Fair,61.0,22.78,15.0,1243,a,0,0.0,0,1,1,1
2022-03-04,9,4.47,0.0,N,Fair,61.0,22.78,15.0,1244,a,10,0.0,0,1,1,1
2022-03-04,10,2.25,0.55,VAR,Fair,57.0,23.89,15.0,1245,a,0,0.0,0,1,1,1
2022-03-04,11,0.67,2.29,VAR,Fair,51.0,26.11,15.0,1246,a,0,0.0,0,1,1,1
2022-03-04,12,0.14,4.45,N,Fair,54.0,25.0,15.0,1247,a,10,0.0,0,1,1,1
2022-03-04,13,0.04,6.59,NNW,Fair,48.0,27.22,15.0,1248,a,8,0.0,1,1,1,1
2022-03-04,14,0.81,3.55,VAR,Partly Cloudy,48.0,27.22,15.0,1249,a,0,5.0,1,1,1,1
2022-03-04,15,2.59,0.35,VAR,Mostly Cloudy,48.0,27.22,15.0,1250,a,0,4.0,1,1,1,1
2022-03-04,16,5.53,0.0,SSW,Mostly Cloudy,48.0,27.22,15.0,1251,a,16,4.0,1,1,1,1
2022-03-04,17,6.55,0.0,SSE,Fair,61.0,26.11,17.78,1252,a,13,0.0,1,1,1,1
2022-03-04,18,8.72,0.0,SSE,Fair,65.0,25.0,17.78,1253,a,13,0.0,1,1,1,1
2022-03-04,19,10.59,0.0,SSE,Fair,65.0,25.0,17.78,1254,a,13,0.0,1,1,1,1
2022-03-04,20,9.75,0.0,SE,Mostly Cloudy,65.0,25.0,17.78,1255,a,4,4.0,1,1,1,1
2022-04-04,5,6.93,0.0,CALM,Fair,78.0,22.78,18.89,1256,a,9,0.0,0,1,1,1
2022-04-04,6,6.74,0.0,SE,Fair,78.0,22.78,18.89,1257,a,4,0.0,0,1,1,1
2022-04-04,7,5.86,0.0,ESE,Fair,83.0,22.78,20.0,1258,a,1,0.0,0,1,1,1
2022-04-04,8,4.81,0.0,NNW,Fair,65.0,25.0,17.78,1259,a,8,0.0,0,1,1,1
2022-04-04,9,9.58,0.0,N,Fair,61.0,26.11,17.78,1260,a,10,0.0,0,1,1,1
2022-04-04,10,12.33,0.01,VAR,Fair,51.0,27.22,16.11,1261,a,0,0.0,0,1,1,1
2022-04-04,11,13.2,0.0,VAR,Fair,42.0,27.78,13.89,1262,a,0,0.0,0,1,1,1
2022-04-04,12,6.88,0.39,VAR,Fair,37.0,30.0,13.89,1263,a,0,0.0,0,1,1,1
2022-04-04,13,9.35,0.02,VAR,Fair,33.0,31.11,12.78,1264,a,0,0.0,1,1,1,1
2022-04-04,14,12.04,0.0,VAR,Fair,35.0,31.11,13.89,1265,a,0,0.0,1,1,1,1
2022-04-04,15,18.09,0.0,VAR,Fair,29.0,32.78,12.78,1266,a,0,0.0,1,1,1,1
2022-04-04,16,26.52,0.0,VAR,Fair,31.0,32.22,12.78,1267,a,0,0.0,1,1,1,1
2022-04-04,17,30.59,0.0,SW,Fair,31.0,32.22,12.78,1268,a,14,0.0,1,1,1,1
2022-04-04,18,28.47,0.0,SW,Fair,35.0,31.11,13.89,1269,a,14,0.0,1,1,1,1
2022-04-04,19,17.51,0.0,S,Fair,42.0,28.89,15.0,1270,a,17,0.0,1,1,1,1
2022-04-04,20,14.88,0.0,SSW,Fair,57.0,26.11,17.22,1271,a,16,0.0,1,1,1,1
2022-05-04,6,7.09,0.0,VAR,Fair,78.0,21.11,17.22,1272,a,0,0.0,0,0,1,0
2022-05-04,7,5.83,0.0,VAR,Fair,69.0,23.89,17.78,1273,a,0,0.0,0,0,1,0
2022-05-04,8,4.2,0.02,VAR,Fair,54.0,27.22,17.22,1274,a,0,0.0,0,0,1,0
2022-05-04,9,9.13,0.07,E,Fair,40.0,28.89,13.89,1275,a,12,0.0,0,0,1,0
2022-05-04,10,14.58,0.0,VAR,Fair,35.0,31.11,13.89,1276,a,0,0.0,0,0,1,0
2022-05-04,11,14.36,0.0,VAR,Fair,33.0,32.22,13.89,1277,a,0,0.0,0,0,1,0
2022-05-04,12,16.31,0.0,VAR,Fair,31.0,32.78,13.89,1278,a,0,0.0,0,0,1,0
2022-05-04,13,25.98,0.0,VAR,Fair,30.0,33.89,13.89,1279,a,0,0.0,1,0,1,0
2022-05-04,14,37.64,0.0,VAR,Fair,28.0,35.0,13.89,1280,a,0,0.0,1,0,1,0
2022-05-04,15,38.14,0.0,S,Fair,30.0,35.0,15.0,1281,a,17,0.0,1,0,1,0
2022-05-04,16,40.85,0.0,VAR,Fair,34.0,35.0,17.22,1282,a,0,0.0,1,0,1,0
2022-05-04,17,45.65,0.0,S,Fair,34.0,35.0,17.22,1283,a,17,0.0,1,0,1,0
2022-05-04,18,36.46,0.0,S,Fair,34.0,33.89,16.11,1284,a,17,0.0,1,0,1,0
2022-05-04,19,22.01,0.0,S,Fair,46.0,31.11,17.78,1285,a,17,0.0,1,0,1,0
2022-05-04,20,14.38,0.0,SSW,Fair,46.0,31.11,17.78,1286,a,16,0.0,1,0,1,0
2022-06-04,6,7.64,0.0,CALM,Fair,94.0,22.22,21.11,1287,a,9,0.0,0,1,0,0
2022-06-04,7,6.47,0.0,N,Fair,83.0,25.0,22.22,1288,a,10,0.0,0,1,0,0
2022-06-04,8,3.62,0.23,VAR,Fair,58.0,28.89,20.0,1289,a,0,0.0,0,1,0,0
2022-06-04,9,1.22,1.51,ESE,Fair,46.0,31.11,17.78,1290,a,1,0.0,0,1,0,0
2022-06-04,10,0.49,3.89,VAR,Fair,38.0,32.78,17.22,1291,a,0,0.0,0,1,0,0
2022-06-04,11,0.0,5.27,VAR,Fair,36.0,33.89,17.22,1292,a,0,0.0,0,1,0,0
2022-06-04,12,1.76,2.62,N,Fair,36.0,33.89,17.22,1293,a,10,0.0,0,1,0,0
2022-06-04,13,5.5,0.26,W,Mostly Cloudy,38.0,33.89,17.78,1294,a,7,4.0,1,1,0,0
2022-06-04,14,7.36,0.01,VAR,Partly Cloudy,34.0,35.0,17.22,1295,a,0,5.0,1,1,0,0
2022-06-04,15,3.99,0.4,VAR,Fair,30.0,36.11,16.11,1296,a,0,0.0,1,1,0,0
2022-06-04,16,5.64,0.07,NW,Fair,32.0,36.11,17.22,1297,a,11,0.0,1,1,0,0
2022-06-04,17,7.48,0.0,NNW,Fair,30.0,36.11,16.11,1298,a,8,0.0,1,1,0,0
2022-06-04,18,11.44,0.0,VAR,Fair,30.0,36.11,16.11,1299,a,0,0.0,1,1,0,0
2022-06-04,19,13.2,0.0,CALM,Fair,51.0,30.0,18.89,1300,a,9,0.0,1,1,0,0
2022-06-04,20,16.77,0.0,CALM,Fair,58.0,27.78,18.89,1301,a,9,0.0,1,1,0,0
2022-07-04,10,41.28,0.0,VAR,Fair,40.0,31.11,16.11,1302,a,0,0.0,0,1,1,1
2022-07-04,13,28.92,0.0,VAR,Fair,36.0,32.78,16.11,1303,a,0,0.0,1,1,1,1
2022-07-04,17,43.89,0.0,VAR,Fair,36.0,32.78,16.11,1304,a,0,0.0,1,1,1,1
2022-08-04,6,8.77,0.0,VAR,Fair,74.0,25.0,20.0,1305,a,0,0.0,0,1,1,1
2022-08-04,7,7.56,0.0,VAR,Fair,74.0,25.0,20.0,1306,a,0,0.0,0,1,1,1
2022-08-04,8,7.67,0.0,VAR,Fair,61.0,27.22,18.89,1307,a,0,0.0,0,1,1,1
2022-08-04,9,28.86,0.0,VAR,Fair,48.0,28.89,17.22,1308,a,0,0.0,0,1,1,1
2022-08-04,10,30.99,0.0,VAR,Fair,43.0,30.0,16.11,1309,a,0,0.0,0,1,1,1
2022-08-04,11,26.54,0.0,VAR,Haze,40.0,31.11,16.11,1310,a,0,12.0,0,1,1,1
2022-08-04,12,27.14,0.0,VAR,Haze,36.0,32.22,15.0,1311,a,0,12.0,0,1,1,1
2022-08-04,13,31.99,0.0,WNW,Haze,36.0,32.78,16.11,1312,a,5,12.0,1,1,1,1
2022-08-04,14,34.39,0.0,VAR,Fair,34.0,32.78,15.0,1313,a,0,0.0,1,1,1,1
2022-08-04,15,37.01,0.0,WNW,Fair,36.0,32.78,16.11,1314,a,5,0.0,1,1,1,1
2022-08-04,16,34.74,0.0,W,Fair,38.0,32.78,17.22,1315,a,7,0.0,1,1,1,1
2022-08-04,17,30.5,0.0,VAR,Haze,43.0,32.22,17.78,1316,a,0,12.0,1,1,1,1
2022-08-04,18,25.59,0.0,W,Haze,46.0,32.22,18.89,1317,a,7,12.0,1,1,1,1
2022-08-04,19,12.08,0.0,WSW,Haze,51.0,30.0,18.89,1318,a,6,12.0,1,1,1,1
2022-08-04,20,10.73,0.0,WSW,Haze,55.0,28.89,18.89,1319,a,6,12.0,1,1,1,1
2022-09-04,6,7.46,0.0,VAR,Fog,94.0,22.22,21.11,1320,a,0,10.0,0,1,0,0
2022-09-04,7,6.37,0.0,VAR,Fog,94.0,22.78,22.22,1321,a,0,10.0,0,1,0,0
2022-09-04,8,4.24,0.01,VAR,Haze,69.0,26.11,20.0,1322,a,0,12.0,0,1,0,0
2022-09-04,9,1.09,0.94,VAR,Haze,54.0,27.78,17.78,1323,a,0,12.0,0,1,0,0
2022-09-04,10,0.19,3.54,S,Haze,40.0,31.11,16.11,1324,a,17,12.0,0,1,0,0
2022-09-04,11,0.33,2.38,S,Fair,33.0,32.22,13.89,1325,a,17,0.0,0,1,0,0
2022-09-04,12,0.03,3.47,S,Fair,31.0,32.78,13.89,1326,a,17,0.0,0,1,0,0
2022-09-04,13,0.04,3.02,S,Fair,34.0,32.78,15.0,1327,a,17,0.0,1,1,0,0
2022-09-04,14,0.07,3.6,VAR,Fair,34.0,33.89,16.11,1328,a,0,0.0,1,1,0,0
2022-09-04,15,0.45,2.52,WSW,Fair,34.0,33.89,16.11,1329,a,6,0.0,1,1,0,0
2022-09-04,16,1.59,1.04,VAR,Fair,32.0,35.0,16.11,1330,a,0,0.0,1,1,0,0
2022-09-04,17,5.47,0.04,VAR,Fair,34.0,33.89,16.11,1331,a,0,0.0,1,1,0,0
2022-09-04,18,9.66,0.0,S,Haze,38.0,32.78,17.22,1332,a,17,12.0,1,1,0,0
2022-09-04,19,12.23,0.0,S,Haze,46.0,31.11,17.78,1333,a,17,12.0,1,1,0,0
2022-09-04,20,11.38,0.0,S,Haze,55.0,28.89,18.89,1334,a,17,12.0,1,1,0,0
2022-10-04,6,7.97,0.0,ESE,Fog,88.0,22.22,20.0,1335,a,1,10.0,0,1,1,1
2022-10-04,7,6.3,0.0,VAR,Fog,78.0,23.89,20.0,1336,a,0,10.0,0,1,1,1
2022-10-04,8,3.62,0.12,VAR,Haze,69.0,26.11,20.0,1337,a,0,12.0,0,1,1,1
2022-10-04,9,0.61,1.45,VAR,Haze,51.0,28.89,17.78,1338,a,0,12.0,0,1,1,1
2022-10-04,10,7.33,0.15,E,Haze,43.0,31.11,17.22,1339,a,12,12.0,0,1,1,1
2022-10-04,11,8.63,0.36,VAR,Haze,38.0,32.22,16.11,1340,a,0,12.0,0,1,1,1
2022-10-04,15,1.33,0.39,SSE,Fair,30.0,36.11,16.11,1341,a,13,0.0,1,1,1,1
2022-10-04,16,12.41,0.0,VAR,Fair,30.0,36.11,16.11,1342,a,0,0.0,1,1,1,1
2022-10-04,17,8.83,0.01,VAR,Haze,32.0,36.11,17.22,1343,a,0,12.0,1,1,1,1
2022-10-04,18,10.39,0.0,VAR,Haze,38.0,33.89,17.78,1344,a,0,12.0,1,1,1,1
2022-10-04,19,12.4,0.0,CALM,Haze,55.0,30.0,20.0,1345,a,9,12.0,1,1,1,1
2022-10-04,20,10.47,0.0,ESE,Haze,66.0,27.78,21.11,1346,a,1,12.0,1,1,1,1
2022-11-04,6,8.21,0.0,SSE,Haze,70.0,27.22,21.11,1347,a,13,12.0,0,1,1,1
2022-11-04,7,7.86,0.0,SSE,Haze,70.0,27.22,21.11,1348,a,13,12.0,0,1,1,1
2022-11-04,8,6.04,0.0,S,Haze,62.0,28.89,21.11,1349,a,17,12.0,0,1,1,1
2022-11-04,9,23.63,0.03,S,Haze,58.0,30.0,21.11,1350,a,17,12.0,0,1,1,1
2022-11-04,10,34.83,0.0,SSE,Haze,55.0,32.22,22.22,1351,a,13,12.0,0,1,1,1
2022-11-04,11,28.03,0.0,S,Haze,52.0,32.78,22.22,1352,a,17,12.0,0,1,1,1
2022-11-04,12,31.12,0.0,SW,Haze,49.0,33.89,22.22,1353,a,14,12.0,0,1,1,1
2022-11-04,13,30.28,0.0,VAR,Haze,41.0,36.11,21.11,1354,a,0,12.0,1,1,1,1
2022-11-04,14,34.02,0.0,S,Haze,44.0,35.0,21.11,1355,a,17,12.0,1,1,1,1
2022-11-04,15,39.77,0.0,S,Haze,39.0,36.11,20.0,1356,a,17,12.0,1,1,1,1
2022-11-04,16,40.25,0.0,S,Fair,39.0,36.11,20.0,1357,a,17,0.0,1,1,1,1
2022-11-04,17,40.12,0.0,SSW,Fair,39.0,36.11,20.0,1358,a,16,0.0,1,1,1,1
2022-11-04,18,23.77,0.0,SSE,Haze,44.0,35.0,21.11,1359,a,13,12.0,1,1,1,1
2022-11-04,19,13.54,0.0,SSE,Haze,52.0,32.78,22.22,1360,a,13,12.0,1,1,1,1
2022-11-04,20,11.0,0.0,S,Haze,59.0,32.22,22.78,1361,a,17,12.0,1,1,1,1
2022-12-04,6,8.39,0.0,SSE,Fog,83.0,26.11,22.78,1362,a,13,10.0,0,1,0,0
2022-12-04,7,7.92,0.0,SE,Fog,84.0,27.22,23.89,1363,a,4,10.0,0,1,0,0
2022-12-04,8,4.99,0.12,SSE,Haze,74.0,28.89,23.89,1364,a,13,12.0,0,1,0,0
2022-12-04,9,7.18,0.15,SSE,Haze,70.0,31.11,25.0,1365,a,13,12.0,0,1,0,0
2022-12-04,10,16.11,0.0,S,Fair,62.0,32.22,23.89,1366,a,17,0.0,0,1,0,0
2022-12-04,11,27.38,0.0,VAR,Fair,52.0,32.78,22.22,1367,a,0,0.0,0,1,0,0
2022-12-04,12,33.53,0.0,VAR,Fair,39.0,35.0,18.89,1368,a,0,0.0,0,1,0,0
2022-12-04,13,30.56,0.0,SW,Fair,32.0,36.11,17.22,1369,a,14,0.0,1,1,0,0
2022-12-04,14,27.78,0.0,W,Fair,27.0,37.22,15.0,1370,a,7,0.0,1,1,0,0
2022-12-04,15,28.58,0.0,W,Fair,27.0,37.78,16.11,1371,a,7,0.0,1,1,0,0
2022-12-04,16,34.16,0.0,SSW,Fair,29.0,37.22,16.11,1372,a,16,0.0,1,1,0,0
2022-12-04,17,24.8,0.0,SSW,Fair,27.0,37.22,15.0,1373,a,16,0.0,1,1,0,0
2022-12-04,18,11.64,0.0,SSE,Fair,32.0,35.0,16.11,1374,a,13,0.0,1,1,0,0
2022-12-04,19,13.76,0.0,SE,Fair,40.0,32.22,17.22,1375,a,4,0.0,1,1,0,0
2022-12-04,20,11.16,0.0,SSE,Fair,49.0,31.11,18.89,1376,a,13,0.0,1,1,0,0
2022-04-13,6,8.43,0.0,SE,Haze,79.0,27.22,22.78,1377,a,4,12.0,0,0,1,0
2022-04-13,7,7.31,0.0,SE,Haze,79.0,27.22,22.78,1378,a,4,12.0,0,0,1,0
2022-04-13,8,4.45,0.02,SSE,Haze,74.0,28.89,23.89,1379,a,13,12.0,0,0,1,0
2022-04-13,9,0.78,0.88,SSE,Haze,66.0,31.11,23.89,1380,a,13,12.0,0,0,1,0
2022-04-13,10,0.0,5.42,SSE,Haze,55.0,32.22,22.22,1381,a,13,12.0,0,0,1,0
2022-04-13,11,0.0,7.67,SSW,Haze,52.0,32.78,22.22,1382,a,16,12.0,0,0,1,0
2022-04-13,13,0.0,8.0,SSW,Haze,39.0,36.11,20.0,1383,a,16,12.0,1,0,1,0
2022-04-13,14,0.0,7.5,VAR,Haze,35.0,37.22,18.89,1384,a,0,12.0,1,0,1,0
2022-04-13,15,0.0,5.13,WSW,Haze,30.0,37.22,17.22,1385,a,6,12.0,1,0,1,0
