id,new_date,hour,load_kW,demand_kWh,supply_kWh,net_kWh
58985,2022-10-24,20,7.84,8.32,0,-8.32
58994,2022-10-25,2,7.39,7.11,0,-7.11
59003,2022-10-25,3,6.83,6.71,0,-6.71
59012,2022-10-25,6,4.79,6.15,0,-6.15
59021,2022-10-25,10,53.12,28.84,0,-28.84
59030,2022-10-25,11,52.15,33.08,0,-33.08
59039,2022-10-25,12,57.95,29.73,0,-29.73
59048,2022-10-25,14,52.13,32.81,0,-32.81
59058,2022-10-25,16,34.78,28.94,0,-28.94
59066,2022-10-25,18,14.74,17.19,0,-17.19
59075,2022-10-25,22,6.71,7.4,0,-7.4
59084,2022-10-26,2,6.32,6.55,0,-6.55
59093,2022-10-26,3,6.5,6.72,0,-6.72
59102,2022-10-26,4,6.68,6.54,0,-6.54
59111,2022-10-26,9,32.46,12.37,0.07,-12.3
59120,2022-11-08,18,8.4,19.39,0,-19.39
59129,2022-11-08,19,8.51,7.47,0,-7.47
59138,2022-11-08,20,7.11,6.67,0,-6.67
59147,2022-11-08,21,8.07,7.92,0,-7.92
59156,2022-11-08,22,7.07,7.25,0,-7.25
59165,2022-11-08,23,4.71,6.55,0,-6.55
59174,2022-11-09,1,4.94,6.24,0,-6.24
59183,2022-11-09,2,5.2,6.37,0,-6.37
59192,2022-11-09,3,6.08,6.13,0,-6.13
59201,2022-11-09,4,4.59,6.14,0,-6.14
59210,2022-11-09,5,6.18,5.76,0,-5.76
59219,2022-11-09,6,6.26,5.56,0,-5.56
59228,2022-11-09,7,5.19,4.83,0,-4.83
59237,2022-10-26,10,40.36,26.61,0,-26.61
59246,2022-10-26,11,37.3,23,0,-23
59255,2022-10-26,12,51,17.02,0,-17.02
59264,2022-10-26,13,48.89,32.91,0,-32.91
59273,2022-10-26,14,42.38,30,0,-30
59282,2022-10-26,15,36.24,26.21,0,-26.21
59291,2022-10-26,17,38.08,30.84,0,-30.84
59300,2022-10-26,18,13.14,19.06,0,-19.06
59309,2022-10-26,20,8.5,9.75,0,-9.75
59318,2022-10-26,21,11.43,9.58,0,-9.58
59327,2022-10-26,22,8.25,9.36,0,-9.36
59336,2022-10-26,23,7.18,8.09,0,-8.09
59345,2022-10-27,2,7.68,7.3,0,-7.3
59354,2022-10-27,3,7.23,7.32,0,-7.32
59364,2022-10-27,4,6.57,6.75,0,-6.75
59372,2022-10-27,9,41.46,14.08,0.05,-14.03
59381,2022-10-27,11,47.68,23.5,0,-23.5
59390,2022-10-27,15,41.65,36.8,0,-36.8
59399,2022-10-27,17,21.58,23.45,0,-23.45
59408,2022-10-27,18,20.17,23.12,0,-23.12
59417,2022-10-27,21,11.6,11.64,0,-11.64
59426,2022-10-27,22,8.94,10.52,0,-10.52
59435,2022-11-09,8,12.77,0.94,0.87,-0.07
59444,2022-10-27,23,10.65,9.87,0,-9.87
59453,2022-10-28,1,10.42,10.28,0,-10.28
59462,2022-10-28,2,6.38,8.18,0,-8.18
59471,2022-10-28,3,6.64,6.67,0,-6.67
59480,2022-10-28,4,6.25,6.61,0,-6.61
59489,2022-10-28,5,6.53,6.51,0,-6.51
59498,2022-10-28,6,5.7,6.3,0,-6.3
59507,2022-10-28,9,20.4,6.52,1.06,-5.46
59516,2022-10-28,10,25.33,15.09,0,-15.09
59525,2022-10-28,11,30.59,14.41,0,-14.41
59534,2022-10-28,12,34.93,15.06,0,-15.06
59543,2022-10-28,13,45.36,17.56,0,-17.56
59552,2022-10-28,14,42.49,21.7,0,-21.7
59561,2022-10-28,15,44.56,38.69,0,-38.69
59570,2022-10-28,16,34.97,34.39,0,-34.39
59579,2022-10-28,17,30.94,28.42,0,-28.42
59588,2022-10-28,18,24.58,25.91,0,-25.91
59597,2022-10-28,19,10.87,17.16,0,-17.16
59606,2022-11-09,9,38.24,7.11,1.27,-5.84
59615,2022-10-28,20,15.63,13.01,0,-13.01
59624,2022-10-28,21,13.2,13.27,0,-13.27
59633,2022-10-28,22,12.89,12.25,0,-12.25
59642,2022-10-28,23,12.95,11.69,0,-11.69
59651,2022-11-09,10,37.4,21.72,0,-21.72
59660,2022-10-01,2,7.48,8.07,0,-8.07
59669,2022-10-01,3,7.7,7.92,0,-7.92
59678,2022-10-01,13,50.2,0.18,9.55,9.37
59684,2022-10-02,13,35.33,0.03,11.4,11.37
59690,2022-10-02,12,36.25,0.21,8.12,7.91
59699,2022-10-02,18,1.37,8.81,0,-8.81
59708,2022-10-02,19,10.23,9.47,0,-9.47
59717,2022-11-09,11,42.59,23.19,0,-23.19
59731,2022-11-09,12,53.4,38.06,0,-38.06
59744,2022-11-09,13,53.41,9.25,0,-9.25
59753,2022-10-29,1,6.67,6.84,0,-6.84
59762,2022-10-29,2,6.66,6.97,0,-6.97
59771,2022-10-29,3,6.88,6.97,0,-6.97
59780,2022-10-29,4,6.59,6.42,0,-6.42
59789,2022-10-29,5,5.16,6.17,0,-6.17
59798,2022-10-29,6,6.28,5.63,0,-5.63
59808,2022-10-29,7,4.88,4.42,0,-4.42
59816,2022-10-29,8,9.86,0.56,2.24,1.68
59834,2022-11-09,14,44.69,29.78,0,-29.78
59843,2022-10-29,10,23.62,0,8.45,8.45
59852,2022-10-29,11,42.9,0.03,9.78,9.75
59861,2022-10-29,12,32.78,0,12.81,12.81
59870,2022-10-29,13,36.05,0,13.03,13.03
59879,2022-10-29,14,23.51,0,10.61,10.61
59888,2022-10-29,15,15.51,0.47,4.05,3.58
59906,2022-10-29,17,11.19,7.48,0,-7.48
59915,2022-10-29,18,9.52,10.11,0,-10.11
59924,2022-10-29,19,7.24,9.34,0,-9.34
59933,2022-10-29,20,11.6,10.63,0,-10.63
59942,2022-10-29,21,9.51,10.56,0,-10.56
59951,2022-10-29,22,9.42,9.81,0,-9.81
59960,2022-10-29,23,9.5,9.5,0,-9.5
59969,2022-10-30,1,10.08,9.69,0,-9.69
59987,2022-11-09,15,32.64,26.31,0,-26.31
59996,2022-10-30,2,10.23,9.42,0,-9.42
60005,2022-10-30,3,6.67,7.69,0,-7.69
60014,2022-10-30,4,6.64,6.44,0,-6.44
60023,2022-10-30,5,6.21,6.23,0,-6.23
60033,2022-10-30,6,5.72,5.86,0,-5.86
60041,2022-10-30,8,14.93,0.66,1.59,0.93
60050,2022-10-30,9,27.64,0,8.23,8.23
60059,2022-10-30,10,32.68,0,13.3,13.3
60068,2022-10-30,12,35.8,0,15.54,15.54
60077,2022-10-30,13,33.41,0,13.89,13.89
60086,2022-10-30,14,27.16,0,11.89,11.89
60095,2022-10-30,15,17.15,0,7.8,7.8
60104,2022-10-30,16,8.33,0.29,1.54,1.25
60113,2022-10-30,17,7.37,4.41,0,-4.41
60122,2022-10-30,18,9.08,7.77,0,-7.77
60131,2022-10-30,19,5.21,7.96,0,-7.96
60140,2022-10-30,20,7.36,7.52,0,-7.52
60149,2022-10-30,21,6.98,7.69,0,-7.69
60158,2022-10-30,22,7.33,7.22,0,-7.22
60167,2022-10-30,23,7.67,7.42,0,-7.42
60176,2022-10-31,2,6.1,6.86,0,-6.86
60185,2022-10-31,3,6.86,6.37,0,-6.37
60194,2022-10-31,4,6.37,6.25,0,-6.25
60203,2022-10-31,6,4.94,5.73,0,-5.73
60212,2022-11-09,16,46.74,28.92,0,-28.92
60221,2022-10-31,7,6.42,4.63,0,-4.63
60230,2022-10-31,8,4.33,2.48,0.03,-2.45
60239,2022-10-31,9,17.65,1.34,0.54,-0.8
60248,2022-10-31,10,37.08,12.02,0.07,-11.95
60257,2022-10-31,11,36.59,17.28,0,-17.28
60266,2022-10-31,12,42.92,21.53,0,-21.53
60275,2022-10-31,13,52.84,28.89,0,-28.89
60284,2022-10-31,14,37.53,24.71,0,-24.71
60293,2022-10-31,15,50.5,25.01,0,-25.01
60302,2022-10-31,16,35.55,29.5,0,-29.5
60311,2022-10-31,17,34.31,30.39,0,-30.39
60320,2022-10-31,19,16.01,22.06,0,-22.06
60329,2022-10-31,20,6.71,8.79,0,-8.79
60339,2022-10-31,21,7.1,7.03,0,-7.03
60346,2022-10-31,22,6.69,7.01,0,-7.01
60354,2022-10-31,23,6.82,7.05,0,-7.05
60363,2022-11-09,17,27.68,31.64,0,-31.64
60372,2022-11-09,18,17.45,23.44,0,-23.44
60381,2022-11-09,19,9.08,13.49,0,-13.49
60390,2022-11-09,20,9.31,8.46,0,-8.46
60399,2022-11-09,21,7.74,7.91,0,-7.91
60408,2022-11-09,22,7.15,7.16,0,-7.16
60417,2022-11-09,23,6.75,6.75,0,-6.75
60426,2022-11-10,1,4.67,6.05,0,-6.05
60435,2022-11-10,2,6.69,6.17,0,-6.17
60446,2022-11-10,3,6.82,6.05,0,-6.05
60455,2022-11-10,4,6.6,6.06,0,-6.06
60462,2022-11-10,5,6.47,6.09,0,-6.09
60471,2022-11-10,6,4.72,5.6,0,-5.6
60480,2022-11-10,7,8.68,5.62,0,-5.62
60489,2022-11-10,8,9.46,2.33,0.43,-1.9
60499,2022-11-10,9,28.64,8.98,1.32,-7.66
60507,2022-11-10,10,27.03,11.41,0,-11.41
60516,2022-11-10,11,37.16,13.94,0,-13.94
60526,2022-11-10,12,36.81,16.23,0,-16.23
60537,2022-11-10,13,61.03,25.14,0,-25.14
60543,2022-11-10,14,42.65,22.27,0,-22.27
60552,2022-11-10,15,44.85,27.08,0,-27.08
60561,2022-11-10,16,40.27,31.64,0,-31.64
60570,2022-11-10,17,26.62,30.45,0,-30.45
60579,2022-11-10,18,13.89,21.45,0,-21.45
60588,2022-11-10,19,5.55,8.99,0,-8.99
60598,2022-11-10,20,10.44,10.45,0,-10.45
60606,2022-11-10,21,5.08,6.84,0,-6.84
60615,2022-11-10,22,6.16,5.9,0,-5.9
60624,2022-11-10,23,5.84,5.84,0,-5.84
60633,2022-11-11,1,5.68,5.86,0,-5.86
60642,2022-11-11,2,5.6,5.75,0,-5.75
60651,2022-11-11,3,5.93,5.67,0,-5.67
60660,2022-11-11,4,5.67,5.48,0,-5.48
60669,2022-11-11,5,5.59,5.49,0,-5.49
60678,2022-11-11,6,4.16,5.14,0,-5.14
60687,2022-11-11,7,6.5,4.42,0,-4.42
60696,2022-11-11,8,11.96,1.34,0.29,-1.05
60705,2022-11-11,9,32.24,6.41,1.47,-4.94
60714,2022-11-11,10,25.04,7.34,0.05,-7.29
60723,2022-09-20,13,58.14,24.77,0,-24.77
60732,2022-09-20,19,14.54,13.63,0,-13.63
60741,2022-09-07,15,36.5,25.64,0,-25.64
60750,2022-09-11,3,8.74,9.08,0,-9.08
60759,2022-09-11,13,14.2,1.45,4.83,3.38
60768,2022-09-11,19,7.28,7.9,0,-7.9
60777,2022-09-13,17,36.84,38.07,0,-38.07
60783,2022-09-14,16,44.47,27.21,0,-27.21
60789,2022-09-26,13,46.76,22.93,0,-22.93
60805,2022-11-11,11,31.12,10.74,0.03,-10.71
60814,2022-09-27,13,38.95,40.35,0,-40.35
60823,2022-09-28,13,34.89,18.89,0.02,-18.87
60833,2022-09-28,16,33.44,38.19,0,-38.19
60841,2022-09-29,13,42.94,27.2,0,-27.2
60850,2022-11-11,12,38.3,13.75,0,-13.75
60859,2022-11-11,13,42.19,20.44,0,-20.44
60868,2022-11-11,14,27.5,22.42,0,-22.42
60877,2022-11-11,15,40.52,22.53,0,-22.53
60886,2022-11-11,16,24.69,26.87,0,-26.87
60895,2022-11-11,17,21.17,28.77,0,-28.77
60904,2022-11-11,18,14.24,17.56,0,-17.56
60913,2022-11-11,19,9.71,10.14,0,-10.14
60922,2022-11-11,20,6.42,8.36,0,-8.36
60932,2022-11-11,21,6.33,6.6,0,-6.6
60941,2022-11-11,22,5.65,6.15,0,-6.15
60949,2022-11-11,23,5.92,6.1,0,-6.1
60958,2022-11-12,1,5.79,6,0,-6
60967,2022-11-12,2,5.85,5.84,0,-5.84
60976,2022-11-12,3,6.03,5.89,0,-5.89
60985,2022-11-12,4,5.7,5.75,0,-5.75
60994,2022-11-12,5,3.91,5.54,0,-5.54
61005,2022-11-12,6,5.07,5.25,0,-5.25
61012,2022-11-12,7,5.06,4.07,0,-4.07
61021,2022-11-12,8,12.22,0.5,1.48,0.98
61030,2022-11-12,9,25.72,0,7.17,7.17
61039,2022-11-12,10,35.6,0,12.22,12.22
61048,2022-11-12,11,36.6,0,13.94,13.94
61057,2022-11-12,12,34.5,0,14.03,14.03
61066,2022-11-12,13,31.84,0,13.2,13.2
61075,2022-11-12,14,26.71,0,11.29,11.29
61084,2022-11-12,15,18.66,0,7.31,7.31
61093,2022-11-12,16,7.99,0.33,1.97,1.64
61102,2022-11-12,17,7.84,3.83,0,-3.83
61111,2022-11-12,19,5.74,6.01,0,-6.01
61120,2022-11-12,20,5.6,5.63,0,-5.63
61129,2022-11-12,21,6.19,6.25,0,-6.25
61138,2022-11-12,22,5.82,6.09,0,-6.09
61147,2022-11-12,23,6.09,6.02,0,-6.02
61156,2022-11-13,1,6.18,5.86,0,-5.86
61165,2022-11-13,2,6.17,6.07,0,-6.07
61174,2022-11-13,3,4.71,5.81,0,-5.81
61183,2022-11-13,4,5.73,5.58,0,-5.58
61192,2022-11-13,5,4.38,5.53,0,-5.53
61201,2022-11-13,6,5.96,5.25,0,-5.25
61210,2022-11-13,7,7.72,4.95,0,-4.95
61220,2022-11-13,8,9.19,1.81,1.25,-0.56
61228,2022-11-13,9,21.66,0.05,4.35,4.3
61237,2022-11-13,10,9.88,0,7.78,7.78
61246,2022-11-13,11,33.35,0,11.54,11.54
61255,2022-11-13,12,31.59,0,13.25,13.25
61264,2022-11-13,13,31.23,0,12.32,12.32
61273,2022-11-13,14,25.25,0,6.89,6.89
61282,2022-11-13,15,12.6,1.05,2.64,1.59
61291,2022-11-13,16,8.41,3.72,0.01,-3.71
61300,2022-11-13,17,7.86,4,0,-4
61310,2022-11-13,18,8.08,6.23,0,-6.23
61318,2022-11-13,19,6.54,6.53,0,-6.53
61327,2022-11-13,20,8.78,6.3,0,-6.3
61336,2022-11-13,21,6.67,6.83,0,-6.83
61345,2022-11-13,22,6.36,6.36,0,-6.36
61354,2022-11-13,23,6.54,6.34,0,-6.34
61363,2022-11-14,1,6.54,6.27,0,-6.27
61372,2022-11-14,2,6.08,6.03,0,-6.03
61381,2022-11-14,3,6.36,5.97,0,-5.97
61390,2022-11-14,4,5.62,6,0,-6
61399,2022-11-14,5,5.64,5.81,0,-5.81
61409,2022-11-14,6,4.49,5.84,0,-5.84
61417,2022-11-14,7,5.37,5.28,0,-5.28
61426,2022-11-14,8,4.68,4.93,0,-4.93
61435,2022-11-14,9,49.14,17.03,0,-17.03
61444,2022-11-14,10,45.86,38.58,0,-38.58
61453,2022-11-14,11,37.84,34.59,0,-34.59
61462,2022-11-14,12,44.33,24.58,0,-24.58
61472,2022-11-14,13,38.16,27.58,0,-27.58
61480,2022-11-14,14,40.37,25.28,0,-25.28
61489,2022-11-14,15,44.44,27.9,0,-27.9
61498,2022-11-14,16,46.39,35.6,0,-35.6
61507,2022-11-14,17,35.75,38.2,0,-38.2
61516,2022-11-14,18,21.89,28,0,-28
61525,2022-11-14,19,12.67,13.77,0,-13.77
61534,2022-11-14,20,7.04,8.31,0,-8.31
61543,2022-11-14,21,6.85,6.95,0,-6.95
61552,2022-11-14,22,7.01,6.69,0,-6.69
61561,2022-11-14,23,6.38,6.33,0,-6.33
61570,2022-11-15,1,5.8,6.07,0,-6.07
61579,2022-11-15,2,6.35,6.04,0,-6.04
61588,2022-11-15,3,6.49,6.01,0,-6.01
61597,2022-11-15,4,5.64,5.89,0,-5.89
61606,2022-11-15,5,6.03,5.92,0,-5.92
61617,2022-11-15,6,4.08,5.79,0,-5.79
61624,2022-11-15,7,6.95,5.39,0,-5.39
61633,2022-11-15,8,4.55,4.5,0,-4.5
61643,2022-11-15,9,31.76,9.04,0,-9.04
61651,2022-11-15,10,31.09,19.42,0,-19.42
61660,2022-11-15,11,36.57,17,0,-17
61669,2022-11-15,12,38.14,20.47,0,-20.47
61678,2022-11-15,13,44.77,24,0.09,-23.91
61687,2022-11-15,14,36.03,22.19,0,-22.19
61696,2022-11-15,15,46.15,22.19,0,-22.19
61705,2022-11-15,16,38.96,27.05,0,-27.05
61714,2022-11-15,17,33.29,27.96,0,-27.96
61723,2022-11-15,18,12.02,18.71,0,-18.71
61732,2022-11-15,19,7.51,9.83,0,-9.83
61741,2022-11-15,20,10.7,9.2,0,-9.2
61750,2022-11-15,21,6.34,8.15,0,-8.15
61759,2022-11-15,22,6.08,6.13,0,-6.13
61768,2022-11-15,23,5.71,5.98,0,-5.98
61777,2022-11-16,1,6.29,6.17,0,-6.17
61786,2022-11-16,2,5.77,5.94,0,-5.94
61795,2022-11-16,3,6.9,6.11,0,-6.11
61804,2022-11-16,4,6.31,6.1,0,-6.1
61813,2022-11-16,5,6.27,5.84,0,-5.84
61822,2022-11-16,6,5.73,5.81,0,-5.81
61831,2022-11-16,7,6.18,5.19,0,-5.19
61840,2022-11-16,8,9.35,2.53,0.15,-2.38
61849,2022-11-16,9,21.94,9.67,0.02,-9.65
61858,2022-11-16,10,41.8,15.8,0,-15.8
61867,2022-11-16,11,30.56,21.62,0,-21.62
61876,2022-11-16,12,64.4,21.75,0,-21.75
61885,2022-11-16,13,48.47,32.72,0,-32.72
61894,2022-11-16,14,39.61,32.74,0,-32.74
61903,2022-11-16,15,66.29,40.89,0,-40.89
61912,2022-11-16,16,50.92,47.23,0,-47.23
61921,2022-11-16,17,19.8,39.92,0,-39.92
61930,2022-11-16,18,10.52,16.3,0,-16.3
61939,2022-11-16,19,4.55,7.55,0,-7.55
61948,2022-11-16,20,6.9,6.45,0,-6.45
61957,2022-11-16,21,6.87,6.66,0,-6.66
61966,2022-11-16,22,6.1,6.28,0,-6.28
61975,2022-11-16,23,6.23,6.4,0,-6.4
61984,2022-11-17,1,6.03,6.39,0,-6.39
61993,2022-11-17,2,6.54,6.35,0,-6.35
62002,2022-11-17,3,6.04,6.33,0,-6.33
62013,2022-11-17,4,6.15,6.37,0,-6.37
62020,2022-11-17,5,6.09,6.25,0,-6.25
62029,2022-11-17,6,5.72,5.95,0,-5.95
62038,2022-11-17,7,5.48,5.08,0,-5.08
62047,2022-11-17,8,27.46,9.91,0.04,-9.87
62056,2022-11-17,9,50.6,36.01,0,-36.01
62065,2022-11-17,10,75.17,39.58,0,-39.58
62074,2022-11-17,11,66.07,43.97,0,-43.97
62083,2022-11-17,12,69.68,55.45,0,-55.45
62092,2022-11-17,13,54.54,43.24,0,-43.24
62101,2022-11-17,14,47.1,38.47,0,-38.47
62110,2022-11-17,15,39.9,32.28,0,-32.28
62119,2022-11-17,16,31.05,33.83,0,-33.83
62128,2022-11-17,17,25.65,27.22,0,-27.22
62137,2022-11-17,18,13.91,20.48,0,-20.48
62146,2022-11-17,19,12.19,15.69,0,-15.69
62155,2022-11-17,20,14.46,11.37,0,-11.37
62164,2022-11-17,21,6.46,10.49,0,-10.49
62173,2022-11-17,22,6.37,6.58,0,-6.58
62182,2022-11-17,23,6.63,6.29,0,-6.29
62191,2022-11-18,1,5.54,5.86,0,-5.86
62200,2022-11-18,2,5.5,5.77,0,-5.77
62209,2022-11-18,3,5.8,5.75,0,-5.75
62218,2022-11-18,4,5.91,5.57,0,-5.57
62227,2022-11-18,5,5.76,5.72,0,-5.72
62236,2022-11-18,6,5.44,5.28,0,-5.28
62245,2022-11-18,7,6.18,5.66,0,-5.66
62254,2022-11-18,8,4.33,3.31,0.01,-3.3
62263,2022-11-18,9,24.66,9.78,0,-9.78
62273,2022-11-18,10,29.88,8.24,0.01,-8.23
62281,2022-11-18,11,38.02,17.31,0,-17.31
62290,2022-11-18,12,39.36,14.72,0,-14.72
62300,2022-11-18,13,31.15,17.55,0,-17.55
62308,2022-11-18,14,46.7,19.47,0,-19.47
62317,2022-11-18,15,35.24,26.39,0,-26.39
62326,2022-11-18,16,43.8,28.03,0,-28.03
62335,2022-11-18,17,15.52,21.65,0,-21.65
62345,2022-11-18,18,13.75,12.55,0,-12.55
62353,2022-11-18,19,8.01,11.09,0,-11.09
62362,2022-11-18,20,6.13,8.49,0,-8.49
62371,2022-11-18,21,5.97,6.22,0,-6.22
62380,2022-11-18,22,5.94,6.15,0,-6.15
62389,2022-11-18,23,5.57,6.91,0,-6.91
62398,2022-11-19,1,5.94,6.08,0,-6.08
62407,2022-11-19,2,6.03,6.08,0,-6.08
62416,2022-11-19,3,5.62,5.89,0,-5.89
62425,2022-11-19,4,5.86,5.88,0,-5.88
62436,2022-11-19,5,6.47,5.78,0,-5.78
62443,2022-11-19,6,4.04,5.29,0,-5.29
62452,2022-11-19,7,3.34,4.46,0,-4.46
62461,2022-11-19,8,8.22,2.89,0.15,-2.74
62470,2022-11-19,9,20.72,0.03,5.17,5.14
62479,2022-11-19,10,23.32,0,7.6,7.6
62488,2022-11-19,11,16.5,0,5.64,5.64
62497,2022-11-19,12,25.32,0.03,6.44,6.41
62506,2022-11-19,13,19.87,0,7.03,7.03
62515,2022-11-19,14,27.41,0,6.2,6.2
62524,2022-11-19,15,16.2,0.12,3.52,3.4
62533,2022-11-19,16,14.1,3.11,0.24,-2.87
62542,2022-11-19,17,11.82,9.38,0,-9.38
62551,2022-11-19,18,9.97,10.56,0,-10.56
62560,2022-11-19,19,9.35,10.1,0,-10.1
62569,2022-11-19,20,13.45,10.2,0,-10.2
62578,2022-11-19,21,10.78,10.11,0,-10.11
62587,2022-11-19,22,10.79,10.37,0,-10.37
62596,2022-11-19,23,6.1,8.66,0,-8.66
62605,2022-11-20,1,6.61,6.25,0,-6.25
62614,2022-11-20,2,6.5,6.31,0,-6.31
62623,2022-11-20,3,6.44,6.31,0,-6.31
62632,2022-11-20,4,6.42,6.19,0,-6.19
62641,2022-11-20,5,6.25,6.11,0,-6.11
62650,2022-11-20,6,5.54,5.3,0,-5.3
62661,2022-11-20,10,25.94,0,8.27,8.27
62668,2022-11-20,17,15.74,8.67,0,-8.67
62677,2022-11-20,18,9.18,10.72,0,-10.72
62686,2022-11-20,21,6.43,6.57,0,-6.57
62695,2022-11-21,7,5.2,5.81,0,-5.81
62704,2022-11-21,9,42.37,13.93,0,-13.93
62715,2022-11-21,10,53.35,27.23,0,-27.23
62722,2022-11-21,11,47.63,35.02,0,-35.02
62731,2022-11-21,14,67.04,36.25,0,-36.25
62740,2022-11-21,15,63.04,45.61,0,-45.61
62749,2022-11-21,19,16.75,24.2,0,-24.2
62758,2022-11-21,20,14.1,12.24,0,-12.24
62767,2022-11-21,21,13.71,12.2,0,-12.2
62776,2022-11-21,23,5.68,6.1,0,-6.1
62785,2022-11-22,1,5.95,6.08,0,-6.08
62794,2022-11-22,2,6.03,6.08,0,-6.08
62803,2022-11-22,3,5.9,6.04,0,-6.04
62812,2022-11-22,7,5.77,5.41,0,-5.41
62821,2022-11-22,8,8.68,4.67,0,-4.67
62830,2022-11-22,9,43.11,12.03,0.19,-11.84
62839,2022-11-22,11,51.96,41.02,0,-41.02
62848,2022-11-22,14,56.87,31.53,0,-31.53
62857,2022-11-22,15,55.98,41.58,0,-41.58
62866,2022-11-22,16,59.7,47.89,0,-47.89
62875,2022-11-22,17,25.54,38.91,0,-38.91
62885,2022-11-22,18,24.35,24.31,0,-24.31
62893,2022-11-22,19,12.21,19.78,0,-19.78
62902,2022-11-22,20,15.68,16.19,0,-16.19
62911,2022-11-22,21,7.58,9.31,0,-9.31
62920,2022-11-22,22,7.06,7.14,0,-7.14
62929,2022-11-22,23,6.4,6.69,0,-6.69
62938,2022-11-23,1,7.05,6.73,0,-6.73
62947,2022-11-23,2,6.71,6.71,0,-6.71
62956,2022-11-23,3,6.39,6.7,0,-6.7
62965,2022-11-23,4,6.64,6.62,0,-6.62
62974,2022-11-23,5,7.1,6.72,0,-6.72
62983,2022-11-23,7,5.09,6.09,0,-6.09
62992,2022-11-23,8,7.2,5.78,0,-5.78
63001,2022-11-23,9,36.63,15.85,0,-15.85
63010,2022-11-23,10,41.07,30.25,0,-30.25
63019,2022-11-23,11,39.07,34.97,0,-34.97
63028,2022-11-23,12,40.54,31.37,0,-31.37
63037,2022-11-23,13,39.56,31.08,0,-31.08
63047,2022-11-23,15,33.83,38.21,0,-38.21
63056,2022-11-23,16,50.17,34.78,0,-34.78
63064,2022-11-23,18,12.48,15.16,0,-15.16
63073,2022-11-23,19,9.75,12.95,0,-12.95
63082,2022-11-23,20,9.99,10.72,0,-10.72
63091,2022-11-23,21,5.62,9.4,0,-9.4
63100,2022-11-23,22,6.28,5.93,0,-5.93
63109,2022-11-23,23,5.6,5.93,0,-5.93
63118,2022-11-24,1,6.35,5.97,0,-5.97
63127,2022-11-24,2,5.97,5.88,0,-5.88
63136,2022-11-24,3,6.77,6.34,0,-6.34
63146,2022-11-24,4,6.74,6.36,0,-6.36
63154,2022-11-24,5,6.45,5.9,0,-5.9
63163,2022-11-24,6,4.58,5.69,0,-5.69
63172,2022-11-24,7,4.4,5.47,0,-5.47
63181,2022-11-24,8,4.97,5.03,0,-5.03
63190,2022-11-24,9,33.04,15.42,0,-15.42
63200,2022-11-24,10,36.02,21.74,0,-21.74
63208,2022-11-24,11,40.58,27.97,0,-27.97
63217,2022-11-24,12,40.87,29.14,0,-29.14
63226,2022-11-24,13,50.86,31.12,0,-31.12
63235,2022-11-24,14,51.94,35.55,0,-35.55
63245,2022-11-24,15,43.89,37.05,0,-37.05
63253,2022-11-24,17,14.64,26.23,0,-26.23
63262,2022-11-24,18,28.67,21.58,0,-21.58
63271,2022-11-24,19,10.53,14.13,0,-14.13
63280,2022-11-24,20,8.06,10.12,0,-10.12
63289,2022-11-24,21,6.37,7.38,0,-7.38
63298,2022-11-24,22,6.23,6.5,0,-6.5
63307,2022-11-24,23,6.42,6.32,0,-6.32
63316,2022-11-25,1,5.88,6.24,0,-6.24
63325,2022-11-25,2,5.81,6.28,0,-6.28
63335,2022-11-25,3,6.04,5.89,0,-5.89
63343,2022-11-25,4,6.04,5.87,0,-5.87
63352,2022-11-25,5,5.8,5.86,0,-5.86
63361,2022-11-25,6,4.04,5.71,0,-5.71
63371,2022-11-25,7,3.83,5.04,0,-5.04
63381,2022-11-25,8,4.82,4.13,0,-4.13
63388,2022-11-25,9,25.23,13.04,0.04,-13
63397,2022-11-25,10,23.09,22.74,0,-22.74
63406,2022-11-25,11,33.42,18.92,0,-18.92
