,datetime,nat_demand,date,newdate,newtime,y,m,d
14087,2016-08-12 00:00:00,1025.3409,2016-08-12 00:00:00,2016-08-12,00:00:00,2016,8,12
14088,2016-08-12 01:00:00,981.6681,2016-08-12 01:00:00,2016-08-12,01:00:00,2016,8,12
14089,2016-08-12 02:00:00,945.9252,2016-08-12 02:00:00,2016-08-12,02:00:00,2016,8,12
14090,2016-08-12 03:00:00,926.8433,2016-08-12 03:00:00,2016-08-12,03:00:00,2016,8,12
14091,2016-08-12 04:00:00,910.9504,2016-08-12 04:00:00,2016-08-12,04:00:00,2016,8,12
14092,2016-08-12 05:00:00,932.3693,2016-08-12 05:00:00,2016-08-12,05:00:00,2016,8,12
14093,2016-08-12 06:00:00,945.9822,2016-08-12 06:00:00,2016-08-12,06:00:00,2016,8,12
14094,2016-08-12 07:00:00,1070.6939,2016-08-12 07:00:00,2016-08-12,07:00:00,2016,8,12
14095,2016-08-12 08:00:00,1240.578,2016-08-12 08:00:00,2016-08-12,08:00:00,2016,8,12
14096,2016-08-12 09:00:00,1343.1717,2016-08-12 09:00:00,2016-08-12,09:00:00,2016,8,12
14097,2016-08-12 10:00:00,1415.5322,2016-08-12 10:00:00,2016-08-12,10:00:00,2016,8,12
14098,2016-08-12 11:00:00,1456.2058,2016-08-12 11:00:00,2016-08-12,11:00:00,2016,8,12
14099,2016-08-12 12:00:00,1455.269,2016-08-12 12:00:00,2016-08-12,12:00:00,2016,8,12
14100,2016-08-12 13:00:00,1498.121,2016-08-12 13:00:00,2016-08-12,13:00:00,2016,8,12
14101,2016-08-12 14:00:00,1524.3173000000002,2016-08-12 14:00:00,2016-08-12,14:00:00,2016,8,12
14102,2016-08-12 15:00:00,1449.7633999999998,2016-08-12 15:00:00,2016-08-12,15:00:00,2016,8,12
14103,2016-08-12 16:00:00,1339.0262,2016-08-12 16:00:00,2016-08-12,16:00:00,2016,8,12
14104,2016-08-12 17:00:00,1234.3964,2016-08-12 17:00:00,2016-08-12,17:00:00,2016,8,12
14105,2016-08-12 18:00:00,1257.5245,2016-08-12 18:00:00,2016-08-12,18:00:00,2016,8,12
14106,2016-08-12 19:00:00,1281.8132999999998,2016-08-12 19:00:00,2016-08-12,19:00:00,2016,8,12
14107,2016-08-12 20:00:00,1244.7035,2016-08-12 20:00:00,2016-08-12,20:00:00,2016,8,12
14108,2016-08-12 21:00:00,1204.8994,2016-08-12 21:00:00,2016-08-12,21:00:00,2016,8,12
14109,2016-08-12 22:00:00,1185.2236,2016-08-12 22:00:00,2016-08-12,22:00:00,2016,8,12
14110,2016-08-12 23:00:00,1115.4508,2016-08-12 23:00:00,2016-08-12,23:00:00,2016,8,12
14111,2016-08-13 00:00:00,1048.8691,2016-08-13 00:00:00,2016-08-13,00:00:00,2016,8,13
14112,2016-08-13 01:00:00,1015.5135,2016-08-13 01:00:00,2016-08-13,01:00:00,2016,8,13
14113,2016-08-13 02:00:00,977.4533,2016-08-13 02:00:00,2016-08-13,02:00:00,2016,8,13
14114,2016-08-13 03:00:00,957.9087,2016-08-13 03:00:00,2016-08-13,03:00:00,2016,8,13
14115,2016-08-13 04:00:00,938.1497,2016-08-13 04:00:00,2016-08-13,04:00:00,2016,8,13
14116,2016-08-13 05:00:00,928.3368,2016-08-13 05:00:00,2016-08-13,05:00:00,2016,8,13
14117,2016-08-13 06:00:00,916.9716,2016-08-13 06:00:00,2016-08-13,06:00:00,2016,8,13
14118,2016-08-13 07:00:00,1002.0232,2016-08-13 07:00:00,2016-08-13,07:00:00,2016,8,13
14119,2016-08-13 08:00:00,1149.1101,2016-08-13 08:00:00,2016-08-13,08:00:00,2016,8,13
14120,2016-08-13 09:00:00,1255.0159,2016-08-13 09:00:00,2016-08-13,09:00:00,2016,8,13
14121,2016-08-13 10:00:00,1328.7528,2016-08-13 10:00:00,2016-08-13,10:00:00,2016,8,13
14122,2016-08-13 11:00:00,1349.3581,2016-08-13 11:00:00,2016-08-13,11:00:00,2016,8,13
14123,2016-08-13 12:00:00,1342.8185,2016-08-13 12:00:00,2016-08-13,12:00:00,2016,8,13
14124,2016-08-13 13:00:00,1311.7024,2016-08-13 13:00:00,2016-08-13,13:00:00,2016,8,13
14125,2016-08-13 14:00:00,1240.3145,2016-08-13 14:00:00,2016-08-13,14:00:00,2016,8,13
14126,2016-08-13 15:00:00,1184.5135,2016-08-13 15:00:00,2016-08-13,15:00:00,2016,8,13
14127,2016-08-13 16:00:00,1156.8986,2016-08-13 16:00:00,2016-08-13,16:00:00,2016,8,13
14128,2016-08-13 17:00:00,1155.0269,2016-08-13 17:00:00,2016-08-13,17:00:00,2016,8,13
14129,2016-08-13 18:00:00,1187.5752,2016-08-13 18:00:00,2016-08-13,18:00:00,2016,8,13
14130,2016-08-13 19:00:00,1214.4239,2016-08-13 19:00:00,2016-08-13,19:00:00,2016,8,13
14131,2016-08-13 20:00:00,1199.6129999999998,2016-08-13 20:00:00,2016-08-13,20:00:00,2016,8,13
14132,2016-08-13 21:00:00,1147.7755,2016-08-13 21:00:00,2016-08-13,21:00:00,2016,8,13
14133,2016-08-13 22:00:00,1118.4735999999998,2016-08-13 22:00:00,2016-08-13,22:00:00,2016,8,13
14134,2016-08-13 23:00:00,1064.4526,2016-08-13 23:00:00,2016-08-13,23:00:00,2016,8,13
14135,2016-08-14 00:00:00,1005.8525,2016-08-14 00:00:00,2016-08-14,00:00:00,2016,8,14
14136,2016-08-14 01:00:00,990.0626,2016-08-14 01:00:00,2016-08-14,01:00:00,2016,8,14
14137,2016-08-14 02:00:00,960.6689,2016-08-14 02:00:00,2016-08-14,02:00:00,2016,8,14
14138,2016-08-14 03:00:00,936.6052,2016-08-14 03:00:00,2016-08-14,03:00:00,2016,8,14
14139,2016-08-14 04:00:00,940.1684,2016-08-14 04:00:00,2016-08-14,04:00:00,2016,8,14
14140,2016-08-14 05:00:00,926.2904,2016-08-14 05:00:00,2016-08-14,05:00:00,2016,8,14
14141,2016-08-14 06:00:00,895.239,2016-08-14 06:00:00,2016-08-14,06:00:00,2016,8,14
14142,2016-08-14 07:00:00,900.9385,2016-08-14 07:00:00,2016-08-14,07:00:00,2016,8,14
14143,2016-08-14 08:00:00,939.2129,2016-08-14 08:00:00,2016-08-14,08:00:00,2016,8,14
14144,2016-08-14 09:00:00,998.4593,2016-08-14 09:00:00,2016-08-14,09:00:00,2016,8,14
14145,2016-08-14 10:00:00,1060.5799,2016-08-14 10:00:00,2016-08-14,10:00:00,2016,8,14
14146,2016-08-14 11:00:00,1091.5944,2016-08-14 11:00:00,2016-08-14,11:00:00,2016,8,14
14147,2016-08-14 12:00:00,1132.6373,2016-08-14 12:00:00,2016-08-14,12:00:00,2016,8,14
14148,2016-08-14 13:00:00,1141.8121999999998,2016-08-14 13:00:00,2016-08-14,13:00:00,2016,8,14
14149,2016-08-14 14:00:00,1077.0466,2016-08-14 14:00:00,2016-08-14,14:00:00,2016,8,14
14150,2016-08-14 15:00:00,1044.1609999999998,2016-08-14 15:00:00,2016-08-14,15:00:00,2016,8,14
14151,2016-08-14 16:00:00,1040.2321,2016-08-14 16:00:00,2016-08-14,16:00:00,2016,8,14
14152,2016-08-14 17:00:00,1015.7953,2016-08-14 17:00:00,2016-08-14,17:00:00,2016,8,14
14153,2016-08-14 18:00:00,1080.049,2016-08-14 18:00:00,2016-08-14,18:00:00,2016,8,14
14154,2016-08-14 19:00:00,1141.4314,2016-08-14 19:00:00,2016-08-14,19:00:00,2016,8,14
14155,2016-08-14 20:00:00,1113.1879,2016-08-14 20:00:00,2016-08-14,20:00:00,2016,8,14
14156,2016-08-14 21:00:00,1095.6465,2016-08-14 21:00:00,2016-08-14,21:00:00,2016,8,14
14157,2016-08-14 22:00:00,1049.4559,2016-08-14 22:00:00,2016-08-14,22:00:00,2016,8,14
14158,2016-08-14 23:00:00,1003.2128,2016-08-14 23:00:00,2016-08-14,23:00:00,2016,8,14
14159,2016-08-15 00:00:00,982.1558,2016-08-15 00:00:00,2016-08-15,00:00:00,2016,8,15
14160,2016-08-15 01:00:00,935.7978,2016-08-15 01:00:00,2016-08-15,01:00:00,2016,8,15
14161,2016-08-15 02:00:00,894.7755999999999,2016-08-15 02:00:00,2016-08-15,02:00:00,2016,8,15
14162,2016-08-15 03:00:00,881.2578000000001,2016-08-15 03:00:00,2016-08-15,03:00:00,2016,8,15
14163,2016-08-15 04:00:00,880.9969000000001,2016-08-15 04:00:00,2016-08-15,04:00:00,2016,8,15
14164,2016-08-15 05:00:00,894.2089,2016-08-15 05:00:00,2016-08-15,05:00:00,2016,8,15
14165,2016-08-15 06:00:00,920.9044,2016-08-15 06:00:00,2016-08-15,06:00:00,2016,8,15
14166,2016-08-15 07:00:00,1050.0839,2016-08-15 07:00:00,2016-08-15,07:00:00,2016,8,15
14167,2016-08-15 08:00:00,1220.1159,2016-08-15 08:00:00,2016-08-15,08:00:00,2016,8,15
14168,2016-08-15 09:00:00,1313.4207,2016-08-15 09:00:00,2016-08-15,09:00:00,2016,8,15
14169,2016-08-15 10:00:00,1390.9375,2016-08-15 10:00:00,2016-08-15,10:00:00,2016,8,15
14170,2016-08-15 11:00:00,1414.7011,2016-08-15 11:00:00,2016-08-15,11:00:00,2016,8,15
14171,2016-08-15 12:00:00,1415.2408,2016-08-15 12:00:00,2016-08-15,12:00:00,2016,8,15
14172,2016-08-15 13:00:00,1444.9076,2016-08-15 13:00:00,2016-08-15,13:00:00,2016,8,15
14173,2016-08-15 14:00:00,1453.5411,2016-08-15 14:00:00,2016-08-15,14:00:00,2016,8,15
14174,2016-08-15 15:00:00,1435.1188,2016-08-15 15:00:00,2016-08-15,15:00:00,2016,8,15
14175,2016-08-15 16:00:00,1361.4761,2016-08-15 16:00:00,2016-08-15,16:00:00,2016,8,15
14176,2016-08-15 17:00:00,1247.7141,2016-08-15 17:00:00,2016-08-15,17:00:00,2016,8,15
14177,2016-08-15 18:00:00,1244.7574,2016-08-15 18:00:00,2016-08-15,18:00:00,2016,8,15
14178,2016-08-15 19:00:00,1288.8923,2016-08-15 19:00:00,2016-08-15,19:00:00,2016,8,15
14179,2016-08-15 20:00:00,1263.5645,2016-08-15 20:00:00,2016-08-15,20:00:00,2016,8,15
14180,2016-08-15 21:00:00,1219.6678,2016-08-15 21:00:00,2016-08-15,21:00:00,2016,8,15
14181,2016-08-15 22:00:00,1161.4073,2016-08-15 22:00:00,2016-08-15,22:00:00,2016,8,15
14182,2016-08-15 23:00:00,1083.7296,2016-08-15 23:00:00,2016-08-15,23:00:00,2016,8,15
14183,2016-08-16 00:00:00,1029.8361,2016-08-16 00:00:00,2016-08-16,00:00:00,2016,8,16
14184,2016-08-16 01:00:00,995.8748,2016-08-16 01:00:00,2016-08-16,01:00:00,2016,8,16
14185,2016-08-16 02:00:00,955.8777,2016-08-16 02:00:00,2016-08-16,02:00:00,2016,8,16
14186,2016-08-16 03:00:00,946.4606,2016-08-16 03:00:00,2016-08-16,03:00:00,2016,8,16
14187,2016-08-16 04:00:00,937.2391,2016-08-16 04:00:00,2016-08-16,04:00:00,2016,8,16
14188,2016-08-16 05:00:00,959.8842,2016-08-16 05:00:00,2016-08-16,05:00:00,2016,8,16
14189,2016-08-16 06:00:00,981.9034,2016-08-16 06:00:00,2016-08-16,06:00:00,2016,8,16
14190,2016-08-16 07:00:00,1102.1142,2016-08-16 07:00:00,2016-08-16,07:00:00,2016,8,16
14191,2016-08-16 08:00:00,1273.683,2016-08-16 08:00:00,2016-08-16,08:00:00,2016,8,16
14192,2016-08-16 09:00:00,1354.8327,2016-08-16 09:00:00,2016-08-16,09:00:00,2016,8,16
14193,2016-08-16 10:00:00,1421.2917,2016-08-16 10:00:00,2016-08-16,10:00:00,2016,8,16
14194,2016-08-16 11:00:00,1450.7905,2016-08-16 11:00:00,2016-08-16,11:00:00,2016,8,16
14195,2016-08-16 12:00:00,1460.1531,2016-08-16 12:00:00,2016-08-16,12:00:00,2016,8,16
14196,2016-08-16 13:00:00,1479.4115,2016-08-16 13:00:00,2016-08-16,13:00:00,2016,8,16
14197,2016-08-16 14:00:00,1481.9389,2016-08-16 14:00:00,2016-08-16,14:00:00,2016,8,16
14198,2016-08-16 15:00:00,1438.616,2016-08-16 15:00:00,2016-08-16,15:00:00,2016,8,16
14199,2016-08-16 16:00:00,1359.6873,2016-08-16 16:00:00,2016-08-16,16:00:00,2016,8,16
14200,2016-08-16 17:00:00,1259.5307,2016-08-16 17:00:00,2016-08-16,17:00:00,2016,8,16
14201,2016-08-16 18:00:00,1246.2094,2016-08-16 18:00:00,2016-08-16,18:00:00,2016,8,16
14202,2016-08-16 19:00:00,1293.7783,2016-08-16 19:00:00,2016-08-16,19:00:00,2016,8,16
14203,2016-08-16 20:00:00,1264.205,2016-08-16 20:00:00,2016-08-16,20:00:00,2016,8,16
14204,2016-08-16 21:00:00,1222.3862,2016-08-16 21:00:00,2016-08-16,21:00:00,2016,8,16
14205,2016-08-16 22:00:00,1170.2957,2016-08-16 22:00:00,2016-08-16,22:00:00,2016,8,16
14206,2016-08-16 23:00:00,1095.3054,2016-08-16 23:00:00,2016-08-16,23:00:00,2016,8,16
14207,2016-08-17 00:00:00,1037.4626,2016-08-17 00:00:00,2016-08-17,00:00:00,2016,8,17
14208,2016-08-17 01:00:00,999.3018,2016-08-17 01:00:00,2016-08-17,01:00:00,2016,8,17
14209,2016-08-17 02:00:00,969.6631,2016-08-17 02:00:00,2016-08-17,02:00:00,2016,8,17
14210,2016-08-17 03:00:00,953.0377,2016-08-17 03:00:00,2016-08-17,03:00:00,2016,8,17
14211,2016-08-17 04:00:00,953.3323,2016-08-17 04:00:00,2016-08-17,04:00:00,2016,8,17
14212,2016-08-17 05:00:00,980.7004,2016-08-17 05:00:00,2016-08-17,05:00:00,2016,8,17
14213,2016-08-17 06:00:00,997.9183,2016-08-17 06:00:00,2016-08-17,06:00:00,2016,8,17
14214,2016-08-17 07:00:00,1107.2578,2016-08-17 07:00:00,2016-08-17,07:00:00,2016,8,17
14215,2016-08-17 08:00:00,1286.063,2016-08-17 08:00:00,2016-08-17,08:00:00,2016,8,17
14216,2016-08-17 09:00:00,1396.1086,2016-08-17 09:00:00,2016-08-17,09:00:00,2016,8,17
14217,2016-08-17 10:00:00,1483.4575,2016-08-17 10:00:00,2016-08-17,10:00:00,2016,8,17
14218,2016-08-17 11:00:00,1526.3877,2016-08-17 11:00:00,2016-08-17,11:00:00,2016,8,17
14219,2016-08-17 12:00:00,1520.139,2016-08-17 12:00:00,2016-08-17,12:00:00,2016,8,17
14220,2016-08-17 13:00:00,1560.0890000000002,2016-08-17 13:00:00,2016-08-17,13:00:00,2016,8,17
14221,2016-08-17 14:00:00,1530.4713,2016-08-17 14:00:00,2016-08-17,14:00:00,2016,8,17
14222,2016-08-17 15:00:00,1525.4264,2016-08-17 15:00:00,2016-08-17,15:00:00,2016,8,17
14223,2016-08-17 16:00:00,1434.7825,2016-08-17 16:00:00,2016-08-17,16:00:00,2016,8,17
14224,2016-08-17 17:00:00,1317.7727,2016-08-17 17:00:00,2016-08-17,17:00:00,2016,8,17
14225,2016-08-17 18:00:00,1305.6364999999998,2016-08-17 18:00:00,2016-08-17,18:00:00,2016,8,17
14226,2016-08-17 19:00:00,1340.0412,2016-08-17 19:00:00,2016-08-17,19:00:00,2016,8,17
14227,2016-08-17 20:00:00,1307.9328,2016-08-17 20:00:00,2016-08-17,20:00:00,2016,8,17
14228,2016-08-17 21:00:00,1284.0030000000002,2016-08-17 21:00:00,2016-08-17,21:00:00,2016,8,17
14229,2016-08-17 22:00:00,1223.8484,2016-08-17 22:00:00,2016-08-17,22:00:00,2016,8,17
14230,2016-08-17 23:00:00,1162.1334,2016-08-17 23:00:00,2016-08-17,23:00:00,2016,8,17
14231,2016-08-18 00:00:00,1097.3203,2016-08-18 00:00:00,2016-08-18,00:00:00,2016,8,18
14232,2016-08-18 01:00:00,1039.5067,2016-08-18 01:00:00,2016-08-18,01:00:00,2016,8,18
14233,2016-08-18 02:00:00,1020.5679,2016-08-18 02:00:00,2016-08-18,02:00:00,2016,8,18
14234,2016-08-18 03:00:00,981.9923,2016-08-18 03:00:00,2016-08-18,03:00:00,2016,8,18
14235,2016-08-18 04:00:00,986.8363,2016-08-18 04:00:00,2016-08-18,04:00:00,2016,8,18
14236,2016-08-18 05:00:00,1012.7618,2016-08-18 05:00:00,2016-08-18,05:00:00,2016,8,18
14237,2016-08-18 06:00:00,1024.8845,2016-08-18 06:00:00,2016-08-18,06:00:00,2016,8,18
14238,2016-08-18 07:00:00,1135.5706,2016-08-18 07:00:00,2016-08-18,07:00:00,2016,8,18
14239,2016-08-18 08:00:00,1315.769,2016-08-18 08:00:00,2016-08-18,08:00:00,2016,8,18
14240,2016-08-18 09:00:00,1393.171,2016-08-18 09:00:00,2016-08-18,09:00:00,2016,8,18
14241,2016-08-18 10:00:00,1466.4,2016-08-18 10:00:00,2016-08-18,10:00:00,2016,8,18
14242,2016-08-18 11:00:00,1450.8109,2016-08-18 11:00:00,2016-08-18,11:00:00,2016,8,18
14243,2016-08-18 12:00:00,1446.6592,2016-08-18 12:00:00,2016-08-18,12:00:00,2016,8,18
14244,2016-08-18 13:00:00,1441.3337,2016-08-18 13:00:00,2016-08-18,13:00:00,2016,8,18
14245,2016-08-18 14:00:00,1491.7349000000002,2016-08-18 14:00:00,2016-08-18,14:00:00,2016,8,18
14246,2016-08-18 15:00:00,1465.0618,2016-08-18 15:00:00,2016-08-18,15:00:00,2016,8,18
14247,2016-08-18 16:00:00,1394.1383,2016-08-18 16:00:00,2016-08-18,16:00:00,2016,8,18
14248,2016-08-18 17:00:00,1280.1349,2016-08-18 17:00:00,2016-08-18,17:00:00,2016,8,18
14249,2016-08-18 18:00:00,1294.7505,2016-08-18 18:00:00,2016-08-18,18:00:00,2016,8,18
14250,2016-08-18 19:00:00,1324.9638,2016-08-18 19:00:00,2016-08-18,19:00:00,2016,8,18
14251,2016-08-18 20:00:00,1308.3384999999998,2016-08-18 20:00:00,2016-08-18,20:00:00,2016,8,18
14252,2016-08-18 21:00:00,1260.3438,2016-08-18 21:00:00,2016-08-18,21:00:00,2016,8,18
14253,2016-08-18 22:00:00,1208.7213,2016-08-18 22:00:00,2016-08-18,22:00:00,2016,8,18
14254,2016-08-18 23:00:00,1139.3384,2016-08-18 23:00:00,2016-08-18,23:00:00,2016,8,18
14255,2016-08-19 00:00:00,1085.241,2016-08-19 00:00:00,2016-08-19,00:00:00,2016,8,19
14256,2016-08-19 01:00:00,1040.0053,2016-08-19 01:00:00,2016-08-19,01:00:00,2016,8,19
14257,2016-08-19 02:00:00,1005.1284,2016-08-19 02:00:00,2016-08-19,02:00:00,2016,8,19
14258,2016-08-19 03:00:00,971.248,2016-08-19 03:00:00,2016-08-19,03:00:00,2016,8,19
14259,2016-08-19 04:00:00,943.6392,2016-08-19 04:00:00,2016-08-19,04:00:00,2016,8,19
14260,2016-08-19 05:00:00,969.8591,2016-08-19 05:00:00,2016-08-19,05:00:00,2016,8,19
14261,2016-08-19 06:00:00,984.2296,2016-08-19 06:00:00,2016-08-19,06:00:00,2016,8,19
14262,2016-08-19 07:00:00,1084.6586,2016-08-19 07:00:00,2016-08-19,07:00:00,2016,8,19
14263,2016-08-19 08:00:00,1272.9584,2016-08-19 08:00:00,2016-08-19,08:00:00,2016,8,19
14264,2016-08-19 09:00:00,1345.9617,2016-08-19 09:00:00,2016-08-19,09:00:00,2016,8,19
14265,2016-08-19 10:00:00,1453.9136,2016-08-19 10:00:00,2016-08-19,10:00:00,2016,8,19
14266,2016-08-19 11:00:00,1488.5494,2016-08-19 11:00:00,2016-08-19,11:00:00,2016,8,19
14267,2016-08-19 12:00:00,1475.2228,2016-08-19 12:00:00,2016-08-19,12:00:00,2016,8,19
14268,2016-08-19 13:00:00,1486.9097000000002,2016-08-19 13:00:00,2016-08-19,13:00:00,2016,8,19
14269,2016-08-19 14:00:00,1431.7211,2016-08-19 14:00:00,2016-08-19,14:00:00,2016,8,19
14270,2016-08-19 15:00:00,1368.2426,2016-08-19 15:00:00,2016-08-19,15:00:00,2016,8,19
14271,2016-08-19 16:00:00,1299.4551,2016-08-19 16:00:00,2016-08-19,16:00:00,2016,8,19
14272,2016-08-19 17:00:00,1203.8558,2016-08-19 17:00:00,2016-08-19,17:00:00,2016,8,19
14273,2016-08-19 18:00:00,1194.7221000000002,2016-08-19 18:00:00,2016-08-19,18:00:00,2016,8,19
14274,2016-08-19 19:00:00,1232.2277,2016-08-19 19:00:00,2016-08-19,19:00:00,2016,8,19
14275,2016-08-19 20:00:00,1215.3117,2016-08-19 20:00:00,2016-08-19,20:00:00,2016,8,19
14276,2016-08-19 21:00:00,1176.1615,2016-08-19 21:00:00,2016-08-19,21:00:00,2016,8,19
14277,2016-08-19 22:00:00,1137.5866,2016-08-19 22:00:00,2016-08-19,22:00:00,2016,8,19
14278,2016-08-19 23:00:00,1113.1037,2016-08-19 23:00:00,2016-08-19,23:00:00,2016,8,19
14279,2016-08-20 00:00:00,1045.9282,2016-08-20 00:00:00,2016-08-20,00:00:00,2016,8,20
14280,2016-08-20 01:00:00,1005.6352,2016-08-20 01:00:00,2016-08-20,01:00:00,2016,8,20
14281,2016-08-20 02:00:00,975.7573,2016-08-20 02:00:00,2016-08-20,02:00:00,2016,8,20
14282,2016-08-20 03:00:00,947.5202,2016-08-20 03:00:00,2016-08-20,03:00:00,2016,8,20
14283,2016-08-20 04:00:00,936.3345,2016-08-20 04:00:00,2016-08-20,04:00:00,2016,8,20
14284,2016-08-20 05:00:00,940.1845,2016-08-20 05:00:00,2016-08-20,05:00:00,2016,8,20
14285,2016-08-20 06:00:00,936.5694,2016-08-20 06:00:00,2016-08-20,06:00:00,2016,8,20
14286,2016-08-20 07:00:00,1000.0571,2016-08-20 07:00:00,2016-08-20,07:00:00,2016,8,20
14287,2016-08-20 08:00:00,1122.75,2016-08-20 08:00:00,2016-08-20,08:00:00,2016,8,20
14288,2016-08-20 09:00:00,1210.477,2016-08-20 09:00:00,2016-08-20,09:00:00,2016,8,20
14289,2016-08-20 10:00:00,1296.2087,2016-08-20 10:00:00,2016-08-20,10:00:00,2016,8,20
14290,2016-08-20 11:00:00,1270.5416,2016-08-20 11:00:00,2016-08-20,11:00:00,2016,8,20
14291,2016-08-20 12:00:00,1242.8112999999998,2016-08-20 12:00:00,2016-08-20,12:00:00,2016,8,20
14292,2016-08-20 13:00:00,1200.5264,2016-08-20 13:00:00,2016-08-20,13:00:00,2016,8,20
14293,2016-08-20 14:00:00,1163.4397,2016-08-20 14:00:00,2016-08-20,14:00:00,2016,8,20
14294,2016-08-20 15:00:00,1151.2752,2016-08-20 15:00:00,2016-08-20,15:00:00,2016,8,20
14295,2016-08-20 16:00:00,1122.8446,2016-08-20 16:00:00,2016-08-20,16:00:00,2016,8,20
14296,2016-08-20 17:00:00,1095.9618,2016-08-20 17:00:00,2016-08-20,17:00:00,2016,8,20
14297,2016-08-20 18:00:00,1148.0916,2016-08-20 18:00:00,2016-08-20,18:00:00,2016,8,20
14298,2016-08-20 19:00:00,1196.5218,2016-08-20 19:00:00,2016-08-20,19:00:00,2016,8,20
14299,2016-08-20 20:00:00,1169.1115,2016-08-20 20:00:00,2016-08-20,20:00:00,2016,8,20
14300,2016-08-20 21:00:00,1129.2234,2016-08-20 21:00:00,2016-08-20,21:00:00,2016,8,20
14301,2016-08-20 22:00:00,1073.9177,2016-08-20 22:00:00,2016-08-20,22:00:00,2016,8,20
14302,2016-08-20 23:00:00,1020.4565,2016-08-20 23:00:00,2016-08-20,23:00:00,2016,8,20
14303,2016-08-21 00:00:00,984.3261,2016-08-21 00:00:00,2016-08-21,00:00:00,2016,8,21
14304,2016-08-21 01:00:00,964.707,2016-08-21 01:00:00,2016-08-21,01:00:00,2016,8,21
14305,2016-08-21 02:00:00,940.8213,2016-08-21 02:00:00,2016-08-21,02:00:00,2016,8,21
14306,2016-08-21 03:00:00,913.489,2016-08-21 03:00:00,2016-08-21,03:00:00,2016,8,21
14307,2016-08-21 04:00:00,891.8716,2016-08-21 04:00:00,2016-08-21,04:00:00,2016,8,21
14308,2016-08-21 05:00:00,894.0586000000001,2016-08-21 05:00:00,2016-08-21,05:00:00,2016,8,21
14309,2016-08-21 06:00:00,853.8765000000001,2016-08-21 06:00:00,2016-08-21,06:00:00,2016,8,21
14310,2016-08-21 07:00:00,865.0939,2016-08-21 07:00:00,2016-08-21,07:00:00,2016,8,21
14311,2016-08-21 08:00:00,916.7196,2016-08-21 08:00:00,2016-08-21,08:00:00,2016,8,21
14312,2016-08-21 09:00:00,957.7305,2016-08-21 09:00:00,2016-08-21,09:00:00,2016,8,21
14313,2016-08-21 10:00:00,1041.9859,2016-08-21 10:00:00,2016-08-21,10:00:00,2016,8,21
14314,2016-08-21 11:00:00,1100.4232,2016-08-21 11:00:00,2016-08-21,11:00:00,2016,8,21
14315,2016-08-21 12:00:00,1116.9216,2016-08-21 12:00:00,2016-08-21,12:00:00,2016,8,21
14316,2016-08-21 13:00:00,1128.618,2016-08-21 13:00:00,2016-08-21,13:00:00,2016,8,21
14317,2016-08-21 14:00:00,1140.5688,2016-08-21 14:00:00,2016-08-21,14:00:00,2016,8,21
14318,2016-08-21 15:00:00,1101.9845,2016-08-21 15:00:00,2016-08-21,15:00:00,2016,8,21
14319,2016-08-21 16:00:00,1079.0469,2016-08-21 16:00:00,2016-08-21,16:00:00,2016,8,21
14320,2016-08-21 17:00:00,1054.0893,2016-08-21 17:00:00,2016-08-21,17:00:00,2016,8,21
14321,2016-08-21 18:00:00,1098.1357,2016-08-21 18:00:00,2016-08-21,18:00:00,2016,8,21
14322,2016-08-21 19:00:00,1156.3487,2016-08-21 19:00:00,2016-08-21,19:00:00,2016,8,21
14323,2016-08-21 20:00:00,1169.1536,2016-08-21 20:00:00,2016-08-21,20:00:00,2016,8,21
14324,2016-08-21 21:00:00,1147.4559,2016-08-21 21:00:00,2016-08-21,21:00:00,2016,8,21
14325,2016-08-21 22:00:00,1118.4376,2016-08-21 22:00:00,2016-08-21,22:00:00,2016,8,21
14326,2016-08-21 23:00:00,1050.2641,2016-08-21 23:00:00,2016-08-21,23:00:00,2016,8,21
14327,2016-08-22 00:00:00,1004.062,2016-08-22 00:00:00,2016-08-22,00:00:00,2016,8,22
14328,2016-08-22 01:00:00,974.074,2016-08-22 01:00:00,2016-08-22,01:00:00,2016,8,22
14329,2016-08-22 02:00:00,946.4581,2016-08-22 02:00:00,2016-08-22,02:00:00,2016,8,22
14330,2016-08-22 03:00:00,930.7245,2016-08-22 03:00:00,2016-08-22,03:00:00,2016,8,22
14331,2016-08-22 04:00:00,932.8936,2016-08-22 04:00:00,2016-08-22,04:00:00,2016,8,22
14332,2016-08-22 05:00:00,943.6181,2016-08-22 05:00:00,2016-08-22,05:00:00,2016,8,22
14333,2016-08-22 06:00:00,958.6729,2016-08-22 06:00:00,2016-08-22,06:00:00,2016,8,22
14334,2016-08-22 07:00:00,1115.4301,2016-08-22 07:00:00,2016-08-22,07:00:00,2016,8,22
14335,2016-08-22 08:00:00,1328.446,2016-08-22 08:00:00,2016-08-22,08:00:00,2016,8,22
14336,2016-08-22 09:00:00,1443.0949,2016-08-22 09:00:00,2016-08-22,09:00:00,2016,8,22
14337,2016-08-22 10:00:00,1509.962,2016-08-22 10:00:00,2016-08-22,10:00:00,2016,8,22
14338,2016-08-22 11:00:00,1538.32,2016-08-22 11:00:00,2016-08-22,11:00:00,2016,8,22
14339,2016-08-22 12:00:00,1528.5844,2016-08-22 12:00:00,2016-08-22,12:00:00,2016,8,22
14340,2016-08-22 13:00:00,1504.1785,2016-08-22 13:00:00,2016-08-22,13:00:00,2016,8,22
