,datetime,nat_demand,date,newdate,newtime,y,m,d
29217,2018-05-04 10:00:00,1493.1705,2018-05-04 10:00:00,2018-05-04,10:00:00,2018,5,4
29218,2018-05-04 11:00:00,1469.6649,2018-05-04 11:00:00,2018-05-04,11:00:00,2018,5,4
29219,2018-05-04 12:00:00,1459.956,2018-05-04 12:00:00,2018-05-04,12:00:00,2018,5,4
29220,2018-05-04 13:00:00,1481.7017,2018-05-04 13:00:00,2018-05-04,13:00:00,2018,5,4
29221,2018-05-04 14:00:00,1507.2104,2018-05-04 14:00:00,2018-05-04,14:00:00,2018,5,4
29222,2018-05-04 15:00:00,1449.273,2018-05-04 15:00:00,2018-05-04,15:00:00,2018,5,4
29223,2018-05-04 16:00:00,1361.4519,2018-05-04 16:00:00,2018-05-04,16:00:00,2018,5,4
29224,2018-05-04 17:00:00,1262.4013,2018-05-04 17:00:00,2018-05-04,17:00:00,2018,5,4
29225,2018-05-04 18:00:00,1261.671,2018-05-04 18:00:00,2018-05-04,18:00:00,2018,5,4
29226,2018-05-04 19:00:00,1292.4526,2018-05-04 19:00:00,2018-05-04,19:00:00,2018,5,4
29227,2018-05-04 20:00:00,1267.3806000000002,2018-05-04 20:00:00,2018-05-04,20:00:00,2018,5,4
29228,2018-05-04 21:00:00,1220.2955,2018-05-04 21:00:00,2018-05-04,21:00:00,2018,5,4
29229,2018-05-04 22:00:00,1178.3984,2018-05-04 22:00:00,2018-05-04,22:00:00,2018,5,4
29230,2018-05-04 23:00:00,1116.5798000000002,2018-05-04 23:00:00,2018-05-04,23:00:00,2018,5,4
29231,2018-05-05 00:00:00,1054.5034,2018-05-05 00:00:00,2018-05-05,00:00:00,2018,5,5
29232,2018-05-05 01:00:00,1025.4975,2018-05-05 01:00:00,2018-05-05,01:00:00,2018,5,5
29233,2018-05-05 02:00:00,999.3421,2018-05-05 02:00:00,2018-05-05,02:00:00,2018,5,5
29234,2018-05-05 03:00:00,984.1093,2018-05-05 03:00:00,2018-05-05,03:00:00,2018,5,5
29235,2018-05-05 04:00:00,969.1795,2018-05-05 04:00:00,2018-05-05,04:00:00,2018,5,5
29236,2018-05-05 05:00:00,964.6732,2018-05-05 05:00:00,2018-05-05,05:00:00,2018,5,5
29237,2018-05-05 06:00:00,932.852,2018-05-05 06:00:00,2018-05-05,06:00:00,2018,5,5
29238,2018-05-05 07:00:00,997.158,2018-05-05 07:00:00,2018-05-05,07:00:00,2018,5,5
29239,2018-05-05 08:00:00,1123.5839,2018-05-05 08:00:00,2018-05-05,08:00:00,2018,5,5
29240,2018-05-05 09:00:00,1217.0701,2018-05-05 09:00:00,2018-05-05,09:00:00,2018,5,5
29241,2018-05-05 10:00:00,1276.3134,2018-05-05 10:00:00,2018-05-05,10:00:00,2018,5,5
29242,2018-05-05 11:00:00,1315.2604,2018-05-05 11:00:00,2018-05-05,11:00:00,2018,5,5
29243,2018-05-05 12:00:00,1281.5384,2018-05-05 12:00:00,2018-05-05,12:00:00,2018,5,5
29244,2018-05-05 13:00:00,1251.3682,2018-05-05 13:00:00,2018-05-05,13:00:00,2018,5,5
29245,2018-05-05 14:00:00,1248.2329,2018-05-05 14:00:00,2018-05-05,14:00:00,2018,5,5
29246,2018-05-05 15:00:00,1197.3938,2018-05-05 15:00:00,2018-05-05,15:00:00,2018,5,5
29247,2018-05-05 16:00:00,1159.1044,2018-05-05 16:00:00,2018-05-05,16:00:00,2018,5,5
29248,2018-05-05 17:00:00,1148.331,2018-05-05 17:00:00,2018-05-05,17:00:00,2018,5,5
29249,2018-05-05 18:00:00,1185.6042,2018-05-05 18:00:00,2018-05-05,18:00:00,2018,5,5
29250,2018-05-05 19:00:00,1237.5716000000002,2018-05-05 19:00:00,2018-05-05,19:00:00,2018,5,5
29251,2018-05-05 20:00:00,1214.5014,2018-05-05 20:00:00,2018-05-05,20:00:00,2018,5,5
29252,2018-05-05 21:00:00,1175.6615,2018-05-05 21:00:00,2018-05-05,21:00:00,2018,5,5
29253,2018-05-05 22:00:00,1132.429,2018-05-05 22:00:00,2018-05-05,22:00:00,2018,5,5
29254,2018-05-05 23:00:00,1058.6251000000002,2018-05-05 23:00:00,2018-05-05,23:00:00,2018,5,5
29255,2018-05-06 00:00:00,1024.7839,2018-05-06 00:00:00,2018-05-06,00:00:00,2018,5,6
29256,2018-05-06 01:00:00,994.4413,2018-05-06 01:00:00,2018-05-06,01:00:00,2018,5,6
29257,2018-05-06 02:00:00,958.4593,2018-05-06 02:00:00,2018-05-06,02:00:00,2018,5,6
29258,2018-05-06 03:00:00,942.3971,2018-05-06 03:00:00,2018-05-06,03:00:00,2018,5,6
29259,2018-05-06 04:00:00,937.147,2018-05-06 04:00:00,2018-05-06,04:00:00,2018,5,6
29260,2018-05-06 05:00:00,933.7848,2018-05-06 05:00:00,2018-05-06,05:00:00,2018,5,6
29261,2018-05-06 06:00:00,883.1006,2018-05-06 06:00:00,2018-05-06,06:00:00,2018,5,6
29262,2018-05-06 07:00:00,907.5356,2018-05-06 07:00:00,2018-05-06,07:00:00,2018,5,6
29263,2018-05-06 08:00:00,943.4989,2018-05-06 08:00:00,2018-05-06,08:00:00,2018,5,6
29264,2018-05-06 09:00:00,1011.0346,2018-05-06 09:00:00,2018-05-06,09:00:00,2018,5,6
29265,2018-05-06 10:00:00,1084.2816,2018-05-06 10:00:00,2018-05-06,10:00:00,2018,5,6
29266,2018-05-06 11:00:00,1105.7299,2018-05-06 11:00:00,2018-05-06,11:00:00,2018,5,6
29267,2018-05-06 12:00:00,1138.0902999999998,2018-05-06 12:00:00,2018-05-06,12:00:00,2018,5,6
29268,2018-05-06 13:00:00,1109.912,2018-05-06 13:00:00,2018-05-06,13:00:00,2018,5,6
29269,2018-05-06 14:00:00,1095.6728,2018-05-06 14:00:00,2018-05-06,14:00:00,2018,5,6
29270,2018-05-06 15:00:00,1090.7950999999998,2018-05-06 15:00:00,2018-05-06,15:00:00,2018,5,6
29271,2018-05-06 16:00:00,1076.0005,2018-05-06 16:00:00,2018-05-06,16:00:00,2018,5,6
29272,2018-05-06 17:00:00,1072.0586,2018-05-06 17:00:00,2018-05-06,17:00:00,2018,5,6
29273,2018-05-06 18:00:00,1130.8889,2018-05-06 18:00:00,2018-05-06,18:00:00,2018,5,6
29274,2018-05-06 19:00:00,1196.7225999999998,2018-05-06 19:00:00,2018-05-06,19:00:00,2018,5,6
29275,2018-05-06 20:00:00,1200.7475000000002,2018-05-06 20:00:00,2018-05-06,20:00:00,2018,5,6
29276,2018-05-06 21:00:00,1183.5099,2018-05-06 21:00:00,2018-05-06,21:00:00,2018,5,6
29277,2018-05-06 22:00:00,1116.167,2018-05-06 22:00:00,2018-05-06,22:00:00,2018,5,6
29278,2018-05-06 23:00:00,1069.5887,2018-05-06 23:00:00,2018-05-06,23:00:00,2018,5,6
29279,2018-05-07 00:00:00,1013.8913,2018-05-07 00:00:00,2018-05-07,00:00:00,2018,5,7
29280,2018-05-07 01:00:00,979.2838,2018-05-07 01:00:00,2018-05-07,01:00:00,2018,5,7
29281,2018-05-07 02:00:00,945.397,2018-05-07 02:00:00,2018-05-07,02:00:00,2018,5,7
29282,2018-05-07 03:00:00,930.0632,2018-05-07 03:00:00,2018-05-07,03:00:00,2018,5,7
29283,2018-05-07 04:00:00,926.3067,2018-05-07 04:00:00,2018-05-07,04:00:00,2018,5,7
29284,2018-05-07 05:00:00,959.8723,2018-05-07 05:00:00,2018-05-07,05:00:00,2018,5,7
29285,2018-05-07 06:00:00,968.217,2018-05-07 06:00:00,2018-05-07,06:00:00,2018,5,7
29286,2018-05-07 07:00:00,1098.4606,2018-05-07 07:00:00,2018-05-07,07:00:00,2018,5,7
29287,2018-05-07 08:00:00,1310.2231,2018-05-07 08:00:00,2018-05-07,08:00:00,2018,5,7
29288,2018-05-07 09:00:00,1415.6477,2018-05-07 09:00:00,2018-05-07,09:00:00,2018,5,7
29289,2018-05-07 10:00:00,1487.5058,2018-05-07 10:00:00,2018-05-07,10:00:00,2018,5,7
29290,2018-05-07 11:00:00,1516.2254,2018-05-07 11:00:00,2018-05-07,11:00:00,2018,5,7
29291,2018-05-07 12:00:00,1460.7266,2018-05-07 12:00:00,2018-05-07,12:00:00,2018,5,7
29292,2018-05-07 13:00:00,1439.9846,2018-05-07 13:00:00,2018-05-07,13:00:00,2018,5,7
29293,2018-05-07 14:00:00,1433.373,2018-05-07 14:00:00,2018-05-07,14:00:00,2018,5,7
29294,2018-05-07 15:00:00,1421.8309,2018-05-07 15:00:00,2018-05-07,15:00:00,2018,5,7
29295,2018-05-07 16:00:00,1350.1262000000002,2018-05-07 16:00:00,2018-05-07,16:00:00,2018,5,7
29296,2018-05-07 17:00:00,1253.289,2018-05-07 17:00:00,2018-05-07,17:00:00,2018,5,7
29297,2018-05-07 18:00:00,1263.1833,2018-05-07 18:00:00,2018-05-07,18:00:00,2018,5,7
29298,2018-05-07 19:00:00,1315.2929,2018-05-07 19:00:00,2018-05-07,19:00:00,2018,5,7
29299,2018-05-07 20:00:00,1286.2788,2018-05-07 20:00:00,2018-05-07,20:00:00,2018,5,7
29300,2018-05-07 21:00:00,1228.9056,2018-05-07 21:00:00,2018-05-07,21:00:00,2018,5,7
29301,2018-05-07 22:00:00,1154.1908,2018-05-07 22:00:00,2018-05-07,22:00:00,2018,5,7
29302,2018-05-07 23:00:00,1071.9063999999998,2018-05-07 23:00:00,2018-05-07,23:00:00,2018,5,7
29303,2018-05-08 00:00:00,1017.3035,2018-05-08 00:00:00,2018-05-08,00:00:00,2018,5,8
29304,2018-05-08 01:00:00,977.0637,2018-05-08 01:00:00,2018-05-08,01:00:00,2018,5,8
29305,2018-05-08 02:00:00,948.8953,2018-05-08 02:00:00,2018-05-08,02:00:00,2018,5,8
29306,2018-05-08 03:00:00,938.4535,2018-05-08 03:00:00,2018-05-08,03:00:00,2018,5,8
29307,2018-05-08 04:00:00,942.6917,2018-05-08 04:00:00,2018-05-08,04:00:00,2018,5,8
29308,2018-05-08 05:00:00,962.0777,2018-05-08 05:00:00,2018-05-08,05:00:00,2018,5,8
29309,2018-05-08 06:00:00,979.7142,2018-05-08 06:00:00,2018-05-08,06:00:00,2018,5,8
29310,2018-05-08 07:00:00,1101.1478000000002,2018-05-08 07:00:00,2018-05-08,07:00:00,2018,5,8
29311,2018-05-08 08:00:00,1269.08,2018-05-08 08:00:00,2018-05-08,08:00:00,2018,5,8
29312,2018-05-08 09:00:00,1364.4194,2018-05-08 09:00:00,2018-05-08,09:00:00,2018,5,8
29313,2018-05-08 10:00:00,1463.0996,2018-05-08 10:00:00,2018-05-08,10:00:00,2018,5,8
29314,2018-05-08 11:00:00,1510.1617,2018-05-08 11:00:00,2018-05-08,11:00:00,2018,5,8
29315,2018-05-08 12:00:00,1517.4614,2018-05-08 12:00:00,2018-05-08,12:00:00,2018,5,8
29316,2018-05-08 13:00:00,1526.0972,2018-05-08 13:00:00,2018-05-08,13:00:00,2018,5,8
29317,2018-05-08 14:00:00,1553.4128,2018-05-08 14:00:00,2018-05-08,14:00:00,2018,5,8
29318,2018-05-08 15:00:00,1540.8114999999998,2018-05-08 15:00:00,2018-05-08,15:00:00,2018,5,8
29319,2018-05-08 16:00:00,1439.3471,2018-05-08 16:00:00,2018-05-08,16:00:00,2018,5,8
29320,2018-05-08 17:00:00,1323.6977,2018-05-08 17:00:00,2018-05-08,17:00:00,2018,5,8
29321,2018-05-08 18:00:00,1286.2773,2018-05-08 18:00:00,2018-05-08,18:00:00,2018,5,8
29322,2018-05-08 19:00:00,1365.3233,2018-05-08 19:00:00,2018-05-08,19:00:00,2018,5,8
29323,2018-05-08 20:00:00,1337.2439,2018-05-08 20:00:00,2018-05-08,20:00:00,2018,5,8
29324,2018-05-08 21:00:00,1293.8951,2018-05-08 21:00:00,2018-05-08,21:00:00,2018,5,8
29325,2018-05-08 22:00:00,1223.0299,2018-05-08 22:00:00,2018-05-08,22:00:00,2018,5,8
29326,2018-05-08 23:00:00,1159.1449,2018-05-08 23:00:00,2018-05-08,23:00:00,2018,5,8
29327,2018-05-09 00:00:00,1063.681,2018-05-09 00:00:00,2018-05-09,00:00:00,2018,5,9
29328,2018-05-09 01:00:00,1029.6844,2018-05-09 01:00:00,2018-05-09,01:00:00,2018,5,9
29329,2018-05-09 02:00:00,1000.8063,2018-05-09 02:00:00,2018-05-09,02:00:00,2018,5,9
29330,2018-05-09 03:00:00,970.1594,2018-05-09 03:00:00,2018-05-09,03:00:00,2018,5,9
29331,2018-05-09 04:00:00,963.9548,2018-05-09 04:00:00,2018-05-09,04:00:00,2018,5,9
29332,2018-05-09 05:00:00,991.5652,2018-05-09 05:00:00,2018-05-09,05:00:00,2018,5,9
29333,2018-05-09 06:00:00,1009.2373,2018-05-09 06:00:00,2018-05-09,06:00:00,2018,5,9
29334,2018-05-09 07:00:00,1133.661,2018-05-09 07:00:00,2018-05-09,07:00:00,2018,5,9
29335,2018-05-09 08:00:00,1305.1924,2018-05-09 08:00:00,2018-05-09,08:00:00,2018,5,9
29336,2018-05-09 09:00:00,1409.9159000000002,2018-05-09 09:00:00,2018-05-09,09:00:00,2018,5,9
29337,2018-05-09 10:00:00,1477.8079,2018-05-09 10:00:00,2018-05-09,10:00:00,2018,5,9
29338,2018-05-09 11:00:00,1529.8228,2018-05-09 11:00:00,2018-05-09,11:00:00,2018,5,9
29339,2018-05-09 12:00:00,1541.4300999999998,2018-05-09 12:00:00,2018-05-09,12:00:00,2018,5,9
29340,2018-05-09 13:00:00,1567.4814,2018-05-09 13:00:00,2018-05-09,13:00:00,2018,5,9
29341,2018-05-09 14:00:00,1558.2032,2018-05-09 14:00:00,2018-05-09,14:00:00,2018,5,9
29342,2018-05-09 15:00:00,1506.5097,2018-05-09 15:00:00,2018-05-09,15:00:00,2018,5,9
29343,2018-05-09 16:00:00,1444.9094,2018-05-09 16:00:00,2018-05-09,16:00:00,2018,5,9
29344,2018-05-09 17:00:00,1330.9776000000002,2018-05-09 17:00:00,2018-05-09,17:00:00,2018,5,9
29345,2018-05-09 18:00:00,1308.6319,2018-05-09 18:00:00,2018-05-09,18:00:00,2018,5,9
29346,2018-05-09 19:00:00,1377.5427,2018-05-09 19:00:00,2018-05-09,19:00:00,2018,5,9
29347,2018-05-09 20:00:00,1338.235,2018-05-09 20:00:00,2018-05-09,20:00:00,2018,5,9
29348,2018-05-09 21:00:00,1292.6080000000002,2018-05-09 21:00:00,2018-05-09,21:00:00,2018,5,9
29349,2018-05-09 22:00:00,1238.5399,2018-05-09 22:00:00,2018-05-09,22:00:00,2018,5,9
29350,2018-05-09 23:00:00,1161.5968,2018-05-09 23:00:00,2018-05-09,23:00:00,2018,5,9
29351,2018-05-10 00:00:00,1102.8968,2018-05-10 00:00:00,2018-05-10,00:00:00,2018,5,10
29352,2018-05-10 01:00:00,1053.1558,2018-05-10 01:00:00,2018-05-10,01:00:00,2018,5,10
29353,2018-05-10 02:00:00,1034.2725,2018-05-10 02:00:00,2018-05-10,02:00:00,2018,5,10
29354,2018-05-10 03:00:00,1012.1607,2018-05-10 03:00:00,2018-05-10,03:00:00,2018,5,10
29355,2018-05-10 04:00:00,1001.5716,2018-05-10 04:00:00,2018-05-10,04:00:00,2018,5,10
29356,2018-05-10 05:00:00,1015.8194999999998,2018-05-10 05:00:00,2018-05-10,05:00:00,2018,5,10
29357,2018-05-10 06:00:00,1036.9543,2018-05-10 06:00:00,2018-05-10,06:00:00,2018,5,10
29358,2018-05-10 07:00:00,1182.8515,2018-05-10 07:00:00,2018-05-10,07:00:00,2018,5,10
29359,2018-05-10 08:00:00,1315.2346,2018-05-10 08:00:00,2018-05-10,08:00:00,2018,5,10
29360,2018-05-10 09:00:00,1428.2557,2018-05-10 09:00:00,2018-05-10,09:00:00,2018,5,10
29361,2018-05-10 10:00:00,1490.9342,2018-05-10 10:00:00,2018-05-10,10:00:00,2018,5,10
29362,2018-05-10 11:00:00,1536.992,2018-05-10 11:00:00,2018-05-10,11:00:00,2018,5,10
29363,2018-05-10 12:00:00,1519.5306999999998,2018-05-10 12:00:00,2018-05-10,12:00:00,2018,5,10
29364,2018-05-10 13:00:00,1494.428,2018-05-10 13:00:00,2018-05-10,13:00:00,2018,5,10
29365,2018-05-10 14:00:00,1470.7771,2018-05-10 14:00:00,2018-05-10,14:00:00,2018,5,10
29366,2018-05-10 15:00:00,1415.1299,2018-05-10 15:00:00,2018-05-10,15:00:00,2018,5,10
29367,2018-05-10 16:00:00,1353.1699,2018-05-10 16:00:00,2018-05-10,16:00:00,2018,5,10
29368,2018-05-10 17:00:00,1260.5575,2018-05-10 17:00:00,2018-05-10,17:00:00,2018,5,10
29369,2018-05-10 18:00:00,1272.3886,2018-05-10 18:00:00,2018-05-10,18:00:00,2018,5,10
29370,2018-05-10 19:00:00,1292.2482,2018-05-10 19:00:00,2018-05-10,19:00:00,2018,5,10
29371,2018-05-10 20:00:00,1279.3582,2018-05-10 20:00:00,2018-05-10,20:00:00,2018,5,10
29372,2018-05-10 21:00:00,1227.2986,2018-05-10 21:00:00,2018-05-10,21:00:00,2018,5,10
29373,2018-05-10 22:00:00,1169.4227,2018-05-10 22:00:00,2018-05-10,22:00:00,2018,5,10
29374,2018-05-10 23:00:00,1088.2006,2018-05-10 23:00:00,2018-05-10,23:00:00,2018,5,10
29375,2018-05-11 00:00:00,1029.1537,2018-05-11 00:00:00,2018-05-11,00:00:00,2018,5,11
29376,2018-05-11 01:00:00,984.1936,2018-05-11 01:00:00,2018-05-11,01:00:00,2018,5,11
29377,2018-05-11 02:00:00,968.3676,2018-05-11 02:00:00,2018-05-11,02:00:00,2018,5,11
29378,2018-05-11 03:00:00,939.8789,2018-05-11 03:00:00,2018-05-11,03:00:00,2018,5,11
29379,2018-05-11 04:00:00,940.8145,2018-05-11 04:00:00,2018-05-11,04:00:00,2018,5,11
29380,2018-05-11 05:00:00,974.1525,2018-05-11 05:00:00,2018-05-11,05:00:00,2018,5,11
29381,2018-05-11 06:00:00,967.5716,2018-05-11 06:00:00,2018-05-11,06:00:00,2018,5,11
29382,2018-05-11 07:00:00,1090.8414,2018-05-11 07:00:00,2018-05-11,07:00:00,2018,5,11
29383,2018-05-11 08:00:00,1277.8517000000002,2018-05-11 08:00:00,2018-05-11,08:00:00,2018,5,11
29384,2018-05-11 09:00:00,1364.3072,2018-05-11 09:00:00,2018-05-11,09:00:00,2018,5,11
29385,2018-05-11 10:00:00,1449.2767,2018-05-11 10:00:00,2018-05-11,10:00:00,2018,5,11
29386,2018-05-11 11:00:00,1481.6135,2018-05-11 11:00:00,2018-05-11,11:00:00,2018,5,11
29387,2018-05-11 12:00:00,1475.5629,2018-05-11 12:00:00,2018-05-11,12:00:00,2018,5,11
29388,2018-05-11 13:00:00,1492.7932,2018-05-11 13:00:00,2018-05-11,13:00:00,2018,5,11
29389,2018-05-11 14:00:00,1489.3810999999998,2018-05-11 14:00:00,2018-05-11,14:00:00,2018,5,11
29390,2018-05-11 15:00:00,1412.0152,2018-05-11 15:00:00,2018-05-11,15:00:00,2018,5,11
29391,2018-05-11 16:00:00,1334.6953,2018-05-11 16:00:00,2018-05-11,16:00:00,2018,5,11
29392,2018-05-11 17:00:00,1239.5369999999998,2018-05-11 17:00:00,2018-05-11,17:00:00,2018,5,11
29393,2018-05-11 18:00:00,1270.4494,2018-05-11 18:00:00,2018-05-11,18:00:00,2018,5,11
29394,2018-05-11 19:00:00,1311.2905,2018-05-11 19:00:00,2018-05-11,19:00:00,2018,5,11
29395,2018-05-11 20:00:00,1288.6934,2018-05-11 20:00:00,2018-05-11,20:00:00,2018,5,11
29396,2018-05-11 21:00:00,1246.0834,2018-05-11 21:00:00,2018-05-11,21:00:00,2018,5,11
29397,2018-05-11 22:00:00,1182.7986,2018-05-11 22:00:00,2018-05-11,22:00:00,2018,5,11
29398,2018-05-11 23:00:00,1143.5619000000002,2018-05-11 23:00:00,2018-05-11,23:00:00,2018,5,11
29399,2018-05-12 00:00:00,1089.5063,2018-05-12 00:00:00,2018-05-12,00:00:00,2018,5,12
29400,2018-05-12 01:00:00,1041.6001,2018-05-12 01:00:00,2018-05-12,01:00:00,2018,5,12
29401,2018-05-12 02:00:00,1017.5781,2018-05-12 02:00:00,2018-05-12,02:00:00,2018,5,12
29402,2018-05-12 03:00:00,990.0209,2018-05-12 03:00:00,2018-05-12,03:00:00,2018,5,12
29403,2018-05-12 04:00:00,973.4849,2018-05-12 04:00:00,2018-05-12,04:00:00,2018,5,12
29404,2018-05-12 05:00:00,993.2883,2018-05-12 05:00:00,2018-05-12,05:00:00,2018,5,12
29405,2018-05-12 06:00:00,955.0415,2018-05-12 06:00:00,2018-05-12,06:00:00,2018,5,12
29406,2018-05-12 07:00:00,1029.8039,2018-05-12 07:00:00,2018-05-12,07:00:00,2018,5,12
29407,2018-05-12 08:00:00,1170.5363,2018-05-12 08:00:00,2018-05-12,08:00:00,2018,5,12
29408,2018-05-12 09:00:00,1277.2501,2018-05-12 09:00:00,2018-05-12,09:00:00,2018,5,12
29409,2018-05-12 10:00:00,1340.3749,2018-05-12 10:00:00,2018-05-12,10:00:00,2018,5,12
29410,2018-05-12 11:00:00,1377.9833,2018-05-12 11:00:00,2018-05-12,11:00:00,2018,5,12
29411,2018-05-12 12:00:00,1342.5544,2018-05-12 12:00:00,2018-05-12,12:00:00,2018,5,12
29412,2018-05-12 13:00:00,1317.7079,2018-05-12 13:00:00,2018-05-12,13:00:00,2018,5,12
29413,2018-05-12 14:00:00,1296.6400999999998,2018-05-12 14:00:00,2018-05-12,14:00:00,2018,5,12
29414,2018-05-12 15:00:00,1265.3367,2018-05-12 15:00:00,2018-05-12,15:00:00,2018,5,12
29415,2018-05-12 16:00:00,1177.4916,2018-05-12 16:00:00,2018-05-12,16:00:00,2018,5,12
29416,2018-05-12 17:00:00,1191.5679,2018-05-12 17:00:00,2018-05-12,17:00:00,2018,5,12
29417,2018-05-12 18:00:00,1213.9574,2018-05-12 18:00:00,2018-05-12,18:00:00,2018,5,12
29418,2018-05-12 19:00:00,1249.4777,2018-05-12 19:00:00,2018-05-12,19:00:00,2018,5,12
29419,2018-05-12 20:00:00,1224.2026999999998,2018-05-12 20:00:00,2018-05-12,20:00:00,2018,5,12
29420,2018-05-12 21:00:00,1190.2644,2018-05-12 21:00:00,2018-05-12,21:00:00,2018,5,12
29421,2018-05-12 22:00:00,1156.7057,2018-05-12 22:00:00,2018-05-12,22:00:00,2018,5,12
29422,2018-05-12 23:00:00,1116.7191,2018-05-12 23:00:00,2018-05-12,23:00:00,2018,5,12
29423,2018-05-13 00:00:00,1049.0153,2018-05-13 00:00:00,2018-05-13,00:00:00,2018,5,13
29424,2018-05-13 01:00:00,1008.3936,2018-05-13 01:00:00,2018-05-13,01:00:00,2018,5,13
29425,2018-05-13 02:00:00,995.482,2018-05-13 02:00:00,2018-05-13,02:00:00,2018,5,13
29426,2018-05-13 03:00:00,973.8241,2018-05-13 03:00:00,2018-05-13,03:00:00,2018,5,13
29427,2018-05-13 04:00:00,969.2876,2018-05-13 04:00:00,2018-05-13,04:00:00,2018,5,13
29428,2018-05-13 05:00:00,960.9771,2018-05-13 05:00:00,2018-05-13,05:00:00,2018,5,13
29429,2018-05-13 06:00:00,900.93,2018-05-13 06:00:00,2018-05-13,06:00:00,2018,5,13
29430,2018-05-13 07:00:00,921.0016,2018-05-13 07:00:00,2018-05-13,07:00:00,2018,5,13
29431,2018-05-13 08:00:00,967.5237,2018-05-13 08:00:00,2018-05-13,08:00:00,2018,5,13
29432,2018-05-13 09:00:00,1033.683,2018-05-13 09:00:00,2018-05-13,09:00:00,2018,5,13
29433,2018-05-13 10:00:00,1100.6464999999998,2018-05-13 10:00:00,2018-05-13,10:00:00,2018,5,13
29434,2018-05-13 11:00:00,1144.1512,2018-05-13 11:00:00,2018-05-13,11:00:00,2018,5,13
29435,2018-05-13 12:00:00,1134.8498,2018-05-13 12:00:00,2018-05-13,12:00:00,2018,5,13
29436,2018-05-13 13:00:00,1145.7148,2018-05-13 13:00:00,2018-05-13,13:00:00,2018,5,13
29437,2018-05-13 14:00:00,1147.1607,2018-05-13 14:00:00,2018-05-13,14:00:00,2018,5,13
29438,2018-05-13 15:00:00,1133.3218000000002,2018-05-13 15:00:00,2018-05-13,15:00:00,2018,5,13
29439,2018-05-13 16:00:00,1103.0541,2018-05-13 16:00:00,2018-05-13,16:00:00,2018,5,13
29440,2018-05-13 17:00:00,1082.6244,2018-05-13 17:00:00,2018-05-13,17:00:00,2018,5,13
29441,2018-05-13 18:00:00,1161.6382,2018-05-13 18:00:00,2018-05-13,18:00:00,2018,5,13
29442,2018-05-13 19:00:00,1191.9818,2018-05-13 19:00:00,2018-05-13,19:00:00,2018,5,13
29443,2018-05-13 20:00:00,1189.9683,2018-05-13 20:00:00,2018-05-13,20:00:00,2018,5,13
29444,2018-05-13 21:00:00,1164.2558,2018-05-13 21:00:00,2018-05-13,21:00:00,2018,5,13
29445,2018-05-13 22:00:00,1109.9694,2018-05-13 22:00:00,2018-05-13,22:00:00,2018,5,13
29446,2018-05-13 23:00:00,1033.6784,2018-05-13 23:00:00,2018-05-13,23:00:00,2018,5,13
29447,2018-05-14 00:00:00,1005.2008,2018-05-14 00:00:00,2018-05-14,00:00:00,2018,5,14
29448,2018-05-14 01:00:00,954.7137,2018-05-14 01:00:00,2018-05-14,01:00:00,2018,5,14
29449,2018-05-14 02:00:00,941.4223,2018-05-14 02:00:00,2018-05-14,02:00:00,2018,5,14
29450,2018-05-14 03:00:00,902.2068,2018-05-14 03:00:00,2018-05-14,03:00:00,2018,5,14
29451,2018-05-14 04:00:00,911.6766,2018-05-14 04:00:00,2018-05-14,04:00:00,2018,5,14
29452,2018-05-14 05:00:00,946.5579,2018-05-14 05:00:00,2018-05-14,05:00:00,2018,5,14
29453,2018-05-14 06:00:00,955.586,2018-05-14 06:00:00,2018-05-14,06:00:00,2018,5,14
29454,2018-05-14 07:00:00,1059.1818,2018-05-14 07:00:00,2018-05-14,07:00:00,2018,5,14
29455,2018-05-14 08:00:00,1238.7376000000002,2018-05-14 08:00:00,2018-05-14,08:00:00,2018,5,14
29456,2018-05-14 09:00:00,1314.2945000000002,2018-05-14 09:00:00,2018-05-14,09:00:00,2018,5,14
29457,2018-05-14 10:00:00,1372.879,2018-05-14 10:00:00,2018-05-14,10:00:00,2018,5,14
29458,2018-05-14 11:00:00,1389.4981,2018-05-14 11:00:00,2018-05-14,11:00:00,2018,5,14
29459,2018-05-14 12:00:00,1375.1051,2018-05-14 12:00:00,2018-05-14,12:00:00,2018,5,14
29460,2018-05-14 13:00:00,1403.2881000000002,2018-05-14 13:00:00,2018-05-14,13:00:00,2018,5,14
29461,2018-05-14 14:00:00,1386.6859000000002,2018-05-14 14:00:00,2018-05-14,14:00:00,2018,5,14
29462,2018-05-14 15:00:00,1360.0559,2018-05-14 15:00:00,2018-05-14,15:00:00,2018,5,14
29463,2018-05-14 16:00:00,1304.8701999999998,2018-05-14 16:00:00,2018-05-14,16:00:00,2018,5,14
29464,2018-05-14 17:00:00,1212.7016999999998,2018-05-14 17:00:00,2018-05-14,17:00:00,2018,5,14
29465,2018-05-14 18:00:00,1222.3073000000002,2018-05-14 18:00:00,2018-05-14,18:00:00,2018,5,14
29466,2018-05-14 19:00:00,1263.3893,2018-05-14 19:00:00,2018-05-14,19:00:00,2018,5,14
29467,2018-05-14 20:00:00,1239.3121999999998,2018-05-14 20:00:00,2018-05-14,20:00:00,2018,5,14
29468,2018-05-14 21:00:00,1191.3783,2018-05-14 21:00:00,2018-05-14,21:00:00,2018,5,14
29469,2018-05-14 22:00:00,1122.2794,2018-05-14 22:00:00,2018-05-14,22:00:00,2018,5,14
