id,name,new_date,new_datetime,hour,demand_kWh,supply_kWh
15820,SGTECH,2022-03-10,2022-03-10 21:00:50,21,1.25,0
15821,120kW,2022-03-10,2022-03-10 21:00:50,21,3.03,0
15822,TESTING,2022-03-10,2022-03-10 21:00:57,21,0.79,0
15823,TBat,2022-03-10,2022-03-10 21:00:57,21,132693.94,245361.83
15824,APST,2022-03-10,2022-03-10 21:00:57,21,3.03,0
15825,120kW,2022-03-10,2022-03-10 22:00:50,22,3,0
15826,350kW,2022-03-10,2022-03-10 22:00:50,22,0,0
15827,SEPCON LAB,2022-03-10,2022-03-10 22:00:50,22,4.52,0
15828,SGTECH,2022-03-10,2022-03-10 22:00:50,22,1.31,0
15829,NDIR-SERT,2022-03-10,2022-03-10 22:00:50,22,9.82,0
15830,SIMINAR,2022-03-10,2022-03-10 22:00:50,22,0.35,0
15831,APST,2022-03-10,2022-03-10 22:00:57,22,3,0
15832,TBat,2022-03-10,2022-03-10 22:00:57,22,-132693.94,-245361.83
15833,TESTING,2022-03-10,2022-03-10 22:00:57,22,0.8,0
15834,NDIR-SERT,2022-03-10,2022-03-10 23:00:50,23,9.56,0
15835,120kW,2022-03-10,2022-03-10 23:00:50,23,2.86,0
15836,350kW,2022-03-10,2022-03-10 23:00:50,23,0,0
15837,SGTECH,2022-03-10,2022-03-10 23:00:50,23,1.3,0
15838,SEPCON LAB,2022-03-10,2022-03-10 23:00:50,23,6.16,0
15839,SIMINAR,2022-03-10,2022-03-10 23:00:50,23,0.36,0
15840,TBat,2022-03-10,2022-03-10 23:00:57,23,0,0
15841,TESTING,2022-03-10,2022-03-10 23:00:57,23,0.81,0
15842,APST,2022-03-10,2022-03-10 23:00:57,23,2.86,0
15852,NDIR-SERT,2022-03-11,2022-03-11 01:00:50,1,9.32,0
15853,SEPCON LAB,2022-03-11,2022-03-11 01:00:50,1,4.56,0
15854,120kW,2022-03-11,2022-03-11 01:00:50,1,2.64,0
15855,SIMINAR,2022-03-11,2022-03-11 01:00:50,1,0.35,0
15856,350kW,2022-03-11,2022-03-11 01:00:50,1,0,0
15857,SGTECH,2022-03-11,2022-03-11 01:00:50,1,1.52,0
15858,TESTING,2022-03-11,2022-03-11 01:00:57,1,0.82,0
15859,TBat,2022-03-11,2022-03-11 01:00:57,1,0,0
15860,APST,2022-03-11,2022-03-11 01:00:57,1,2.64,0
15861,SGTECH,2022-03-11,2022-03-11 02:00:50,2,1.4,0
15862,120kW,2022-03-11,2022-03-11 02:00:50,2,2.47,0
15863,NDIR-SERT,2022-03-11,2022-03-11 02:00:50,2,9.37,0
15864,SEPCON LAB,2022-03-11,2022-03-11 02:00:50,2,2.52,0
15865,SIMINAR,2022-03-11,2022-03-11 02:00:50,2,0.38,0
15866,350kW,2022-03-11,2022-03-11 02:00:50,2,0,0
15867,TESTING,2022-03-11,2022-03-11 02:00:57,2,0.83,0
15868,TBat,2022-03-11,2022-03-11 02:00:57,2,0,0
15869,APST,2022-03-11,2022-03-11 02:00:57,2,2.47,0
15870,120kW,2022-03-11,2022-03-11 03:00:50,3,2.48,0
15871,NDIR-SERT,2022-03-11,2022-03-11 03:00:50,3,8.88,0
15872,SGTECH,2022-03-11,2022-03-11 03:00:50,3,1.42,0
15873,SEPCON LAB,2022-03-11,2022-03-11 03:00:50,3,2.27,0
15874,350kW,2022-03-11,2022-03-11 03:00:50,3,0,0
15875,SIMINAR,2022-03-11,2022-03-11 03:00:50,3,0.35,0
15876,TBat,2022-03-11,2022-03-11 03:00:57,3,0,0
15877,TESTING,2022-03-11,2022-03-11 03:00:57,3,0.8,0
15878,APST,2022-03-11,2022-03-11 03:00:57,3,2.48,0
15879,SIMINAR,2022-03-11,2022-03-11 04:00:51,4,0.35,0
15880,NDIR-SERT,2022-03-11,2022-03-11 04:00:51,4,7.52,0
15881,SEPCON LAB,2022-03-11,2022-03-11 04:00:51,4,2.25,0
15882,350kW,2022-03-11,2022-03-11 04:00:51,4,0,0
15883,SGTECH,2022-03-11,2022-03-11 04:00:51,4,1.45,0
15884,120kW,2022-03-11,2022-03-11 04:00:51,4,2.26,0
15885,TESTING,2022-03-11,2022-03-11 04:00:57,4,0.82,0
15886,TBat,2022-03-11,2022-03-11 04:00:57,4,0,0
15887,APST,2022-03-11,2022-03-11 04:00:57,4,2.26,0
15888,SGTECH,2022-03-11,2022-03-11 05:00:50,5,1.46,0
15889,SEPCON LAB,2022-03-11,2022-03-11 05:00:50,5,2.1,0
15890,350kW,2022-03-11,2022-03-11 05:00:50,5,0,0
15891,120kW,2022-03-11,2022-03-11 05:00:50,5,2.18,0
15892,NDIR-SERT,2022-03-11,2022-03-11 05:00:50,5,7.79,0
15893,SIMINAR,2022-03-11,2022-03-11 05:00:50,5,0.36,0
15894,APST,2022-03-11,2022-03-11 05:00:57,5,2.18,0
15895,TESTING,2022-03-11,2022-03-11 05:00:57,5,0.82,0
15896,TBat,2022-03-11,2022-03-11 05:00:57,5,0,0
15897,350kW,2022-03-11,2022-03-11 06:00:50,6,0,0
15898,SIMINAR,2022-03-11,2022-03-11 06:00:50,6,0.35,0
15899,120kW,2022-03-11,2022-03-11 06:00:50,6,2.4,0
15900,SGTECH,2022-03-11,2022-03-11 06:00:50,6,1.33,0
15901,NDIR-SERT,2022-03-11,2022-03-11 06:00:50,6,7.26,0
15902,SEPCON LAB,2022-03-11,2022-03-11 06:00:50,6,1.97,0
15903,TBat,2022-03-11,2022-03-11 06:00:57,6,0,0
15904,APST,2022-03-11,2022-03-11 06:00:57,6,2.4,0
15905,TESTING,2022-03-11,2022-03-11 06:00:57,6,0.77,0
15906,SIMINAR,2022-03-11,2022-03-11 07:00:50,7,0.35,0
15907,NDIR-SERT,2022-03-11,2022-03-11 07:00:50,7,6.48,0
15908,350kW,2022-03-11,2022-03-11 07:00:50,7,0,0
15909,120kW,2022-03-11,2022-03-11 07:00:50,7,2.39,0
15910,SEPCON LAB,2022-03-11,2022-03-11 07:00:50,7,1.64,0
15911,SGTECH,2022-03-11,2022-03-11 07:00:50,7,0.76,0
15912,TESTING,2022-03-11,2022-03-11 07:00:57,7,0.5,0
15913,APST,2022-03-11,2022-03-11 07:00:57,7,2.39,0
15914,TBat,2022-03-11,2022-03-11 07:00:57,7,0,0
15915,SEPCON LAB,2022-03-11,2022-03-11 08:00:50,8,1.9,0
15916,SGTECH,2022-03-11,2022-03-11 08:00:50,8,3.55,0
15917,120kW,2022-03-11,2022-03-11 08:00:50,8,1.3,1.34
15918,NDIR-SERT,2022-03-11,2022-03-11 08:00:50,8,7.09,0
15919,350kW,2022-03-11,2022-03-11 08:00:50,8,0,11.18
15920,SIMINAR,2022-03-11,2022-03-11 08:00:50,8,0.49,0
15921,TESTING,2022-03-11,2022-03-11 08:00:58,8,0.52,0
15922,APST,2022-03-11,2022-03-11 08:00:58,8,1.3,0
15923,TBat,2022-03-11,2022-03-11 08:00:58,8,132899.3,245363.95
15924,120kW,2022-03-11,2022-03-11 09:00:51,9,0,7.36
15925,NDIR-SERT,2022-03-11,2022-03-11 09:00:51,9,26.68,0
15926,SIMINAR,2022-03-11,2022-03-11 09:00:51,9,1.81,0
15927,SEPCON LAB,2022-03-11,2022-03-11 09:00:51,9,2.18,0
15928,SGTECH,2022-03-11,2022-03-11 09:00:51,9,12.22,0
15929,350kW,2022-03-11,2022-03-11 09:00:51,9,0,47.75
15930,APST,2022-03-11,2022-03-11 09:00:58,9,0,0
15931,TESTING,2022-03-11,2022-03-11 09:00:58,9,2.86,0
15932,TBat,2022-03-11,2022-03-11 09:00:58,9,-132899.3,-245363.95
15933,SIMINAR,2022-03-11,2022-03-11 10:00:52,10,3.44,0
15934,NDIR-SERT,2022-03-11,2022-03-11 10:00:52,10,41.54,0
15935,350kW,2022-03-11,2022-03-11 10:00:52,10,0,84.69
15936,120kW,2022-03-11,2022-03-11 10:00:52,10,0,14.2
15937,SGTECH,2022-03-11,2022-03-11 10:00:52,10,25.8,0
15938,SEPCON LAB,2022-03-11,2022-03-11 10:00:52,10,4.21,0
15939,TBat,2022-03-11,2022-03-11 10:00:58,10,0,0
15940,APST,2022-03-11,2022-03-11 10:00:58,10,0,0
15941,TESTING,2022-03-11,2022-03-11 10:00:58,10,3.56,0
15942,SIMINAR,2022-03-11,2022-03-11 11:00:51,11,3.52,0
15943,120kW,2022-03-11,2022-03-11 11:00:51,11,0,19.74
15944,SEPCON LAB,2022-03-11,2022-03-11 11:00:51,11,8.9,0
15945,350kW,2022-03-11,2022-03-11 11:00:51,11,0,111.75
15946,NDIR-SERT,2022-03-11,2022-03-11 11:00:51,11,43.38,0
15947,SGTECH,2022-03-11,2022-03-11 11:00:51,11,25.9,0
15948,APST,2022-03-11,2022-03-11 11:00:57,11,0,0
15949,TESTING,2022-03-11,2022-03-11 11:00:57,11,3.24,0
15950,TBat,2022-03-11,2022-03-11 11:00:57,11,0,0
15951,120kW,2022-03-11,2022-03-11 12:00:50,12,0,22.39
15952,NDIR-SERT,2022-03-11,2022-03-11 12:00:50,12,39.39,0
15953,350kW,2022-03-11,2022-03-11 12:00:50,12,0,125.47
15954,SGTECH,2022-03-11,2022-03-11 12:00:50,12,24.32,0
15955,SIMINAR,2022-03-11,2022-03-11 12:00:50,12,3.7,0
15956,SEPCON LAB,2022-03-11,2022-03-11 12:00:50,12,7.87,0
15957,APST,2022-03-11,2022-03-11 12:00:57,12,0,0
15958,TBat,2022-03-11,2022-03-11 12:00:57,12,0,0
15959,TESTING,2022-03-11,2022-03-11 12:00:57,12,5.55,0
15960,350kW,2022-03-11,2022-03-11 13:00:50,13,0,121.09
15961,SGTECH,2022-03-11,2022-03-11 13:00:50,13,24.87,0
15962,SIMINAR,2022-03-11,2022-03-11 13:00:50,13,3.61,0
15963,NDIR-SERT,2022-03-11,2022-03-11 13:00:50,13,38.88,0
15964,120kW,2022-03-11,2022-03-11 13:00:50,13,0,23.25
15965,SEPCON LAB,2022-03-11,2022-03-11 13:00:50,13,7.49,0
15966,TESTING,2022-03-11,2022-03-11 13:00:57,13,4.77,0
15967,TBat,2022-03-11,2022-03-11 13:00:57,13,0,0
15968,APST,2022-03-11,2022-03-11 13:00:57,13,0,0
15969,NDIR-SERT,2022-03-11,2022-03-11 14:00:50,14,41.35,0
15970,120kW,2022-03-11,2022-03-11 14:00:50,14,0,21.91
15971,SIMINAR,2022-03-11,2022-03-11 14:00:50,14,4.49,0
15972,SEPCON LAB,2022-03-11,2022-03-11 14:00:50,14,8.17,0
15973,350kW,2022-03-11,2022-03-11 14:00:50,14,0,112.13
15974,SGTECH,2022-03-11,2022-03-11 14:00:50,14,26.07,0
15975,TBat,2022-03-11,2022-03-11 14:00:57,14,0,0
15976,APST,2022-03-11,2022-03-11 14:00:57,14,0,0
15977,TESTING,2022-03-11,2022-03-11 14:00:57,14,5.34,0
15978,NDIR-SERT,2022-03-11,2022-03-11 15:00:50,15,41.65,0
15979,SIMINAR,2022-03-11,2022-03-11 15:00:50,15,4.15,0
15980,120kW,2022-03-11,2022-03-11 15:00:50,15,0,19.04
15981,350kW,2022-03-11,2022-03-11 15:00:50,15,0,92.5
15982,SGTECH,2022-03-11,2022-03-11 15:00:50,15,27.27,0
15983,SEPCON LAB,2022-03-11,2022-03-11 15:00:50,15,8.58,0
15984,TBat,2022-03-11,2022-03-11 15:00:57,15,0,0
15985,TESTING,2022-03-11,2022-03-11 15:00:57,15,5.42,0
15986,APST,2022-03-11,2022-03-11 15:00:57,15,0,0
15987,350kW,2022-03-11,2022-03-11 16:00:50,16,0,64.25
15988,120kW,2022-03-11,2022-03-11 16:00:50,16,0,14.11
15989,SIMINAR,2022-03-11,2022-03-11 16:00:50,16,4.27,0
15990,NDIR-SERT,2022-03-11,2022-03-11 16:00:50,16,44.77,0
15991,SGTECH,2022-03-11,2022-03-11 16:00:50,16,27.74,0
15992,SEPCON LAB,2022-03-11,2022-03-11 16:00:50,16,8.4,0
15993,APST,2022-03-11,2022-03-11 16:00:57,16,0,0
15994,TESTING,2022-03-11,2022-03-11 16:00:57,16,5.01,0
15995,TBat,2022-03-11,2022-03-11 16:00:57,16,132919.25,245507.45
15996,350kW,2022-03-11,2022-03-11 17:00:50,17,0,29.94
15997,120kW,2022-03-11,2022-03-11 17:00:50,17,0.42,6.06
15998,SEPCON LAB,2022-03-11,2022-03-11 17:00:50,17,5.37,0
15999,SIMINAR,2022-03-11,2022-03-11 17:00:50,17,3.88,0
16000,SGTECH,2022-03-11,2022-03-11 17:00:50,17,23,0
16001,NDIR-SERT,2022-03-11,2022-03-11 17:00:50,17,44.13,0
16002,TBat,2022-03-11,2022-03-11 17:00:57,17,-132919.25,-245507.45
16003,TESTING,2022-03-11,2022-03-11 17:00:57,17,1.89,0
16004,APST,2022-03-11,2022-03-11 17:00:57,17,0.42,0
16005,SIMINAR,2022-03-11,2022-03-11 18:00:50,18,3.6,0
16006,SEPCON LAB,2022-03-11,2022-03-11 18:00:50,18,5.28,0
16007,SGTECH,2022-03-11,2022-03-11 18:00:50,18,5.92,0
16008,NDIR-SERT,2022-03-11,2022-03-11 18:00:50,18,32.97,0
16009,120kW,2022-03-11,2022-03-11 18:00:50,18,1.19,1.67
16010,350kW,2022-03-11,2022-03-11 18:00:50,18,0.05,10.22
16011,TBat,2022-03-11,2022-03-11 18:00:58,18,0,0
16012,TESTING,2022-03-11,2022-03-11 18:00:58,18,0.32,0
16013,APST,2022-03-11,2022-03-11 18:00:58,18,1.19,0
16014,NDIR-SERT,2022-03-11,2022-03-11 19:00:50,19,19.39,0
16015,SIMINAR,2022-03-11,2022-03-11 19:00:50,19,1.23,0
16016,350kW,2022-03-11,2022-03-11 19:00:50,19,0,0
16017,SEPCON LAB,2022-03-11,2022-03-11 19:00:50,19,4.62,0
16018,SGTECH,2022-03-11,2022-03-11 19:00:50,19,4.06,0
16019,120kW,2022-03-11,2022-03-11 19:00:50,19,3.94,0
16020,TBat,2022-03-11,2022-03-11 19:00:58,19,0,0
16021,TESTING,2022-03-11,2022-03-11 19:00:58,19,0.4,0
16022,APST,2022-03-11,2022-03-11 19:00:58,19,3.94,0
16023,120kW,2022-03-11,2022-03-11 20:00:50,20,3.38,0
16024,SEPCON LAB,2022-03-11,2022-03-11 20:00:50,20,3.79,0
16025,350kW,2022-03-11,2022-03-11 20:00:50,20,0,0
16026,SIMINAR,2022-03-11,2022-03-11 20:00:50,20,0.35,0
16027,NDIR-SERT,2022-03-11,2022-03-11 20:00:50,20,12.52,0
16028,SGTECH,2022-03-11,2022-03-11 20:00:50,20,3.84,0
16029,TESTING,2022-03-11,2022-03-11 20:00:57,20,0.65,0
16030,TBat,2022-03-11,2022-03-11 20:00:57,20,0,0
16031,APST,2022-03-11,2022-03-11 20:00:57,20,3.38,0
16032,SEPCON LAB,2022-03-11,2022-03-11 21:00:50,21,3.39,0
16033,350kW,2022-03-11,2022-03-11 21:00:50,21,0,0
16034,SGTECH,2022-03-11,2022-03-11 21:00:50,21,3.45,0
16035,SIMINAR,2022-03-11,2022-03-11 21:00:50,21,0.37,0
16036,120kW,2022-03-11,2022-03-11 21:00:50,21,3.09,0
16037,NDIR-SERT,2022-03-11,2022-03-11 21:00:50,21,8.85,0
16038,APST,2022-03-11,2022-03-11 21:00:57,21,3.09,0
16039,TBat,2022-03-11,2022-03-11 21:00:57,21,133008.14,245507.77
16040,TESTING,2022-03-11,2022-03-11 21:00:57,21,0.66,0
16041,SEPCON LAB,2022-03-11,2022-03-11 22:00:50,22,2.66,0
16042,SGTECH,2022-03-11,2022-03-11 22:00:50,22,3.48,0
16043,350kW,2022-03-11,2022-03-11 22:00:50,22,0,0
16044,NDIR-SERT,2022-03-11,2022-03-11 22:00:50,22,8.29,0
16045,SIMINAR,2022-03-11,2022-03-11 22:00:50,22,0.36,0
16046,120kW,2022-03-11,2022-03-11 22:00:50,22,2.96,0
16047,TESTING,2022-03-11,2022-03-11 22:00:57,22,0.66,0
16048,APST,2022-03-11,2022-03-11 22:00:57,22,2.96,0
16049,TBat,2022-03-11,2022-03-11 22:00:57,22,-133008.14,-245507.77
16050,350kW,2022-03-11,2022-03-11 23:00:50,23,0,0
16051,120kW,2022-03-11,2022-03-11 23:00:50,23,3.13,0
16052,NDIR-SERT,2022-03-11,2022-03-11 23:00:50,23,8.84,0
16053,SEPCON LAB,2022-03-11,2022-03-11 23:00:50,23,2.66,0
16054,SGTECH,2022-03-11,2022-03-11 23:00:50,23,3.24,0
16055,SIMINAR,2022-03-11,2022-03-11 23:00:50,23,0.35,0
16056,TBat,2022-03-11,2022-03-11 23:00:57,23,0,0
16057,TESTING,2022-03-11,2022-03-11 23:00:57,23,0.65,0
16058,APST,2022-03-11,2022-03-11 23:00:57,23,3.13,0
16068,120kW,2022-03-12,2022-03-12 01:00:50,1,3.04,0
16069,SGTECH,2022-03-12,2022-03-12 01:00:50,1,1.91,0
16070,SEPCON LAB,2022-03-12,2022-03-12 01:00:50,1,2.43,0
16071,350kW,2022-03-12,2022-03-12 01:00:50,1,0,0
16072,SIMINAR,2022-03-12,2022-03-12 01:00:50,1,0.37,0
16073,NDIR-SERT,2022-03-12,2022-03-12 01:00:50,1,8.15,0
16074,TESTING,2022-03-12,2022-03-12 01:00:57,1,0.67,0
16075,APST,2022-03-12,2022-03-12 01:00:57,1,3.04,0
16076,TBat,2022-03-12,2022-03-12 01:00:57,1,0,0
16077,SGTECH,2022-03-12,2022-03-12 02:00:50,2,1.45,0
16078,SIMINAR,2022-03-12,2022-03-12 02:00:50,2,0.36,0
16079,NDIR-SERT,2022-03-12,2022-03-12 02:00:50,2,7.88,0
16080,350kW,2022-03-12,2022-03-12 02:00:50,2,0,0
16081,SEPCON LAB,2022-03-12,2022-03-12 02:00:50,2,2.84,0
16082,120kW,2022-03-12,2022-03-12 02:00:50,2,2.75,0
16083,TBat,2022-03-12,2022-03-12 02:00:57,2,0,0
16084,APST,2022-03-12,2022-03-12 02:00:57,2,2.75,0
16085,TESTING,2022-03-12,2022-03-12 02:00:57,2,0.67,0
16086,SGTECH,2022-03-12,2022-03-12 03:00:51,3,1.45,0
16087,SEPCON LAB,2022-03-12,2022-03-12 03:00:51,3,2.3,0
16088,350kW,2022-03-12,2022-03-12 03:00:51,3,0,0
16089,NDIR-SERT,2022-03-12,2022-03-12 03:00:51,3,7.82,0
16090,SIMINAR,2022-03-12,2022-03-12 03:00:51,3,0.37,0
16091,120kW,2022-03-12,2022-03-12 03:00:51,3,2.77,0
16092,APST,2022-03-12,2022-03-12 03:00:57,3,2.77,0
16093,TESTING,2022-03-12,2022-03-12 03:00:57,3,0.67,0
16094,TBat,2022-03-12,2022-03-12 03:00:57,3,133117.63,245508.06
16095,120kW,2022-03-12,2022-03-12 04:00:50,4,2.65,0
16096,NDIR-SERT,2022-03-12,2022-03-12 04:00:50,4,7.76,0
16097,SEPCON LAB,2022-03-12,2022-03-12 04:00:50,4,2.08,0
16098,SIMINAR,2022-03-12,2022-03-12 04:00:50,4,0.35,0
16099,SGTECH,2022-03-12,2022-03-12 04:00:50,4,1.42,0
16100,350kW,2022-03-12,2022-03-12 04:00:50,4,0,0
16101,TESTING,2022-03-12,2022-03-12 04:00:57,4,0.67,0
16102,TBat,2022-03-12,2022-03-12 04:00:57,4,-133117.63,-245508.06
16103,APST,2022-03-12,2022-03-12 04:00:57,4,2.65,0
16104,120kW,2022-03-12,2022-03-12 05:00:50,5,2.6,0
16105,350kW,2022-03-12,2022-03-12 05:00:50,5,0,0
16106,SIMINAR,2022-03-12,2022-03-12 05:00:50,5,0.47,0
16107,SGTECH,2022-03-12,2022-03-12 05:00:50,5,1.36,0
16108,NDIR-SERT,2022-03-12,2022-03-12 05:00:50,5,7.74,0
16109,SEPCON LAB,2022-03-12,2022-03-12 05:00:50,5,0.98,0
16110,TBat,2022-03-12,2022-03-12 05:00:57,5,0,0
16111,APST,2022-03-12,2022-03-12 05:00:57,5,2.6,0
16112,TESTING,2022-03-12,2022-03-12 05:00:57,5,0.66,0
16113,350kW,2022-03-12,2022-03-12 06:00:50,6,0,0
16114,120kW,2022-03-12,2022-03-12 06:00:50,6,2.52,0
16115,SIMINAR,2022-03-12,2022-03-12 06:00:50,6,0.48,0
16116,SEPCON LAB,2022-03-12,2022-03-12 06:00:50,6,0.87,0
16117,NDIR-SERT,2022-03-12,2022-03-12 06:00:50,6,7.11,0
16118,SGTECH,2022-03-12,2022-03-12 06:00:50,6,1.09,0
16119,TBat,2022-03-12,2022-03-12 06:00:57,6,133166.25,245508.06
16120,TESTING,2022-03-12,2022-03-12 06:00:57,6,0.52,0
16121,APST,2022-03-12,2022-03-12 06:00:57,6,2.52,0
16122,SIMINAR,2022-03-12,2022-03-12 07:00:50,7,0.35,0
16123,NDIR-SERT,2022-03-12,2022-03-12 07:00:50,7,6.34,0
16124,SEPCON LAB,2022-03-12,2022-03-12 07:00:50,7,0.71,0
16125,350kW,2022-03-12,2022-03-12 07:00:50,7,0,0
16126,SGTECH,2022-03-12,2022-03-12 07:00:50,7,0.49,0
16127,120kW,2022-03-12,2022-03-12 07:00:50,7,2.39,0
16128,TBat,2022-03-12,2022-03-12 07:00:57,7,-133166.25,-245508.06
16129,APST,2022-03-12,2022-03-12 07:00:57,7,2.39,0
16130,TESTING,2022-03-12,2022-03-12 07:00:57,7,0.34,0
16131,SEPCON LAB,2022-03-12,2022-03-12 08:00:50,8,1.12,0
16132,SIMINAR,2022-03-12,2022-03-12 08:00:50,8,0.34,0
16133,120kW,2022-03-12,2022-03-12 08:00:50,8,0.76,1.77
16134,350kW,2022-03-12,2022-03-12 08:00:50,8,0,11.37
16135,SGTECH,2022-03-12,2022-03-12 08:00:50,8,0.6,0
16136,NDIR-SERT,2022-03-12,2022-03-12 08:00:50,8,5.11,0
16137,TBat,2022-03-12,2022-03-12 08:00:57,8,0,0
16138,TESTING,2022-03-12,2022-03-12 08:00:57,8,0.34,0
16139,APST,2022-03-12,2022-03-12 08:00:57,8,0.76,0
16140,NDIR-SERT,2022-03-12,2022-03-12 09:00:50,9,1.41,0.88
16141,SEPCON LAB,2022-03-12,2022-03-12 09:00:50,9,2.09,0
16142,350kW,2022-03-12,2022-03-12 09:00:50,9,0,48.47
16143,120kW,2022-03-12,2022-03-12 09:00:50,9,0,8.5
16144,SIMINAR,2022-03-12,2022-03-12 09:00:50,9,0.36,0
16145,SGTECH,2022-03-12,2022-03-12 09:00:50,9,0.46,0
16146,TESTING,2022-03-12,2022-03-12 09:00:57,9,0.33,0
16147,TBat,2022-03-12,2022-03-12 09:00:57,9,0,0
16148,APST,2022-03-12,2022-03-12 09:00:57,9,0,0
16149,SEPCON LAB,2022-03-12,2022-03-12 10:00:50,10,2.19,0
16150,SGTECH,2022-03-12,2022-03-12 10:00:50,10,0.46,0
16151,350kW,2022-03-12,2022-03-12 10:00:50,10,0,85.87
16152,NDIR-SERT,2022-03-12,2022-03-12 10:00:50,10,0,5.68
16153,120kW,2022-03-12,2022-03-12 10:00:50,10,0,16.09
16154,SIMINAR,2022-03-12,2022-03-12 10:00:50,10,0.34,0
16155,TESTING,2022-03-12,2022-03-12 10:00:57,10,1.95,0
16156,TBat,2022-03-12,2022-03-12 10:00:57,10,0,0
16157,APST,2022-03-12,2022-03-12 10:00:57,10,0,0
16158,NDIR-SERT,2022-03-12,2022-03-12 11:00:51,11,0.01,6.39
16159,SGTECH,2022-03-12,2022-03-12 11:00:51,11,0.53,0
16160,SEPCON LAB,2022-03-12,2022-03-12 11:00:51,11,2.69,0
16161,120kW,2022-03-12,2022-03-12 11:00:51,11,0,21.48
16162,350kW,2022-03-12,2022-03-12 11:00:51,11,0,111.32
16163,SIMINAR,2022-03-12,2022-03-12 11:00:51,11,0.38,0
16164,APST,2022-03-12,2022-03-12 11:00:57,11,0,0
16165,TESTING,2022-03-12,2022-03-12 11:00:57,11,3.42,0
16166,TBat,2022-03-12,2022-03-12 11:00:57,11,0,0
16167,120kW,2022-03-12,2022-03-12 12:00:50,12,0,24.16
16168,SIMINAR,2022-03-12,2022-03-12 12:00:50,12,1.01,0
16169,SEPCON LAB,2022-03-12,2022-03-12 12:00:50,12,2.76,0
16170,SGTECH,2022-03-12,2022-03-12 12:00:50,12,0.57,0
16171,350kW,2022-03-12,2022-03-12 12:00:50,12,0,122.9
16172,NDIR-SERT,2022-03-12,2022-03-12 12:00:50,12,0.84,3.15
16173,TESTING,2022-03-12,2022-03-12 12:00:57,12,3.55,0
16174,APST,2022-03-12,2022-03-12 12:00:57,12,0,0
16175,TBat,2022-03-12,2022-03-12 12:00:57,12,0,0
16176,350kW,2022-03-12,2022-03-12 13:00:50,13,0,121.1
16177,NDIR-SERT,2022-03-12,2022-03-12 13:00:50,13,3.11,0.7
16178,120kW,2022-03-12,2022-03-12 13:00:50,13,0,25.24
16179,SEPCON LAB,2022-03-12,2022-03-12 13:00:51,13,2.85,0
16180,SIMINAR,2022-03-12,2022-03-12 13:00:50,13,1.46,0
16181,SGTECH,2022-03-12,2022-03-12 13:00:50,13,0.59,0
16182,TBat,2022-03-12,2022-03-12 13:00:57,13,0,0
16183,TESTING,2022-03-12,2022-03-12 13:00:57,13,1.01,0
16184,APST,2022-03-12,2022-03-12 13:00:57,13,0,0
16185,NDIR-SERT,2022-03-12,2022-03-12 14:00:51,14,3.47,0.4
16186,SGTECH,2022-03-12,2022-03-12 14:00:51,14,0.55,0
16187,350kW,2022-03-12,2022-03-12 14:00:51,14,0,112.15
16188,SIMINAR,2022-03-12,2022-03-12 14:00:51,14,1.48,0
16189,SEPCON LAB,2022-03-12,2022-03-12 14:00:51,14,2.94,0
16190,120kW,2022-03-12,2022-03-12 14:00:51,14,0,23.92
16191,TESTING,2022-03-12,2022-03-12 14:01:01,14,0.89,0
16192,APST,2022-03-12,2022-03-12 14:01:01,14,0,0
16193,TBat,2022-03-12,2022-03-12 14:01:01,14,133183.81,246192.94
16194,NDIR-SERT,2022-03-12,2022-03-12 15:00:50,15,7.18,0.03
16195,SEPCON LAB,2022-03-12,2022-03-12 15:00:50,15,7.08,0
16196,SGTECH,2022-03-12,2022-03-12 15:00:50,15,0.57,0
16197,350kW,2022-03-12,2022-03-12 15:00:50,15,0,92.19
16198,120kW,2022-03-12,2022-03-12 15:00:50,15,0,20.35
16199,SIMINAR,2022-03-12,2022-03-12 15:00:50,15,1.44,0
16200,TESTING,2022-03-12,2022-03-12 15:00:57,15,1.15,0
16201,APST,2022-03-12,2022-03-12 15:00:57,15,0,0
16202,TBat,2022-03-12,2022-03-12 15:00:57,15,0,92.97
16203,120kW,2022-03-12,2022-03-12 16:00:51,16,0,15.02
16204,NDIR-SERT,2022-03-12,2022-03-12 16:00:51,16,13.52,0
16205,350kW,2022-03-12,2022-03-12 16:00:51,16,0,63.06
16206,SEPCON LAB,2022-03-12,2022-03-12 16:00:51,16,6.86,0
16207,SGTECH,2022-03-12,2022-03-12 16:00:51,16,0.58,0
16208,SIMINAR,2022-03-12,2022-03-12 16:00:51,16,1.41,0
16209,TESTING,2022-03-12,2022-03-12 16:00:57,16,1.12,0
16210,TBat,2022-03-12,2022-03-12 16:00:57,16,-133183.81,-246285.91
16211,APST,2022-03-12,2022-03-12 16:00:57,16,0,0
16212,SGTECH,2022-03-12,2022-03-12 17:00:50,17,0.57,0
16213,NDIR-SERT,2022-03-12,2022-03-12 17:00:50,17,14.79,0
16214,SIMINAR,2022-03-12,2022-03-12 17:00:50,17,0.53,0
16215,350kW,2022-03-12,2022-03-12 17:00:50,17,0,35.25
16216,120kW,2022-03-12,2022-03-12 17:00:50,17,0,8.25
16217,SEPCON LAB,2022-03-12,2022-03-12 17:00:50,17,6.33,0
16218,TESTING,2022-03-12,2022-03-12 17:00:57,17,1.05,0
16219,TBat,2022-03-12,2022-03-12 17:00:57,17,0,0
