id,name,new_date,new_datetime,hour,demand_kWh,supply_kWh
7842,NDIR-SERT,2022-01-28,2022-01-28 12:01:15,12,8.54,0.17
7843,SIMINAR,2022-01-28,2022-01-28 12:01:15,12,2.46,0
7844,350kW,2022-01-28,2022-01-28 12:01:16,12,0,126.53
7845,SGTECH,2022-01-28,2022-01-28 12:01:16,12,15.47,0
7846,SEPCON LAB,2022-01-28,2022-01-28 12:01:16,12,7.77,0
7847,120kW,2022-01-28,2022-01-28 12:01:16,12,0,31.15
7848,TESTING,2022-01-28,2022-01-28 12:01:18,12,0.42,0
7849,APST,2022-01-28,2022-01-28 12:01:18,12,0,0
7850,TBat,2022-01-28,2022-01-28 12:01:19,12,0,0
7851,SIMINAR,2022-01-28,2022-01-28 13:01:18,13,2.8,0
7852,NDIR-SERT,2022-01-28,2022-01-28 13:01:18,13,8.94,0
7853,120kW,2022-01-28,2022-01-28 13:01:19,13,0,34.13
7854,350kW,2022-01-28,2022-01-28 13:01:19,13,0,126.25
7855,SGTECH,2022-01-28,2022-01-28 13:01:20,13,15.86,0
7856,SEPCON LAB,2022-01-28,2022-01-28 13:01:20,13,7.74,0
7857,TESTING,2022-01-28,2022-01-28 13:01:21,13,0.39,0
7858,APST,2022-01-28,2022-01-28 13:01:21,13,0,0
7859,TBat,2022-01-28,2022-01-28 13:01:22,13,0,0
7860,350kW,2022-01-28,2022-01-28 14:01:49,14,0,111.28
7861,NDIR-SERT,2022-01-28,2022-01-28 14:01:49,14,12.29,0
7862,SGTECH,2022-01-28,2022-01-28 14:01:49,14,17.31,0
7863,SIMINAR,2022-01-28,2022-01-28 14:01:49,14,2.96,0
7864,120kW,2022-01-28,2022-01-28 14:01:49,14,0,32.18
7865,SEPCON LAB,2022-01-28,2022-01-28 14:01:51,14,7.66,0
7866,TBat,2022-01-28,2022-01-28 14:01:53,14,0,0
7867,APST,2022-01-28,2022-01-28 14:01:53,14,0,0
7868,TESTING,2022-01-28,2022-01-28 14:01:53,14,0.41,0
7869,350kW,2022-01-28,2022-01-28 15:01:45,15,0,95
7870,NDIR-SERT,2022-01-28,2022-01-28 15:01:45,15,14.87,0
7871,SIMINAR,2022-01-28,2022-01-28 15:01:45,15,3.58,0
7872,120kW,2022-01-28,2022-01-28 15:01:46,15,0,28.73
7873,SEPCON LAB,2022-01-28,2022-01-28 15:01:46,15,8.16,0
7874,SGTECH,2022-01-28,2022-01-28 15:01:46,15,17.19,0
7875,TBat,2022-01-28,2022-01-28 15:01:48,15,0,0
7876,TESTING,2022-01-28,2022-01-28 15:01:48,15,2.1,0
7877,APST,2022-01-28,2022-01-28 15:01:48,15,0,0
7878,NDIR-SERT,2022-01-28,2022-01-28 16:00:46,16,21.45,0
7879,SGTECH,2022-01-28,2022-01-28 16:00:47,16,15.33,0
7880,350kW,2022-01-28,2022-01-28 16:00:47,16,0,63.31
7881,120kW,2022-01-28,2022-01-28 16:00:47,16,0,21.75
7882,SEPCON LAB,2022-01-28,2022-01-28 16:00:47,16,8.29,0
7883,SIMINAR,2022-01-28,2022-01-28 16:00:47,16,2.55,0
7884,TESTING,2022-01-28,2022-01-28 16:00:49,16,1.55,0
7885,TBat,2022-01-28,2022-01-28 16:00:51,16,0,0
7886,APST,2022-01-28,2022-01-28 16:00:51,16,0,0
7887,120kW,2022-01-28,2022-01-28 17:01:31,17,0,12.95
7888,NDIR-SERT,2022-01-28,2022-01-28 17:01:31,17,31.53,0
7889,SIMINAR,2022-01-28,2022-01-28 17:01:31,17,2.64,0
7890,350kW,2022-01-28,2022-01-28 17:01:31,17,0,32.66
7891,SGTECH,2022-01-28,2022-01-28 17:01:33,17,11.83,0
7892,SEPCON LAB,2022-01-28,2022-01-28 17:01:33,17,7.1,0
7893,APST,2022-01-28,2022-01-28 17:01:34,17,0,0
7894,TESTING,2022-01-28,2022-01-28 17:01:34,17,0.42,0
7895,TBat,2022-01-28,2022-01-28 17:01:34,17,122959.74,225097.38
7896,350kW,2022-01-28,2022-01-28 18:02:03,18,0.03,5.78
7897,120kW,2022-01-28,2022-01-28 18:02:03,18,0.58,2.68
7898,SGTECH,2022-01-28,2022-01-28 18:02:03,18,5.39,0
7899,SIMINAR,2022-01-28,2022-01-28 18:02:03,18,0.97,0
7900,NDIR-SERT,2022-01-28,2022-01-28 18:02:03,18,17.68,0
7901,SEPCON LAB,2022-01-28,2022-01-28 18:02:05,18,3.8,0
7902,TESTING,2022-01-28,2022-01-28 18:02:07,18,0.44,0
7903,TBat,2022-01-28,2022-01-28 18:02:07,18,-122959.74,-225097.38
7904,APST,2022-01-28,2022-01-28 18:02:07,18,0.58,0
7905,SIMINAR,2022-01-28,2022-01-28 19:00:16,19,0.41,0
7906,NDIR-SERT,2022-01-28,2022-01-28 19:00:16,19,12.5,0
7907,350kW,2022-01-28,2022-01-28 19:00:17,19,0.07,0
7908,SEPCON LAB,2022-01-28,2022-01-28 19:00:17,19,2.95,0
7909,120kW,2022-01-28,2022-01-28 19:00:17,19,1.78,0
7910,SGTECH,2022-01-28,2022-01-28 19:00:17,19,1.65,0
7911,TESTING,2022-01-28,2022-01-28 19:00:19,19,0.71,0
7912,APST,2022-01-28,2022-01-28 19:00:19,19,1.78,0
7913,TBat,2022-01-28,2022-01-28 19:00:21,19,123005.89,225097.38
7914,NDIR-SERT,2022-01-28,2022-01-28 20:01:32,20,10.9,0
7915,350kW,2022-01-28,2022-01-28 20:01:34,20,0,0
7916,SIMINAR,2022-01-28,2022-01-28 20:01:34,20,0.29,0
7917,SGTECH,2022-01-28,2022-01-28 20:01:34,20,1.68,0
7918,120kW,2022-01-28,2022-01-28 20:01:34,20,1.8,0
7919,SEPCON LAB,2022-01-28,2022-01-28 20:01:34,20,3.39,0
7920,TESTING,2022-01-28,2022-01-28 20:01:36,20,0.8,0
7921,APST,2022-01-28,2022-01-28 20:01:37,20,1.8,0
7922,TBat,2022-01-28,2022-01-28 20:01:37,20,-123005.89,-225097.38
7923,SIMINAR,2022-01-28,2022-01-28 21:01:20,21,0.38,0
7924,NDIR-SERT,2022-01-28,2022-01-28 21:01:20,21,7.91,0
7925,SEPCON LAB,2022-01-28,2022-01-28 21:01:21,21,3.08,0
7926,SGTECH,2022-01-28,2022-01-28 21:01:21,21,1.63,0
7927,120kW,2022-01-28,2022-01-28 21:01:21,21,1.8,0
7928,350kW,2022-01-28,2022-01-28 21:01:21,21,0,0
7929,APST,2022-01-28,2022-01-28 21:01:23,21,1.8,0
7930,TESTING,2022-01-28,2022-01-28 21:01:23,21,0.77,0
7931,TBat,2022-01-28,2022-01-28 21:01:25,21,0,0
7932,NDIR-SERT,2022-01-29,2022-01-29 08:01:02,8,4.74,0
7933,SIMINAR,2022-01-29,2022-01-29 08:01:02,8,0.27,0
7934,350kW,2022-01-29,2022-01-29 08:01:03,8,0,7.66
7935,120kW,2022-01-29,2022-01-29 08:01:04,8,0.23,2.49
7936,SGTECH,2022-01-29,2022-01-29 08:01:04,8,0.6,0
7937,SEPCON LAB,2022-01-29,2022-01-29 08:01:04,8,0.56,0
7938,APST,2022-01-29,2022-01-29 08:01:06,8,0.23,0
7939,TESTING,2022-01-29,2022-01-29 08:01:06,8,0.43,0
7940,TBat,2022-01-29,2022-01-29 08:01:07,8,0,0
7941,NDIR-SERT,2022-01-29,2022-01-29 09:00:53,9,1.17,0.63
7942,350kW,2022-01-29,2022-01-29 09:00:53,9,0,45.62
7943,SIMINAR,2022-01-29,2022-01-29 09:00:53,9,0.37,0
7944,SGTECH,2022-01-29,2022-01-29 09:00:55,9,0.62,0
7945,120kW,2022-01-29,2022-01-29 09:00:55,9,0,12.27
7946,SEPCON LAB,2022-01-29,2022-01-29 09:00:55,9,0.54,0
7947,TBat,2022-01-29,2022-01-29 09:00:57,9,0,0
7948,TESTING,2022-01-29,2022-01-29 09:00:57,9,0.41,0
7949,APST,2022-01-29,2022-01-29 09:00:57,9,0,0
7950,SIMINAR,2022-01-29,2022-01-29 10:01:26,10,0.17,0
7951,NDIR-SERT,2022-01-29,2022-01-29 10:01:26,10,0,5.03
7952,120kW,2022-01-29,2022-01-29 10:01:28,10,0,19.33
7953,350kW,2022-01-29,2022-01-29 10:01:28,10,0,73.25
7954,SGTECH,2022-01-29,2022-01-29 10:01:28,10,0.76,0
7955,SEPCON LAB,2022-01-29,2022-01-29 10:01:28,10,0.5,0
7956,TESTING,2022-01-29,2022-01-29 10:01:30,10,0.28,0
7957,APST,2022-01-29,2022-01-29 10:01:30,10,0,0
7958,TBat,2022-01-29,2022-01-29 10:01:32,10,0,0
7959,SIMINAR,2022-01-29,2022-01-29 11:01:49,11,0.48,0
7960,NDIR-SERT,2022-01-29,2022-01-29 11:01:49,11,0,7.77
7961,350kW,2022-01-29,2022-01-29 11:01:51,11,0,103.66
7962,SGTECH,2022-01-29,2022-01-29 11:01:51,11,1.72,0
7963,120kW,2022-01-29,2022-01-29 11:01:51,11,0,26.66
7964,SEPCON LAB,2022-01-29,2022-01-29 11:01:51,11,1.28,0
7965,TESTING,2022-01-29,2022-01-29 11:01:53,11,0.28,0
7966,APST,2022-01-29,2022-01-29 11:01:53,11,0,0
7967,TBat,2022-01-29,2022-01-29 11:01:55,11,0,0
7968,350kW,2022-01-29,2022-01-29 12:01:17,12,0,116.47
7969,NDIR-SERT,2022-01-29,2022-01-29 12:01:17,12,0,9.77
7970,SIMINAR,2022-01-29,2022-01-29 12:01:17,12,0.18,0
7971,120kW,2022-01-29,2022-01-29 12:01:18,12,0,30.16
7972,SGTECH,2022-01-29,2022-01-29 12:01:18,12,1.91,0
7973,SEPCON LAB,2022-01-29,2022-01-29 12:01:19,12,2.1,0
7974,TESTING,2022-01-29,2022-01-29 12:01:20,12,0.27,0
7975,TBat,2022-01-29,2022-01-29 12:01:20,12,0,0
7976,APST,2022-01-29,2022-01-29 12:01:20,12,0,0
7977,NDIR-SERT,2022-01-29,2022-01-29 13:01:58,13,0,10.37
7978,SIMINAR,2022-01-29,2022-01-29 13:01:59,13,0.39,0
7979,350kW,2022-01-29,2022-01-29 13:01:59,13,0,121.93
7980,SGTECH,2022-01-29,2022-01-29 13:01:59,13,2.17,0
7981,SEPCON LAB,2022-01-29,2022-01-29 13:01:59,13,2.37,0
7982,120kW,2022-01-29,2022-01-29 13:01:59,13,0,33.88
7983,TESTING,2022-01-29,2022-01-29 13:02:01,13,0.29,0
7984,APST,2022-01-29,2022-01-29 13:02:03,13,0,0
7985,TBat,2022-01-29,2022-01-29 13:02:03,13,0,0
7986,120kW,2022-01-29,2022-01-29 14:00:30,14,0,35.6
7987,SIMINAR,2022-01-29,2022-01-29 14:00:30,14,0.21,0
7988,350kW,2022-01-29,2022-01-29 14:00:30,14,0,121.22
7989,NDIR-SERT,2022-01-29,2022-01-29 14:00:30,14,0,8.42
7990,SGTECH,2022-01-29,2022-01-29 14:00:30,14,2.32,0
7991,SEPCON LAB,2022-01-29,2022-01-29 14:00:32,14,2.92,0
7992,TESTING,2022-01-29,2022-01-29 14:00:33,14,0.29,0
7993,APST,2022-01-29,2022-01-29 14:00:33,14,0,0
7994,TBat,2022-01-29,2022-01-29 14:00:33,14,0,0
7995,350kW,2022-01-29,2022-01-29 15:01:24,15,0,107.78
7996,SGTECH,2022-01-29,2022-01-29 15:01:24,15,2.29,0
7997,NDIR-SERT,2022-01-29,2022-01-29 15:01:24,15,0,7.7
7998,SEPCON LAB,2022-01-29,2022-01-29 15:01:24,15,2.98,0
7999,120kW,2022-01-29,2022-01-29 15:01:24,15,0,33.03
8000,SIMINAR,2022-01-29,2022-01-29 15:01:24,15,0.39,0
8001,TESTING,2022-01-29,2022-01-29 15:01:27,15,0.3,0
8002,TBat,2022-01-29,2022-01-29 15:01:27,15,123208.94,225984.06
8003,APST,2022-01-29,2022-01-29 15:01:27,15,0,0
8004,NDIR-SERT,2022-01-29,2022-01-29 16:00:09,16,0.99,3.06
8005,350kW,2022-01-29,2022-01-29 16:00:09,16,0,81.6
8006,SIMINAR,2022-01-29,2022-01-29 16:00:09,16,0.83,0
8007,120kW,2022-01-29,2022-01-29 16:00:11,16,0,28.37
8008,SEPCON LAB,2022-01-29,2022-01-29 16:00:11,16,2.91,0
8009,SGTECH,2022-01-29,2022-01-29 16:00:11,16,2.26,0
8010,TBat,2022-01-29,2022-01-29 16:00:13,16,-123208.94,-225984.06
8011,APST,2022-01-29,2022-01-29 16:00:13,16,0,0
8012,TESTING,2022-01-29,2022-01-29 16:00:13,16,0.28,0
8013,SIMINAR,2022-01-29,2022-01-29 17:01:05,17,0.38,0
8014,NDIR-SERT,2022-01-29,2022-01-29 17:01:05,17,4.78,0.09
8015,350kW,2022-01-29,2022-01-29 17:01:07,17,0,51.59
8016,SGTECH,2022-01-29,2022-01-29 17:01:07,17,2.22,0
8017,SEPCON LAB,2022-01-29,2022-01-29 17:01:07,17,2.96,0
8018,120kW,2022-01-29,2022-01-29 17:01:07,17,0,20.79
8019,APST,2022-01-29,2022-01-29 17:01:09,17,0,0
8020,TESTING,2022-01-29,2022-01-29 17:01:09,17,0.29,0
8021,TBat,2022-01-29,2022-01-29 17:01:10,17,0,0
8022,SIMINAR,2022-01-29,2022-01-29 18:01:26,18,0.31,0
8023,SEPCON LAB,2022-01-29,2022-01-29 18:01:26,18,2.61,0
8024,NDIR-SERT,2022-01-29,2022-01-29 18:01:26,18,11.09,0
8025,350kW,2022-01-29,2022-01-29 18:01:26,18,0,19.75
8026,120kW,2022-01-29,2022-01-29 18:01:26,18,0.13,9.06
8027,SGTECH,2022-01-29,2022-01-29 18:01:26,18,2.23,0
8028,TBat,2022-01-29,2022-01-29 18:01:30,18,0,0
8029,TESTING,2022-01-29,2022-01-29 18:01:30,18,0.31,0
8030,APST,2022-01-29,2022-01-29 18:01:30,18,0.13,0
8031,NDIR-SERT,2022-01-29,2022-01-29 19:01:08,19,13.38,0
8032,350kW,2022-01-29,2022-01-29 19:01:09,19,0.1,0.47
8033,SGTECH,2022-01-29,2022-01-29 19:01:09,19,1.86,0
8034,SEPCON LAB,2022-01-29,2022-01-29 19:01:09,19,2.29,0
8035,120kW,2022-01-29,2022-01-29 19:01:09,19,1.44,0.39
8036,SIMINAR,2022-01-29,2022-01-29 19:01:09,19,0.34,0
8037,TESTING,2022-01-29,2022-01-29 19:01:11,19,0.31,0
8038,APST,2022-01-29,2022-01-29 19:01:13,19,1.44,0
8039,TBat,2022-01-29,2022-01-29 19:01:13,19,0,0
8040,350kW,2022-01-29,2022-01-29 20:01:02,20,0,0
8041,120kW,2022-01-29,2022-01-29 20:01:02,20,1.98,0
8042,SIMINAR,2022-01-29,2022-01-29 20:01:02,20,0.32,0
8043,NDIR-SERT,2022-01-29,2022-01-29 20:01:02,20,14.07,0
8044,SEPCON LAB,2022-01-29,2022-01-29 20:01:04,20,2.51,0
8045,SGTECH,2022-01-29,2022-01-29 20:01:04,20,1.52,0
8046,TBat,2022-01-29,2022-01-29 20:01:06,20,0,0
8047,TESTING,2022-01-29,2022-01-29 20:01:06,20,0.62,0
8048,APST,2022-01-29,2022-01-29 20:01:06,20,1.98,0
8049,NDIR-SERT,2022-01-29,2022-01-29 21:01:23,21,11.95,0
8050,SIMINAR,2022-01-29,2022-01-29 21:01:23,21,0.33,0
8051,120kW,2022-01-29,2022-01-29 21:01:24,21,1.75,0
8052,SGTECH,2022-01-29,2022-01-29 21:01:24,21,1.6,0
8053,350kW,2022-01-29,2022-01-29 21:01:24,21,0,0
8054,SEPCON LAB,2022-01-29,2022-01-29 21:01:24,21,1.44,0
8055,TESTING,2022-01-29,2022-01-29 21:01:26,21,0.63,0
8056,APST,2022-01-29,2022-01-29 21:01:26,21,1.75,0
8057,TBat,2022-01-29,2022-01-29 21:01:28,21,0,0
8058,350kW,2022-01-29,2022-01-29 22:01:32,22,0,0
8059,NDIR-SERT,2022-01-29,2022-01-29 22:01:32,22,10.19,0
8060,SIMINAR,2022-01-29,2022-01-29 22:01:32,22,0.33,0
8061,SEPCON LAB,2022-01-29,2022-01-29 22:01:34,22,1.34,0
8062,120kW,2022-01-29,2022-01-29 22:01:34,22,1.61,0
8063,SGTECH,2022-01-29,2022-01-29 22:01:34,22,1.56,0
8064,APST,2022-01-29,2022-01-29 22:01:36,22,1.61,0
8065,TESTING,2022-01-29,2022-01-29 22:01:36,22,0.64,0
8066,TBat,2022-01-29,2022-01-29 22:01:36,22,0,0
8067,120kW,2022-01-29,2022-01-29 23:01:55,23,1.63,0
8068,350kW,2022-01-29,2022-01-29 23:01:55,23,0,0
8069,SGTECH,2022-01-29,2022-01-29 23:01:55,23,1.52,0
8070,SIMINAR,2022-01-29,2022-01-29 23:01:55,23,0.35,0
8071,NDIR-SERT,2022-01-29,2022-01-29 23:01:55,23,10,0
8072,SEPCON LAB,2022-01-29,2022-01-29 23:01:56,23,1.34,0
8073,TBat,2022-01-29,2022-01-29 23:01:58,23,0,0
8074,APST,2022-01-29,2022-01-29 23:01:58,23,1.63,0
8075,TESTING,2022-01-29,2022-01-29 23:01:58,23,0.66,0
8085,SGTECH,2022-01-30,2022-01-30 01:00:05,1,1.51,0
8086,SIMINAR,2022-01-30,2022-01-30 01:00:05,1,0.36,0
8087,SEPCON LAB,2022-01-30,2022-01-30 01:00:05,1,0.95,0
8088,350kW,2022-01-30,2022-01-30 01:00:05,1,0,0
8089,NDIR-SERT,2022-01-30,2022-01-30 01:00:05,1,7.05,0
8090,120kW,2022-01-30,2022-01-30 01:00:05,1,1.53,0
8091,TBat,2022-01-30,2022-01-30 01:00:09,1,0,0
8092,TESTING,2022-01-30,2022-01-30 01:00:09,1,0.64,0
8093,APST,2022-01-30,2022-01-30 01:00:09,1,1.53,0
8094,SIMINAR,2022-01-30,2022-01-30 02:00:38,2,0.3,0
8095,350kW,2022-01-30,2022-01-30 02:00:38,2,0,0
8096,NDIR-SERT,2022-01-30,2022-01-30 02:00:38,2,7.09,0
8097,120kW,2022-01-30,2022-01-30 02:00:40,2,1.64,0
8098,SEPCON LAB,2022-01-30,2022-01-30 02:00:40,2,1.02,0
8099,SGTECH,2022-01-30,2022-01-30 02:00:40,2,1.5,0
8100,APST,2022-01-30,2022-01-30 02:00:42,2,1.64,0
8101,TBat,2022-01-30,2022-01-30 02:00:42,2,0,0
8102,TESTING,2022-01-30,2022-01-30 02:00:42,2,0.64,0
8103,NDIR-SERT,2022-01-30,2022-01-30 03:01:25,3,6.6,0
8104,SIMINAR,2022-01-30,2022-01-30 03:01:26,3,0.34,0
8105,120kW,2022-01-30,2022-01-30 03:01:27,3,1.33,0
8106,SGTECH,2022-01-30,2022-01-30 03:01:27,3,1.65,0
8107,350kW,2022-01-30,2022-01-30 03:01:27,3,0,0
8108,SEPCON LAB,2022-01-30,2022-01-30 03:01:27,3,1.01,0
8109,TESTING,2022-01-30,2022-01-30 03:01:29,3,0.62,0
8110,APST,2022-01-30,2022-01-30 03:01:30,3,1.33,0
8111,TBat,2022-01-30,2022-01-30 03:01:30,3,0,0
8112,350kW,2022-01-30,2022-01-30 04:00:33,4,0,0
8113,120kW,2022-01-30,2022-01-30 04:00:33,4,1.42,0
8114,SIMINAR,2022-01-30,2022-01-30 04:00:33,4,0.29,0
8115,SGTECH,2022-01-30,2022-01-30 04:00:33,4,1.58,0
8116,NDIR-SERT,2022-01-30,2022-01-30 04:00:33,4,6.43,0
8117,SEPCON LAB,2022-01-30,2022-01-30 04:00:35,4,1.06,0
8118,TESTING,2022-01-30,2022-01-30 04:00:37,4,0.64,0
8119,TBat,2022-01-30,2022-01-30 04:00:37,4,0,0
8120,APST,2022-01-30,2022-01-30 04:00:37,4,1.42,0
8121,350kW,2022-01-30,2022-01-30 05:01:20,5,0,0
8122,SIMINAR,2022-01-30,2022-01-30 05:01:20,5,0.35,0
8123,NDIR-SERT,2022-01-30,2022-01-30 05:01:20,5,6.07,0
8124,120kW,2022-01-30,2022-01-30 05:01:21,5,1.38,0
8125,SEPCON LAB,2022-01-30,2022-01-30 05:01:21,5,1.04,0
8126,SGTECH,2022-01-30,2022-01-30 05:01:21,5,1.46,0
8127,TESTING,2022-01-30,2022-01-30 05:01:23,5,0.64,0
8128,TBat,2022-01-30,2022-01-30 05:01:23,5,0,0
8129,APST,2022-01-30,2022-01-30 05:01:23,5,1.38,0
8130,NDIR-SERT,2022-01-30,2022-01-30 06:01:29,6,11.04,0
8131,SIMINAR,2022-01-30,2022-01-30 06:01:29,6,0.57,0
8132,350kW,2022-01-30,2022-01-30 06:01:29,6,0,0
8133,120kW,2022-01-30,2022-01-30 06:01:29,6,2.25,0
8134,SEPCON LAB,2022-01-30,2022-01-30 06:01:32,6,1.76,0
8135,SGTECH,2022-01-30,2022-01-30 06:01:32,6,2.56,0
8136,APST,2022-01-30,2022-01-30 06:01:34,6,2.25,0
8137,TESTING,2022-01-30,2022-01-30 06:01:34,6,1.12,0
8138,TBat,2022-01-30,2022-01-30 06:01:34,6,0,0
8139,NDIR-SERT,2022-01-30,2022-01-30 07:01:25,7,5.26,0
8140,SGTECH,2022-01-30,2022-01-30 07:01:27,7,0.73,0
8141,SIMINAR,2022-01-30,2022-01-30 07:01:27,7,0.35,0
8142,350kW,2022-01-30,2022-01-30 07:01:27,7,0,0
8143,120kW,2022-01-30,2022-01-30 07:01:27,7,1.37,0
8144,SEPCON LAB,2022-01-30,2022-01-30 07:01:27,7,0.59,0
8145,TESTING,2022-01-30,2022-01-30 07:01:29,7,0.36,0
8146,APST,2022-01-30,2022-01-30 07:01:30,7,1.37,0
8147,TBat,2022-01-30,2022-01-30 07:01:30,7,0,0
8148,SIMINAR,2022-01-30,2022-01-30 08:00:56,8,0.22,0
8149,NDIR-SERT,2022-01-30,2022-01-30 08:00:56,8,3.53,0.07
8150,120kW,2022-01-30,2022-01-30 08:00:56,8,0.19,3.97
8151,350kW,2022-01-30,2022-01-30 08:00:56,8,0,10.97
8152,SEPCON LAB,2022-01-30,2022-01-30 08:00:57,8,0.62,0
8153,SGTECH,2022-01-30,2022-01-30 08:00:57,8,0.59,0
8154,APST,2022-01-30,2022-01-30 08:00:59,8,0.19,0
8155,TESTING,2022-01-30,2022-01-30 08:00:59,8,0.33,0
8156,TBat,2022-01-30,2022-01-30 08:01:00,8,0,0
8157,SIMINAR,2022-01-30,2022-01-30 09:00:53,9,0.42,0
8158,NDIR-SERT,2022-01-30,2022-01-30 09:00:53,9,0.14,2.77
8159,350kW,2022-01-30,2022-01-30 09:00:53,9,0,55.5
8160,120kW,2022-01-30,2022-01-30 09:00:53,9,0,16.03
8161,SGTECH,2022-01-30,2022-01-30 09:00:53,9,0.64,0
8162,SEPCON LAB,2022-01-30,2022-01-30 09:00:53,9,0.59,0
8163,APST,2022-01-30,2022-01-30 09:00:56,9,0,0
8164,TESTING,2022-01-30,2022-01-30 09:00:56,9,0.34,0
8165,TBat,2022-01-30,2022-01-30 09:00:56,9,0,0
8166,SIMINAR,2022-01-30,2022-01-30 10:01:38,10,0.18,0
8167,NDIR-SERT,2022-01-30,2022-01-30 10:01:38,10,0,8.73
8168,120kW,2022-01-30,2022-01-30 10:01:40,10,0,24.57
8169,350kW,2022-01-30,2022-01-30 10:01:40,10,0,94.97
8170,SGTECH,2022-01-30,2022-01-30 10:01:40,10,0.72,0
8171,SEPCON LAB,2022-01-30,2022-01-30 10:01:40,10,0.58,0
8172,TESTING,2022-01-30,2022-01-30 10:01:41,10,0.34,0
8173,APST,2022-01-30,2022-01-30 10:01:41,10,0,0
8174,TBat,2022-01-30,2022-01-30 10:01:43,10,0,0
8175,SGTECH,2022-01-30,2022-01-30 11:00:56,11,1.9,0
8176,350kW,2022-01-30,2022-01-30 11:00:56,11,0,122.59
8177,NDIR-SERT,2022-01-30,2022-01-30 11:00:56,11,0,13.04
8178,120kW,2022-01-30,2022-01-30 11:00:56,11,0,32.32
8179,SIMINAR,2022-01-30,2022-01-30 11:00:56,11,0.45,0
8180,SEPCON LAB,2022-01-30,2022-01-30 11:00:58,11,1.95,0
8181,TBat,2022-01-30,2022-01-30 11:01:00,11,0,0
8182,APST,2022-01-30,2022-01-30 11:01:00,11,0,0
8183,TESTING,2022-01-30,2022-01-30 11:01:00,11,0.34,0
8184,SIMINAR,2022-01-30,2022-01-30 12:01:27,12,0.19,0
8185,120kW,2022-01-30,2022-01-30 12:01:27,12,0,36.66
8186,SGTECH,2022-01-30,2022-01-30 12:01:27,12,2.36,0
8187,350kW,2022-01-30,2022-01-30 12:01:27,12,0,134.78
8188,NDIR-SERT,2022-01-30,2022-01-30 12:01:27,12,0,12.61
8189,SEPCON LAB,2022-01-30,2022-01-30 12:01:27,12,3.24,0
8190,TESTING,2022-01-30,2022-01-30 12:01:30,12,0.33,0
8191,TBat,2022-01-30,2022-01-30 12:01:30,12,0,0
8192,APST,2022-01-30,2022-01-30 12:01:30,12,0,0
8193,120kW,2022-01-30,2022-01-30 13:01:24,13,0,37.95
8194,SEPCON LAB,2022-01-30,2022-01-30 13:01:24,13,4.46,0
8195,NDIR-SERT,2022-01-30,2022-01-30 13:01:24,13,0,11.63
8196,SGTECH,2022-01-30,2022-01-30 13:01:24,13,2.32,0
8197,350kW,2022-01-30,2022-01-30 13:01:24,13,0,131.03
8198,SIMINAR,2022-01-30,2022-01-30 13:01:24,13,0.44,0
8199,TBat,2022-01-30,2022-01-30 13:01:28,13,0,0
8200,TESTING,2022-01-30,2022-01-30 13:01:28,13,0.34,0
8201,APST,2022-01-30,2022-01-30 13:01:28,13,0,0
8202,SIMINAR,2022-01-30,2022-01-30 14:01:10,14,2.77,0
8203,350kW,2022-01-30,2022-01-30 14:01:10,14,0,119.63
8204,NDIR-SERT,2022-01-30,2022-01-30 14:01:10,14,2.91,1.35
8205,SGTECH,2022-01-30,2022-01-30 14:01:11,14,2.34,0
8206,120kW,2022-01-30,2022-01-30 14:01:11,14,0,36.47
8207,SEPCON LAB,2022-01-30,2022-01-30 14:01:11,14,3.5,0
8208,TBat,2022-01-30,2022-01-30 14:01:13,14,0,0
8209,TESTING,2022-01-30,2022-01-30 14:01:13,14,0.32,0
8210,APST,2022-01-30,2022-01-30 14:01:13,14,0,0
8211,NDIR-SERT,2022-01-30,2022-01-30 15:01:57,15,5.77,0.06
8212,120kW,2022-01-30,2022-01-30 15:02:00,15,0,31.97
8213,350kW,2022-01-30,2022-01-30 15:02:00,15,0,95.81
8214,SIMINAR,2022-01-30,2022-01-30 15:02:00,15,3.67,0
8215,SGTECH,2022-01-30,2022-01-30 15:02:00,15,2.27,0
8216,SEPCON LAB,2022-01-30,2022-01-30 15:02:00,15,4.03,0
8217,TESTING,2022-01-30,2022-01-30 15:02:02,15,0.32,0
8218,APST,2022-01-30,2022-01-30 15:02:04,15,0,0
8219,TBat,2022-01-30,2022-01-30 15:02:04,15,0,0
8220,SEPCON LAB,2022-01-30,2022-01-30 16:01:36,16,4.12,0
8221,NDIR-SERT,2022-01-30,2022-01-30 16:01:36,16,10.86,0
8222,120kW,2022-01-30,2022-01-30 16:01:36,16,0,25.2
8223,350kW,2022-01-30,2022-01-30 16:01:36,16,0,64.56
8224,SIMINAR,2022-01-30,2022-01-30 16:01:36,16,3.68,0
8225,SGTECH,2022-01-30,2022-01-30 16:01:36,16,2.28,0
8226,TESTING,2022-01-30,2022-01-30 16:01:40,16,0.32,0
8227,APST,2022-01-30,2022-01-30 16:01:40,16,0,0
8228,TBat,2022-01-30,2022-01-30 16:01:40,16,0,0
8229,NDIR-SERT,2022-01-30,2022-01-30 17:01:24,17,8.91,0
8230,SEPCON LAB,2022-01-30,2022-01-30 17:01:26,17,3.39,0
8231,350kW,2022-01-30,2022-01-30 17:01:26,17,0,32.72
8232,SIMINAR,2022-01-30,2022-01-30 17:01:26,17,2.03,0
8233,SGTECH,2022-01-30,2022-01-30 17:01:26,17,1.96,0
