date,new_date,hour,load_kW,demand(kWh),supply(kWh),net_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),time_idx,group,wind_direction,weather_condition,hour_group,work_time,holiday,weekend,workday
2022-04-03,4/3/2022,13,66.57,26.88,0.0,-26.88,SSW,Fair,93.0,75.0,56.0,6.0,0.0,29.64,0.0,801,a,16,0.0,1,1,1,0,0
2022-04-03,4/3/2022,14,41.6,35.77,0.0,-35.77,WSW,Fair,95.0,72.0,47.0,8.0,0.0,29.61,0.0,802,a,6,0.0,1,1,1,0,0
2022-04-03,4/3/2022,15,68.71,34.94,0.0,-34.94,SSW,Fair,95.0,70.0,44.0,5.0,0.0,29.58,0.0,803,a,16,0.0,1,1,1,0,0
2022-04-03,4/3/2022,16,55.52,39.26,0.0,-39.26,SSW,Fair,95.0,70.0,44.0,6.0,0.0,29.55,0.0,804,a,16,0.0,1,1,1,0,0
2022-04-03,4/3/2022,17,40.27,38.36,0.0,-38.36,SSW,Fair,95.0,70.0,44.0,3.0,0.0,29.55,0.0,805,a,16,0.0,1,1,1,0,0
2022-04-03,4/3/2022,18,27.89,35.1,0.0,-35.1,VAR,Fair,93.0,72.0,49.0,1.0,0.0,29.55,0.0,806,a,0,0.0,1,0,1,0,0
2022-04-03,4/3/2022,19,15.91,26.35,0.0,-26.35,N,Fair,88.0,75.0,66.0,1.0,0.0,29.55,0.0,807,a,10,0.0,1,0,1,0,0
2022-04-03,4/3/2022,20,7.82,13.79,0.0,-13.79,CALM,Fair,86.0,73.0,66.0,0.0,0.0,29.58,0.0,808,a,9,0.0,1,0,1,0,0
2022-05-03,5/3/2022,6,8.93,7.24,0.0,-7.24,SSE,Fair,79.0,73.0,83.0,2.0,0.0,29.61,0.0,809,a,13,0.0,0,0,1,1,1
2022-05-03,5/3/2022,7,7.04,6.03,0.0,-6.03,SE,Fair,79.0,73.0,83.0,2.0,0.0,29.64,0.0,810,a,4,0.0,0,0,1,1,1
2022-05-03,5/3/2022,8,6.41,4.43,0.0,-4.43,SE,Fair,82.0,75.0,79.0,5.0,0.0,29.64,0.0,811,a,4,0.0,0,1,1,1,1
2022-05-03,5/3/2022,9,14.64,1.24,1.26,0.02,SSE,Fair,86.0,75.0,70.0,8.0,0.0,29.67,0.0,812,a,13,0.0,0,1,1,1,1
2022-05-03,5/3/2022,10,28.76,0.05,5.4,5.35,SSE,Fair,88.0,77.0,70.0,9.0,0.0,29.67,0.0,813,a,13,0.0,0,1,1,1,1
2022-05-03,5/3/2022,11,27.21,0.0,8.59,8.59,S,Fair,90.0,77.0,66.0,8.0,0.0,29.67,0.0,814,a,17,0.0,0,1,1,1,1
2022-05-03,5/3/2022,12,28.28,0.0,10.49,10.49,SE,Fair,91.0,75.0,59.0,6.0,0.0,29.64,0.0,815,a,4,0.0,0,1,1,1,1
2022-05-03,5/3/2022,13,23.54,0.57,5.35,4.78,VAR,Fair,93.0,75.0,56.0,5.0,0.0,29.61,0.0,816,a,0,0.0,1,1,1,1,1
2022-05-03,5/3/2022,14,30.72,5.25,0.59,-4.66,SW,Fair,95.0,75.0,53.0,6.0,0.0,29.58,0.0,817,a,14,0.0,1,1,1,1,1
2022-05-03,5/3/2022,15,28.25,10.61,0.0,-10.61,S,Fair,95.0,70.0,44.0,5.0,0.0,29.55,0.0,818,a,17,0.0,1,1,1,1,1
2022-05-03,5/3/2022,16,29.32,15.61,0.0,-15.61,S,Fair,97.0,70.0,41.0,3.0,0.0,29.52,0.0,819,a,17,0.0,1,1,1,1,1
2022-05-03,5/3/2022,17,11.52,15.37,0.0,-15.37,VAR,Fair,95.0,72.0,47.0,2.0,0.0,29.52,0.0,820,a,0,0.0,1,1,1,1,1
2022-05-03,5/3/2022,18,12.13,12.06,0.0,-12.06,ESE,Fair,93.0,73.0,52.0,3.0,0.0,29.52,0.0,821,a,1,0.0,1,0,1,1,1
2022-05-03,5/3/2022,19,12.41,11.79,0.0,-11.79,SE,Fair,90.0,73.0,59.0,2.0,0.0,29.52,0.0,822,a,4,0.0,1,0,1,1,1
2022-05-03,5/3/2022,20,10.98,9.46,0.0,-9.46,N,Fair,88.0,73.0,62.0,1.0,0.0,29.55,0.0,823,a,10,0.0,1,0,1,1,1
2022-06-03,6/3/2022,6,9.75,7.45,0.0,-7.45,ESE,Fair,81.0,75.0,84.0,8.0,0.0,29.61,0.0,824,a,1,0.0,0,0,1,1,1
2022-06-03,6/3/2022,7,6.15,6.56,0.0,-6.56,SE,Fair,81.0,77.0,89.0,8.0,0.0,29.64,0.0,825,a,4,0.0,0,0,1,1,1
2022-06-03,6/3/2022,8,8.18,4.0,0.06,-3.94,SE,Fair,82.0,77.0,84.0,8.0,0.0,29.64,0.0,826,a,4,0.0,0,1,1,1,1
2022-06-03,6/3/2022,9,16.77,0.71,1.96,1.25,SSE,Fair,86.0,77.0,74.0,13.0,0.0,29.67,0.0,827,a,13,0.0,0,1,1,1,1
2022-06-03,6/3/2022,10,12.64,0.21,5.44,5.23,SSE,Fair,88.0,77.0,70.0,12.0,0.0,29.7,0.0,828,a,13,0.0,0,1,1,1,1
2022-06-03,6/3/2022,11,13.3,0.36,4.76,4.4,S,Fair,90.0,77.0,66.0,9.0,0.0,29.67,0.0,829,a,17,0.0,0,1,1,1,1
2022-06-03,6/3/2022,12,33.8,0.26,5.62,5.36,SW,Partly Cloudy,90.0,81.0,75.0,8.0,0.0,29.67,0.0,830,a,14,5.0,0,1,1,1,1
2022-06-03,6/3/2022,13,28.91,0.06,7.12,7.06,S,Fair,90.0,79.0,70.0,6.0,0.0,29.64,0.0,831,a,17,0.0,1,1,1,1,1
2022-06-03,6/3/2022,14,23.67,0.09,5.64,5.55,SE,Fair,91.0,81.0,71.0,6.0,0.0,29.58,0.0,832,a,4,0.0,1,1,1,1,1
2022-06-03,6/3/2022,15,21.82,0.05,3.28,3.23,SSE,Fair,93.0,79.0,63.0,6.0,0.0,29.55,0.0,833,a,13,0.0,1,1,1,1,1
2022-06-03,6/3/2022,16,9.66,0.26,2.38,2.12,SSE,Fair,93.0,79.0,63.0,5.0,0.0,29.55,0.0,834,a,13,0.0,1,1,1,1,1
2022-06-03,6/3/2022,17,8.63,3.8,0.05,-3.75,S,Fair,93.0,79.0,63.0,3.0,0.0,29.52,0.0,835,a,17,0.0,1,1,1,1,1
2022-06-03,6/3/2022,18,12.74,9.05,0.0,-9.05,S,Fair,91.0,79.0,66.0,5.0,0.0,29.55,0.0,836,a,17,0.0,1,0,1,1,1
2022-06-03,6/3/2022,19,6.75,13.08,0.0,-13.08,SSE,Fair,90.0,79.0,70.0,7.0,0.0,29.58,0.0,837,a,13,0.0,1,0,1,1,1
2022-06-03,6/3/2022,20,9.81,11.08,0.0,-11.08,SE,Fair,84.0,72.0,66.0,6.0,0.0,29.61,0.0,838,a,4,0.0,1,0,1,1,1
2022-07-03,7/3/2022,6,6.09,7.18,0.0,-7.18,ESE,Fair,77.0,73.0,89.0,5.0,0.0,29.7,0.0,839,a,1,0.0,0,0,1,0,0
2022-07-03,7/3/2022,7,8.99,5.95,0.0,-5.95,VAR,Fair,75.0,73.0,94.0,2.0,0.0,29.7,0.0,840,a,0,0.0,0,0,1,0,0
2022-07-03,7/3/2022,8,6.62,4.87,0.01,-4.86,ESE,Fair,79.0,73.0,83.0,2.0,0.0,29.73,0.0,841,a,1,0.0,0,1,1,0,0
2022-07-03,7/3/2022,9,50.1,18.74,0.0,-18.74,E,Fair,82.0,73.0,74.0,3.0,0.0,29.75,0.0,842,a,12,0.0,0,1,1,0,0
2022-07-03,7/3/2022,10,55.16,35.93,0.0,-35.93,VAR,Fair,86.0,73.0,66.0,3.0,0.0,29.75,0.0,843,a,0,0.0,0,1,1,0,0
2022-07-03,7/3/2022,11,54.11,31.31,0.0,-31.31,S,Fair,88.0,73.0,62.0,5.0,0.0,29.75,0.0,844,a,17,0.0,0,1,1,0,0
2022-07-03,7/3/2022,12,64.76,29.62,0.0,-29.62,SSW,Fair,91.0,72.0,52.0,3.0,0.0,29.7,0.0,845,a,16,0.0,0,1,1,0,0
2022-07-03,7/3/2022,13,54.37,31.07,0.0,-31.07,SSW,Fair,91.0,73.0,55.0,5.0,0.0,29.64,0.0,846,a,16,0.0,1,1,1,0,0
2022-07-03,7/3/2022,14,55.73,34.72,0.0,-34.72,VAR,Fair,93.0,75.0,56.0,3.0,0.0,29.61,0.0,847,a,0,0.0,1,1,1,0,0
2022-07-03,7/3/2022,15,50.07,40.62,0.0,-40.62,WSW,Fair,93.0,73.0,52.0,5.0,0.0,29.58,0.0,848,a,6,0.0,1,1,1,0,0
2022-07-03,7/3/2022,16,45.21,42.31,0.0,-42.31,E,Partly Cloudy,86.0,70.0,58.0,12.0,0.0,29.58,0.0,849,a,12,5.0,1,1,1,0,0
2022-07-03,7/3/2022,17,26.57,37.36,0.0,-37.36,ENE,Fair,86.0,68.0,55.0,6.0,0.0,29.58,0.0,850,a,2,0.0,1,1,1,0,0
2022-07-03,7/3/2022,18,23.11,24.01,0.0,-24.01,VAR,Fair,86.0,68.0,55.0,3.0,0.0,29.58,0.0,851,a,0,0.0,1,0,1,0,0
2022-07-03,7/3/2022,19,17.22,23.09,0.0,-23.09,ENE,Fair,81.0,70.0,70.0,8.0,0.0,29.64,0.0,852,a,2,0.0,1,0,1,0,0
2022-07-03,7/3/2022,20,10.65,10.82,0.0,-10.82,NE,Fair,81.0,70.0,70.0,6.0,0.0,29.67,0.0,853,a,3,0.0,1,0,1,0,0
2022-08-03,8/3/2022,6,6.39,6.56,0.0,-6.56,N,Partly Cloudy,75.0,73.0,94.0,3.0,0.0,29.73,0.0,854,a,10,5.0,0,0,1,1,1
2022-08-03,8/3/2022,7,3.91,5.96,0.0,-5.96,CALM,Fair,75.0,73.0,94.0,0.0,0.0,29.75,0.0,855,a,9,0.0,0,0,1,1,1
2022-08-03,8/3/2022,8,9.13,3.41,0.07,-3.34,VAR,Fair,79.0,72.0,78.0,2.0,0.0,29.75,0.0,856,a,0,0.0,0,1,1,1,1
2022-08-03,8/3/2022,9,45.4,20.32,0.0,-20.32,VAR,Fair,82.0,72.0,70.0,3.0,0.0,29.78,0.0,857,a,0,0.0,0,1,1,1,1
2022-08-03,8/3/2022,10,49.04,33.89,0.0,-33.89,VAR,Fair,84.0,70.0,62.0,3.0,0.0,29.75,0.0,858,a,0,0.0,0,1,1,1,1
2022-08-03,8/3/2022,11,51.5,34.33,0.0,-34.33,VAR,Fair,90.0,66.0,46.0,3.0,0.0,29.75,0.0,859,a,0,0.0,0,1,1,1,1
2022-08-03,8/3/2022,12,44.39,38.43,0.0,-38.43,E,Fair,88.0,66.0,49.0,3.0,0.0,29.73,0.0,860,a,12,0.0,0,1,1,1,1
2022-08-03,8/3/2022,13,38.15,32.88,0.0,-32.88,VAR,Fair,88.0,68.0,52.0,3.0,0.0,29.67,0.0,861,a,0,0.0,1,1,1,1,1
2022-08-03,8/3/2022,14,54.47,28.99,0.0,-28.99,VAR,Fair,90.0,66.0,46.0,5.0,0.0,29.64,0.0,862,a,0,0.0,1,1,1,1,1
2022-08-03,8/3/2022,15,49.81,34.83,0.0,-34.83,SW,Fair,90.0,66.0,46.0,5.0,0.0,29.61,0.0,863,a,14,0.0,1,1,1,1,1
2022-08-03,8/3/2022,16,47.07,35.77,0.0,-35.77,S,Fair,90.0,68.0,49.0,6.0,0.0,29.61,0.0,864,a,17,0.0,1,1,1,1,1
2022-08-03,8/3/2022,17,41.61,39.64,0.0,-39.64,SSW,Fair,90.0,68.0,49.0,6.0,0.0,29.61,0.0,865,a,16,0.0,1,1,1,1,1
2022-08-03,8/3/2022,18,20.81,26.45,0.0,-26.45,SSW,Fair,88.0,70.0,55.0,6.0,0.0,29.61,0.0,866,a,16,0.0,1,0,1,1,1
2022-08-03,8/3/2022,19,18.1,15.99,0.0,-15.99,SSW,Fair,84.0,70.0,62.0,3.0,0.0,29.64,0.0,867,a,16,0.0,1,0,1,1,1
2022-08-03,8/3/2022,20,11.12,10.37,0.0,-10.37,CALM,Fair,82.0,72.0,70.0,0.0,0.0,29.64,0.0,868,a,9,0.0,1,0,1,1,1
2022-09-03,9/3/2022,6,7.45,7.08,0.0,-7.08,CALM,Fair,73.0,72.0,94.0,0.0,0.0,29.67,0.0,869,a,9,0.0,0,0,1,0,0
2022-09-03,9/3/2022,7,4.35,6.4,0.0,-6.4,ENE,Fair,73.0,72.0,94.0,2.0,0.0,29.7,0.0,870,a,2,0.0,0,0,1,0,0
2022-09-03,9/3/2022,8,6.84,4.5,0.0,-4.5,VAR,Fair,79.0,72.0,78.0,1.0,0.0,29.73,0.0,871,a,0,0.0,0,1,1,0,0
2022-09-03,9/3/2022,9,33.66,16.81,0.09,-16.72,VAR,Fair,82.0,70.0,66.0,2.0,0.0,29.73,0.0,872,a,0,0.0,0,1,1,0,0
2022-09-03,9/3/2022,10,48.57,26.51,0.0,-26.51,SE,Fair,86.0,68.0,55.0,5.0,0.0,29.75,0.0,873,a,4,0.0,0,1,1,0,0
2022-09-03,9/3/2022,11,59.57,27.33,0.0,-27.33,S,Fair,88.0,68.0,52.0,6.0,0.0,29.73,0.0,874,a,17,0.0,0,1,1,0,0
2022-09-03,9/3/2022,13,52.25,32.21,0.0,-32.21,VAR,Fair,90.0,68.0,49.0,3.0,0.0,29.67,0.0,875,a,0,0.0,1,1,1,0,0
2022-09-03,9/3/2022,14,55.52,34.88,0.0,-34.88,WSW,Fair,91.0,66.0,43.0,5.0,0.0,29.61,0.0,876,a,6,0.0,1,1,1,0,0
2022-09-03,9/3/2022,15,55.85,37.81,0.0,-37.81,W,Fair,93.0,64.0,38.0,6.0,0.0,29.58,0.0,877,a,7,0.0,1,1,1,0,0
2022-09-03,9/3/2022,16,63.39,44.85,0.0,-44.85,W,Fair,93.0,66.0,41.0,5.0,0.0,29.58,0.0,878,a,7,0.0,1,1,1,0,0
2022-09-03,9/3/2022,17,41.42,41.65,0.0,-41.65,VAR,Fair,91.0,66.0,43.0,2.0,0.0,29.55,0.0,879,a,0,0.0,1,1,1,0,0
2022-09-03,9/3/2022,18,39.78,36.92,0.0,-36.92,W,Fair,91.0,68.0,46.0,2.0,0.0,29.55,0.0,880,a,7,0.0,1,0,1,0,0
2022-09-03,9/3/2022,19,13.34,28.0,0.0,-28.0,CALM,Fair,86.0,72.0,62.0,0.0,0.0,29.58,0.0,881,a,9,0.0,1,0,1,0,0
2022-09-03,9/3/2022,20,8.04,11.42,0.0,-11.42,CALM,Fair,82.0,72.0,70.0,0.0,0.0,29.58,0.0,882,a,9,0.0,1,0,1,0,0
2022-10-03,10/3/2022,6,6.7,6.85,0.0,-6.85,ENE,Fair,73.0,73.0,100.0,2.0,0.0,29.61,0.0,883,a,2,0.0,0,0,1,1,1
2022-10-03,10/3/2022,7,7.52,5.9,0.0,-5.9,VAR,Fair,75.0,73.0,94.0,2.0,0.0,29.61,0.0,884,a,0,0.0,0,0,1,1,1
2022-10-03,10/3/2022,8,7.58,4.96,0.01,-4.95,VAR,Fair,81.0,75.0,84.0,2.0,0.0,29.64,0.0,885,a,0,0.0,0,1,1,1,1
2022-10-03,10/3/2022,9,33.6,12.28,0.0,-12.28,VAR,Fair,86.0,73.0,66.0,1.0,0.0,29.67,0.0,886,a,0,0.0,0,1,1,1,1
2022-10-03,10/3/2022,10,48.81,29.42,0.0,-29.42,ESE,Fair,88.0,72.0,58.0,3.0,0.0,29.67,0.0,887,a,1,0.0,0,1,1,1,1
2022-10-03,10/3/2022,11,46.15,31.25,0.0,-31.25,S,Fair,90.0,70.0,52.0,5.0,0.0,29.67,0.0,888,a,17,0.0,0,1,1,1,1
2022-10-03,10/3/2022,12,55.68,25.88,0.0,-25.88,VAR,Fair,91.0,72.0,52.0,5.0,0.0,29.64,0.0,889,a,0,0.0,0,1,1,1,1
2022-10-03,10/3/2022,13,46.31,29.69,0.0,-29.69,S,Fair,93.0,68.0,44.0,5.0,0.0,29.61,0.0,890,a,17,0.0,1,1,1,1,1
2022-10-03,10/3/2022,14,65.74,35.51,0.0,-35.51,SSE,Fair,95.0,70.0,44.0,5.0,0.0,29.58,0.0,891,a,13,0.0,1,1,1,1,1
2022-10-03,10/3/2022,15,58.77,41.0,0.0,-41.0,SSW,Fair,95.0,70.0,44.0,3.0,0.0,29.55,0.0,892,a,16,0.0,1,1,1,1,1
2022-10-03,10/3/2022,16,51.69,44.27,0.0,-44.27,SSW,Fair,95.0,68.0,41.0,3.0,0.0,29.52,0.0,893,a,16,0.0,1,1,1,1,1
2022-10-03,10/3/2022,17,39.9,43.04,0.0,-43.04,S,Fair,95.0,68.0,41.0,5.0,0.0,29.52,0.0,894,a,17,0.0,1,1,1,1,1
2022-10-03,10/3/2022,19,15.01,17.63,0.0,-17.63,CALM,Fair,86.0,72.0,62.0,0.0,0.0,29.55,0.0,895,a,9,0.0,1,0,1,1,1
2022-10-03,10/3/2022,20,12.87,16.45,0.0,-16.45,CALM,Fair,82.0,72.0,70.0,0.0,0.0,29.58,0.0,896,a,9,0.0,1,0,1,1,1
2022-11-03,11/3/2022,6,8.12,7.26,0.0,-7.26,E,Fair,77.0,75.0,94.0,3.0,0.0,29.58,0.0,897,a,12,0.0,0,0,1,1,1
2022-11-03,11/3/2022,7,3.19,6.48,0.0,-6.48,E,Fair,77.0,75.0,94.0,2.0,0.0,29.61,0.0,898,a,12,0.0,0,0,1,1,1
2022-11-03,11/3/2022,8,25.47,7.09,0.0,-7.09,ESE,Fair,81.0,75.0,84.0,3.0,0.0,29.64,0.0,899,a,1,0.0,0,1,1,1,1
2022-11-03,11/3/2022,9,52.87,26.68,0.0,-26.68,SSE,Fair,86.0,75.0,70.0,9.0,0.0,29.67,0.0,900,a,13,0.0,0,1,1,1,1
2022-11-03,11/3/2022,10,60.91,41.54,0.0,-41.54,SSE,Fair,88.0,75.0,66.0,9.0,0.0,29.64,0.0,901,a,13,0.0,0,1,1,1,1
2022-11-03,11/3/2022,11,76.65,43.38,0.0,-43.38,SSE,Fair,91.0,77.0,63.0,8.0,0.0,29.64,0.0,902,a,13,0.0,0,1,1,1,1
2022-11-03,11/3/2022,12,58.87,39.39,0.0,-39.39,VAR,Fair,93.0,75.0,56.0,7.0,0.0,29.61,0.0,903,a,0,0.0,0,1,1,1,1
2022-11-03,11/3/2022,13,54.07,38.88,0.0,-38.88,S,Fair,95.0,73.0,49.0,8.0,0.0,29.58,0.0,904,a,17,0.0,1,1,1,1,1
2022-11-03,11/3/2022,14,69.46,41.35,0.0,-41.35,SSW,Fair,95.0,73.0,49.0,6.0,0.0,29.55,0.0,905,a,16,0.0,1,1,1,1,1
2022-11-03,11/3/2022,15,55.76,41.65,0.0,-41.65,SSW,Fair,95.0,72.0,47.0,7.0,0.0,29.49,0.0,906,a,16,0.0,1,1,1,1,1
2022-11-03,11/3/2022,16,63.74,44.77,0.0,-44.77,SSW,Fair,97.0,72.0,44.0,6.0,0.0,29.49,0.0,907,a,16,0.0,1,1,1,1,1
2022-11-03,11/3/2022,17,43.18,44.13,0.0,-44.13,SSW,Fair,95.0,70.0,44.0,3.0,0.0,29.49,0.0,908,a,16,0.0,1,1,1,1,1
2022-11-03,11/3/2022,18,35.43,32.97,0.0,-32.97,SSE,Fair,93.0,70.0,46.0,3.0,0.0,29.46,0.0,909,a,13,0.0,1,0,1,1,1
2022-11-03,11/3/2022,19,11.44,19.39,0.0,-19.39,SSE,Fair,88.0,72.0,58.0,2.0,0.0,29.49,0.0,910,a,13,0.0,1,0,1,1,1
2022-11-03,11/3/2022,20,10.02,12.52,0.0,-12.52,N,Fair,84.0,73.0,70.0,1.0,0.0,29.52,0.0,911,a,10,0.0,1,0,1,1,1
2022-12-03,12/3/2022,6,9.46,7.11,0.0,-7.11,SE,Fair,79.0,73.0,83.0,3.0,0.0,29.58,0.0,912,a,4,0.0,0,0,1,0,0
2022-12-03,12/3/2022,7,5.75,6.34,0.0,-6.34,SE,Fair,79.0,75.0,89.0,3.0,0.0,29.58,0.0,913,a,4,0.0,0,0,1,0,0
2022-12-03,12/3/2022,8,9.8,5.11,0.0,-5.11,SE,Haze,82.0,75.0,79.0,5.0,0.0,29.61,0.0,914,a,4,12.0,0,1,1,0,0
2022-12-03,12/3/2022,9,10.97,1.41,0.88,-0.53,SE,Fair,86.0,72.0,62.0,8.0,0.0,29.64,0.0,915,a,4,0.0,0,1,1,0,0
2022-12-03,12/3/2022,10,26.9,0.0,5.68,5.68,SSE,Fair,90.0,72.0,55.0,8.0,0.0,29.64,0.0,916,a,13,0.0,0,1,1,0,0
2022-12-03,12/3/2022,11,23.75,0.01,6.39,6.38,SE,Fair,91.0,75.0,59.0,8.0,0.0,29.61,0.0,917,a,4,0.0,0,1,1,0,0
2022-12-03,12/3/2022,12,27.43,0.84,3.15,2.31,S,Fair,93.0,73.0,52.0,6.0,0.0,29.58,0.0,918,a,17,0.0,0,1,1,0,0
2022-12-03,12/3/2022,13,24.43,3.11,0.7,-2.41,S,Fair,95.0,75.0,53.0,6.0,0.0,29.55,0.0,919,a,17,0.0,1,1,1,0,0
2022-12-03,12/3/2022,14,23.43,3.47,0.4,-3.07,SW,Fair,97.0,75.0,50.0,6.0,0.0,29.52,0.0,920,a,14,0.0,1,1,1,0,0
2022-12-03,12/3/2022,15,27.93,7.18,0.03,-7.15,WSW,Fair,97.0,73.0,47.0,6.0,0.0,29.49,0.0,921,a,6,0.0,1,1,1,0,0
2022-12-03,12/3/2022,16,26.97,13.52,0.0,-13.52,SW,Fair,97.0,70.0,41.0,6.0,0.0,29.46,0.0,922,a,14,0.0,1,1,1,0,0
2022-12-03,12/3/2022,17,9.74,14.79,0.0,-14.79,WSW,Fair,97.0,68.0,39.0,5.0,0.0,29.46,0.0,923,a,6,0.0,1,1,1,0,0
2022-12-03,12/3/2022,18,12.55,9.99,0.0,-9.99,VAR,Fair,95.0,70.0,44.0,2.0,0.0,29.49,0.0,924,a,0,0.0,1,0,1,0,0
2022-12-03,12/3/2022,19,12.26,12.44,0.0,-12.44,CALM,Fair,88.0,73.0,62.0,0.0,0.0,29.49,0.0,925,a,9,0.0,1,0,1,0,0
2022-12-03,12/3/2022,20,13.06,12.1,0.0,-12.1,CALM,Fair,86.0,75.0,70.0,0.0,0.0,29.52,0.0,926,a,9,0.0,1,0,1,0,0
2022-03-13,13/3/2022,6,3.45,7.74,0.0,-7.74,E,Fair,79.0,77.0,94.0,2.0,0.0,29.55,0.0,927,a,12,0.0,0,0,1,0,0
2022-03-13,13/3/2022,7,5.54,6.8,0.0,-6.8,E,Fair,79.0,77.0,94.0,3.0,0.0,29.58,0.0,928,a,12,0.0,0,0,1,0,0
2022-03-13,13/3/2022,8,5.74,4.72,0.01,-4.71,VAR,Haze,84.0,75.0,74.0,2.0,0.0,29.61,0.0,929,a,0,12.0,0,1,1,0,0
2022-03-13,13/3/2022,9,14.65,2.62,0.34,-2.28,SE,Haze,90.0,73.0,59.0,7.0,0.0,29.64,0.0,930,a,4,12.0,0,1,1,0,0
2022-03-13,13/3/2022,10,16.12,0.51,1.73,1.22,SE,Haze,91.0,75.0,59.0,8.0,0.0,29.64,0.0,931,a,4,12.0,0,1,1,0,0
2022-03-13,13/3/2022,11,19.88,0.29,1.48,1.19,SSE,Fair,95.0,75.0,53.0,5.0,0.0,29.61,0.0,932,a,13,0.0,0,1,1,0,0
2022-03-13,13/3/2022,12,31.04,8.07,0.75,-7.32,S,Fair,97.0,75.0,50.0,7.0,0.0,29.58,0.0,933,a,17,0.0,0,1,1,0,0
2022-03-13,13/3/2022,13,32.69,12.54,0.0,-12.54,SSE,Fair,97.0,72.0,44.0,6.0,0.0,29.55,0.0,934,a,13,0.0,1,1,1,0,0
2022-03-13,13/3/2022,14,30.47,12.1,0.0,-12.1,S,Fair,99.0,73.0,44.0,6.0,0.0,29.52,0.0,935,a,17,0.0,1,1,1,0,0
2022-03-13,13/3/2022,15,31.48,14.97,0.0,-14.97,SSW,Fair,97.0,73.0,47.0,7.0,0.0,29.49,0.0,936,a,16,0.0,1,1,1,0,0
2022-03-13,13/3/2022,16,25.36,17.64,0.0,-17.64,WSW,Fair,99.0,70.0,39.0,6.0,0.0,29.49,0.0,937,a,6,0.0,1,1,1,0,0
2022-03-13,13/3/2022,17,12.37,12.97,0.0,-12.97,VAR,Fair,99.0,70.0,39.0,2.0,0.0,29.49,0.0,938,a,0,0.0,1,1,1,0,0
2022-03-13,13/3/2022,18,11.21,10.41,0.0,-10.41,CALM,Fair,97.0,70.0,41.0,0.0,0.0,29.49,0.0,939,a,9,0.0,1,0,1,0,0
2022-03-13,13/3/2022,19,14.36,12.78,0.0,-12.78,CALM,Fair,90.0,73.0,59.0,0.0,0.0,29.52,0.0,940,a,9,0.0,1,0,1,0,0
2022-03-13,13/3/2022,20,8.43,12.09,0.0,-12.09,CALM,Fair,86.0,73.0,66.0,0.0,0.0,29.55,0.0,941,a,9,0.0,1,0,1,0,0
2022-03-14,14/3/2022,6,10.43,8.13,0.0,-8.13,SE,Fair,82.0,73.0,74.0,6.0,0.0,29.55,0.0,942,a,4,0.0,0,0,1,1,1
2022-03-14,14/3/2022,7,11.06,8.07,0.0,-8.07,SSE,Fair,82.0,75.0,79.0,6.0,0.0,29.58,0.0,943,a,13,0.0,0,0,1,1,1
2022-03-14,14/3/2022,8,23.21,12.43,0.0,-12.43,SE,Fair,84.0,75.0,74.0,10.0,0.0,29.64,0.0,944,a,4,0.0,0,1,1,1,1
2022-03-14,14/3/2022,9,60.35,36.79,0.0,-36.79,SSE,Fair,88.0,75.0,66.0,9.0,0.0,29.64,0.0,945,a,13,0.0,0,1,1,1,1
2022-03-14,14/3/2022,10,55.58,46.11,0.0,-46.11,S,Fair,90.0,73.0,59.0,10.0,0.0,29.67,0.0,946,a,17,0.0,0,1,1,1,1
2022-03-14,14/3/2022,11,65.32,45.81,0.0,-45.81,SSE,Fair,93.0,73.0,52.0,7.0,0.0,29.64,0.0,947,a,13,0.0,0,1,1,1,1
2022-03-14,14/3/2022,12,69.77,44.87,0.0,-44.87,VAR,Fair,93.0,75.0,56.0,5.0,0.0,29.64,0.0,948,a,0,0.0,0,1,1,1,1
2022-03-14,14/3/2022,13,65.07,49.55,0.0,-49.55,SSW,Fair,95.0,73.0,49.0,6.0,0.0,29.58,0.0,949,a,16,0.0,1,1,1,1,1
2022-03-14,14/3/2022,14,68.33,49.95,0.0,-49.95,SSW,Fair,97.0,72.0,44.0,7.0,0.0,29.55,0.0,950,a,16,0.0,1,1,1,1,1
2022-03-14,14/3/2022,15,57.16,47.89,0.0,-47.89,S,Fair,97.0,72.0,44.0,6.0,0.0,29.52,0.0,951,a,17,0.0,1,1,1,1,1
2022-03-14,14/3/2022,16,62.77,44.76,0.0,-44.76,SSW,Fair,99.0,72.0,42.0,6.0,0.0,29.49,0.0,952,a,16,0.0,1,1,1,1,1
2022-03-14,14/3/2022,17,45.39,45.37,0.0,-45.37,E,T-Storm,90.0,70.0,52.0,13.0,0.0,29.52,0.0,953,a,12,11.0,1,1,1,1,1
2022-03-14,14/3/2022,18,28.32,35.14,0.0,-35.14,E,Fair,93.0,55.0,28.0,5.0,0.0,29.52,0.0,954,a,12,0.0,1,0,1,1,1
2022-03-14,14/3/2022,19,32.55,30.46,0.0,-30.46,E,Fair,86.0,70.0,58.0,6.0,0.0,29.52,0.0,955,a,12,0.0,1,0,1,1,1
2022-03-14,14/3/2022,20,13.05,19.84,0.0,-19.84,ENE,Fair,84.0,72.0,66.0,3.0,0.0,29.55,0.0,956,a,2,0.0,1,0,1,1,1
