date,new_date,hour,load_kW,demand(kWh),supply(kWh),net_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),time_idx,group,wind_direction,weather_condition,hour_group,work_time,holiday,weekend,workday
2022-01-08,1/8/2022,11,48.64,29.56,0.0,-29.56,SSE,Fair,86.0,75.0,70.0,3.0,0.0,29.55,0.0,2470,a,13,0.0,0,1,1,0,0
2022-01-08,1/8/2022,12,47.11,31.0,0.0,-31.0,VAR,Partly Cloudy,86.0,75.0,70.0,2.0,0.0,29.55,0.0,2471,a,0,5.0,0,1,1,0,0
2022-01-08,1/8/2022,13,50.53,33.33,0.0,-33.33,VAR,Partly Cloudy,88.0,75.0,66.0,2.0,0.0,29.49,0.0,2472,a,0,5.0,1,1,1,0,0
2022-01-08,1/8/2022,14,67.22,31.78,0.0,-31.78,SSE,Mostly Cloudy,88.0,77.0,70.0,6.0,0.0,29.46,0.0,2473,a,13,4.0,1,1,1,0,0
2022-01-08,1/8/2022,15,70.15,45.17,0.0,-45.17,SE,Partly Cloudy,90.0,75.0,62.0,5.0,0.0,29.43,0.0,2474,a,4,5.0,1,1,1,0,0
2022-01-08,1/8/2022,16,66.0,44.03,0.0,-44.03,SE,Partly Cloudy,88.0,77.0,70.0,8.0,0.0,29.43,0.0,2475,a,4,5.0,1,1,1,0,0
2022-01-08,1/8/2022,17,38.51,44.63,0.0,-44.63,SE,Fair,88.0,75.0,66.0,9.0,0.0,29.43,0.0,2476,a,4,0.0,1,1,1,0,0
2022-01-08,1/8/2022,18,25.26,29.32,0.0,-29.32,SSE,Fair,86.0,75.0,70.0,2.0,0.0,29.43,0.0,2477,a,13,0.0,1,0,1,0,0
2022-01-08,1/8/2022,19,22.91,24.97,0.0,-24.97,CALM,Fair,84.0,77.0,79.0,0.0,0.0,29.46,0.0,2478,a,9,0.0,1,0,1,0,0
2022-01-08,1/8/2022,20,7.82,12.22,0.0,-12.22,CALM,Fair,84.0,77.0,79.0,0.0,0.0,29.49,0.0,2479,a,9,0.0,1,0,1,0,0
2022-02-08,2/8/2022,6,7.1,9.39,0.0,-9.39,CALM,Fair,77.0,77.0,100.0,0.0,0.0,29.52,0.0,2480,a,9,0.0,0,0,1,1,1
2022-02-08,2/8/2022,7,7.63,7.26,0.0,-7.26,CALM,Mostly Cloudy,77.0,77.0,100.0,0.0,0.0,29.52,0.0,2481,a,9,4.0,0,0,1,1,1
2022-02-08,2/8/2022,8,11.53,5.16,0.0,-5.16,VAR,Mostly Cloudy,81.0,77.0,89.0,1.0,0.0,29.55,0.0,2482,a,0,4.0,0,1,1,1,1
2022-02-08,2/8/2022,9,40.59,15.33,0.0,-15.33,SE,Mostly Cloudy,82.0,79.0,89.0,6.0,0.0,29.58,0.0,2483,a,4,4.0,0,1,1,1,1
2022-02-08,2/8/2022,10,38.31,30.01,0.0,-30.01,SSE,Mostly Cloudy,82.0,81.0,94.0,8.0,0.0,29.58,0.0,2484,a,13,4.0,0,1,1,1,1
2022-02-08,2/8/2022,11,47.92,25.94,0.0,-25.94,SE,Mostly Cloudy,82.0,81.0,94.0,5.0,0.0,29.58,0.0,2485,a,4,4.0,0,1,1,1,1
2022-02-08,2/8/2022,12,42.69,22.45,0.0,-22.45,SE,Partly Cloudy,88.0,81.0,79.0,8.0,0.0,29.55,0.0,2486,a,4,5.0,0,1,1,1,1
2022-02-08,2/8/2022,13,51.01,25.11,0.0,-25.11,SSE,Partly Cloudy,90.0,79.0,70.0,8.0,0.0,29.52,0.0,2487,a,13,5.0,1,1,1,1,1
2022-02-08,2/8/2022,14,61.57,39.96,0.0,-39.96,VAR,Partly Cloudy,90.0,81.0,75.0,5.0,0.0,29.49,0.0,2488,a,0,5.0,1,1,1,1,1
2022-02-08,2/8/2022,15,65.1,42.15,0.0,-42.15,SSE,Partly Cloudy,91.0,81.0,71.0,6.0,0.0,29.46,0.0,2489,a,13,5.0,1,1,1,1,1
2022-02-08,2/8/2022,16,58.72,45.14,0.0,-45.14,SE,Fair,91.0,81.0,71.0,8.0,0.0,29.46,0.0,2490,a,4,0.0,1,1,1,1,1
2022-02-08,2/8/2022,17,43.18,42.49,0.0,-42.49,ESE,Fair,88.0,81.0,79.0,9.0,0.0,29.46,0.0,2491,a,1,0.0,1,1,1,1,1
2022-02-08,2/8/2022,18,14.94,22.89,0.0,-22.89,ESE,Fair,88.0,82.0,84.0,7.0,0.0,29.46,0.0,2492,a,1,0.0,1,0,1,1,1
2022-02-08,2/8/2022,19,18.16,15.75,0.0,-15.75,SE,Partly Cloudy,82.0,79.0,89.0,13.0,0.0,29.49,0.0,2493,a,4,5.0,1,0,1,1,1
2022-02-08,2/8/2022,20,13.05,14.94,0.0,-14.94,SE,Fair,82.0,81.0,94.0,10.0,0.0,29.52,0.0,2494,a,4,0.0,1,0,1,1,1
2022-03-08,3/8/2022,6,6.14,8.36,0.0,-8.36,SE,Fair,79.0,77.0,94.0,3.0,0.0,29.58,0.0,2495,a,4,0.0,0,0,1,1,1
2022-03-08,3/8/2022,7,10.49,7.83,0.0,-7.83,SE,Fair,81.0,77.0,89.0,3.0,0.0,29.61,0.0,2496,a,4,0.0,0,0,1,1,1
2022-03-08,3/8/2022,8,9.65,3.09,0.16,-2.93,SE,Fair,82.0,77.0,84.0,6.0,0.0,29.61,0.0,2497,a,4,0.0,0,1,1,1,1
2022-03-08,3/8/2022,9,42.41,19.2,0.0,-19.2,S,Partly Cloudy,84.0,77.0,79.0,5.0,0.0,29.61,0.0,2498,a,17,5.0,0,1,1,1,1
2022-03-08,3/8/2022,10,51.38,32.29,0.0,-32.29,SSE,Partly Cloudy,86.0,75.0,70.0,5.0,0.0,29.61,0.0,2499,a,13,5.0,0,1,1,1,1
2022-03-08,3/8/2022,11,45.57,35.53,0.0,-35.53,S,Partly Cloudy,88.0,75.0,66.0,6.0,0.0,29.61,0.0,2500,a,17,5.0,0,1,1,1,1
2022-03-08,3/8/2022,12,53.87,30.23,0.0,-30.23,SSE,Partly Cloudy,90.0,75.0,62.0,7.0,0.0,29.61,0.0,2501,a,13,5.0,0,1,1,1,1
2022-03-08,3/8/2022,13,57.29,30.69,0.0,-30.69,SSE,Fair,90.0,75.0,62.0,7.0,0.0,29.58,0.0,2502,a,13,0.0,1,1,1,1,1
2022-03-08,3/8/2022,14,56.4,32.91,0.0,-32.91,S,Fair,91.0,75.0,59.0,7.0,0.0,29.55,0.0,2503,a,17,0.0,1,1,1,1,1
2022-03-08,3/8/2022,15,48.38,40.1,0.0,-40.1,SE,Fair,91.0,75.0,59.0,6.0,0.0,29.52,0.0,2504,a,4,0.0,1,1,1,1,1
2022-03-08,3/8/2022,16,53.11,34.88,0.0,-34.88,SSE,Fair,91.0,75.0,59.0,5.0,0.0,29.49,0.0,2505,a,13,0.0,1,1,1,1,1
2022-03-08,3/8/2022,17,44.21,37.59,0.0,-37.59,SSE,Fair,91.0,75.0,59.0,7.0,0.0,29.49,0.0,2506,a,13,0.0,1,1,1,1,1
2022-03-08,3/8/2022,18,16.46,22.6,0.0,-22.6,SSE,Fair,90.0,75.0,62.0,7.0,0.0,29.49,0.0,2507,a,13,0.0,1,0,1,1,1
2022-03-08,3/8/2022,19,16.2,13.29,0.0,-13.29,SE,Fair,86.0,79.0,79.0,3.0,0.0,29.52,0.0,2508,a,4,0.0,1,0,1,1,1
2022-03-08,3/8/2022,20,8.23,11.66,0.0,-11.66,CALM,Fair,84.0,79.0,84.0,0.0,0.0,29.55,0.0,2509,a,9,0.0,1,0,1,1,1
2022-04-08,4/8/2022,6,10.39,9.1,0.0,-9.1,SE,Fair,77.0,77.0,100.0,5.0,0.0,29.58,0.0,2510,a,4,0.0,0,0,1,1,1
2022-04-08,4/8/2022,7,9.41,7.51,0.0,-7.51,SE,Fair,79.0,77.0,94.0,3.0,0.0,29.61,0.0,2511,a,4,0.0,0,0,1,1,1
2022-04-08,4/8/2022,8,12.8,4.85,0.24,-4.61,SSE,Mostly Cloudy,81.0,79.0,94.0,5.0,0.0,29.64,0.0,2512,a,13,4.0,0,1,1,1,1
2022-04-08,4/8/2022,9,48.09,23.64,0.0,-23.64,SSE,Partly Cloudy,81.0,77.0,89.0,3.0,0.0,29.61,0.0,2513,a,13,5.0,0,1,1,1,1
2022-04-08,4/8/2022,10,51.95,37.72,0.0,-37.72,SE,Mostly Cloudy,82.0,77.0,84.0,5.0,0.0,29.61,0.0,2514,a,4,4.0,0,1,1,1,1
2022-04-08,4/8/2022,11,52.58,35.98,0.0,-35.98,E,Partly Cloudy,84.0,77.0,79.0,5.0,0.0,29.61,0.0,2515,a,12,5.0,0,1,1,1,1
2022-04-08,4/8/2022,12,53.31,36.33,0.0,-36.33,SSE,Mostly Cloudy,86.0,75.0,70.0,3.0,0.0,29.61,0.0,2516,a,13,4.0,0,1,1,1,1
2022-04-08,4/8/2022,13,47.18,36.48,0.0,-36.48,SSE,Partly Cloudy,90.0,77.0,66.0,3.0,0.0,29.58,0.0,2517,a,13,5.0,1,1,1,1,1
2022-04-08,4/8/2022,14,44.98,38.47,0.0,-38.47,S,Showers in the Vicinity,88.0,77.0,70.0,5.0,0.0,29.55,0.0,2518,a,17,13.0,1,1,1,1,1
2022-04-08,4/8/2022,15,35.56,19.8,0.0,-19.8,SSW,Fair,90.0,75.0,62.0,6.0,0.0,29.52,0.0,2519,a,16,0.0,1,1,1,1,1
2022-04-08,4/8/2022,16,46.84,25.86,0.0,-25.86,SW,Fair,90.0,73.0,59.0,5.0,0.0,29.49,0.0,2520,a,14,0.0,1,1,1,1,1
2022-04-08,4/8/2022,17,19.25,28.55,0.0,-28.55,W,Fair,90.0,73.0,59.0,3.0,0.0,29.49,0.0,2521,a,7,0.0,1,1,1,1,1
2022-04-08,4/8/2022,18,12.51,12.54,0.0,-12.54,N,Fair,84.0,75.0,74.0,3.0,0.0,29.49,0.0,2522,a,10,0.0,1,0,1,1,1
2022-04-08,4/8/2022,19,14.41,14.06,0.0,-14.06,WSW,Showers in the Vicinity,82.0,73.0,74.0,8.0,0.0,29.52,0.0,2523,a,6,13.0,1,0,1,1,1
2022-04-08,4/8/2022,20,7.07,12.63,0.0,-12.63,SE,T-Storm,77.0,75.0,94.0,5.0,0.0,29.55,0.0,2524,a,4,11.0,1,0,1,1,1
2022-05-08,5/8/2022,6,10.76,8.78,0.0,-8.78,CALM,Fair,77.0,77.0,100.0,0.0,0.0,29.55,0.0,2525,a,9,0.0,0,0,1,0,0
2022-05-08,5/8/2022,7,8.19,6.58,0.0,-6.58,SE,Fair,79.0,79.0,100.0,1.0,0.0,29.58,0.0,2526,a,4,0.0,0,0,1,0,0
2022-05-08,5/8/2022,8,9.07,2.39,0.55,-1.84,SE,Fair,82.0,79.0,89.0,9.0,0.0,29.58,0.0,2527,a,4,0.0,0,1,1,0,0
2022-05-08,5/8/2022,9,49.71,17.89,0.15,-17.74,SSE,Fair,84.0,79.0,84.0,7.0,0.0,29.61,0.0,2528,a,13,0.0,0,1,1,0,0
2022-05-08,5/8/2022,10,60.02,39.74,0.0,-39.74,SE,Fair,84.0,79.0,84.0,7.0,0.0,29.58,0.0,2529,a,4,0.0,0,1,1,0,0
2022-05-08,5/8/2022,11,48.77,39.35,0.0,-39.35,SE,Fair,88.0,81.0,79.0,7.0,0.0,29.58,0.0,2530,a,4,0.0,0,1,1,0,0
2022-05-08,5/8/2022,12,48.86,23.13,0.0,-23.13,S,Mostly Cloudy,88.0,81.0,79.0,6.0,0.0,29.58,0.0,2531,a,17,4.0,0,1,1,0,0
2022-05-08,5/8/2022,13,51.68,33.55,0.0,-33.55,SE,Partly Cloudy,86.0,79.0,79.0,5.0,0.0,29.55,0.0,2532,a,4,5.0,1,1,1,0,0
2022-05-08,5/8/2022,14,55.36,45.14,0.0,-45.14,SE,Partly Cloudy,88.0,81.0,79.0,6.0,0.0,29.52,0.0,2533,a,4,5.0,1,1,1,0,0
2022-05-08,5/8/2022,15,55.26,46.93,0.0,-46.93,SE,Fair,88.0,81.0,79.0,9.0,0.0,29.49,0.0,2534,a,4,0.0,1,1,1,0,0
2022-05-08,5/8/2022,16,54.9,43.08,0.0,-43.08,SE,Fair,88.0,81.0,79.0,8.0,0.0,29.46,0.0,2535,a,4,0.0,1,1,1,0,0
2022-05-08,5/8/2022,17,18.61,38.63,0.0,-38.63,ESE,Fair,86.0,81.0,84.0,7.0,0.0,29.46,0.0,2536,a,1,0.0,1,1,1,0,0
2022-05-08,5/8/2022,18,11.29,14.39,0.0,-14.39,ESE,Fair,86.0,81.0,84.0,6.0,0.0,29.46,0.0,2537,a,1,0.0,1,0,1,0,0
2022-05-08,5/8/2022,19,11.0,13.23,0.0,-13.23,CALM,Mostly Cloudy,84.0,79.0,84.0,0.0,0.0,29.49,0.0,2538,a,9,4.0,1,0,1,0,0
2022-05-08,5/8/2022,20,12.42,12.97,0.0,-12.97,CALM,Partly Cloudy,84.0,79.0,84.0,0.0,0.0,29.52,0.0,2539,a,9,5.0,1,0,1,0,0
2022-06-08,6/8/2022,6,8.7,8.28,0.0,-8.28,N,Fair,79.0,79.0,100.0,1.0,0.0,29.52,0.0,2540,a,10,0.0,0,0,1,1,1
2022-06-08,6/8/2022,7,5.94,6.52,0.0,-6.52,CALM,Fair,79.0,79.0,100.0,0.0,0.0,29.52,0.0,2541,a,9,0.0,0,0,1,1,1
2022-06-08,6/8/2022,8,7.77,1.54,0.75,-0.79,SSE,Fair,82.0,77.0,84.0,5.0,0.0,29.55,0.0,2542,a,13,0.0,0,1,1,1,1
2022-06-08,6/8/2022,9,16.16,0.0,4.45,4.45,SSE,Fair,82.0,75.0,79.0,7.0,0.0,29.55,0.0,2543,a,13,0.0,0,1,1,1,1
2022-06-08,6/8/2022,10,24.66,0.13,4.92,4.79,ESE,Fair,84.0,79.0,84.0,6.0,0.0,29.55,0.0,2544,a,1,0.0,0,1,1,1,1
2022-06-08,6/8/2022,11,25.09,7.47,0.99,-6.48,SE,Partly Cloudy,86.0,81.0,84.0,6.0,0.0,29.55,0.0,2545,a,4,5.0,0,1,1,1,1
2022-06-08,6/8/2022,12,30.48,6.81,0.66,-6.15,SSE,Partly Cloudy,86.0,79.0,79.0,6.0,0.0,29.52,0.0,2546,a,13,5.0,0,1,1,1,1
2022-06-08,6/8/2022,13,18.39,7.89,0.17,-7.72,SE,Partly Cloudy,88.0,81.0,79.0,6.0,0.0,29.49,0.0,2547,a,4,5.0,1,1,1,1,1
2022-06-08,6/8/2022,14,19.96,6.41,0.24,-6.17,S,Fair,90.0,79.0,70.0,6.0,0.0,29.46,0.0,2548,a,17,0.0,1,1,1,1,1
2022-06-08,6/8/2022,15,33.34,4.9,0.39,-4.51,ESE,Partly Cloudy,90.0,81.0,75.0,6.0,0.0,29.43,0.0,2549,a,1,5.0,1,1,1,1,1
2022-06-08,6/8/2022,16,14.2,11.0,0.43,-10.57,SE,Partly Cloudy,91.0,81.0,71.0,8.0,0.0,29.4,0.0,2550,a,4,5.0,1,1,1,1,1
2022-06-08,6/8/2022,17,6.93,3.58,0.28,-3.3,ESE,Fair,90.0,81.0,75.0,6.0,0.0,29.4,0.0,2551,a,1,0.0,1,1,1,1,1
2022-06-08,6/8/2022,18,6.94,6.02,0.0,-6.02,SE,Fair,88.0,81.0,79.0,7.0,0.0,29.43,0.0,2552,a,4,0.0,1,0,1,1,1
2022-06-08,6/8/2022,19,13.77,10.26,0.0,-10.26,ESE,Fair,86.0,81.0,84.0,3.0,0.0,29.46,0.0,2553,a,1,0.0,1,0,1,1,1
2022-06-08,6/8/2022,20,11.04,11.13,0.0,-11.13,ESE,Fair,84.0,82.0,94.0,2.0,0.0,29.46,0.0,2554,a,1,0.0,1,0,1,1,1
2022-07-08,7/8/2022,6,6.21,7.94,0.0,-7.94,ESE,Fair,77.0,77.0,100.0,3.0,0.0,29.49,0.0,2555,a,1,0.0,0,0,1,1,1
2022-07-08,7/8/2022,7,8.62,6.83,0.0,-6.83,CALM,Fair,77.0,77.0,100.0,0.0,0.0,29.52,0.0,2556,a,9,0.0,0,0,1,1,1
2022-07-08,7/8/2022,8,6.55,3.43,0.13,-3.3,VAR,Partly Cloudy,79.0,79.0,100.0,2.0,0.0,29.52,0.0,2557,a,0,5.0,0,1,1,1,1
2022-07-08,7/8/2022,9,22.47,0.47,1.83,1.36,VAR,Mostly Cloudy,81.0,79.0,94.0,2.0,0.0,29.55,0.0,2558,a,0,4.0,0,1,1,1,1
2022-07-08,7/8/2022,10,28.0,0.02,7.1,7.08,SE,Mostly Cloudy,82.0,77.0,84.0,7.0,0.0,29.55,0.0,2559,a,4,4.0,0,1,1,1,1
2022-07-08,7/8/2022,11,11.45,0.06,5.15,5.09,SSE,Mostly Cloudy,84.0,75.0,74.0,8.0,0.0,29.55,0.0,2560,a,13,4.0,0,1,1,1,1
2022-07-08,7/8/2022,12,46.71,0.08,10.55,10.47,SE,Mostly Cloudy,86.0,77.0,74.0,8.0,0.0,29.52,0.0,2561,a,4,4.0,0,1,1,1,1
2022-07-08,7/8/2022,13,12.72,0.19,5.44,5.25,SSE,Showers in the Vicinity,88.0,75.0,66.0,8.0,0.0,29.49,0.0,2562,a,13,13.0,1,1,1,1,1
2022-07-08,7/8/2022,14,14.24,2.95,3.38,0.43,SE,Partly Cloudy,88.0,75.0,66.0,8.0,0.0,29.46,0.0,2563,a,4,5.0,1,1,1,1,1
2022-07-08,7/8/2022,15,12.11,3.59,3.85,0.26,SSE,Partly Cloudy,90.0,77.0,66.0,7.0,0.0,29.43,0.0,2564,a,13,5.0,1,1,1,1,1
2022-07-08,7/8/2022,16,11.95,2.96,2.57,-0.39,SE,Fair,90.0,77.0,66.0,8.0,0.0,29.4,0.0,2565,a,4,0.0,1,1,1,1,1
2022-07-08,7/8/2022,17,12.12,3.51,1.34,-2.17,SSE,Partly Cloudy,90.0,77.0,66.0,6.0,0.0,29.4,0.0,2566,a,13,5.0,1,1,1,1,1
2022-07-08,7/8/2022,18,11.48,7.67,0.0,-7.67,S,Partly Cloudy,88.0,77.0,70.0,6.0,0.0,29.43,0.0,2567,a,17,5.0,1,0,1,1,1
2022-07-08,7/8/2022,19,7.96,10.39,0.0,-10.39,S,T-Storm,84.0,75.0,74.0,7.0,0.0,29.46,0.0,2568,a,17,11.0,1,0,1,1,1
2022-07-08,7/8/2022,20,10.91,10.38,0.0,-10.38,WNW,Light Rain with Thunder,79.0,79.0,100.0,10.0,0.0,29.49,0.0,2569,a,5,,1,0,1,1,1
2022-08-08,8/8/2022,6,6.6,8.33,0.0,-8.33,ESE,Light Rain,77.0,77.0,100.0,3.0,0.0,29.55,0.0,2570,a,1,6.0,0,0,1,1,1
2022-08-08,8/8/2022,7,9.27,9.09,0.0,-9.09,ESE,Light Rain,77.0,77.0,100.0,3.0,0.0,29.55,0.0,2571,a,1,6.0,0,0,1,1,1
2022-08-08,8/8/2022,8,8.62,8.13,0.0,-8.13,SE,Light Drizzle,77.0,77.0,100.0,6.0,0.0,29.58,0.0,2572,a,4,7.0,0,1,1,1,1
2022-08-08,8/8/2022,9,39.81,21.18,0.0,-21.18,S,Mostly Cloudy,79.0,79.0,100.0,8.0,0.0,29.61,0.0,2573,a,17,4.0,0,1,1,1,1
2022-08-08,8/8/2022,10,26.91,33.89,0.0,-33.89,S,Light Rain,79.0,79.0,100.0,9.0,0.0,29.61,0.0,2574,a,17,6.0,0,1,1,1,1
2022-08-08,8/8/2022,11,33.75,30.88,0.0,-30.88,S,Mostly Cloudy,81.0,79.0,94.0,9.0,0.0,29.58,0.0,2575,a,17,4.0,0,1,1,1,1
2022-08-08,8/8/2022,12,43.36,23.22,0.0,-23.22,S,Mostly Cloudy,81.0,79.0,94.0,9.0,0.0,29.58,0.0,2576,a,17,4.0,0,1,1,1,1
2022-08-08,8/8/2022,13,40.7,19.95,0.0,-19.95,SSE,Mostly Cloudy,82.0,77.0,84.0,9.0,0.0,29.55,0.0,2577,a,13,4.0,1,1,1,1,1
2022-08-08,8/8/2022,14,39.26,23.55,0.0,-23.55,SSE,Mostly Cloudy,82.0,75.0,79.0,9.0,0.0,29.49,0.0,2578,a,13,4.0,1,1,1,1,1
2022-08-08,8/8/2022,15,37.61,24.28,0.0,-24.28,S,Mostly Cloudy,84.0,73.0,70.0,6.0,0.0,29.49,0.0,2579,a,17,4.0,1,1,1,1,1
2022-08-08,8/8/2022,16,44.91,30.17,0.0,-30.17,S,Mostly Cloudy,86.0,75.0,70.0,5.0,0.0,29.49,0.0,2580,a,17,4.0,1,1,1,1,1
2022-08-08,8/8/2022,17,33.18,32.11,0.0,-32.11,S,Mostly Cloudy,84.0,77.0,79.0,7.0,0.0,29.49,0.0,2581,a,17,4.0,1,1,1,1,1
2022-08-08,8/8/2022,18,18.46,26.11,0.0,-26.11,S,Partly Cloudy,82.0,75.0,79.0,6.0,0.0,29.52,0.0,2582,a,17,5.0,1,0,1,1,1
2022-08-08,8/8/2022,19,10.8,16.95,0.0,-16.95,SSW,Showers in the Vicinity,81.0,77.0,89.0,5.0,0.0,29.52,0.0,2583,a,16,13.0,1,0,1,1,1
2022-08-08,8/8/2022,20,10.38,9.35,0.0,-9.35,SSW,Fair,79.0,75.0,89.0,6.0,0.0,29.55,0.0,2584,a,16,0.0,1,0,1,1,1
2022-09-08,9/8/2022,6,5.94,7.61,0.0,-7.61,S,Mostly Cloudy,75.0,75.0,100.0,2.0,0.0,29.55,0.0,2585,a,17,4.0,0,0,1,1,1
2022-09-08,9/8/2022,7,10.07,6.11,0.0,-6.11,SSE,Partly Cloudy,77.0,77.0,100.0,3.0,0.0,29.55,0.0,2586,a,13,5.0,0,0,1,1,1
2022-09-08,9/8/2022,8,9.87,2.92,0.12,-2.8,SE,Partly Cloudy,79.0,77.0,94.0,5.0,0.0,29.58,0.0,2587,a,4,5.0,0,1,1,1,1
2022-09-08,9/8/2022,9,25.09,10.39,0.1,-10.29,SE,Partly Cloudy,81.0,75.0,84.0,5.0,0.0,29.58,0.0,2588,a,4,5.0,0,1,1,1,1
2022-09-08,9/8/2022,10,45.76,26.09,0.0,-26.09,SE,Fair,82.0,75.0,79.0,5.0,0.0,29.58,0.0,2589,a,4,0.0,0,1,1,1,1
2022-09-08,9/8/2022,11,42.85,25.97,0.0,-25.97,VAR,Partly Cloudy,84.0,73.0,70.0,3.0,0.0,29.58,0.0,2590,a,0,5.0,0,1,1,1,1
2022-09-08,9/8/2022,12,39.11,24.88,0.0,-24.88,WSW,Partly Cloudy,86.0,73.0,66.0,6.0,0.0,29.55,0.0,2591,a,6,5.0,0,1,1,1,1
2022-09-08,9/8/2022,13,45.06,21.53,0.0,-21.53,W,Fair,86.0,72.0,62.0,3.0,0.0,29.52,0.0,2592,a,7,0.0,1,1,1,1,1
2022-09-08,9/8/2022,14,42.9,29.78,0.0,-29.78,WSW,Partly Cloudy,86.0,72.0,62.0,6.0,0.0,29.49,0.0,2593,a,6,5.0,1,1,1,1,1
2022-09-08,9/8/2022,15,43.46,27.14,0.0,-27.14,VAR,Fair,88.0,73.0,62.0,2.0,0.0,29.46,0.0,2594,a,0,0.0,1,1,1,1,1
2022-09-08,9/8/2022,16,47.4,33.35,0.0,-33.35,VAR,Fair,88.0,75.0,66.0,2.0,0.0,29.43,0.0,2595,a,0,0.0,1,1,1,1,1
2022-09-08,9/8/2022,17,33.72,36.14,0.0,-36.14,VAR,Fair,88.0,75.0,66.0,2.0,0.0,29.43,0.0,2596,a,0,0.0,1,1,1,1,1
2022-09-08,9/8/2022,18,0.68,18.92,0.0,-18.92,S,Showers in the Vicinity,86.0,75.0,70.0,3.0,0.0,29.43,0.0,2597,a,17,13.0,1,0,1,1,1
2022-09-08,9/8/2022,19,13.16,13.62,0.0,-13.62,WNW,Heavy T-Storm,75.0,75.0,100.0,7.0,0.0,29.49,0.0,2598,a,5,,1,0,1,1,1
2022-09-08,9/8/2022,20,15.15,12.25,0.0,-12.25,SSE,Light Rain,75.0,75.0,100.0,2.0,0.0,29.49,0.0,2599,a,13,6.0,1,0,1,1,1
2022-10-08,10/8/2022,6,6.28,7.83,0.0,-7.83,SSE,Mostly Cloudy,77.0,77.0,100.0,5.0,0.0,29.49,0.0,2600,a,13,4.0,0,0,1,0,0
2022-10-08,10/8/2022,7,7.91,6.38,0.0,-6.38,ESE,Mostly Cloudy,77.0,77.0,100.0,3.0,0.0,29.52,0.0,2601,a,1,4.0,0,0,1,0,0
2022-10-08,10/8/2022,8,11.0,3.5,0.26,-3.24,ESE,Fair,79.0,79.0,100.0,3.0,0.0,29.52,0.0,2602,a,1,0.0,0,1,1,0,0
2022-10-08,10/8/2022,9,31.23,11.51,0.52,-10.99,VAR,Fair,81.0,77.0,89.0,2.0,0.0,29.55,0.0,2603,a,0,0.0,0,1,1,0,0
2022-10-08,10/8/2022,10,45.76,30.58,0.0,-30.58,VAR,Partly Cloudy,82.0,77.0,84.0,2.0,0.0,29.55,0.0,2604,a,0,5.0,0,1,1,0,0
2022-10-08,10/8/2022,11,46.12,26.69,0.0,-26.69,SW,Fair,84.0,75.0,74.0,3.0,0.0,29.52,0.0,2605,a,14,0.0,0,1,1,0,0
2022-10-08,10/8/2022,13,41.79,18.24,0.0,-18.24,W,Fair,88.0,75.0,66.0,5.0,0.0,29.49,0.0,2606,a,7,0.0,1,1,1,0,0
2022-10-08,10/8/2022,14,59.01,24.86,0.0,-24.86,WSW,Fair,88.0,73.0,62.0,6.0,0.0,29.46,0.0,2607,a,6,0.0,1,1,1,0,0
2022-10-08,10/8/2022,15,45.18,31.62,0.0,-31.62,W,Fair,90.0,73.0,59.0,5.0,0.0,29.43,0.0,2608,a,7,0.0,1,1,1,0,0
2022-10-08,10/8/2022,16,43.87,30.25,0.0,-30.25,VAR,Fair,90.0,75.0,62.0,5.0,0.0,29.4,0.0,2609,a,0,0.0,1,1,1,0,0
2022-10-08,10/8/2022,18,12.3,16.58,0.0,-16.58,SSE,Fair,88.0,77.0,70.0,5.0,0.0,29.4,0.0,2610,a,13,0.0,1,0,1,0,0
2022-10-08,10/8/2022,19,10.6,12.27,0.0,-12.27,ESE,Mostly Cloudy,84.0,79.0,84.0,3.0,0.0,29.43,0.0,2611,a,1,4.0,1,0,1,0,0
2022-10-08,10/8/2022,20,13.57,11.33,0.0,-11.33,SSE,Fair,84.0,79.0,84.0,5.0,0.0,29.46,0.0,2612,a,13,0.0,1,0,1,0,0
2022-10-08,10/8/2022,21,9.63,10.6,0.0,-10.6,W,Heavy Rain,77.0,77.0,100.0,17.0,0.0,29.49,0.0,2613,a,7,,1,0,1,0,0
2022-11-08,11/8/2022,6,8.77,7.72,0.0,-7.72,CALM,Fair,77.0,77.0,100.0,0.0,0.0,29.43,0.0,2614,a,9,0.0,0,0,1,1,1
2022-11-08,11/8/2022,7,9.66,6.26,0.0,-6.26,CALM,Fair,79.0,79.0,100.0,0.0,0.0,29.46,0.0,2615,a,9,0.0,0,0,1,1,1
2022-11-08,11/8/2022,8,6.82,2.66,0.04,-2.62,CALM,Fair,81.0,79.0,94.0,0.0,0.0,29.46,0.0,2616,a,9,0.0,0,1,1,1,1
2022-11-08,11/8/2022,9,45.33,23.3,0.0,-23.3,S,Fair,82.0,77.0,84.0,3.0,0.0,29.49,0.0,2617,a,17,0.0,0,1,1,1,1
2022-11-08,11/8/2022,10,41.94,35.79,0.0,-35.79,WSW,Fair,84.0,73.0,70.0,5.0,0.0,29.49,0.0,2618,a,6,0.0,0,1,1,1,1
2022-11-08,11/8/2022,11,51.09,30.44,0.0,-30.44,SSE,Fair,86.0,72.0,62.0,3.0,0.0,29.49,0.0,2619,a,13,0.0,0,1,1,1,1
