date,hour,load_kW,demand(kWh),supply(kWh),net_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),time_idx,group,wind_direction,weather_condition,hour_group,holiday,weekend,workday,work_time
1/1/2022,1,3.29,5.87,0,-5.87,,,,,,,,,,0,a,,,0,1,1,1,0
1/1/2022,2,7.09,5.95,0,-5.95,,,,,,,,,,1,a,,,0,1,1,1,0
1/1/2022,3,3.14,5.69,0,-5.69,,,,,,,,,,2,a,,,0,1,1,1,0
1/1/2022,4,6.97,6.05,0,-6.05,,,,,,,,,,3,a,,,0,1,1,1,0
1/1/2022,5,3.92,5.64,0,-5.64,,,,,,,,,,4,a,,,0,1,1,1,0
1/1/2022,6,7.37,5.47,0,-5.47,NW,Fair,68,63,83,2,0,29.84,0,5,a,11,0,0,0,0,0,0
1/1/2022,7,9.21,4.66,0,-4.66,VAR,Fair,66,63,88,1,0,29.9,0,6,a,0,0,0,0,0,0,0
1/1/2022,8,5.67,2.72,0.13,-2.59,VAR,Fair,75,63,65,1,0,29.9,0,7,a,0,0,0,0,0,0,1
1/1/2022,9,17.84,0.26,3.01,2.75,ENE,Fair,77,61,57,5,0,29.93,0,8,a,2,0,0,0,0,0,1
1/1/2022,10,28.99,0,9.71,9.71,E,Fair,81,59,48,6,0,29.93,0,9,a,12,0,0,0,0,0,1
1/1/2022,11,32.47,0,13.11,13.11,VAR,Fair,82,57,42,5,0,29.9,0,10,a,0,0,0,0,0,0,1
1/1/2022,12,37.32,0,14.64,14.64,SE,Fair,84,59,42,3,0,29.9,0,11,a,4,0,0,0,0,0,1
1/1/2022,13,32.76,0,14.17,14.17,SE,Fair,84,57,40,6,0,29.84,0,12,a,4,0,1,0,0,0,1
1/1/2022,14,29.32,0.03,12.73,12.7,W,Fair,88,57,35,6,0,29.78,0,13,a,7,0,1,0,0,0,1
1/1/2022,15,23.34,0.01,9.97,9.96,SSW,Fair,88,59,38,7,0,29.75,0,14,a,16,0,1,0,0,0,1
1/1/2022,16,10.63,0.02,4.82,4.8,W,Fair,88,59,38,7,0,29.75,0,15,a,7,0,1,0,0,0,1
1/1/2022,17,9.11,2.31,0.57,-1.74,W,Fair,86,59,40,6,0,29.75,0,16,a,7,0,1,0,0,0,1
1/1/2022,18,0,5.56,0,-5.56,W,Fair,82,63,51,6,0,29.78,0,17,a,7,0,1,0,0,0,0
1/1/2022,19,4.02,7.15,0,-7.15,W,Fair,81,63,54,3,0,29.81,0,18,a,7,0,1,0,0,0,0
1/1/2022,20,7.08,6.73,0,-6.73,VAR,Fair,77,64,65,1,0,29.84,0,19,a,0,0,1,0,0,0,0
1/1/2022,21,3.74,6.39,0,-6.39,,,,,,,,,,20,a,,,1,1,1,1,0
1/1/2022,22,3.56,6.63,0,-6.63,,,,,,,,,,21,a,,,1,1,1,1,0
1/1/2022,23,5.99,6.21,0,-6.21,,,,,,,,,,22,a,,,1,1,1,1,0
2/1/2022,1,3.55,5.88,0,-5.88,,,,,,,,,,23,a,,,0,1,1,1,0
2/1/2022,2,4.96,5.89,0,-5.89,,,,,,,,,,24,a,,,0,1,1,1,0
2/1/2022,3,3.36,5.73,0,-5.73,,,,,,,,,,25,a,,,0,1,1,1,0
2/1/2022,4,9.19,5.62,0,-5.62,,,,,,,,,,26,a,,,0,1,1,1,0
2/1/2022,5,6.02,5.58,0,-5.58,,,,,,,,,,27,a,,,0,1,1,1,0
2/1/2022,6,5.85,5.34,0,-5.34,VAR,Fair,68,61,78,2,0,29.84,0,28,a,0,0,0,1,1,1,0
2/1/2022,7,6.55,4.41,0,-4.41,VAR,Fair,66,61,83,2,0,29.87,0,29,a,0,0,0,1,1,1,0
2/1/2022,8,7.27,2.71,0.18,-2.53,VAR,Fair,72,61,69,2,0,29.9,0,30,a,0,0,0,1,1,1,1
2/1/2022,9,17.75,0.11,2.74,2.63,E,Fair,77,61,57,5,0,29.93,0,31,a,12,0,0,1,1,1,1
2/1/2022,10,29.84,0,9.55,9.55,E,Fair,79,59,51,6,0,29.93,0,32,a,12,0,0,1,1,1,1
2/1/2022,11,32.38,0,13.39,13.39,VAR,Fair,82,57,42,3,0,29.9,0,33,a,0,0,0,1,1,1,1
2/1/2022,12,33.49,0,15.06,15.06,VAR,Fair,84,57,40,3,0,29.87,0,34,a,0,0,0,1,1,1,1
2/1/2022,13,35.67,0,14.35,14.35,VAR,Fair,86,57,37,3,0,29.81,0,35,a,0,0,1,1,1,1,1
2/1/2022,14,28.65,0.04,13.46,13.42,SW,Fair,88,57,35,6,0,29.78,0,36,a,14,0,1,1,1,1,1
2/1/2022,15,19.75,0.73,6.9,6.17,VAR,Fair,86,59,40,7,0,29.75,0,37,a,0,0,1,1,1,1,1
2/1/2022,16,8.52,0.06,4.7,4.64,W,Fair,86,59,40,7,0,29.75,0,38,a,7,0,1,1,1,1,1
2/1/2022,17,5.99,1.47,0.6,-0.87,WSW,Fair,84,59,42,6,0,29.75,0,39,a,6,0,1,1,1,1,1
2/1/2022,18,0,5.13,0,-5.13,WNW,Fair,82,61,48,6,0,29.75,0,40,a,5,0,1,1,1,1,0
2/1/2022,19,4.68,6.32,0,-6.32,W,Fair,79,63,57,3,0,29.78,0,41,a,7,0,1,1,1,1,0
2/1/2022,20,6.77,6.48,0,-6.48,NW,Fair,75,64,69,1,0,29.81,0,42,a,11,0,1,1,1,1,0
2/1/2022,21,6.41,6.09,0,-6.09,,,,,,,,,,43,a,,,1,1,1,1,0
2/1/2022,22,7.33,6.32,0,-6.32,,,,,,,,,,44,a,,,1,1,1,1,0
2/1/2022,23,6.97,6.27,0,-6.27,,,,,,,,,,45,a,,,1,1,1,1,0
3/1/2022,1,6.65,6.04,0,-6.04,,,,,,,,,,46,a,,,0,1,1,1,0
3/1/2022,2,5.2,5.97,0,-5.97,,,,,,,,,,47,a,,,0,1,1,1,0
3/1/2022,3,3.89,5.76,0,-5.76,,,,,,,,,,48,a,,,0,1,1,1,0
3/1/2022,4,7.02,5.99,0,-5.99,,,,,,,,,,49,a,,,0,1,1,1,0
3/1/2022,5,6.94,5.58,0,-5.58,,,,,,,,,,50,a,,,0,1,1,1,0
3/1/2022,6,6.29,5.42,0,-5.42,VAR,Fair,68,61,78,1,0,29.78,0,51,a,0,0,0,1,1,1,0
3/1/2022,7,0,5.14,0,-5.14,VAR,Fair,66,61,83,1,0,29.81,0,52,a,0,0,0,1,1,1,0
3/1/2022,8,5.82,4.21,0.03,-4.18,NNW,Fair,72,63,73,2,0,29.84,0,53,a,8,0,0,1,1,1,1
3/1/2022,9,17.89,0.26,2.36,2.1,VAR,Fair,75,61,61,3,0,29.84,0,54,a,0,0,0,1,1,1,1
3/1/2022,10,27.74,0,8.85,8.85,E,Fair,81,61,51,3,0,29.87,0,55,a,12,0,0,1,1,1,1
3/1/2022,11,30.39,0,12.82,12.82,VAR,Fair,82,59,45,3,0,29.84,0,56,a,0,0,0,1,1,1,1
3/1/2022,12,33.99,0,9.53,9.53,W,Fair,84,61,45,5,0,29.81,0,57,a,7,0,0,1,1,1,1
3/1/2022,13,31.99,0,10.35,10.35,NW,Fair,84,61,45,7,0,29.75,0,58,a,11,0,1,1,1,1,1
3/1/2022,14,34.07,0,11.97,11.97,NW,Fair,86,61,43,7,0,29.73,0,59,a,11,0,1,1,1,1,1
3/1/2022,15,20.54,0,8.87,8.87,W,Fair,86,61,43,8,0,29.7,0,60,a,7,0,1,1,1,1,1
3/1/2022,16,10.85,0.07,4.54,4.47,WNW,Fair,86,63,45,7,0,29.7,0,61,a,5,0,1,1,1,1,1
3/1/2022,17,6.49,2.21,0.73,-1.48,W,Fair,84,63,48,6,0,29.7,0,62,a,7,0,1,1,1,1,1
3/1/2022,18,5.97,5.32,0,-5.32,W,Fair,81,63,54,5,0,29.73,0,63,a,7,0,1,1,1,1,0
3/1/2022,19,7.36,7.16,0,-7.16,N,Fair,77,63,61,1,0,29.75,0,64,a,10,0,1,1,1,1,0
3/1/2022,20,11.23,8.66,0,-8.66,N,Fair,75,64,69,1,0,29.78,0,65,a,10,0,1,1,1,1,0
3/1/2022,21,4.11,6.88,0,-6.88,,,,,,,,,,66,a,,,1,1,1,1,0
3/1/2022,22,5.75,6.35,0,-6.35,,,,,,,,,,67,a,,,1,1,1,1,0
3/1/2022,23,6.34,6.2,0,-6.2,,,,,,,,,,68,a,,,1,1,1,1,0
4/1/2022,1,6.19,6.1,0,-6.1,,,,,,,,,,69,a,,,0,1,1,1,0
4/1/2022,2,6.41,5.71,0,-5.71,,,,,,,,,,70,a,,,0,1,1,1,0
4/1/2022,3,7.29,5.91,0,-5.91,,,,,,,,,,71,a,,,0,1,1,1,0
4/1/2022,4,9.88,5.73,0,-5.73,,,,,,,,,,72,a,,,0,1,1,1,0
4/1/2022,5,8.95,5.79,0,-5.79,,,,,,,,,,73,a,,,0,1,1,1,0
4/1/2022,6,5.18,5.57,0,-5.57,NW,Fair,68,64,88,1,0,29.78,0,74,a,11,0,0,1,1,1,0
4/1/2022,7,3.56,5.11,0,-5.11,VAR,Fair,66,64,94,1,0,29.78,0,75,a,0,0,0,1,1,1,0
4/1/2022,8,6.44,4.85,0,-4.85,VAR,Fair,70,66,88,1,0,29.84,0,76,a,0,0,0,1,1,1,1
4/1/2022,9,8.51,3.54,0.12,-3.42,VAR,Fair,73,64,73,2,0,29.84,0,77,a,0,0,0,1,1,1,1
4/1/2022,10,30.5,1.67,2.22,0.55,VAR,Fair,77,64,65,2,0,29.87,0,78,a,0,0,0,1,1,1,1
4/1/2022,11,21.69,0.16,7.72,7.56,VAR,Fair,82,61,48,3,0,29.84,0,79,a,0,0,0,1,1,1,1
4/1/2022,12,34.22,0.28,7.16,6.88,VAR,Fair,84,61,45,2,0,29.81,0,80,a,0,0,0,1,1,1,1
4/1/2022,13,36.69,0,9.68,9.68,VAR,Fair,86,61,43,5,0,29.75,0,81,a,0,0,1,1,1,1,1
4/1/2022,14,28.42,2.6,2.23,-0.37,VAR,Fair,86,61,43,5,0,29.73,0,82,a,0,0,1,1,1,1,1
4/1/2022,15,28.61,13.54,0,-13.54,WSW,Fair,88,64,46,6,0,29.7,0,83,a,6,0,1,1,1,1,1
4/1/2022,16,27.33,17.48,0,-17.48,SW,Fair,86,63,45,6,0,29.7,0,84,a,14,0,1,1,1,1,1
4/1/2022,17,24.65,20.9,0,-20.9,WSW,Fair,86,63,45,6,0,29.73,0,85,a,6,0,1,1,1,1,1
4/1/2022,18,12.79,17.08,0,-17.08,WNW,Fair,82,63,51,3,0,29.73,0,86,a,5,0,1,1,1,1,0
4/1/2022,19,10.46,13.84,0,-13.84,S,Fair,77,66,69,1,0,29.75,0,87,a,17,0,1,1,1,1,0
4/1/2022,20,6.45,9.17,0,-9.17,SE,Fair,75,66,73,2,0,29.78,0,88,a,4,0,1,1,1,1,0
4/1/2022,21,6.87,6.49,0,-6.49,ESE,Fair,75,68,78,3,0,29.78,0,89,a,1,0,1,1,1,1,0
4/1/2022,22,6.44,6.39,0,-6.39,CALM,Fair,73,68,83,0,0,29.81,0,90,a,9,0,1,1,1,1,0
4/1/2022,23,6.13,6.19,0,-6.19,,,,,,,,,,91,a,,,1,1,1,1,0
5/1/2022,1,6.96,6.21,0,-6.21,,,,,,,,,,92,a,,,0,1,1,1,0
5/1/2022,11,28.11,0.03,2.03,2,W,Fair,86,64,48,3,0,29.81,0,93,a,7,0,0,0,0,0,1
5/1/2022,12,21.17,0.04,4.42,4.38,W,Fair,88,64,46,5,0,29.78,0,94,a,7,0,0,0,0,0,1
5/1/2022,13,29.87,2.93,2.14,-0.79,SSE,Fair,86,64,48,3,0,29.75,0,95,a,13,0,1,0,0,0,1
5/1/2022,14,31.3,16.82,0.03,-16.79,SSW,Fair,88,64,46,5,0,29.7,0,96,a,16,0,1,0,0,0,1
5/1/2022,15,39.57,24.54,0,-24.54,W,Fair,90,64,43,5,0,29.7,0,97,a,7,0,1,0,0,0,1
5/1/2022,16,39.16,31.31,0,-31.31,W,Fair,88,64,46,7,0,29.7,0,98,a,7,0,1,0,0,0,1
5/1/2022,17,21.61,23.44,0,-23.44,W,Fair,88,64,46,7,0,29.7,0,99,a,7,0,1,0,0,0,1
5/1/2022,18,0,19.61,0,-19.61,VAR,Fair,82,64,54,2,0,29.7,0,100,a,0,0,1,0,0,0,0
5/1/2022,19,11.26,13.69,0,-13.69,VAR,Fair,77,68,74,1,0,29.73,0,101,a,0,0,1,0,0,0,0
5/1/2022,20,10.38,9.53,0,-9.53,NW,Fair,75,68,78,1,0,29.73,0,102,a,11,0,1,0,0,0,0
5/1/2022,21,4.36,7.17,0,-7.17,,,,,,,,,,103,a,,,1,1,1,1,0
5/1/2022,22,4.2,6.64,0,-6.64,,,,,,,,,,104,a,,,1,1,1,1,0
6/1/2022,6,6.4,1.87,0,-1.87,VAR,Fair,66,64,94,2,0,29.75,0,105,a,0,0,0,1,1,1,0
6/1/2022,7,3.15,5.2,0,-5.2,VAR,Fair,66,64,94,2,0,29.78,0,106,a,0,0,0,1,1,1,0
6/1/2022,8,7.21,3.95,0,-3.95,VAR,Fair,70,64,83,2,0,29.81,0,107,a,0,0,0,1,1,1,1
6/1/2022,9,11.78,1.89,0.55,-1.34,N,Fair,75,63,65,3,0,29.81,0,108,a,10,0,0,1,1,1,1
6/1/2022,10,19.24,0.14,3.98,3.84,VAR,Fair,81,64,58,2,0,29.84,0,109,a,0,0,0,1,1,1,1
6/1/2022,11,27.26,0,5.19,5.19,VAR,Fair,84,64,51,3,0,29.81,0,110,a,0,0,0,1,1,1,1
6/1/2022,12,27.43,0.01,6,5.99,VAR,Fair,86,63,45,3,0,29.78,0,111,a,0,0,0,1,1,1,1
6/1/2022,14,29.73,0.75,0,-0.75,VAR,Fair,90,64,43,3,0,29.7,0,112,a,0,0,1,1,1,1,1
6/1/2022,15,32,13.17,0,-13.17,VAR,Fair,90,63,40,3,0,29.7,0,113,a,0,0,1,1,1,1,1
6/1/2022,16,21.06,19.19,0,-19.19,W,Fair,90,63,40,5,0,29.67,0,114,a,7,0,1,1,1,1,1
6/1/2022,17,17.24,21.31,0,-21.31,W,Fair,90,64,43,5,0,29.7,0,115,a,7,0,1,1,1,1,1
6/1/2022,18,0,17.69,0,-17.69,,,,,,,,,,116,a,,,1,1,1,1,0
6/1/2022,19,8.76,13.23,0,-13.23,VAR,Fair,81,66,61,2,0,29.7,0,117,a,0,0,1,1,1,1,0
6/1/2022,20,12.62,8.74,0,-8.74,CALM,Fair,77,68,74,0,0,29.73,0,118,a,9,0,1,1,1,1,0
6/1/2022,21,6.98,7.1,0,-7.1,,,,,,,,,,119,a,,,1,1,1,1,0
6/1/2022,22,9.33,6.91,0,-6.91,,,,,,,,,,120,a,,,1,1,1,1,0
6/1/2022,23,9.56,6.31,0,-6.31,,,,,,,,,,121,a,,,1,1,1,1,0
7/1/2022,1,7.49,6.12,0,-6.12,,,,,,,,,,122,a,,,0,1,1,1,0
7/1/2022,2,3.64,6.04,0,-6.04,,,,,,,,,,123,a,,,0,1,1,1,0
7/1/2022,3,6.83,5.98,0,-5.98,,,,,,,,,,124,a,,,0,1,1,1,0
7/1/2022,4,6.25,5.85,0,-5.85,,,,,,,,,,125,a,,,0,1,1,1,0
7/1/2022,5,6.55,6.09,0,-6.09,,,,,,,,,,126,a,,,0,1,1,1,0
7/1/2022,6,4.21,5.49,0,-5.49,NW,Fair,70,66,88,3,0,29.78,0,127,a,11,0,0,1,1,1,0
7/1/2022,7,6.65,5.22,0,-5.22,VAR,Fair,68,66,94,1,0,29.78,0,128,a,0,0,0,1,1,1,0
7/1/2022,8,6.68,4.37,0.01,-4.36,VAR,Fair,73,68,83,1,0,29.81,0,129,a,0,0,0,1,1,1,1
7/1/2022,9,11.65,1.81,0.79,-1.02,NNW,Fair,77,66,69,2,0,29.84,0,130,a,8,0,0,1,1,1,1
7/1/2022,10,21.4,0.06,4.69,4.63,VAR,Fair,81,64,58,1,0,29.87,0,131,a,0,0,0,1,1,1,1
7/1/2022,11,19.81,0,6.95,6.95,VAR,Fair,84,63,48,5,0,29.84,0,132,a,0,0,0,1,1,1,1
7/1/2022,12,21.42,1.24,2.08,0.84,SW,Fair,86,61,43,6,0,29.81,0,133,a,14,0,0,1,1,1,1
7/1/2022,13,24.8,3.79,0.82,-2.97,WSW,Fair,86,63,45,5,0,29.78,0,134,a,6,0,1,1,1,1,1
7/1/2022,14,37.3,13.77,0.32,-13.45,WSW,Fair,90,63,40,5,0,29.75,0,135,a,6,0,1,1,1,1,1
7/1/2022,15,32.22,20.27,0,-20.27,WSW,Fair,88,64,46,3,0,29.73,0,136,a,6,0,1,1,1,1,1
7/1/2022,16,18.64,19.66,0,-19.66,WSW,Fair,90,63,40,5,0,29.73,0,137,a,6,0,1,1,1,1,1
7/1/2022,17,20.33,17.55,0,-17.55,W,Fair,88,64,46,3,0,29.73,0,138,a,7,0,1,1,1,1,1
7/1/2022,18,0,16.75,0,-16.75,VAR,Fair,84,64,51,2,0,29.75,0,139,a,0,0,1,1,1,1,0
7/1/2022,19,10.86,10.38,0,-10.38,NW,Fair,79,66,65,2,0,29.75,0,140,a,11,0,1,1,1,1,0
7/1/2022,20,6.18,9.12,0,-9.12,CALM,Fair,77,68,74,0,0,29.78,0,141,a,9,0,1,1,1,1,0
7/1/2022,21,8.46,8.85,0,-8.85,,,,,,,,,,142,a,,,1,1,1,1,0
7/1/2022,22,9.18,7.93,0,-7.93,,,,,,,,,,143,a,,,1,1,1,1,0
7/1/2022,23,6.71,7.22,0,-7.22,,,,,,,,,,144,a,,,1,1,1,1,0
8/1/2022,1,9.68,6.48,0,-6.48,,,,,,,,,,145,a,,,0,1,1,1,0
8/1/2022,2,6.47,6.57,0,-6.57,,,,,,,,,,146,a,,,0,1,1,1,0
8/1/2022,3,7.22,6.59,0,-6.59,,,,,,,,,,147,a,,,0,1,1,1,0
8/1/2022,4,5.38,6.03,0,-6.03,,,,,,,,,,148,a,,,0,1,1,1,0
8/1/2022,5,9.94,6.02,0,-6.02,,,,,,,,,,149,a,,,0,1,1,1,0
8/1/2022,6,3.55,5.73,0,-5.73,E,Fair,68,66,94,1,0,29.78,0,150,a,12,0,0,1,1,1,0
8/1/2022,7,5.47,5.27,0,-5.27,CALM,Fair,70,64,83,0,0,29.81,0,151,a,9,0,0,1,1,1,0
8/1/2022,8,7.19,3.8,0.01,-3.79,VAR,Fair,72,66,83,1,0,29.81,0,152,a,0,0,0,1,1,1,1
8/1/2022,9,12.22,0.62,1.79,1.17,VAR,Fair,77,64,65,2,0,29.87,0,153,a,0,0,0,1,1,1,1
8/1/2022,10,25.29,0,6.53,6.53,VAR,Fair,81,63,54,2,0,29.87,0,154,a,0,0,0,1,1,1,1
8/1/2022,11,29.66,0,6.23,6.23,S,Fair,84,61,45,5,0,29.84,0,155,a,17,0,0,1,1,1,1
8/1/2022,12,23.59,0,6.15,6.15,S,Fair,86,64,48,5,0,29.81,0,156,a,17,0,0,1,1,1,1
8/1/2022,13,26.27,0.02,5.67,5.65,SSW,Fair,88,63,43,5,0,29.78,0,157,a,16,0,1,1,1,1,1
8/1/2022,14,26.74,1.1,3.05,1.95,VAR,Fair,88,61,40,3,0,29.73,0,158,a,0,0,1,1,1,1,1
8/1/2022,15,15.31,5.4,0.03,-5.37,WSW,Fair,88,59,38,5,0,29.73,0,159,a,6,0,1,1,1,1,1
8/1/2022,16,17.02,5.02,0.04,-4.98,W,Fair,90,57,33,6,0,29.7,0,160,a,7,0,1,1,1,1,1
8/1/2022,17,9.18,7.13,0,-7.13,W,Fair,88,57,35,5,0,29.7,0,161,a,7,0,1,1,1,1,1
8/1/2022,18,0,8.98,0,-8.98,NNW,Fair,82,64,54,1,0,29.73,0,162,a,8,0,1,1,1,1,0
8/1/2022,19,13.46,11,0,-11,VAR,Fair,79,66,65,1,0,29.73,0,163,a,0,0,1,1,1,1,0
8/1/2022,20,4.77,9.81,0,-9.81,CALM,Fair,77,66,69,0,0,29.75,0,164,a,9,0,1,1,1,1,0
8/1/2022,21,11.59,7.89,0,-7.89,,,,,,,,,,165,a,,,1,1,1,1,0
8/1/2022,22,4.29,7.61,0,-7.61,,,,,,,,,,166,a,,,1,1,1,1,0
8/1/2022,23,7.17,7.01,0,-7.01,,,,,,,,,,167,a,,,1,1,1,1,0
9/1/2022,1,6.65,7.04,0,-7.04,,,,,,,,,,168,a,,,0,1,1,1,0
9/1/2022,2,7.68,6.86,0,-6.86,,,,,,,,,,169,a,,,0,1,1,1,0
9/1/2022,3,7.65,6.8,0,-6.8,,,,,,,,,,170,a,,,0,1,1,1,0
9/1/2022,4,6.57,6.5,0,-6.5,,,,,,,,,,171,a,,,0,1,1,1,0
9/1/2022,5,6.7,6.34,0,-6.34,,,,,,,,,,172,a,,,0,1,1,1,0
9/1/2022,6,5.82,5.9,0,-5.9,ENE,Fair,66,64,94,2,0,29.73,0,173,a,2,0,0,1,1,1,0
9/1/2022,7,7,4.85,0,-4.85,VAR,Fair,66,64,94,2,0,29.75,0,174,a,0,0,0,1,1,1,0
9/1/2022,8,5.51,3.05,0.03,-3.02,VAR,Fair,72,66,83,1,0,29.78,0,175,a,0,0,0,1,1,1,1
9/1/2022,9,14.79,0.28,2.25,1.97,VAR,Fair,75,66,73,2,0,29.81,0,176,a,0,0,0,1,1,1,1
9/1/2022,10,24.62,0,6.43,6.43,E,Fair,81,64,58,3,0,29.81,0,177,a,12,0,0,1,1,1,1
9/1/2022,11,23.57,0,6.37,6.37,VAR,Fair,84,64,51,2,0,29.78,0,178,a,0,0,0,1,1,1,1
9/1/2022,12,26.27,0.02,5.44,5.42,SW,Fair,86,64,48,6,0,29.75,0,179,a,14,0,0,1,1,1,1
9/1/2022,13,23.81,0.02,4.38,4.36,VAR,Fair,88,63,43,2,0,29.73,0,180,a,0,0,1,1,1,1,1
9/1/2022,14,21.36,0.26,3.47,3.21,WSW,Fair,90,61,38,6,0,29.67,0,181,a,6,0,1,1,1,1,1
9/1/2022,15,16.94,1.04,1.19,0.15,W,Fair,90,63,40,3,0,29.67,0,182,a,7,0,1,1,1,1,1
9/1/2022,16,13.14,3.32,0.14,-3.18,W,Fair,90,61,38,6,0,29.67,0,183,a,7,0,1,1,1,1,1
9/1/2022,17,9.07,6.28,0,-6.28,W,Fair,88,61,40,6,0,29.67,0,184,a,7,0,1,1,1,1,1
9/1/2022,18,0,10.08,0,-10.08,W,Fair,84,61,45,3,0,29.67,0,185,a,7,0,1,1,1,1,0
9/1/2022,19,11.81,11.63,0,-11.63,WNW,Fair,79,63,57,1,0,29.7,0,186,a,5,0,1,1,1,1,0
9/1/2022,20,10.84,10.65,0,-10.65,CALM,Fair,77,64,65,0,0,29.7,0,187,a,9,0,1,1,1,1,0
9/1/2022,21,4.72,8.46,0,-8.46,,,,,,,,,,188,a,,,1,1,1,1,0
9/1/2022,22,7.02,8.59,0,-8.59,,,,,,,,,,189,a,,,1,1,1,1,0
9/1/2022,23,8.07,8.21,0,-8.21,,,,,,,,,,190,a,,,1,1,1,1,0
10/1/2022,1,6.97,6.92,0,-6.92,,,,,,,,,,191,a,,,0,1,1,1,0
10/1/2022,2,3.47,6.32,0,-6.32,,,,,,,,,,192,a,,,0,1,1,1,0
10/1/2022,3,4.42,6.01,0,-6.01,,,,,,,,,,193,a,,,0,1,1,1,0
10/1/2022,4,5.64,5.84,0,-5.84,,,,,,,,,,194,a,,,0,1,1,1,0
10/1/2022,5,7.03,5.92,0,-5.92,,,,,,,,,,195,a,,,0,1,1,1,0
10/1/2022,6,5.5,5.78,0,-5.78,VAR,Fair,68,66,94,1,0,29.73,0,196,a,0,0,0,1,0,0,0
10/1/2022,7,2.7,4.78,0,-4.78,NNW,Fair,68,66,94,1,0,29.75,0,197,a,8,0,0,1,0,0,0
10/1/2022,8,5.51,4.69,0,-4.69,VAR,Fair,72,66,83,2,0,29.78,0,198,a,0,0,0,1,0,0,1
10/1/2022,9,13.89,6.16,0.02,-6.14,VAR,Fair,77,66,69,2,0,29.81,0,199,a,0,0,0,1,0,0,1
10/1/2022,10,18.46,4.77,0.36,-4.41,VAR,Fair,82,66,58,2,0,29.81,0,200,a,0,0,0,1,0,0,1
10/1/2022,11,19.75,1.73,1.46,-0.27,VAR,Fair,86,64,48,2,0,29.78,0,201,a,0,0,0,1,0,0,1
10/1/2022,12,22.77,2.55,1.26,-1.29,S,Fair,86,64,48,6,0,29.75,0,202,a,17,0,0,1,0,0,1
10/1/2022,13,34.39,10.34,0.02,-10.32,S,Fair,90,63,40,3,0,29.73,0,203,a,17,0,1,1,0,0,1
10/1/2022,14,45.46,20.95,0,-20.95,SW,Fair,90,63,40,7,0,29.7,0,204,a,14,0,1,1,0,0,1
10/1/2022,15,40.64,28.46,0,-28.46,S,Fair,91,59,34,6,0,29.7,0,205,a,17,0,1,1,0,0,1
10/1/2022,16,32.02,29.42,0,-29.42,S,Fair,91,61,36,5,0,29.67,0,206,a,17,0,1,1,0,0,1
10/1/2022,17,27.85,27.64,0,-27.64,SSE,Fair,90,63,40,5,0,29.67,0,207,a,13,0,1,1,0,0,1
10/1/2022,18,0,23.05,0,-23.05,E,Fair,84,64,51,1,0,29.7,0,208,a,12,0,1,1,0,0,0
10/1/2022,19,17.96,19.73,0,-19.73,CALM,Fair,79,64,61,0,0,29.73,0,209,a,9,0,1,1,0,0,0
10/1/2022,20,16.35,14.82,0,-14.82,N,Fair,75,66,73,1,0,29.73,0,210,a,10,0,1,1,0,0,0
10/1/2022,21,7.72,9.33,0,-9.33,,,,,,,,,,211,a,,,1,1,1,1,0
10/1/2022,22,6.16,7.41,0,-7.41,,,,,,,,,,212,a,,,1,1,1,1,0
10/1/2022,23,5.2,8.08,0,-8.08,,,,,,,,,,213,a,,,1,1,1,1,0
11/1/2022,1,7.24,6.84,0,-6.84,,,,,,,,,,214,a,,,0,1,1,1,0
11/1/2022,2,7.09,6.98,0,-6.98,,,,,,,,,,215,a,,,0,1,1,1,0
11/1/2022,3,9.54,6.27,0,-6.27,,,,,,,,,,216,a,,,0,1,1,1,0
11/1/2022,4,7.15,6.61,0,-6.61,,,,,,,,,,217,a,,,0,1,1,1,0
11/1/2022,5,6.93,6.26,0,-6.26,,,,,,,,,,218,a,,,0,1,1,1,0
11/1/2022,6,4.2,5.94,0,-5.94,VAR,Fair,64,64,100,1,0,29.75,0,219,a,0,0,0,1,1,1,0
11/1/2022,7,3.64,5.62,0,-5.62,E,Fair,64,64,100,1,0,29.78,0,220,a,12,0,0,1,1,1,0
11/1/2022,8,7.54,4.38,0,-4.38,VAR,Fair,70,64,83,2,0,29.78,0,221,a,0,0,0,1,1,1,1
11/1/2022,9,21.82,3.87,0.04,-3.83,VAR,Fair,75,64,69,2,0,29.81,0,222,a,0,0,0,1,1,1,1
11/1/2022,12,23.05,2.12,0.17,-1.95,S,Fair,88,63,43,3,0,29.78,0,223,a,17,0,0,1,1,1,1
11/1/2022,13,25.06,5.22,0.71,-4.51,VAR,Fair,88,61,40,3,0,29.75,0,224,a,0,0,1,1,1,1,1
11/1/2022,14,30.43,8.5,0,-8.5,S,Fair,90,61,38,6,0,29.7,0,225,a,17,0,1,1,1,1,1
11/1/2022,15,26.9,13.38,0,-13.38,SSW,Fair,90,61,38,7,0,29.67,0,226,a,16,0,1,1,1,1,1
11/1/2022,16,27.77,18.17,0,-18.17,SSW,Fair,91,57,31,5,0,29.67,0,227,a,16,0,1,1,1,1,1
11/1/2022,17,13.4,20.97,0,-20.97,S,Fair,90,59,36,3,0,29.67,0,228,a,17,0,1,1,1,1,1
11/1/2022,18,0.83,12.09,0,-12.09,VAR,Fair,84,63,48,1,0,29.7,0,229,a,0,0,1,1,1,1,0
