date,hour,load_kW,demand(kWh),supply(kWh),net_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),time_idx,group,wind_direction,weather_condition,hour_group,holiday,weekend,workday,work_time
14/3/2022,7,11.06,8.07,0,-8.07,SSE,Fair,82,75,79,6,0,29.58,0,1420,a,13,0,0,1,1,1,0
14/3/2022,8,23.21,12.43,0,-12.43,SE,Fair,84,75,74,10,0,29.64,0,1421,a,4,0,0,1,1,1,1
14/3/2022,9,60.35,36.79,0,-36.79,SSE,Fair,88,75,66,9,0,29.64,0,1422,a,13,0,0,1,1,1,1
14/3/2022,10,55.58,46.11,0,-46.11,S,Fair,90,73,59,10,0,29.67,0,1423,a,17,0,0,1,1,1,1
14/3/2022,11,65.32,45.81,0,-45.81,SSE,Fair,93,73,52,7,0,29.64,0,1424,a,13,0,0,1,1,1,1
14/3/2022,12,69.77,44.87,0,-44.87,VAR,Fair,93,75,56,5,0,29.64,0,1425,a,0,0,0,1,1,1,1
14/3/2022,13,65.07,49.55,0,-49.55,SSW,Fair,95,73,49,6,0,29.58,0,1426,a,16,0,1,1,1,1,1
14/3/2022,14,68.33,49.95,0,-49.95,SSW,Fair,97,72,44,7,0,29.55,0,1427,a,16,0,1,1,1,1,1
14/3/2022,15,57.16,47.89,0,-47.89,S,Fair,97,72,44,6,0,29.52,0,1428,a,17,0,1,1,1,1,1
14/3/2022,16,62.77,44.76,0,-44.76,SSW,Fair,99,72,42,6,0,29.49,0,1429,a,16,0,1,1,1,1,1
14/3/2022,17,45.39,45.37,0,-45.37,E,T-Storm,90,70,52,13,0,29.52,0,1430,a,12,11,1,1,1,1,1
14/3/2022,18,28.32,35.14,0,-35.14,E,Fair,93,55,28,5,0,29.52,0,1431,a,12,0,1,1,1,1,0
14/3/2022,19,32.55,30.46,0,-30.46,E,Fair,86,70,58,6,0,29.52,0,1432,a,12,0,1,1,1,1,0
14/3/2022,20,13.05,19.84,0,-19.84,ENE,Fair,84,72,66,3,0,29.55,0,1433,a,2,0,1,1,1,1,0
14/3/2022,21,11.56,9.84,0,-9.84,,,,,,,,,,1434,a,,,1,1,1,1,0
14/3/2022,22,4.97,9.39,0,-9.39,,,,,,,,,,1435,a,,,1,1,1,1,0
14/3/2022,23,8.22,9.32,0,-9.32,,,,,,,,,,1436,a,,,1,1,1,1,0
15/3/2022,1,9.55,9.21,0,-9.21,,,,,,,,,,1437,a,,,0,1,1,1,0
15/3/2022,2,11.65,9.4,0,-9.4,,,,,,,,,,1438,a,,,0,1,1,1,0
15/3/2022,3,8.26,9.14,0,-9.14,,,,,,,,,,1439,a,,,0,1,1,1,0
15/3/2022,4,11.12,9.13,0,-9.13,,,,,,,,,,1440,a,,,0,1,1,1,0
15/3/2022,5,11.98,9.04,0,-9.04,,,,,,,,,,1441,a,,,0,1,1,1,0
15/3/2022,6,8.49,8.58,0,-8.58,ESE,Fair,81,73,79,6,0,29.55,0,1442,a,1,0,0,1,1,1,0
15/3/2022,7,9.93,7.96,0,-7.96,ESE,Fair,81,73,79,8,0,29.58,0,1443,a,1,0,0,1,1,1,0
15/3/2022,8,6.58,7.33,0,-7.33,SE,Fair,82,75,79,8,0,29.61,0,1444,a,4,0,0,1,1,1,1
15/3/2022,9,59.15,22.09,0,-22.09,SSE,Fair,86,73,66,9,0,29.64,0,1445,a,13,0,0,1,1,1,1
15/3/2022,10,47.86,37.71,0,-37.71,SSE,Fair,88,75,66,12,0,29.64,0,1446,a,13,0,0,1,1,1,1
15/3/2022,11,61.84,32.85,0,-32.85,SE,Fair,90,75,62,9,0,29.64,0,1447,a,4,0,0,1,1,1,1
15/3/2022,12,56.94,35.65,0,-35.65,S,Fair,91,75,59,7,0,29.58,0,1448,a,17,0,0,1,1,1,1
15/3/2022,13,64.09,34.06,0,-34.06,S,Fair,93,75,56,5,0,29.55,0,1449,a,17,0,1,1,1,1,1
15/3/2022,14,64.49,38.2,0,-38.2,SSW,Fair,95,77,56,7,0,29.49,0,1450,a,16,0,1,1,1,1,1
15/3/2022,15,61.45,41.48,0,-41.48,S,Fair,97,72,44,7,0,29.46,0,1451,a,17,0,1,1,1,1,1
15/3/2022,16,57.07,48.38,0,-48.38,SSW,Fair,97,73,47,5,0,29.43,0,1452,a,16,0,1,1,1,1,1
15/3/2022,17,31.12,46.77,0,-46.77,VAR,Fair,97,73,47,2,0,29.43,0,1453,a,0,0,1,1,1,1,1
15/3/2022,18,40.54,34.64,0,-34.64,ESE,Fair,93,73,52,1,0,29.46,0,1454,a,1,0,1,1,1,1,0
15/3/2022,19,18.54,27.93,0,-27.93,E,Fair,91,75,59,3,0,29.46,0,1455,a,12,0,1,1,1,1,0
15/3/2022,20,12.58,18.28,0,-18.28,E,Fair,90,79,70,2,0,29.49,0,1456,a,12,0,1,1,1,1,0
15/3/2022,21,6.85,10.24,0,-10.24,,,,,,,,,,1457,a,,,1,1,1,1,0
15/3/2022,22,11.15,9.37,0,-9.37,,,,,,,,,,1458,a,,,1,1,1,1,0
15/3/2022,23,10.94,8.84,0,-8.84,,,,,,,,,,1459,a,,,1,1,1,1,0
16/3/2022,1,7.17,8.71,0,-8.71,,,,,,,,,,1460,a,,,0,1,1,1,0
16/3/2022,2,9.72,8.61,0,-8.61,,,,,,,,,,1461,a,,,0,1,1,1,0
16/3/2022,3,11.48,8.69,0,-8.69,,,,,,,,,,1462,a,,,0,1,1,1,0
16/3/2022,4,6.49,8.39,0,-8.39,,,,,,,,,,1463,a,,,0,1,1,1,0
16/3/2022,5,10.55,8.09,0,-8.09,,,,,,,,,,1464,a,,,0,1,1,1,0
16/3/2022,6,11.03,8.1,0,-8.1,SSE,Fair,81,75,84,10,0,29.55,0,1465,a,13,0,0,1,1,1,0
16/3/2022,7,8.18,7.65,0,-7.65,SE,Fair,81,75,84,7,0,29.58,0,1466,a,4,0,0,1,1,1,0
16/3/2022,8,16.26,7.31,0,-7.31,SE,Fair,82,75,79,10,0,29.61,0,1467,a,4,0,0,1,1,1,1
16/3/2022,9,58.95,25.65,0,-25.65,SSE,Fair,86,75,70,12,0,29.61,0,1468,a,13,0,0,1,1,1,1
16/3/2022,10,57.68,39.45,0,-39.45,SSE,Fair,88,75,66,10,0,29.61,0,1469,a,13,0,0,1,1,1,1
16/3/2022,11,58.87,37.48,0,-37.48,S,Fair,90,73,59,8,0,29.61,0,1470,a,17,0,0,1,1,1,1
16/3/2022,12,66.13,35.91,0,-35.91,S,Fair,91,72,52,5,0,29.58,0,1471,a,17,0,0,1,1,1,1
16/3/2022,13,51.33,35.95,0,-35.95,S,Fair,95,72,47,5,0,29.55,0,1472,a,17,0,1,1,1,1,1
16/3/2022,14,54.27,35.27,0,-35.27,VAR,Fair,95,72,47,6,0,29.52,0,1473,a,0,0,1,1,1,1,1
16/3/2022,15,56.97,37.02,0,-37.02,S,Fair,97,70,41,3,0,29.46,0,1474,a,17,0,1,1,1,1,1
16/3/2022,16,58.46,44.2,0,-44.2,SSW,Fair,95,70,44,6,0,29.43,0,1475,a,16,0,1,1,1,1,1
16/3/2022,17,36.25,49.77,0,-49.77,S,Fair,95,70,44,3,0,29.46,0,1476,a,17,0,1,1,1,1,1
16/3/2022,18,25.68,27.94,0,-27.94,SSE,Fair,93,72,49,2,0,29.46,0,1477,a,13,0,1,1,1,1,0
16/3/2022,19,13.98,25.27,0,-25.27,CALM,Fair,90,75,62,0,0,29.46,0,1478,a,9,0,1,1,1,1,0
16/3/2022,20,12.58,12.37,0,-12.37,CALM,Fair,88,73,62,0,0,29.52,0,1479,a,9,0,1,1,1,1,0
16/3/2022,21,4.84,9.76,0,-9.76,,,,,,,,,,1480,a,,,1,1,1,1,0
16/3/2022,22,11.24,9.46,0,-9.46,,,,,,,,,,1481,a,,,1,1,1,1,0
16/3/2022,23,7.1,9.12,0,-9.12,,,,,,,,,,1482,a,,,1,1,1,1,0
17/3/2022,1,9.14,7.55,0,-7.55,,,,,,,,,,1483,a,,,0,1,1,1,0
17/3/2022,2,3.65,7.2,0,-7.2,,,,,,,,,,1484,a,,,0,1,1,1,0
17/3/2022,3,9.74,7.24,0,-7.24,,,,,,,,,,1485,a,,,0,1,1,1,0
17/3/2022,4,6.81,6.87,0,-6.87,,,,,,,,,,1486,a,,,0,1,1,1,0
17/3/2022,5,7.11,6.86,0,-6.86,,,,,,,,,,1487,a,,,0,1,1,1,0
17/3/2022,6,5.51,6.91,0,-6.91,CALM,Fair,75,73,94,0,0,29.58,0,1488,a,9,0,0,1,1,1,0
17/3/2022,7,9.86,6.07,0,-6.07,NW,Fair,75,73,94,1,0,29.61,0,1489,a,11,0,0,1,1,1,0
17/3/2022,8,11.89,5.19,0.01,-5.18,VAR,Fair,79,75,89,2,0,29.64,0,1490,a,0,0,0,1,1,1,1
17/3/2022,9,60.1,17.51,0,-17.51,VAR,Fair,82,75,79,2,0,29.64,0,1491,a,0,0,0,1,1,1,1
17/3/2022,10,57.66,37.51,0,-37.51,VAR,Partly Cloudy,86,73,66,2,0,29.64,0,1492,a,0,5,0,1,1,1,1
17/3/2022,11,55.76,32.69,0,-32.69,VAR,Mostly Cloudy,88,75,66,6,0,29.64,0,1493,a,0,4,0,1,1,1,1
17/3/2022,12,47.4,29.33,0,-29.33,SSE,Mostly Cloudy,88,75,66,5,0,29.61,0,1494,a,13,4,0,1,1,1,1
17/3/2022,13,45.13,27.52,0,-27.52,SE,Mostly Cloudy,91,75,59,5,0,29.58,0,1495,a,4,4,1,1,1,1,1
17/3/2022,14,50.51,34.75,0,-34.75,SSE,Partly Cloudy,93,73,52,5,0,29.55,0,1496,a,13,5,1,1,1,1,1
17/3/2022,15,55.95,37.01,0,-37.01,VAR,Fair,93,72,49,3,0,29.49,0,1497,a,0,0,1,1,1,1,1
17/3/2022,16,48.94,45.4,0,-45.4,SSE,Fair,95,73,49,6,0,29.46,0,1498,a,13,0,1,1,1,1,1
17/3/2022,17,46.28,41.66,0,-41.66,SSW,Fair,93,73,52,6,0,29.46,0,1499,a,16,0,1,1,1,1,1
17/3/2022,18,37.05,38.66,0,-38.66,SSW,Fair,91,72,52,5,0,29.46,0,1500,a,16,0,1,1,1,1,0
17/3/2022,19,26.59,27.38,0,-27.38,SSW,Fair,90,73,59,3,0,29.49,0,1501,a,16,0,1,1,1,1,0
17/3/2022,20,13.96,15.31,0,-15.31,SW,Fair,88,73,62,3,0,29.52,0,1502,a,14,0,1,1,1,1,0
17/3/2022,21,13.9,11.13,0,-11.13,,,,,,,,,,1503,a,,,1,1,1,1,0
17/3/2022,22,10.9,10.77,0,-10.77,,,,,,,,,,1504,a,,,1,1,1,1,0
17/3/2022,23,12.96,10.38,0,-10.38,,,,,,,,,,1505,a,,,1,1,1,1,0
18/3/2022,1,11.87,9.62,0,-9.62,,,,,,,,,,1506,a,,,0,1,1,1,0
18/3/2022,2,12.08,9.59,0,-9.59,,,,,,,,,,1507,a,,,0,1,1,1,0
18/3/2022,3,9.29,9.42,0,-9.42,,,,,,,,,,1508,a,,,0,1,1,1,0
18/3/2022,4,6.38,9.55,0,-9.55,,,,,,,,,,1509,a,,,0,1,1,1,0
18/3/2022,5,11.43,8.79,0,-8.79,,,,,,,,,,1510,a,,,0,1,1,1,0
18/3/2022,6,6.82,8.17,0,-8.17,VAR,Fair,79,75,89,2,0,29.58,0,1511,a,0,0,0,1,1,1,0
18/3/2022,7,9.52,8.25,0,-8.25,ESE,Fair,79,75,89,3,0,29.58,0,1512,a,1,0,0,1,1,1,0
18/3/2022,8,11.32,7.23,0,-7.23,VAR,Fair,82,75,79,1,0,29.64,0,1513,a,0,0,0,1,1,1,1
18/3/2022,9,50.57,33.54,0,-33.54,VAR,Fair,86,75,70,2,0,29.67,0,1514,a,0,0,0,1,1,1,1
18/3/2022,10,52.58,40.78,0,-40.78,S,Fair,88,75,66,6,0,29.67,0,1515,a,17,0,0,1,1,1,1
18/3/2022,11,50.61,45.15,0,-45.15,VAR,Fair,88,73,62,2,0,29.67,0,1516,a,0,0,0,1,1,1,1
18/3/2022,12,60.28,39.21,0,-39.21,VAR,Fair,90,73,59,2,0,29.64,0,1517,a,0,0,0,1,1,1,1
18/3/2022,13,60.53,38.32,0,-38.32,WNW,Fair,91,73,55,6,0,29.58,0,1518,a,5,0,1,1,1,1,1
18/3/2022,14,66.1,43.14,0,-43.14,NNW,Mostly Cloudy,88,70,55,8,23,29.55,0,1519,a,8,4,1,1,1,1,1
18/3/2022,15,56.2,44.42,0,-44.42,VAR,Fair,88,72,58,6,0,29.49,0,1520,a,0,0,1,1,1,1,1
18/3/2022,16,45.13,36.89,0,-36.89,VAR,Fair,90,72,55,2,0,29.46,0,1521,a,0,0,1,1,1,1,1
18/3/2022,17,43.12,40.64,0,-40.64,E,Fair,90,72,55,5,0,29.46,0,1522,a,12,0,1,1,1,1,1
18/3/2022,18,33.05,32.56,0,-32.56,SSE,Fair,84,72,66,12,0,29.49,0,1523,a,13,0,1,1,1,1,0
18/3/2022,19,12.08,19.48,0,-19.48,SE,Fair,81,70,70,10,0,29.52,0,1524,a,4,0,1,1,1,1,0
18/3/2022,20,10.63,11.89,0,-11.89,S,Fair,81,70,70,9,0,29.55,0,1525,a,17,0,1,1,1,1,0
18/3/2022,21,5.13,9.62,0,-9.62,,,,,,,,,,1526,a,,,1,1,1,1,0
18/3/2022,22,8.56,9.25,0,-9.25,,,,,,,,,,1527,a,,,1,1,1,1,0
18/3/2022,23,8.47,8.97,0,-8.97,,,,,,,,,,1528,a,,,1,1,1,1,0
19/3/2022,1,9.58,8.81,0,-8.81,,,,,,,,,,1529,a,,,0,1,1,1,0
19/3/2022,2,7.73,8.62,0,-8.62,,,,,,,,,,1530,a,,,0,1,1,1,0
19/3/2022,3,7.59,7.47,0,-7.47,,,,,,,,,,1531,a,,,0,1,1,1,0
19/3/2022,4,9.88,7.17,0,-7.17,,,,,,,,,,1532,a,,,0,1,1,1,0
19/3/2022,5,4.71,7.47,0,-7.47,,,,,,,,,,1533,a,,,0,1,1,1,0
19/3/2022,6,7.67,7.33,0,-7.33,VAR,Fair,73,73,100,2,0,29.61,0,1534,a,0,0,0,1,0,0,0
19/3/2022,7,6.42,5.93,0,-5.93,VAR,Fair,73,72,94,2,0,29.61,0,1535,a,0,0,0,1,0,0,0
19/3/2022,8,10.16,4.55,0,-4.55,NE,Fair,77,70,78,3,0,29.64,0,1536,a,3,0,0,1,0,0,1
19/3/2022,9,21.29,7.11,0.03,-7.08,VAR,Fair,82,68,62,2,0,29.64,0,1537,a,0,0,0,1,0,0,1
19/3/2022,10,36.82,10.63,0,-10.63,VAR,Fair,84,68,58,3,0,29.64,0,1538,a,0,0,0,1,0,0,1
19/3/2022,11,33.15,18.91,0,-18.91,VAR,Fair,88,68,52,1,0,29.64,0,1539,a,0,0,0,1,0,0,1
19/3/2022,12,35.47,18.96,0,-18.96,VAR,Fair,90,68,49,2,0,29.61,0,1540,a,0,0,0,1,0,0,1
19/3/2022,13,26.64,9.33,0.14,-9.19,SSE,Fair,90,70,52,6,0,29.58,0,1541,a,13,0,1,1,0,0,1
19/3/2022,14,41.18,13.81,0,-13.81,VAR,Fair,90,68,49,5,0,29.52,0,1542,a,0,0,1,1,0,0,1
19/3/2022,15,26.84,13.87,0,-13.87,VAR,Fair,91,70,49,3,0,29.49,0,1543,a,0,0,1,1,0,0,1
19/3/2022,16,14.9,13.98,0,-13.98,SW,Fair,91,68,46,3,0,29.46,0,1544,a,14,0,1,1,0,0,1
19/3/2022,17,18.39,11.62,0,-11.62,SSW,Mostly Cloudy,90,68,49,3,0,29.46,0,1545,a,16,4,1,1,0,0,1
19/3/2022,18,15.02,11.49,0,-11.49,S,Fair,88,72,58,8,0,29.46,0,1546,a,17,0,1,1,0,0,0
19/3/2022,19,15.31,13.88,0,-13.88,S,Fair,84,72,66,6,0,29.49,0,1547,a,17,0,1,1,0,0,0
19/3/2022,20,10.92,12.62,0,-12.62,SSE,Fair,82,72,70,5,0,29.52,0,1548,a,13,0,1,1,0,0,0
19/3/2022,21,10.03,10.38,0,-10.38,,,,,,,,,,1549,a,,,1,1,1,1,0
19/3/2022,22,8.53,9.45,0,-9.45,,,,,,,,,,1550,a,,,1,1,1,1,0
19/3/2022,23,12.83,8.92,0,-8.92,,,,,,,,,,1551,a,,,1,1,1,1,0
20/3/2022,1,7.83,8.73,0,-8.73,,,,,,,,,,1552,a,,,0,1,1,1,0
20/3/2022,2,7.79,8.72,0,-8.72,,,,,,,,,,1553,a,,,0,1,1,1,0
20/3/2022,3,8.79,8.55,0,-8.55,,,,,,,,,,1554,a,,,0,1,1,1,0
20/3/2022,4,8.59,8.34,0,-8.34,,,,,,,,,,1555,a,,,0,1,1,1,0
20/3/2022,5,6.75,8.25,0,-8.25,,,,,,,,,,1556,a,,,0,1,1,1,0
20/3/2022,6,8.15,8.01,0,-8.01,CALM,Fair,79,73,83,0,0,29.55,0,1557,a,9,0,0,1,0,0,0
20/3/2022,7,9.86,7.53,0,-7.53,VAR,Fair,79,73,83,2,0,29.58,0,1558,a,0,0,0,1,0,0,0
20/3/2022,8,6.96,6.79,0,-6.79,VAR,Fair,81,73,79,2,0,29.61,0,1559,a,0,0,0,1,0,0,1
20/3/2022,9,3.86,4.9,0,-4.9,SE,Fair,82,73,74,5,0,29.64,0,1560,a,4,0,0,1,0,0,1
20/3/2022,10,21.5,1.81,1.28,-0.53,SE,Fair,86,75,70,7,0,29.64,0,1561,a,4,0,0,1,0,0,1
20/3/2022,11,31.23,6.61,4.53,-2.08,SSE,Partly Cloudy,88,75,66,12,0,29.64,0,1562,a,13,5,0,1,0,0,1
20/3/2022,12,34.82,14.01,0.39,-13.62,SSE,Partly Cloudy,91,77,63,8,0,29.61,0,1563,a,13,5,0,1,0,0,1
20/3/2022,13,24.84,2.13,3.7,1.57,S,Fair,91,73,55,7,0,29.58,0,1564,a,17,0,1,1,0,0,1
20/3/2022,14,31.43,0.73,6.36,5.63,S,Fair,93,73,52,7,0,29.52,0,1565,a,17,0,1,1,0,0,1
20/3/2022,15,26,0.13,4.97,4.84,SSW,Fair,93,73,52,6,0,29.49,0,1566,a,16,0,1,1,0,0,1
20/3/2022,16,12.06,1.86,1.88,0.02,S,Fair,93,68,44,5,0,29.46,0,1567,a,17,0,1,1,0,0,1
20/3/2022,17,13.1,4.22,0.23,-3.99,WSW,Fair,93,70,46,5,0,29.46,0,1568,a,6,0,1,1,0,0,1
20/3/2022,18,9.32,11.81,0,-11.81,W,Fair,91,72,52,2,0,29.49,0,1569,a,7,0,1,1,0,0,0
20/3/2022,19,12.13,13.68,0,-13.68,CALM,Fair,86,73,66,0,0,29.49,0,1570,a,9,0,1,1,0,0,0
20/3/2022,20,10.92,12.37,0,-12.37,N,Fair,88,73,62,1,0,29.52,0,1571,a,10,0,1,1,0,0,0
20/3/2022,21,8.83,9.79,0,-9.79,,,,,,,,,,1572,a,,,1,1,1,1,0
20/3/2022,22,7.89,9.88,0,-9.88,,,,,,,,,,1573,a,,,1,1,1,1,0
20/3/2022,23,7.51,8.82,0,-8.82,,,,,,,,,,1574,a,,,1,1,1,1,0
21/3/2022,1,11.06,8.38,0,-8.38,,,,,,,,,,1575,a,,,0,1,1,1,0
21/3/2022,2,7.84,8.19,0,-8.19,,,,,,,,,,1576,a,,,0,1,1,1,0
21/3/2022,3,6.42,7.84,0,-7.84,,,,,,,,,,1577,a,,,0,1,1,1,0
21/3/2022,4,4.21,7.68,0,-7.68,,,,,,,,,,1578,a,,,0,1,1,1,0
21/3/2022,5,9.09,7.68,0,-7.68,,,,,,,,,,1579,a,,,0,1,1,1,0
21/3/2022,6,9.5,7.35,0,-7.35,E,Fair,75,75,100,1,0,29.64,0,1580,a,12,0,0,1,1,1,0
21/3/2022,7,7.84,6.96,0,-6.96,ENE,Fair,75,75,100,2,0,29.67,0,1581,a,2,0,0,1,1,1,0
21/3/2022,8,9.48,5.42,0.08,-5.34,E,Fair,81,77,89,3,0,29.67,0,1582,a,12,0,0,1,1,1,1
21/3/2022,9,66.87,19.74,0.02,-19.72,SSE,Fair,84,75,74,6,0,29.67,0,1583,a,13,0,0,1,1,1,1
21/3/2022,10,51.3,42.49,0,-42.49,SSE,Mostly Cloudy,86,77,74,9,0,29.67,0,1584,a,13,4,0,1,1,1,1
21/3/2022,11,39.3,35.95,0,-35.95,SSE,Mostly Cloudy,88,77,70,9,0,29.67,0,1585,a,13,4,0,1,1,1,1
21/3/2022,12,54.07,26.98,0,-26.98,S,Fair,90,75,62,10,0,29.64,0,1586,a,17,0,0,1,1,1,1
21/3/2022,13,61.74,29.88,0,-29.88,SSE,Partly Cloudy,91,75,59,8,0,29.61,0,1587,a,13,5,1,1,1,1,1
21/3/2022,14,55.61,39.03,0,-39.03,S,Mostly Cloudy,91,75,59,7,0,29.58,0,1588,a,17,4,1,1,1,1,1
21/3/2022,15,36.19,29.73,0,-29.73,VAR,Fair,91,73,55,2,0,29.55,0,1589,a,0,0,1,1,1,1,1
21/3/2022,16,42.33,34.33,0,-34.33,SSE,Fair,91,72,52,6,0,29.52,0,1590,a,13,0,1,1,1,1,1
21/3/2022,17,38.45,36.99,0,-36.99,SSW,Fair,91,70,49,6,0,29.52,0,1591,a,16,0,1,1,1,1,1
21/3/2022,18,25.12,31.95,0,-31.95,SSW,Fair,90,72,55,6,0,29.52,0,1592,a,16,0,1,1,1,1,0
21/3/2022,19,21.84,28.7,0,-28.7,SSE,Fair,84,75,74,3,0,29.55,0,1593,a,13,0,1,1,1,1,0
21/3/2022,20,10.28,16.66,0,-16.66,SE,Fair,84,75,74,3,0,29.58,0,1594,a,4,0,1,1,1,1,0
21/3/2022,21,5.07,9.73,0,-9.73,,,,,,,,,,1595,a,,,1,1,1,1,0
21/3/2022,22,5.6,9.14,0,-9.14,,,,,,,,,,1596,a,,,1,1,1,1,0
21/3/2022,23,8.06,9.02,0,-9.02,,,,,,,,,,1597,a,,,1,1,1,1,0
22/3/2022,1,7.28,8.34,0,-8.34,,,,,,,,,,1598,a,,,0,1,1,1,0
22/3/2022,2,8.03,8.24,0,-8.24,,,,,,,,,,1599,a,,,0,1,1,1,0
22/3/2022,3,7.77,8.11,0,-8.11,,,,,,,,,,1600,a,,,0,1,1,1,0
22/3/2022,4,4.64,8.03,0,-8.03,,,,,,,,,,1601,a,,,0,1,1,1,0
22/3/2022,5,5.06,8.34,0,-8.34,,,,,,,,,,1602,a,,,0,1,1,1,0
22/3/2022,6,7.72,7.6,0,-7.6,VAR,Mostly Cloudy,79,75,89,2,0,29.64,0,1603,a,0,4,0,1,1,1,0
22/3/2022,7,11.36,7.11,0,-7.11,ESE,Partly Cloudy,81,75,84,3,0,29.67,0,1604,a,1,5,0,1,1,1,0
22/3/2022,8,27.22,9.07,0,-9.07,SE,Fair,84,73,70,7,0,29.67,0,1605,a,4,0,0,1,1,1,1
22/3/2022,9,57.06,26.74,0,-26.74,SE,Fair,86,75,70,10,0,29.7,0,1606,a,4,0,0,1,1,1,1
22/3/2022,10,67.48,48.37,0,-48.37,SSE,Mostly Cloudy,88,77,70,13,0,29.7,0,1607,a,13,4,0,1,1,1,1
22/3/2022,11,45.96,48.22,0,-48.22,S,Partly Cloudy,90,73,59,12,0,29.7,0,1608,a,17,5,0,1,1,1,1
22/3/2022,12,49.47,35.5,0,-35.5,S,Mostly Cloudy,91,73,55,9,0,29.67,0,1609,a,17,4,0,1,1,1,1
22/3/2022,13,61.14,44.42,0,-44.42,S,Mostly Cloudy,91,73,55,9,0,29.64,0,1610,a,17,4,1,1,1,1,1
22/3/2022,14,56.88,48.57,0,-48.57,SSE,Mostly Cloudy,91,73,55,8,0,29.61,0,1611,a,13,4,1,1,1,1,1
22/3/2022,15,56.89,51.03,0,-51.03,S,Fair,93,73,52,8,0,29.58,0,1612,a,17,0,1,1,1,1,1
22/3/2022,16,48.68,42.29,0,-42.29,SSE,Partly Cloudy,93,73,52,5,0,29.55,0,1613,a,13,5,1,1,1,1,1
22/3/2022,17,46.89,44.1,0,-44.1,S,Partly Cloudy,91,72,52,7,0,29.55,0,1614,a,17,5,1,1,1,1,1
22/3/2022,18,28.99,33.11,0,-33.11,SSE,Fair,91,72,52,6,0,29.55,0,1615,a,13,0,1,1,1,1,0
22/3/2022,19,8.51,24.28,0,-24.28,SSE,Fair,88,72,58,5,0,29.58,0,1616,a,13,0,1,1,1,1,0
22/3/2022,20,5.17,12.36,0,-12.36,SSE,Fair,86,73,66,6,0,29.61,0,1617,a,13,0,1,1,1,1,0
22/3/2022,21,8.18,9.83,0,-9.83,,,,,,,,,,1618,a,,,1,1,1,1,0
22/3/2022,22,8.49,9.15,0,-9.15,,,,,,,,,,1619,a,,,1,1,1,1,0
22/3/2022,23,8.08,8.38,0,-8.38,,,,,,,,,,1620,a,,,1,1,1,1,0
23/3/2022,1,10.48,8.12,0,-8.12,,,,,,,,,,1621,a,,,0,1,1,1,0
23/3/2022,2,10.35,7.9,0,-7.9,,,,,,,,,,1622,a,,,0,1,1,1,0
23/3/2022,3,10.91,7.95,0,-7.95,,,,,,,,,,1623,a,,,0,1,1,1,0
23/3/2022,4,10.96,8.01,0,-8.01,,,,,,,,,,1624,a,,,0,1,1,1,0
23/3/2022,5,10.27,8.02,0,-8.02,,,,,,,,,,1625,a,,,0,1,1,1,0
23/3/2022,6,3.17,7.75,0,-7.75,ESE,Fair,79,75,89,2,0,29.64,0,1626,a,1,0,0,1,1,1,0
23/3/2022,7,7.36,7.03,0,-7.03,NW,Mostly Cloudy,77,75,94,2,0,29.67,0,1627,a,11,4,0,1,1,1,0
23/3/2022,8,18.92,7.64,0,-7.64,W,Mostly Cloudy,81,75,84,2,0,29.7,0,1628,a,7,4,0,1,1,1,1
23/3/2022,9,54.75,20.35,0.01,-20.34,VAR,Fair,84,75,74,2,0,29.7,0,1629,a,0,0,0,1,1,1,1
23/3/2022,10,40.17,34.53,0,-34.53,SSE,Mostly Cloudy,86,75,70,6,0,29.73,0,1630,a,13,4,0,1,1,1,1
23/3/2022,11,46.08,38.98,0,-38.98,SSE,Mostly Cloudy,88,75,66,7,0,29.73,0,1631,a,13,4,0,1,1,1,1
23/3/2022,12,52.57,29,0,-29,SSE,Fair,88,73,62,5,0,29.67,0,1632,a,13,0,0,1,1,1,1
23/3/2022,13,58.31,34.84,0,-34.84,SSE,Partly Cloudy,91,72,52,6,0,29.64,0,1633,a,13,5,1,1,1,1,1
23/3/2022,14,70.48,37.47,0,-37.47,SSE,Partly Cloudy,91,75,59,6,0,29.58,0,1634,a,13,5,1,1,1,1,1
23/3/2022,15,62.1,43.33,0,-43.33,ESE,Fair,91,75,59,6,0,29.55,0,1635,a,1,0,1,1,1,1,1
23/3/2022,16,59.81,48.06,0,-48.06,ESE,Fair,93,72,49,6,0,29.52,0,1636,a,1,0,1,1,1,1,1
23/3/2022,17,30.83,39.58,0,-39.58,S,Fair,93,70,46,6,0,29.49,0,1637,a,17,0,1,1,1,1,1
23/3/2022,18,27.6,29.31,0,-29.31,VAR,Fair,91,72,52,2,0,29.52,0,1638,a,0,0,1,1,1,1,0
23/3/2022,19,14.31,22.57,0,-22.57,ESE,Fair,88,73,62,3,0,29.52,0,1639,a,1,0,1,1,1,1,0
23/3/2022,20,9.4,11.7,0,-11.7,SE,Fair,86,73,66,3,0,29.58,0,1640,a,4,0,1,1,1,1,0
23/3/2022,21,8.38,9.47,0,-9.47,,,,,,,,,,1641,a,,,1,1,1,1,0
23/3/2022,22,7.85,9.05,0,-9.05,,,,,,,,,,1642,a,,,1,1,1,1,0
23/3/2022,23,12.17,8.75,0,-8.75,,,,,,,,,,1643,a,,,1,1,1,1,0
