date,hour,demand(kWh),supply(kWh),Wind,Condition,humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C),time_idx,group,d,m,y,holiday,weekend,workday
2022-01-14,13,1.08,0.82,S,Fair,38,6,0,29.78,0,31.11,15.0,438,a,14,1,2022,1,1,1
2022-01-14,14,2.04,0.46,SSW,Fair,31,7,0,29.75,0,32.22,12.78,439,a,14,1,2022,1,1,1
2022-01-14,15,6.52,0.0,S,Fair,33,7,0,29.7,0,32.22,13.89,440,a,14,1,2022,1,1,1
2022-01-14,16,12.51,0.0,SSW,Fair,36,5,0,29.7,0,32.22,15.0,441,a,14,1,2022,1,1,1
2022-01-14,17,19.94,0.0,SSW,Fair,38,5,0,29.7,0,31.11,15.0,442,a,14,1,2022,1,1,1
2022-01-14,18,16.27,0.0,VAR,Fair,48,2,0,29.73,0,28.89,17.22,443,a,14,1,2022,1,1,1
2022-01-14,19,12.04,0.0,CALM,Fair,57,0,0,29.73,0,26.11,17.22,444,a,14,1,2022,1,1,1
2022-01-14,20,10.67,0.0,CALM,Fair,61,0,0,29.73,0,25.0,17.22,445,a,14,1,2022,1,1,1
2022-01-15,6,5.7,0.0,VAR,Fair,83,2,0,29.75,0,21.11,17.78,446,a,15,1,2022,1,0,0
2022-01-15,7,4.83,0.0,CALM,Partial Fog,88,0,0,29.78,0,20.0,17.78,447,a,15,1,2022,1,0,0
2022-01-15,8,3.95,0.01,NW,Fair,83,1,0,29.81,0,22.78,20.0,448,a,15,1,2022,1,0,0
2022-01-15,9,2.56,0.33,VAR,Fair,65,1,0,29.81,0,25.0,17.78,449,a,15,1,2022,1,0,0
2022-01-15,10,0.01,5.79,SSW,Fair,54,3,0,29.84,0,27.22,17.22,450,a,15,1,2022,1,0,0
2022-01-15,11,0.0,9.88,VAR,Fair,48,2,0,29.81,0,28.89,17.22,451,a,15,1,2022,1,0,0
2022-01-15,14,0.0,7.98,SW,Fair,40,5,0,29.73,0,31.11,16.11,452,a,15,1,2022,1,0,0
2022-01-15,15,0.02,4.6,SSW,Fair,36,6,0,29.7,0,32.22,15.0,453,a,15,1,2022,1,0,0
2022-01-15,16,1.65,0.88,SSW,Fair,38,6,0,29.67,0,31.11,15.0,454,a,15,1,2022,1,0,0
2022-01-15,17,6.72,0.0,WSW,Fair,40,6,0,29.7,0,31.11,16.11,455,a,15,1,2022,1,0,0
2022-01-15,18,11.05,0.0,W,Fair,45,3,0,29.7,0,30.0,17.22,456,a,15,1,2022,1,0,0
2022-01-15,19,12.82,0.0,CALM,Fair,61,0,0,29.7,0,26.11,17.78,457,a,15,1,2022,1,0,0
2022-01-15,20,10.78,0.0,CALM,Fair,65,0,0,29.73,0,25.0,17.78,458,a,15,1,2022,1,0,0
2022-01-16,6,5.94,0.0,N,Fair,88,1,0,29.75,0,20.0,17.78,459,a,16,1,2022,1,0,0
2022-01-16,7,4.84,0.0,VAR,Shallow Fog,94,1,0,29.78,0,20.0,18.89,460,a,16,1,2022,1,0,0
2022-01-16,8,3.35,0.0,VAR,Fair,88,1,0,29.81,0,22.22,20.0,461,a,16,1,2022,1,0,0
2022-01-16,9,1.21,1.11,VAR,Fair,69,1,0,29.84,0,25.0,18.89,462,a,16,1,2022,1,0,0
2022-01-16,10,0.01,6.47,VAR,Fair,61,3,0,29.84,0,27.22,18.89,463,a,16,1,2022,1,0,0
2022-01-16,11,0.0,11.19,SSE,Fair,51,7,0,29.81,0,28.89,17.78,464,a,16,1,2022,1,0,0
2022-01-16,12,0.0,9.75,S,Fair,48,7,0,29.78,0,30.0,17.78,465,a,16,1,2022,1,0,0
2022-01-16,13,0.0,10.33,S,Fair,43,6,0,29.75,0,31.11,17.22,466,a,16,1,2022,1,0,0
2022-01-16,14,0.0,8.22,SSE,Fair,36,8,0,29.73,0,32.22,15.0,467,a,16,1,2022,1,0,0
2022-01-16,15,0.06,4.2,S,Fair,38,5,0,29.7,0,32.22,16.11,468,a,16,1,2022,1,0,0
2022-01-16,16,1.36,0.92,SSW,Fair,38,5,0,29.7,0,32.22,16.11,469,a,16,1,2022,1,0,0
2022-01-16,17,5.58,0.03,S,Fair,40,5,0,29.7,0,31.11,16.11,470,a,16,1,2022,1,0,0
2022-01-16,18,10.48,0.0,VAR,Fair,51,1,0,29.7,0,28.89,17.78,471,a,16,1,2022,1,0,0
2022-01-16,19,11.04,0.0,WNW,Fair,61,2,0,29.73,0,26.11,17.78,472,a,16,1,2022,1,0,0
2022-01-16,20,9.77,0.0,VAR,Fair,69,1,0,29.73,0,25.0,18.89,473,a,16,1,2022,1,0,0
2022-01-17,6,6.03,0.0,CALM,Fair,88,0,0,29.78,0,20.0,17.78,474,a,17,1,2022,1,1,1
2022-01-17,7,5.64,0.0,NNW,Mist,88,1,0,29.78,0,21.11,18.89,475,a,17,1,2022,1,1,1
2022-01-17,8,4.69,0.0,VAR,Fair,83,1,0,29.81,0,22.22,18.89,476,a,17,1,2022,1,1,1
2022-01-17,9,6.56,0.0,VAR,Fair,73,2,0,29.84,0,23.89,18.89,477,a,17,1,2022,1,1,1
2022-01-17,10,10.98,0.0,E,Fair,61,3,0,29.84,0,27.22,18.89,478,a,17,1,2022,1,1,1
2022-01-17,11,9.16,0.0,ESE,Fair,51,3,0,29.84,0,28.89,17.78,479,a,17,1,2022,1,1,1
2022-01-17,12,16.34,0.0,SSE,Fair,48,5,0,29.81,0,30.0,17.78,480,a,17,1,2022,1,1,1
2022-01-17,13,18.47,0.0,SSE,Fair,40,5,0,29.75,0,31.11,16.11,481,a,17,1,2022,1,1,1
2022-01-17,14,24.09,0.0,SW,Fair,38,6,0,29.73,0,32.22,16.11,482,a,17,1,2022,1,1,1
2022-01-17,15,27.25,0.0,SW,Fair,38,6,0,29.7,0,32.22,16.11,483,a,17,1,2022,1,1,1
2022-01-17,16,20.37,0.0,S,Fair,38,5,0,29.7,0,32.22,16.11,484,a,17,1,2022,1,1,1
2022-01-17,17,21.21,0.0,SSW,Fair,40,3,0,29.7,0,31.11,16.11,485,a,17,1,2022,1,1,1
2022-01-17,18,28.03,0.0,VAR,Fair,48,1,0,29.7,0,30.0,17.78,486,a,17,1,2022,1,1,1
2022-01-17,19,15.46,0.0,VAR,Fair,58,1,0,29.73,0,27.22,17.78,487,a,17,1,2022,1,1,1
2022-01-17,20,9.37,0.0,NW,Fair,65,1,0,29.75,0,26.11,18.89,488,a,17,1,2022,1,1,1
2022-01-18,6,6.2,0.0,NW,Fair,100,6,0,29.75,0,21.11,21.11,489,a,18,1,2022,1,1,1
2022-01-18,7,5.56,0.0,VAR,Fair,94,1,0,29.78,0,22.22,21.11,490,a,18,1,2022,1,1,1
2022-01-18,8,5.63,0.0,VAR,Fair,88,2,0,29.81,0,22.78,21.11,491,a,18,1,2022,1,1,1
2022-01-18,9,8.71,0.0,VAR,Fair,69,1,0,29.84,0,26.11,20.0,492,a,18,1,2022,1,1,1
2022-01-18,10,9.95,0.03,S,Fair,58,5,0,29.84,0,27.78,18.89,493,a,18,1,2022,1,1,1
2022-01-18,11,12.65,0.0,SSE,Fair,55,6,0,29.81,0,28.89,18.89,494,a,18,1,2022,1,1,1
2022-01-18,12,13.14,0.0,SW,Fair,51,6,0,29.78,0,28.89,17.78,495,a,18,1,2022,1,1,1
2022-01-18,13,11.85,0.0,SW,Fair,51,6,0,29.78,0,30.0,18.89,496,a,18,1,2022,1,1,1
2022-01-18,14,14.56,0.0,SW,Fair,46,6,0,29.73,0,31.11,17.78,497,a,18,1,2022,1,1,1
2022-01-18,15,20.89,0.0,S,Fair,46,5,0,29.7,0,31.11,17.78,498,a,18,1,2022,1,1,1
2022-01-18,16,25.28,0.0,SW,Fair,46,3,0,29.7,0,31.11,17.78,499,a,18,1,2022,1,1,1
2022-01-18,17,24.83,0.0,VAR,Fair,46,2,0,29.7,0,31.11,17.78,500,a,18,1,2022,1,1,1
2022-01-18,18,21.43,0.0,ENE,Fair,58,2,0,29.7,0,27.78,18.89,501,a,18,1,2022,1,1,1
2022-01-18,19,16.66,0.0,VAR,Fair,69,1,0,29.7,0,26.11,20.0,502,a,18,1,2022,1,1,1
2022-01-18,20,9.11,0.0,VAR,Fair,74,2,0,29.73,0,25.0,20.0,503,a,18,1,2022,1,1,1
2022-01-19,6,5.88,0.0,VAR,Fair,94,1,0,29.75,0,18.89,17.78,504,a,19,1,2022,1,1,1
2022-01-19,7,5.42,0.0,VAR,Fair,69,1,0,29.75,0,22.22,16.11,505,a,19,1,2022,1,1,1
2022-01-19,8,4.38,0.0,VAR,Fair,61,2,0,29.78,0,23.89,16.11,506,a,19,1,2022,1,1,1
2022-01-19,9,11.53,0.0,SE,Fair,65,5,0,29.81,0,23.89,17.22,507,a,19,1,2022,1,1,1
2022-01-19,10,10.95,0.02,SSE,Fair,57,3,0,29.81,0,26.11,17.22,508,a,19,1,2022,1,1,1
2022-01-19,11,7.99,0.04,VAR,Fair,54,6,0,29.81,0,27.22,17.22,509,a,19,1,2022,1,1,1
2022-01-19,12,8.18,0.05,W,Fair,51,6,0,29.78,0,27.78,17.22,510,a,19,1,2022,1,1,1
2022-01-19,13,5.26,0.06,W,Fair,48,5,0,29.73,0,28.89,17.22,511,a,19,1,2022,1,1,1
2022-01-19,14,8.82,0.01,VAR,Fair,48,3,0,29.7,0,30.0,17.78,512,a,19,1,2022,1,1,1
2022-01-19,15,15.55,0.0,W,Fair,45,6,0,29.67,0,30.0,17.22,513,a,19,1,2022,1,1,1
2022-01-19,16,21.54,0.0,W,Fair,45,5,0,29.64,0,30.0,17.22,514,a,19,1,2022,1,1,1
2022-01-19,17,22.26,0.0,SW,Fair,45,3,0,29.64,0,30.0,17.22,515,a,19,1,2022,1,1,1
2022-01-19,18,12.53,0.0,SSE,Fair,54,2,0,29.64,0,27.22,17.22,516,a,19,1,2022,1,1,1
2022-01-20,11,12.12,0.0,WNW,Fair,48,5,0,29.75,0,27.78,16.11,517,a,20,1,2022,1,1,1
2022-01-20,12,15.59,0.0,VAR,Fair,48,3,0,29.73,0,28.89,17.22,518,a,20,1,2022,1,1,1
2022-01-20,13,16.24,0.0,VAR,Fair,51,3,0,29.7,0,28.89,17.78,519,a,20,1,2022,1,1,1
2022-01-20,14,19.03,0.0,SSW,Fair,48,7,0,29.67,0,30.0,17.78,520,a,20,1,2022,1,1,1
2022-01-24,8,3.24,0.0,VAR,Fair,83,1,0,29.73,0,20.0,17.22,521,a,24,1,2022,1,1,1
2022-01-24,9,7.01,0.06,E,Fair,69,3,0,29.75,0,22.78,17.22,522,a,24,1,2022,1,1,1
2022-01-24,10,5.5,0.09,S,Fair,61,3,0,29.75,0,26.11,17.78,523,a,24,1,2022,1,1,1
2022-01-25,6,6.54,0.0,N,Fair,78,2,0,29.7,0,21.11,17.22,524,a,25,1,2022,1,1,1
2022-01-25,8,4.9,0.0,VAR,Fair,73,1,0,29.73,0,22.78,17.78,525,a,25,1,2022,1,1,1
2022-01-25,9,4.47,0.11,VAR,Fair,65,2,0,29.75,0,25.0,17.78,526,a,25,1,2022,1,1,1
2022-01-25,10,13.17,0.0,E,Fair,57,3,0,29.75,0,26.11,17.22,527,a,25,1,2022,1,1,1
2022-01-25,11,11.06,0.0,VAR,Fair,48,2,0,29.75,0,28.89,17.22,528,a,25,1,2022,1,1,1
2022-01-25,16,14.98,0.0,SSW,Fair,33,5,0,29.61,0,32.22,13.89,529,a,25,1,2022,1,1,1
2022-01-25,17,32.64,0.0,SE,Fair,36,5,0,29.61,0,32.22,15.0,530,a,25,1,2022,1,1,1
2022-01-25,18,19.38,0.0,SE,Fair,45,2,0,29.61,0,28.89,16.11,531,a,25,1,2022,1,1,1
2022-01-25,19,17.48,0.0,CALM,Fair,61,0,0,29.61,0,26.11,17.78,532,a,25,1,2022,1,1,1
2022-01-25,20,10.92,0.0,VAR,Fair,61,1,0,29.64,0,25.0,17.22,533,a,25,1,2022,1,1,1
2022-01-26,6,5.4,0.0,NE,Fair,88,2,0,29.67,0,18.89,17.22,534,a,26,1,2022,1,1,1
2022-01-26,7,4.79,0.0,VAR,Fair,83,2,0,29.7,0,20.0,17.22,535,a,26,1,2022,1,1,1
2022-01-26,8,4.23,0.03,VAR,Fair,69,2,0,29.73,0,22.78,17.22,536,a,26,1,2022,1,1,1
2022-01-26,9,6.46,0.11,N,Fair,61,3,0,29.75,0,25.0,17.22,537,a,26,1,2022,1,1,1
2022-01-26,10,11.95,0.0,VAR,Fair,54,2,0,29.75,0,27.22,17.22,538,a,26,1,2022,1,1,1
2022-01-26,11,9.76,0.0,VAR,Fair,40,2,0,29.75,0,30.0,15.0,539,a,26,1,2022,1,1,1
2022-01-26,12,10.39,0.0,VAR,Fair,36,2,0,29.73,0,32.22,15.0,540,a,26,1,2022,1,1,1
2022-01-26,13,9.95,0.0,VAR,Fair,34,3,0,29.67,0,32.78,15.0,541,a,26,1,2022,1,1,1
2022-01-26,14,25.93,0.0,VAR,Fair,34,3,0,29.67,0,32.78,15.0,542,a,26,1,2022,1,1,1
2022-01-26,15,31.72,0.0,S,Fair,26,6,0,29.64,0,33.89,12.22,543,a,26,1,2022,1,1,1
2022-01-26,16,33.17,0.0,SSE,Fair,28,6,0,29.61,0,32.78,12.22,544,a,26,1,2022,1,1,1
2022-01-26,17,31.68,0.0,ESE,Fair,31,5,0,29.61,0,32.22,12.78,545,a,26,1,2022,1,1,1
2022-01-26,18,16.42,0.0,N,Fair,35,1,0,29.61,0,31.11,13.89,546,a,26,1,2022,1,1,1
2022-01-26,19,14.19,0.0,CALM,Fair,51,0,0,29.64,0,27.22,16.11,547,a,26,1,2022,1,1,1
2022-01-26,20,11.23,0.0,NW,Fair,51,2,0,29.64,0,26.11,15.0,548,a,26,1,2022,1,1,1
2022-01-27,6,5.22,0.0,NNW,Fair,73,1,0,29.67,0,21.11,16.11,549,a,27,1,2022,1,1,1
2022-01-27,7,5.1,0.0,E,Fair,83,1,0,29.7,0,20.0,17.22,550,a,27,1,2022,1,1,1
2022-01-27,8,5.0,0.0,VAR,Fair,78,1,0,29.73,0,22.22,17.78,551,a,27,1,2022,1,1,1
2022-01-27,9,5.5,0.01,VAR,Fair,61,1,0,29.73,0,25.0,17.22,552,a,27,1,2022,1,1,1
2022-01-27,10,15.71,0.0,ESE,Fair,51,3,0,29.75,0,27.22,16.11,553,a,27,1,2022,1,1,1
2022-01-27,11,20.68,0.0,VAR,Fair,40,2,0,29.75,0,30.0,15.0,554,a,27,1,2022,1,1,1
2022-01-27,12,13.56,0.0,VAR,Fair,35,2,0,29.73,0,31.11,13.89,555,a,27,1,2022,1,1,1
2022-01-27,13,11.71,0.01,W,Fair,34,5,0,29.7,0,32.78,15.0,556,a,27,1,2022,1,1,1
2022-01-27,14,20.62,0.0,VAR,Fair,36,2,0,29.64,0,32.78,16.11,557,a,27,1,2022,1,1,1
2022-01-27,15,28.32,0.0,ESE,Fair,34,3,0,29.64,0,32.78,15.0,558,a,27,1,2022,1,1,1
2022-01-27,16,34.85,0.0,SE,Fair,38,3,0,29.61,0,32.78,17.22,559,a,27,1,2022,1,1,1
2022-01-27,17,32.71,0.0,VAR,Fair,36,2,0,29.61,0,32.78,16.11,560,a,27,1,2022,1,1,1
2022-01-27,18,21.34,0.0,VAR,Fair,45,1,0,29.64,0,30.0,17.22,561,a,27,1,2022,1,1,1
2022-01-27,19,17.36,0.0,WNW,Fair,54,2,0,29.64,0,27.78,17.78,562,a,27,1,2022,1,1,1
2022-01-27,20,10.19,0.0,VAR,Fair,65,1,0,29.67,0,26.11,18.89,563,a,27,1,2022,1,1,1
2022-01-28,6,5.5,0.0,CALM,Fair,83,0,0,29.67,0,21.11,17.78,564,a,28,1,2022,1,1,1
2022-01-28,7,5.0,0.0,VAR,Fair,83,2,0,29.7,0,21.11,17.78,565,a,28,1,2022,1,1,1
2022-01-28,8,4.85,0.0,SSE,Fair,83,2,0,29.73,0,22.22,18.89,566,a,28,1,2022,1,1,1
2022-01-28,9,4.11,0.0,VAR,Fair,69,1,0,29.75,0,25.0,18.89,567,a,28,1,2022,1,1,1
2022-01-28,10,9.43,0.03,VAR,Fair,51,2,0,29.75,0,27.78,17.22,568,a,28,1,2022,1,1,1
2022-01-28,11,5.77,0.37,VAR,Fair,40,2,0,29.75,0,30.0,15.0,569,a,28,1,2022,1,1,1
2022-01-28,12,8.54,0.17,VAR,Fair,38,3,0,29.73,0,32.22,16.11,570,a,28,1,2022,1,1,1
2022-01-28,13,8.94,0.0,W,Fair,38,7,0,29.67,0,32.22,16.11,571,a,28,1,2022,1,1,1
2022-01-28,14,12.29,0.0,W,Fair,36,7,0,29.64,0,32.78,16.11,572,a,28,1,2022,1,1,1
2022-01-28,15,14.87,0.0,W,Fair,34,5,0,29.61,0,32.78,15.0,573,a,28,1,2022,1,1,1
2022-01-28,16,21.45,0.0,VAR,Fair,34,2,0,29.61,0,32.78,15.0,574,a,28,1,2022,1,1,1
2022-01-28,17,31.53,0.0,S,Fair,34,3,0,29.61,0,32.78,15.0,575,a,28,1,2022,1,1,1
2022-01-28,18,17.68,0.0,ESE,Fair,48,2,0,29.61,0,30.0,17.78,576,a,28,1,2022,1,1,1
2022-01-28,19,12.5,0.0,SE,Fair,58,1,0,29.64,0,27.78,18.89,577,a,28,1,2022,1,1,1
2022-01-28,20,10.9,0.0,S,Fair,69,1,0,29.64,0,26.11,20.0,578,a,28,1,2022,1,1,1
2022-01-29,8,4.74,0.0,CALM,Fair,83,0,0,29.7,0,22.22,18.89,579,a,29,1,2022,1,0,0
2022-01-29,9,1.17,0.63,CALM,Fair,65,0,0,29.73,0,26.11,18.89,580,a,29,1,2022,1,0,0
2022-01-29,10,0.0,5.03,ESE,Fair,48,3,0,29.75,0,27.78,16.11,581,a,29,1,2022,1,0,0
2022-01-29,11,0.0,7.77,VAR,Fair,43,3,0,29.73,0,30.0,16.11,582,a,29,1,2022,1,0,0
2022-01-29,12,0.0,9.77,VAR,Fair,38,3,0,29.7,0,31.11,15.0,583,a,29,1,2022,1,0,0
2022-01-29,13,0.0,10.37,VAR,Fair,36,5,0,29.64,0,32.22,15.0,584,a,29,1,2022,1,0,0
2022-01-29,14,0.0,8.42,WNW,Fair,31,9,0,29.61,0,32.78,13.89,585,a,29,1,2022,1,0,0
2022-01-29,15,0.0,7.7,WNW,Fair,34,6,0,29.58,0,32.78,15.0,586,a,29,1,2022,1,0,0
2022-01-29,16,0.99,3.06,W,Fair,34,6,0,29.55,0,32.78,15.0,587,a,29,1,2022,1,0,0
2022-01-29,17,4.78,0.09,SSW,Fair,34,3,0,29.55,0,32.78,15.0,588,a,29,1,2022,1,0,0
2022-01-29,18,11.09,0.0,SE,Fair,45,2,0,29.55,0,30.0,17.22,589,a,29,1,2022,1,0,0
2022-01-29,19,13.38,0.0,E,Fair,58,1,0,29.58,0,27.78,18.89,590,a,29,1,2022,1,0,0
2022-01-29,20,14.07,0.0,WNW,Fair,61,2,0,29.61,0,27.22,18.89,591,a,29,1,2022,1,0,0
2022-01-30,6,11.04,0.0,ENE,Fair,94,1,0,29.61,0,20.0,18.89,592,a,30,1,2022,1,0,0
2022-01-30,7,5.26,0.0,ESE,Fair,88,2,0,29.64,0,20.0,17.78,593,a,30,1,2022,1,0,0
2022-01-30,8,3.53,0.07,E,Fair,88,1,0,29.67,0,22.22,20.0,594,a,30,1,2022,1,0,0
2022-01-30,9,0.14,2.77,SE,Fair,69,6,0,29.7,0,25.0,18.89,595,a,30,1,2022,1,0,0
2022-01-30,10,0.0,8.73,S,Fair,51,5,0,29.7,0,27.78,17.22,596,a,30,1,2022,1,0,0
2022-01-30,11,0.0,13.04,S,Fair,48,5,0,29.7,0,28.89,17.22,597,a,30,1,2022,1,0,0
2022-01-30,12,0.0,12.61,S,Fair,40,6,0,29.67,0,30.0,15.0,598,a,30,1,2022,1,0,0
2022-01-30,13,0.0,11.63,S,Fair,38,7,0,29.64,0,31.11,15.0,599,a,30,1,2022,1,0,0
2022-01-30,14,2.91,1.35,SSW,Fair,33,7,0,29.61,0,32.22,13.89,600,a,30,1,2022,1,0,0
2022-01-30,15,5.77,0.06,SSE,Fair,36,6,0,29.55,0,32.22,15.0,601,a,30,1,2022,1,0,0
2022-01-30,16,10.86,0.0,SSE,Fair,29,5,0,29.55,0,32.78,12.78,602,a,30,1,2022,1,0,0
2022-01-30,17,8.91,0.0,SE,Fair,26,5,0,29.55,0,32.78,11.11,603,a,30,1,2022,1,0,0
2022-01-30,18,8.61,0.0,SE,Fair,35,2,0,29.55,0,31.11,13.89,604,a,30,1,2022,1,0,0
2022-01-30,19,10.89,0.0,WNW,Fair,51,2,0,29.58,0,27.22,16.11,605,a,30,1,2022,1,0,0
2022-01-30,20,9.57,0.0,CALM,Fair,57,0,0,29.58,0,26.11,17.22,606,a,30,1,2022,1,0,0
2022-01-31,6,5.54,0.0,ENE,Fair,88,3,0,29.61,0,17.78,16.11,607,a,31,1,2022,1,1,1
2022-01-31,7,5.25,0.0,VAR,Fair,88,1,0,29.64,0,17.78,16.11,608,a,31,1,2022,1,1,1
2022-01-31,8,5.62,0.0,VAR,Fair,78,1,0,29.67,0,21.11,17.22,609,a,31,1,2022,1,1,1
2022-01-31,9,2.44,0.11,VAR,Fair,54,1,0,29.7,0,26.11,16.11,610,a,31,1,2022,1,1,1
2022-01-31,10,13.02,0.0,VAR,Fair,39,2,0,29.7,0,27.78,12.78,611,a,31,1,2022,1,1,1
2022-01-31,11,7.99,0.01,VAR,Fair,31,5,0,29.7,0,30.0,11.11,612,a,31,1,2022,1,1,1
2022-01-31,12,7.44,0.0,VAR,Fair,33,3,0,29.67,0,31.11,12.78,613,a,31,1,2022,1,1,1
2022-01-31,13,24.45,0.0,VAR,Fair,38,5,0,29.67,0,31.11,15.0,614,a,31,1,2022,1,1,1
2022-01-31,14,21.72,0.0,SSE,Fair,38,7,0,29.61,0,32.22,16.11,615,a,31,1,2022,1,1,1
2022-01-31,15,31.94,0.0,SSW,Fair,38,7,0,29.58,0,32.22,16.11,616,a,31,1,2022,1,1,1
2022-01-31,16,27.85,0.0,SSE,Fair,31,7,0,29.58,0,32.22,12.78,617,a,31,1,2022,1,1,1
2022-01-31,17,31.2,0.0,S,Fair,27,6,0,29.58,0,32.22,11.11,618,a,31,1,2022,1,1,1
2022-01-31,18,25.15,0.0,SSE,Fair,37,3,0,29.58,0,30.0,13.89,619,a,31,1,2022,1,1,1
2022-01-31,19,17.05,0.0,E,Fair,51,1,0,29.61,0,26.11,15.0,620,a,31,1,2022,1,1,1
2022-01-31,20,11.56,0.0,CALM,Fair,57,0,0,29.61,0,23.89,15.0,621,a,31,1,2022,1,1,1
2022-01-02,6,5.57,0.0,VAR,Fair,88,1,0,29.64,0,17.78,16.11,622,a,1,2,2022,1,0,0
2022-01-02,10,26.54,0.0,S,Mostly Cloudy,79,8,0,29.73,0,27.22,22.78,623,a,1,2,2022,1,0,0
2022-01-02,11,26.85,0.0,S,Mostly Cloudy,70,8,0,29.73,0,27.78,22.22,624,a,1,2,2022,1,0,0
2022-01-02,12,30.09,0.0,S,Mostly Cloudy,62,6,0,29.7,0,30.0,22.22,625,a,1,2,2022,1,0,0
2022-01-02,13,24.76,0.0,VAR,Mostly Cloudy,58,5,0,29.67,0,30.0,21.11,626,a,1,2,2022,1,0,0
2022-01-02,14,28.63,0.0,SSE,Fair,52,6,0,29.64,0,31.11,20.0,627,a,1,2,2022,1,0,0
2022-01-02,15,31.72,0.0,S,Fair,43,7,0,29.61,0,32.22,17.78,628,a,1,2,2022,1,0,0
2022-01-02,16,34.62,0.0,SSE,Fair,46,9,0,29.58,0,32.22,18.89,629,a,1,2,2022,1,0,0
2022-01-02,17,39.85,0.0,SE,Fair,46,9,0,29.58,0,32.22,18.89,630,a,1,2,2022,1,0,0
2022-01-02,18,33.73,0.0,SE,Fair,51,6,0,29.58,0,30.0,18.89,631,a,1,2,2022,1,0,0
2022-01-02,19,22.3,0.0,ESE,Fair,58,5,0,29.58,0,28.89,20.0,632,a,1,2,2022,1,0,0
2022-01-02,20,12.36,0.0,ESE,Fair,61,2,0,29.61,0,27.22,18.89,633,a,1,2,2022,1,0,0
2022-02-02,6,15.37,0.0,SE,Fair,94,5,0,29.67,0,22.78,22.22,634,a,2,2,2022,1,1,1
2022-02-02,7,5.39,0.0,SSE,Mostly Cloudy,89,3,0,29.7,0,23.89,22.22,635,a,2,2,2022,1,1,1
2022-02-02,8,5.81,0.0,SE,Mostly Cloudy,89,2,0,29.73,0,25.0,22.78,636,a,2,2,2022,1,1,1
2022-02-02,9,5.11,0.02,SSE,Mostly Cloudy,79,6,0,29.75,0,27.22,22.78,637,a,2,2,2022,1,1,1
2022-02-02,10,15.86,0.0,S,Mostly Cloudy,79,5,0,29.78,0,27.22,22.78,638,a,2,2,2022,1,1,1
2022-02-02,11,25.55,0.01,W,Mostly Cloudy,70,5,0,29.78,0,28.89,22.78,639,a,2,2,2022,1,1,1
2022-02-02,12,11.45,0.0,VAR,Fair,62,3,0,29.75,0,30.0,22.22,640,a,2,2,2022,1,1,1
2022-02-02,13,7.75,0.05,VAR,Fair,55,3,0,29.73,0,31.11,21.11,641,a,2,2,2022,1,1,1
2022-02-02,14,9.36,0.0,VAR,Fair,49,6,0,29.67,0,32.22,20.0,642,a,2,2,2022,1,1,1
2022-02-02,15,14.25,0.0,SSW,Fair,46,6,0,29.64,0,32.22,18.89,643,a,2,2,2022,1,1,1
2022-02-02,16,20.05,0.0,SW,Fair,43,5,0,29.64,0,32.22,17.78,644,a,2,2,2022,1,1,1
2022-02-02,17,52.12,0.0,VAR,Fair,46,3,0,29.64,0,32.22,18.89,645,a,2,2,2022,1,1,1
2022-02-02,18,14.32,0.0,E,Fair,55,2,0,29.64,0,30.0,20.0,646,a,2,2,2022,1,1,1
2022-02-02,19,13.68,0.0,ESE,Fair,66,3,0,29.64,0,27.78,21.11,647,a,2,2,2022,1,1,1
2022-02-02,20,12.62,0.0,E,Fair,70,2,0,29.67,0,27.22,21.11,648,a,2,2,2022,1,1,1
2022-03-02,6,7.17,0.0,ESE,Fair,89,2,0,29.7,0,23.89,22.22,649,a,3,2,2022,1,1,1
2022-03-02,7,7.16,0.0,CALM,Mostly Cloudy,89,0,0,29.73,0,23.89,22.22,650,a,3,2,2022,1,1,1
2022-03-02,8,6.5,0.0,E,Mostly Cloudy,83,5,0,29.75,0,25.0,22.22,651,a,3,2,2022,1,1,1
2022-03-02,9,6.89,0.0,SE,Mostly Cloudy,79,8,0,29.75,0,27.22,22.78,652,a,3,2,2022,1,1,1
2022-03-02,10,14.16,0.0,SSE,Mostly Cloudy,70,9,0,29.78,0,28.89,22.78,653,a,3,2,2022,1,1,1
2022-03-02,11,19.78,0.0,SSE,Mostly Cloudy,70,7,0,29.75,0,28.89,22.78,654,a,3,2,2022,1,1,1
2022-03-02,12,17.79,0.0,S,Mostly Cloudy,66,7,0,29.73,0,30.0,22.78,655,a,3,2,2022,1,1,1
2022-03-02,13,17.29,0.02,VAR,Partly Cloudy,58,7,0,29.7,0,31.11,22.22,656,a,3,2,2022,1,1,1
2022-03-02,14,18.3,0.0,S,Partly Cloudy,55,5,0,29.67,0,32.22,22.22,657,a,3,2,2022,1,1,1
2022-03-02,15,19.27,0.0,SSW,Fair,52,6,0,29.64,0,32.78,22.22,658,a,3,2,2022,1,1,1
2022-03-02,16,23.82,0.0,SSW,Fair,49,6,0,29.61,0,32.78,21.11,659,a,3,2,2022,1,1,1
2022-03-02,17,27.15,0.0,S,Fair,49,3,0,29.61,0,32.78,21.11,660,a,3,2,2022,1,1,1
2022-03-02,18,27.23,0.0,SE,Fair,55,2,0,29.61,0,31.11,21.11,661,a,3,2,2022,1,1,1
