new_date,hour,load_kW,demand_kWh,supply_kWh,net_kWh
25/3/2022,19,29.98,28.33,0,-28.33
25/3/2022,20,14.62,16.37,0,-16.37
25/3/2022,21,11.86,10.55,0,-10.55
25/3/2022,22,8.73,9.73,0,-9.73
25/3/2022,23,13.18,9.88,0,-9.88
26/3/2022,1,10.06,9.03,0,-9.03
26/3/2022,2,8.36,8.97,0,-8.97
26/3/2022,3,8.61,9.12,0,-9.12
26/3/2022,4,8.83,8.88,0,-8.88
26/3/2022,5,10.98,8.85,0,-8.85
26/3/2022,6,10.56,8.57,0,-8.57
26/3/2022,7,6.8,7.37,0,-7.37
26/3/2022,8,9.8,3.96,0.02,-3.94
26/3/2022,9,25.72,0.45,2.74,2.29
26/3/2022,10,14.69,1.09,6.96,5.87
26/3/2022,11,14.47,1.28,6.86,5.58
26/3/2022,12,29.97,0.33,9.14,8.81
26/3/2022,13,17.03,3.08,4.45,1.37
26/3/2022,14,22.21,1.48,3.39,1.91
26/3/2022,15,23.06,8.04,0.01,-8.03
26/3/2022,16,24.49,11.46,0,-11.46
26/3/2022,17,18.61,14.05,0,-14.05
26/3/2022,18,12.63,9.77,0,-9.77
26/3/2022,19,16.14,14.39,0,-14.39
26/3/2022,20,15.19,12.5,0,-12.5
26/3/2022,21,14.32,12.28,0,-12.28
26/3/2022,22,12.94,11.73,0,-11.73
26/3/2022,23,9.56,11.35,0,-11.35
27/3/2022,1,12.33,11.02,0,-11.02
27/3/2022,2,5.33,9.66,0,-9.66
27/3/2022,3,11.35,9,0,-9
27/3/2022,4,8.83,8.75,0,-8.75
27/3/2022,5,5.24,8.82,0,-8.82
27/3/2022,6,10.15,8.14,0,-8.14
27/3/2022,7,6.2,7.15,0,-7.15
27/3/2022,8,6.46,4.15,0.01,-4.14
27/3/2022,9,21.74,0.47,2.41,1.94
27/3/2022,10,23.74,0,7.03,7.03
27/3/2022,11,30.21,0,9.15,9.15
27/3/2022,12,32.26,0.25,9.36,9.11
27/3/2022,13,30.4,0,10.74,10.74
27/3/2022,14,26.01,0.02,8.23,8.21
27/3/2022,15,21.59,0.64,5.28,4.64
27/3/2022,16,12.32,1.29,1.28,-0.01
27/3/2022,17,14.15,7.11,0,-7.11
27/3/2022,18,14.59,12.57,0,-12.57
27/3/2022,19,16.19,15.71,0,-15.71
27/3/2022,20,12.45,13.02,0,-13.02
27/3/2022,21,12.79,10.78,0,-10.78
27/3/2022,22,5.34,10.81,0,-10.81
27/3/2022,23,9.64,10.36,0,-10.36
28/3/2022,1,8.17,9.49,0,-9.49
28/3/2022,2,10.86,9.66,0,-9.66
28/3/2022,3,11.72,9.42,0,-9.42
28/3/2022,4,7.5,9.2,0,-9.2
28/3/2022,5,7.91,9.27,0,-9.27
28/3/2022,6,7.83,8.96,0,-8.96
28/3/2022,7,8.81,8.27,0,-8.27
28/3/2022,8,12.29,7.03,0,-7.03
28/3/2022,9,51.66,19.5,0,-19.5
28/3/2022,10,49.02,35.3,0,-35.3
28/3/2022,11,54.39,35.55,0,-35.55
28/3/2022,12,70.47,40.75,0,-40.75
28/3/2022,13,71.8,41.87,0,-41.87
28/3/2022,14,77.31,51.36,0,-51.36
28/3/2022,15,59.21,46.22,0,-46.22
28/3/2022,16,53.53,53.22,0,-53.22
28/3/2022,17,34.74,43.86,0,-43.86
28/3/2022,18,35.08,32.9,0,-32.9
28/3/2022,19,14.68,25.97,0,-25.97
28/3/2022,20,8.61,11.81,0,-11.81
28/3/2022,21,11.49,9.99,0,-9.99
28/3/2022,22,11.22,9.87,0,-9.87
28/3/2022,23,11.66,9.19,0,-9.19
29/3/2022,1,5.47,9.16,0,-9.16
29/3/2022,2,7.87,8.9,0,-8.9
29/3/2022,3,9.94,8.96,0,-8.96
29/3/2022,4,10.58,8.61,0,-8.61
29/3/2022,5,4.67,8.56,0,-8.56
29/3/2022,6,10.73,8.48,0,-8.48
29/3/2022,7,11.64,7.53,0,-7.53
29/3/2022,8,14,6.32,0,-6.32
29/3/2022,9,38.27,11.18,0.01,-11.17
29/3/2022,10,61.54,34.91,0,-34.91
29/3/2022,11,54.52,35.56,0,-35.56
29/3/2022,12,59.36,37.03,0,-37.03
29/3/2022,13,56.15,36.5,0,-36.5
29/3/2022,14,52.15,36.38,0,-36.38
29/3/2022,15,50.67,33.05,0,-33.05
29/3/2022,16,49.48,39.18,0,-39.18
29/3/2022,17,40.92,38.71,0,-38.71
29/3/2022,18,26.27,33.18,0,-33.18
29/3/2022,19,18.56,25.46,0,-25.46
29/3/2022,20,25.41,24.25,0,-24.25
29/3/2022,21,15.24,21.92,0,-21.92
29/3/2022,22,14.04,14.97,0,-14.97
29/3/2022,23,8.13,14.09,0,-14.09
30/3/2022,1,8.01,9.22,0,-9.22
30/3/2022,2,11.72,9.14,0,-9.14
30/3/2022,3,7.94,9.08,0,-9.08
30/3/2022,4,8.1,8.66,0,-8.66
30/3/2022,5,8.22,8.72,0,-8.72
30/3/2022,6,7.89,8.33,0,-8.33
30/3/2022,7,10.46,8.03,0,-8.03
30/3/2022,8,11.48,7.68,0,-7.68
30/3/2022,9,29.4,13.11,0,-13.11
30/3/2022,10,26.94,26.14,0,-26.14
30/3/2022,11,41.1,20.58,0,-20.58
30/3/2022,12,45.62,18.27,0,-18.27
30/3/2022,13,36.65,20,0,-20
30/3/2022,14,42.31,23.11,0,-23.11
30/3/2022,15,41.45,30.92,0,-30.92
30/3/2022,16,36.35,30.44,0,-30.44
30/3/2022,17,36.01,34.18,0,-34.18
30/3/2022,18,24.94,31.05,0,-31.05
30/3/2022,19,22.48,25.36,0,-25.36
30/3/2022,20,22.14,21.86,0,-21.86
30/3/2022,21,11.05,15.11,0,-15.11
30/3/2022,22,7.2,11.3,0,-11.3
30/3/2022,23,8.11,8.53,0,-8.53
31/3/2022,1,8.08,8.01,0,-8.01
31/3/2022,2,9.17,8.05,0,-8.05
31/3/2022,3,9.51,7.8,0,-7.8
31/3/2022,4,5.42,7.78,0,-7.78
31/3/2022,5,10.47,7.7,0,-7.7
31/3/2022,6,10.67,7.5,0,-7.5
31/3/2022,7,7.21,7.17,0,-7.17
31/3/2022,8,14.69,5.36,0,-5.36
31/3/2022,9,35.97,15.6,0,-15.6
31/3/2022,10,44.24,25.39,0,-25.39
31/3/2022,11,41.53,23.48,0,-23.48
31/3/2022,12,54.04,26.28,0,-26.28
31/3/2022,13,53.98,31.55,0,-31.55
31/3/2022,14,61.04,41.89,0,-41.89
31/3/2022,15,52.8,39.03,0,-39.03
31/3/2022,16,61.5,44.58,0,-44.58
31/3/2022,17,59.51,49.89,0,-49.89
31/3/2022,18,39.13,46.56,0,-46.56
31/3/2022,19,22.82,35.17,0,-35.17
31/3/2022,20,14.31,16.1,0,-16.1
31/3/2022,21,10.29,12.19,0,-12.19
31/3/2022,22,10.23,11.71,0,-11.71
31/3/2022,23,13.62,11.65,0,-11.65
1/4/2022,1,10.03,11.03,0,-11.03
1/4/2022,2,8.68,10.64,0,-10.64
1/4/2022,3,8.36,9.52,0,-9.52
1/4/2022,4,8.65,9.25,0,-9.25
1/4/2022,5,9.27,9.41,0,-9.41
1/4/2022,6,5.29,9.12,0,-9.12
1/4/2022,7,5.45,8.1,0,-8.1
1/4/2022,8,12.15,5.65,0,-5.65
1/4/2022,9,43.68,16.58,0,-16.58
1/4/2022,10,37.73,29.09,0,-29.09
1/4/2022,11,46.85,26.52,0,-26.52
1/4/2022,12,59.89,28.39,0,-28.39
1/4/2022,13,64.88,35.7,0,-35.7
1/4/2022,14,58.25,45.27,0,-45.27
1/4/2022,15,50.26,44.92,0,-44.92
1/4/2022,16,52.45,43.27,0,-43.27
1/4/2022,17,40.74,39.36,0,-39.36
1/4/2022,18,28.16,34.59,0,-34.59
1/4/2022,19,20.21,27.01,0,-27.01
1/4/2022,22,9.03,10.77,0,-10.77
2/4/2022,2,9.74,10.17,0,-10.17
2/4/2022,3,9.5,9.46,0,-9.46
2/4/2022,4,12.43,9.04,0,-9.04
2/4/2022,5,8.53,9.16,0,-9.16
2/4/2022,6,6.99,8.95,0,-8.95
2/4/2022,7,10.69,8.11,0,-8.11
2/4/2022,8,10.98,4.44,0.11,-4.33
2/4/2022,9,20.73,1.17,2.54,1.37
2/4/2022,10,22.93,0.02,6.78,6.76
2/4/2022,11,41.39,1.15,3.26,2.11
2/4/2022,12,16.56,1.5,3.28,1.78
2/4/2022,13,27.02,4.88,1.03,-3.85
2/4/2022,14,25.43,11.94,0.08,-11.86
2/4/2022,15,24.09,16.06,0,-16.06
2/4/2022,16,18.02,13.69,0,-13.69
2/4/2022,17,10.85,11.03,0,-11.03
2/4/2022,18,0.35,10.36,0,-10.36
2/4/2022,19,8.58,10.45,0,-10.45
2/4/2022,20,7.6,9.53,0,-9.53
2/4/2022,21,7.94,8.14,0,-8.14
2/4/2022,22,7.81,8.05,0,-8.05
2/4/2022,23,6.52,7.92,0,-7.92
3/4/2022,1,7.21,7.6,0,-7.6
3/4/2022,2,11.23,7.51,0,-7.51
3/4/2022,3,4.97,7.46,0,-7.46
3/4/2022,4,6.51,7.39,0,-7.39
3/4/2022,5,9.4,7.03,0,-7.03
3/4/2022,6,3.04,6.86,0,-6.86
3/4/2022,7,7.79,6,0,-6
3/4/2022,8,10.69,4.73,0,-4.73
3/4/2022,9,5.6,4.47,0,-4.47
3/4/2022,10,8.35,2.25,0.55,-1.7
3/4/2022,11,19.35,0.67,2.29,1.62
3/4/2022,12,15.37,0.14,4.45,4.31
3/4/2022,13,19,0.04,6.59,6.55
3/4/2022,14,14.9,0.81,3.55,2.74
3/4/2022,15,10.63,2.59,0.35,-2.24
3/4/2022,16,9.09,5.53,0,-5.53
3/4/2022,17,7.68,6.55,0,-6.55
3/4/2022,18,10.8,8.72,0,-8.72
3/4/2022,19,11.34,10.59,0,-10.59
3/4/2022,20,11.24,9.75,0,-9.75
3/4/2022,21,7.97,7.97,0,-7.97
3/4/2022,22,8.88,8.19,0,-8.19
3/4/2022,23,7.11,7.4,0,-7.4
4/4/2022,1,7.38,7.28,0,-7.28
4/4/2022,2,3.84,7.29,0,-7.29
4/4/2022,3,10.66,7.1,0,-7.1
4/4/2022,4,5.06,7.32,0,-7.32
4/4/2022,5,7.08,6.93,0,-6.93
4/4/2022,6,4.17,6.74,0,-6.74
4/4/2022,7,4.06,5.86,0,-5.86
4/4/2022,8,8.35,4.81,0,-4.81
4/4/2022,9,15.07,9.58,0,-9.58
4/4/2022,10,26.06,12.33,0.01,-12.32
4/4/2022,11,29.69,13.2,0,-13.2
4/4/2022,12,32.26,6.88,0.39,-6.49
4/4/2022,13,29.56,9.35,0.02,-9.33
4/4/2022,14,28.92,12.04,0,-12.04
4/4/2022,15,41.96,18.09,0,-18.09
4/4/2022,16,46.97,26.52,0,-26.52
4/4/2022,17,31.61,30.59,0,-30.59
4/4/2022,18,22.91,28.47,0,-28.47
4/4/2022,19,16.76,17.51,0,-17.51
4/4/2022,20,9.54,14.88,0,-14.88
4/4/2022,21,11.3,13.28,0,-13.28
4/4/2022,22,14.37,11.66,0,-11.66
4/4/2022,23,8.96,11.03,0,-11.03
5/4/2022,1,6.33,8.08,0,-8.08
5/4/2022,2,11.51,7.94,0,-7.94
5/4/2022,3,7.27,7.97,0,-7.97
5/4/2022,4,7.29,7.75,0,-7.75
5/4/2022,5,8.85,7.86,0,-7.86
5/4/2022,6,3.53,7.09,0,-7.09
5/4/2022,7,7.49,5.83,0,-5.83
5/4/2022,8,9.37,4.2,0.02,-4.18
5/4/2022,9,30.51,9.13,0.07,-9.06
5/4/2022,10,33.78,14.58,0,-14.58
5/4/2022,11,40.36,14.36,0,-14.36
5/4/2022,12,31.56,16.31,0,-16.31
5/4/2022,13,70.12,25.98,0,-25.98
5/4/2022,14,56.85,37.64,0,-37.64
5/4/2022,15,55.22,38.14,0,-38.14
5/4/2022,16,55.22,40.85,0,-40.85
5/4/2022,17,41.26,45.65,0,-45.65
5/4/2022,18,38.26,36.46,0,-36.46
5/4/2022,19,15.55,22.01,0,-22.01
5/4/2022,20,11.6,14.38,0,-14.38
5/4/2022,21,15.84,12.06,0,-12.06
5/4/2022,22,6.75,11.84,0,-11.84
5/4/2022,23,10.28,11.3,0,-11.3
6/4/2022,1,13.42,10.53,0,-10.53
6/4/2022,2,10.2,10.77,0,-10.77
6/4/2022,3,9.52,10.26,0,-10.26
6/4/2022,4,10.24,8.3,0,-8.3
6/4/2022,5,8.05,8.11,0,-8.11
6/4/2022,6,4.04,7.64,0,-7.64
6/4/2022,7,8.54,6.47,0,-6.47
6/4/2022,8,7.91,3.62,0.23,-3.39
6/4/2022,9,13.2,1.22,1.51,0.29
6/4/2022,10,24.04,0.49,3.89,3.4
6/4/2022,11,22.7,0,5.27,5.27
6/4/2022,12,22.74,1.76,2.62,0.86
6/4/2022,13,25.31,5.5,0.26,-5.24
6/4/2022,14,23.94,7.36,0.01,-7.35
6/4/2022,15,22.04,3.99,0.4,-3.59
6/4/2022,16,17.45,5.64,0.07,-5.57
6/4/2022,17,10.66,7.48,0,-7.48
6/4/2022,18,14.31,11.44,0,-11.44
6/4/2022,19,13.05,13.2,0,-13.2
6/4/2022,20,10.39,16.77,0,-16.77
6/4/2022,21,12.95,14.48,0,-14.48
6/4/2022,22,10.55,14.7,0,-14.7
6/4/2022,23,16.22,14.15,0,-14.15
7/4/2022,3,8.26,9.3,0,-9.3
7/4/2022,10,49.15,41.28,0,-41.28
7/4/2022,13,44.43,28.92,0,-28.92
7/4/2022,17,53.77,43.89,0,-43.89
8/4/2022,1,8.04,9.16,0,-9.16
8/4/2022,2,8.91,9.21,0,-9.21
8/4/2022,3,8.47,9.38,0,-9.38
8/4/2022,4,12.23,9.03,0,-9.03
8/4/2022,5,8.24,9.14,0,-9.14
8/4/2022,6,11.61,8.77,0,-8.77
8/4/2022,7,12.26,7.56,0,-7.56
8/4/2022,8,19.63,7.67,0,-7.67
8/4/2022,9,39.7,28.86,0,-28.86
8/4/2022,10,30.9,30.99,0,-30.99
8/4/2022,11,34.44,26.54,0,-26.54
8/4/2022,12,47.63,27.14,0,-27.14
8/4/2022,13,44.54,31.99,0,-31.99
8/4/2022,14,57.66,34.39,0,-34.39
8/4/2022,15,53.94,37.01,0,-37.01
8/4/2022,16,45.34,34.74,0,-34.74
8/4/2022,17,34.42,30.5,0,-30.5
8/4/2022,18,18.56,25.59,0,-25.59
8/4/2022,19,6.87,12.08,0,-12.08
8/4/2022,20,7.69,10.73,0,-10.73
8/4/2022,21,11.31,9.33,0,-9.33
8/4/2022,22,11.1,9.14,0,-9.14
8/4/2022,23,12.27,9.08,0,-9.08
9/4/2022,1,10.45,8.89,0,-8.89
9/4/2022,2,5.22,8.61,0,-8.61
9/4/2022,3,8.2,8.71,0,-8.71
9/4/2022,4,7.18,8.29,0,-8.29
9/4/2022,5,7.61,7.82,0,-7.82
9/4/2022,6,7.43,7.46,0,-7.46
9/4/2022,7,7.25,6.37,0,-6.37
9/4/2022,8,7.63,4.24,0.01,-4.23
9/4/2022,9,12.51,1.09,0.94,-0.15
9/4/2022,10,18.77,0.19,3.54,3.35
9/4/2022,11,21.36,0.33,2.38,2.05
9/4/2022,12,19.53,0.03,3.47,3.44
9/4/2022,13,20.53,0.04,3.02,2.98
9/4/2022,14,18.25,0.07,3.6,3.53
9/4/2022,15,13.66,0.45,2.52,2.07
9/4/2022,16,13.43,1.59,1.04,-0.55
9/4/2022,17,12.45,5.47,0.04,-5.43
9/4/2022,18,6.9,9.66,0,-9.66
9/4/2022,19,13.65,12.23,0,-12.23
9/4/2022,20,5.84,11.38,0,-11.38
9/4/2022,21,11.94,10.28,0,-10.28
9/4/2022,22,8.69,9.8,0,-9.8
9/4/2022,23,11.84,9.57,0,-9.57
10/4/2022,1,8.69,9.09,0,-9.09
10/4/2022,2,7.95,8.82,0,-8.82
10/4/2022,3,7.29,8.39,0,-8.39
10/4/2022,4,11.11,8.26,0,-8.26
10/4/2022,5,10.39,8.28,0,-8.28
10/4/2022,6,9.65,7.97,0,-7.97
10/4/2022,7,9.58,6.3,0,-6.3
10/4/2022,8,7.41,3.62,0.12,-3.5
10/4/2022,9,12.02,0.61,1.45,0.84
10/4/2022,10,10.82,7.33,0.15,-7.18
10/4/2022,11,8.5,8.63,0.36,-8.27
10/4/2022,15,22.51,1.33,0.39,-0.94
10/4/2022,16,23.93,12.41,0,-12.41
10/4/2022,17,12.68,8.83,0.01,-8.82
10/4/2022,18,13.65,10.39,0,-10.39
10/4/2022,19,14.45,12.4,0,-12.4
10/4/2022,20,6.96,10.47,0,-10.47
10/4/2022,21,7.64,9.53,0,-9.53
10/4/2022,22,11.34,9.36,0,-9.36
10/4/2022,23,8.19,9.57,0,-9.57
11/4/2022,1,7.86,8.89,0,-8.89
11/4/2022,2,7.38,8.95,0,-8.95
11/4/2022,3,8.04,8.8,0,-8.8
11/4/2022,4,10.48,8.78,0,-8.78
11/4/2022,5,10.49,8.53,0,-8.53
11/4/2022,6,9.63,8.21,0,-8.21
11/4/2022,7,9.95,7.86,0,-7.86
11/4/2022,8,8.07,6.04,0,-6.04
11/4/2022,9,45.31,23.63,0.03,-23.6
11/4/2022,10,42.78,34.83,0,-34.83
11/4/2022,11,46.14,28.03,0,-28.03
11/4/2022,12,55.83,31.12,0,-31.12
11/4/2022,13,40.96,30.28,0,-30.28
11/4/2022,14,49.88,34.02,0,-34.02
11/4/2022,15,49.9,39.77,0,-39.77
11/4/2022,16,44,40.25,0,-40.25
11/4/2022,17,41.03,40.12,0,-40.12
11/4/2022,18,21.46,23.77,0,-23.77
11/4/2022,19,9.85,13.54,0,-13.54
11/4/2022,20,7.55,11,0,-11
11/4/2022,21,11.12,10.13,0,-10.13
11/4/2022,22,11.07,9.84,0,-9.84
11/4/2022,23,8.58,9.35,0,-9.35
12/4/2022,1,6.91,9.04,0,-9.04
12/4/2022,2,7.89,8.9,0,-8.9
12/4/2022,3,7.59,8.7,0,-8.7
12/4/2022,4,9.83,8.64,0,-8.64
12/4/2022,5,7.54,8.78,0,-8.78
12/4/2022,6,9.79,8.39,0,-8.39
12/4/2022,7,11.49,7.92,0,-7.92
12/4/2022,8,10.18,4.99,0.12,-4.87
12/4/2022,9,27.66,7.18,0.15,-7.03
12/4/2022,10,42.42,16.11,0,-16.11
12/4/2022,11,52.94,27.38,0,-27.38
12/4/2022,12,56.89,33.53,0,-33.53
12/4/2022,13,50.4,30.56,0,-30.56
12/4/2022,14,48.93,27.78,0,-27.78
12/4/2022,15,51.53,28.58,0,-28.58
12/4/2022,16,47.33,34.16,0,-34.16
12/4/2022,17,17.97,24.8,0,-24.8
12/4/2022,18,14.83,11.64,0,-11.64
12/4/2022,19,12.13,13.76,0,-13.76
12/4/2022,20,11.43,11.16,0,-11.16
12/4/2022,21,10.92,10.7,0,-10.7
12/4/2022,22,11.24,10.06,0,-10.06
12/4/2022,23,10.97,10.1,0,-10.1
13/4/2022,1,5.06,9.5,0,-9.5
13/4/2022,2,10.85,9.28,0,-9.28
13/4/2022,3,8.12,8.79,0,-8.79
13/4/2022,4,6.71,8.94,0,-8.94
13/4/2022,5,10.62,8.59,0,-8.59
13/4/2022,6,11.45,8.43,0,-8.43
13/4/2022,7,6.42,7.31,0,-7.31
13/4/2022,8,6.2,4.45,0.02,-4.43
13/4/2022,9,15.84,0.78,0.88,0.1
13/4/2022,10,23.22,0,5.42,5.42
13/4/2022,11,27.24,0,7.67,7.67
13/4/2022,13,26.49,0,8,8
13/4/2022,14,25.37,0,7.5,7.5
13/4/2022,15,17.45,0,5.13,5.13
13/4/2022,16,10.34,0.6,0.8,0.2
13/4/2022,17,11.04,5.23,0,-5.23
13/4/2022,18,12.91,9.95,0,-9.95
13/4/2022,19,12.16,11.86,0,-11.86
13/4/2022,20,11.06,11.1,0,-11.1
13/4/2022,21,7.56,10.81,0,-10.81
13/4/2022,22,11.35,10.16,0,-10.16
13/4/2022,23,10.75,9.86,0,-9.86
14/4/2022,1,7.65,9.51,0,-9.51
14/4/2022,2,6.94,9.16,0,-9.16
14/4/2022,3,11.15,9.34,0,-9.34
14/4/2022,4,9.95,8.94,0,-8.94
14/4/2022,5,7.2,9,0,-9
14/4/2022,6,6.77,8.64,0,-8.64
14/4/2022,7,9.37,7.6,0,-7.6
14/4/2022,8,6.62,4.64,0,-4.64
14/4/2022,9,17.39,0.71,1.37,0.66
14/4/2022,10,23.63,0,4.01,4.01
14/4/2022,11,25.95,0,6.5,6.5
14/4/2022,12,24.94,0,7.03,7.03
14/4/2022,13,23.37,0,6.29,6.29
14/4/2022,14,22.11,0,4.89,4.89
14/4/2022,15,14.97,0.02,2.5,2.48
14/4/2022,16,15.81,2.78,0.01,-2.77
14/4/2022,17,11.93,6.3,0,-6.3
14/4/2022,18,7.83,9.05,0,-9.05
14/4/2022,19,8.97,9.76,0,-9.76
14/4/2022,20,11.32,11.49,0,-11.49
14/4/2022,21,11.48,11.31,0,-11.31
14/4/2022,22,10.83,10.79,0,-10.79
14/4/2022,23,11.64,10.22,0,-10.22
15/4/2022,1,9.46,9.73,0,-9.73
15/4/2022,2,10.79,9.66,0,-9.66
15/4/2022,3,7.54,9.38,0,-9.38
15/4/2022,4,11.28,9.34,0,-9.34
15/4/2022,5,7.66,8.95,0,-8.95
15/4/2022,6,11.6,8.61,0,-8.61
15/4/2022,7,9.94,7.8,0,-7.8
15/4/2022,8,6.98,4.58,0,-4.58
15/4/2022,9,13.26,0.61,1.21,0.6
15/4/2022,10,24.11,0,5.22,5.22
15/4/2022,11,21.7,0,6.95,6.95
15/4/2022,12,26.66,0,6.01,6.01
15/4/2022,13,23.85,0,5.91,5.91
15/4/2022,14,18.57,0.26,1.04,0.78
15/4/2022,15,16.06,1.31,0.14,-1.17
15/4/2022,16,14.81,2.99,0.07,-2.92
15/4/2022,17,12.79,7.84,0,-7.84
15/4/2022,18,12.75,11.3,0,-11.3
15/4/2022,19,11.56,13.11,0,-13.11
15/4/2022,20,9.54,10.67,0,-10.67
15/4/2022,21,14.78,11.63,0,-11.63
15/4/2022,22,13.37,13.62,0,-13.62
15/4/2022,23,12.99,13.31,0,-13.31
16/4/2022,1,11.25,11.41,0,-11.41
16/4/2022,2,11.9,9.84,0,-9.84
16/4/2022,3,7.49,9.83,0,-9.83
16/4/2022,4,4.37,9.49,0,-9.49
16/4/2022,5,10.68,9.39,0,-9.39
16/4/2022,6,7.23,9.37,0,-9.37
16/4/2022,7,10.04,7.91,0,-7.91
16/4/2022,8,10.79,4.86,0,-4.86
16/4/2022,9,13.25,0.89,0.99,0.1
16/4/2022,10,24.78,0,5.34,5.34
16/4/2022,11,27.24,0,7.72,7.72
16/4/2022,12,25.19,0,7.43,7.43
16/4/2022,13,27.81,0,6.06,6.06
16/4/2022,14,21.93,0,7.34,7.34
16/4/2022,15,18.11,0.04,4.55,4.51
16/4/2022,16,14.61,2.29,0.78,-1.51
16/4/2022,17,14.54,8.9,0,-8.9
16/4/2022,18,13.4,12.5,0,-12.5
16/4/2022,19,13.12,13.49,0,-13.49
16/4/2022,20,11.44,12.92,0,-12.92
16/4/2022,21,12.48,12.31,0,-12.31
16/4/2022,22,10.83,11.28,0,-11.28
16/4/2022,23,15.54,14.39,0,-14.39
17/4/2022,1,7.76,10.72,0,-10.72
17/4/2022,2,8.07,8.49,0,-8.49
17/4/2022,3,11.54,9.09,0,-9.09
17/4/2022,4,13.06,11.39,0,-11.39
17/4/2022,5,10.26,10.64,0,-10.64
17/4/2022,6,11.31,9.75,0,-9.75
17/4/2022,7,9.55,8.27,0,-8.27
17/4/2022,8,10.33,5.28,0,-5.28
17/4/2022,9,13.85,1.19,0.83,-0.36
17/4/2022,10,24.76,0,5.28,5.28
17/4/2022,11,38.86,4.65,4.97,0.32
17/4/2022,12,34.87,14.94,0,-14.94
17/4/2022,13,37.36,13.37,0,-13.37
17/4/2022,14,28.67,14.63,0,-14.63
17/4/2022,15,27.4,16.11,0,-16.11
17/4/2022,16,35.07,21.12,0,-21.12
17/4/2022,17,32.35,23.24,0,-23.24
17/4/2022,18,40.13,28.98,0,-28.98
17/4/2022,19,17.89,21.1,0,-21.1
17/4/2022,20,17.62,17.79,0,-17.79
17/4/2022,21,20.61,20.02,0,-20.02
17/4/2022,22,19.17,18.58,0,-18.58
17/4/2022,23,18.42,17.95,0,-17.95
18/4/2022,1,16.42,16.93,0,-16.93
18/4/2022,2,17.6,16.44,0,-16.44
18/4/2022,3,11.41,11.11,0,-11.11
18/4/2022,4,11.48,9.95,0,-9.95
18/4/2022,5,11.64,9.82,0,-9.82
18/4/2022,6,9.85,9.11,0,-9.11
18/4/2022,7,10.83,8.93,0,-8.93
18/4/2022,8,8.35,6.11,0,-6.11
18/4/2022,9,37.41,11.85,0,-11.85
18/4/2022,10,61.65,43.4,0,-43.4
18/4/2022,11,74.43,46.88,0,-46.88
18/4/2022,12,63.81,50.7,0,-50.7
18/4/2022,13,64.44,46.89,0,-46.89
18/4/2022,14,63.68,52.78,0,-52.78
18/4/2022,15,56.93,61.42,0,-61.42
18/4/2022,16,41.93,47.75,0,-47.75
18/4/2022,17,46.15,42.94,0,-42.94
18/4/2022,18,12.66,21.6,0,-21.6
18/4/2022,19,12.13,12.11,0,-12.11
18/4/2022,20,8.2,11.46,0,-11.46
18/4/2022,21,11.65,11.61,0,-11.61
18/4/2022,22,14,12.16,0,-12.16
18/4/2022,23,13.81,11.94,0,-11.94
19/4/2022,1,10.81,11.53,0,-11.53
19/4/2022,2,10.63,11.14,0,-11.14
19/4/2022,3,8.38,9.22,0,-9.22
19/4/2022,4,8.26,9,0,-9
19/4/2022,5,8.52,8.99,0,-8.99
19/4/2022,6,4.04,7.57,0,-7.57
19/4/2022,7,7.43,7.22,0,-7.22
19/4/2022,8,12.22,4.92,0.16,-4.76
19/4/2022,9,43.09,19.05,0.01,-19.04
19/4/2022,10,38.08,22.99,0,-22.99
19/4/2022,11,36.08,21.26,0,-21.26
19/4/2022,12,47.71,24.67,0,-24.67
19/4/2022,13,43.69,24.19,0,-24.19
19/4/2022,14,57.77,32.34,0,-32.34
19/4/2022,15,64.27,40.33,0,-40.33
19/4/2022,16,53.97,45.31,0,-45.31
19/4/2022,17,36.92,39.68,0,-39.68
19/4/2022,18,18.25,23.14,0,-23.14
19/4/2022,19,14.99,18.64,0,-18.64
19/4/2022,20,12.41,15.95,0,-15.95
19/4/2022,21,12.73,12.99,0,-12.99
19/4/2022,22,13.11,11.48,0,-11.48
19/4/2022,23,12.99,10.98,0,-10.98
20/4/2022,1,12.09,10.28,0,-10.28
20/4/2022,2,8.6,9.95,0,-9.95
20/4/2022,3,8.66,9.81,0,-9.81
20/4/2022,4,10.29,9.49,0,-9.49
20/4/2022,5,12.15,9.79,0,-9.79
20/4/2022,6,7.56,8.36,0,-8.36
20/4/2022,7,8.42,8.24,0,-8.24
20/4/2022,8,10.1,6,0.02,-5.98
20/4/2022,9,44.55,13.09,0.12,-12.97
20/4/2022,10,44.89,25.2,0,-25.2
20/4/2022,11,50.88,27.08,0,-27.08
20/4/2022,12,46.33,25.77,0,-25.77
20/4/2022,13,44.33,27.2,0,-27.2
20/4/2022,14,57.48,33.31,0,-33.31
20/4/2022,15,60.24,40.61,0,-40.61
20/4/2022,16,57.15,46.5,0,-46.5
20/4/2022,17,36.65,43.53,0,-43.53
20/4/2022,18,23.97,25.27,0,-25.27
20/4/2022,19,21.04,20.84,0,-20.84
20/4/2022,20,8.89,13.85,0,-13.85
20/4/2022,21,10.77,9.7,0,-9.7
20/4/2022,22,15.5,11.36,0,-11.36
20/4/2022,23,15.18,13.41,0,-13.41
21/4/2022,1,12.58,13.09,0,-13.09
21/4/2022,2,8.46,12.67,0,-12.67
21/4/2022,3,13.93,12.25,0,-12.25
