name,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
sub137, 15.11 , 14.67 , 14.48 , 14.22 , 13.89 , 13.63 , 13.42 , 13.31 , 13.27 , 13.46 , 13.87 , 14.44 , 14.56 , 14.02 , 13.35 , 12.77 , 12.77 , 13.89 , 14.20 , 14.27 , 14.01 , 14.01 , 13.88 , 13.92 , 12.86 , 12.37 , 13.40 , 14.95 , 14.83 , 15.10 , 14.90 , 14.98 , 15.12 , 15.04 , 14.33 , 14.28 , 15.69 , 17.91 , 19.38 , 19.74 , 19.53 , 19.06 , 18.75 , 18.21 , 17.57 , 16.90 , 16.32 , 15.70 
sub138,56.51776249,54.87022338,53.08404905,51.81308825,50.64845164,49.74093605,48.68517827,48.19015014,47.47462976,47.57077129,47.66572545,48.73342895,49.5459544,49.66573552,48.20198793,48.88796782,50.26298599,53.63643107,55.85678947,57.55070823,58.2908397,59.22073554,59.23170978,59.84417096,58.29871956,58.36244211,59.4105359,62.16212803,62.68907586,62.73018922,62.31259244,61.65259091,59.79181894,58.52057909,56.10523905,55.36078985,55.81717427,58.88200936,61.38284052,61.8878714,61.94860752,62.1048375,61.78471355,61.26683989,60.70542414,61.15529597,59.99274626,58.43285714
sub139,2.895,2.815,2.749,2.693,2.655,2.610,2.571,2.560,2.548,2.577,2.678,2.843,3.050,3.164,3.274,3.220,3.226,3.290,3.301,3.312,3.280,3.345,3.363,3.401,3.394,3.389,3.383,3.469,3.495,3.463,3.414,3.371,3.351,3.268,3.223,3.373,3.815,4.333,4.780,4.777,4.623,4.431,4.173,3.917,3.658,3.392,3.157,3.011
sub140,31.741,30.804,30.146,29.514,28.842,28.253,27.737,27.315,26.889,26.623,26.428,26.495,26.385,26.107,25.365,25.110,25.602,26.309,26.690,27.018,27.207,27.421,27.649,27.652,26.733,25.855,26.927,28.810,29.642,29.992,30.184,30.369,30.359,30.148,29.078,28.364,30.012,32.478,34.475,35.293,35.450,35.198,34.718,34.341,33.663,34.068,33.663,32.877
sub141, 26.35 , 26.31 , 26.19 , 25.84 , 25.44 , 24.99 , 24.38 , 24.26 , 24.41 , 24.81 , 25.02 , 25.40 , 25.11 , 24.86 , 24.09 , 24.19 , 24.92 , 27.58 , 29.08 , 29.72 , 30.01 , 30.40 , 30.55 , 30.44 , 29.44 , 29.16 , 29.67 , 31.30 , 31.50 , 31.53 , 30.91 , 30.73 , 30.50 , 30.33 , 29.05 , 28.71 , 28.86 , 29.82 , 30.26 , 30.26 , 29.95 , 30.20 , 30.52 , 30.35 , 29.72 , 29.24 , 28.10 , 27.27 
sub142,7.746,7.475,7.281,7.097,6.983,6.858,6.794,6.738,6.714,6.884,7.401,8.305,9.259,9.309,8.764,8.293,8.184,8.505,8.729,8.945,9.091,9.208,9.315,9.334,9.041,8.776,9.113,9.456,9.581,9.686,9.661,9.602,9.630,9.552,9.558,9.939,11.496,12.542,13.010,12.831,12.301,11.743,11.071,10.351,9.662,9.066,8.572,8.132
sub143, 45.31 , 44.50 , 43.76 , 43.34 , 43.26 , 43.07 , 42.73 , 42.45 , 42.17 , 42.45 , 43.02 , 43.64 , 44.35 , 44.61 , 44.26 , 43.80 , 43.68 , 45.19 , 44.83 , 43.71 , 42.36 , 42.50 , 42.70 , 42.40 , 39.73 , 38.36 , 39.64 , 43.47 , 44.17 , 44.97 , 45.48 , 46.00 , 46.62 , 46.68 , 44.83 , 44.66 , 46.16 , 48.38 , 49.47 , 49.88 , 49.88 , 49.57 , 49.50 , 48.98 , 48.20 , 47.61 , 47.01 , 46.18 
sub144, 21.61 , 21.32 , 21.13 , 21.28 , 21.12 , 20.95 , 20.99 , 20.97 , 21.11 , 21.45 , 21.44 , 22.03 , 22.13 , 21.56 , 20.42 , 20.17 , 19.55 , 19.06 , 18.26 , 18.09 , 18.07 , 17.28 , 17.09 , 16.90 , 16.29 , 16.08 , 16.42 , 17.54 , 18.08 , 18.87 , 18.67 , 18.57 , 18.09 , 17.82 , 17.63 , 18.09 , 18.96 , 20.40 , 21.49 , 21.79 , 21.91 , 22.10 , 22.11 , 21.90 , 21.32 , 22.11 , 21.98 , 21.79 
sub145,27.005,26.915,26.651,26.424,26.169,26.041,25.847,25.774,25.689,25.734,26.166,27.440,28.214,28.638,27.855,27.904,28.559,30.683,31.143,31.558,31.815,32.056,31.598,31.484,31.192,31.435,31.733,33.045,33.595,33.862,33.955,33.936,33.340,33.458,32.518,32.847,33.832,35.068,35.443,34.997,34.122,33.247,32.391,31.561,30.619,29.717,28.475,27.602
sub146, 29.24 , 28.50 , 28.34 , 28.61 , 28.61 , 28.42 , 27.88 , 27.73 , 27.63 , 27.38 , 26.34 , 26.00 , 26.84 , 27.03 , 26.43 , 27.00 , 29.77 , 34.51 , 35.39 , 35.59 , 35.60 , 35.74 , 35.75 , 35.29 , 32.87 , 31.82 , 33.63 , 36.23 , 37.06 , 37.49 , 37.69 , 38.21 , 38.45 , 37.73 , 34.18 , 33.16 , 34.61 , 35.39 , 35.65 , 34.60 , 32.90 , 32.77 , 32.73 , 32.78 , 32.56 , 32.09 , 31.33 , 30.11 
sub147,31.839,31.079,30.376,29.897,29.539,28.981,28.638,28.385,28.188,28.439,28.848,29.929,30.922,31.357,31.231,30.871,31.099,33.174,33.430,33.259,33.006,33.098,32.953,32.825,31.522,31.437,32.578,35.395,36.276,36.628,36.915,37.542,37.696,37.723,36.003,35.592,36.858,38.700,40.014,40.200,39.729,39.508,38.946,37.842,36.763,35.760,34.512,33.121
sub148,23.956,22.878,22.533,21.911,21.156,20.744,20.141,19.771,19.753,20.261,21.395,24.559,28.749,28.757,25.012,22.267,21.271,21.917,22.049,22.252,22.396,22.768,23.060,23.143,22.404,21.845,22.722,23.989,24.609,25.172,25.067,25.313,25.849,26.817,25.689,25.409,28.804,33.411,35.549,34.604,34.061,32.933,31.068,29.074,26.986,27.557,26.287,25.245
sub149,15.653,15.493,15.479,15.279,15.179,15.029,15.043,15.024,14.964,14.993,14.915,14.877,15.634,16.241,16.357,16.462,17.047,17.433,17.981,18.583,19.176,19.400,19.451,19.529,19.153,18.944,18.926,19.222,19.390,19.529,19.673,19.879,19.827,19.580,18.251,18.245,18.662,19.320,19.548,19.290,18.829,18.314,17.681,16.994,16.615,16.237,16.015,15.831
sub150, 44.24 , 42.72 , 44.60 , 45.06 , 45.73 , 45.73 , 45.34 , 44.72 , 43.77 , 44.25 , 42.83 , 43.58 , 43.30 , 43.72 , 43.45 , 42.89 , 44.16 , 47.70 , 48.46 , 48.01 , 47.09 , 47.44 , 47.41 , 45.63 , 41.61 , 40.29 , 45.00 , 47.42 , 48.34 , 48.94 , 49.02 , 50.19 , 50.54 , 49.81 , 46.38 , 47.65 , 48.02 , 48.80 , 48.36 , 46.49 , 43.30 , 44.72 , 46.48 , 46.54 , 46.57 , 47.10 , 46.89 , 46.33 
sub151,6.972,6.710,6.551,6.467,6.316,6.241,6.172,6.153,6.119,6.300,6.582,6.985,6.849,6.641,6.327,6.000,5.847,5.987,6.321,6.399,6.473,6.527,6.601,6.697,6.732,6.754,6.851,6.963,7.023,7.065,7.014,6.894,6.864,6.768,6.827,7.376,8.753,9.943,10.933,11.000,10.710,10.143,9.554,9.003,8.404,7.984,7.511,7.248
sub152,12.734,12.394,12.077,11.779,11.484,11.246,11.065,10.911,10.778,10.703,10.673,10.732,10.994,11.153,11.105,10.846,10.615,10.713,10.523,10.741,10.995,11.240,11.411,11.556,11.501,11.378,11.540,11.915,12.062,12.121,12.155,12.145,12.155,11.765,11.467,11.590,12.588,14.142,15.777,16.514,16.630,16.573,16.242,15.703,15.045,14.487,13.752,13.201
sub153, 90.65 , 89.20 , 90.35 , 92.47 , 92.59 , 92.49 , 91.65 , 91.52 , 90.62 , 89.69 , 87.36 , 87.71 , 88.67 , 89.48 , 89.34 , 89.85 , 89.49 , 94.40 , 95.62 , 95.47 , 94.48 , 94.55 , 93.50 , 91.93 , 87.96 , 86.13 , 89.61 , 94.43 , 96.59 , 97.70 , 98.22 , 99.42 , 100.21 , 99.42 , 95.18 , 95.98 , 97.49 , 97.28 , 95.32 , 94.14 , 91.10 , 93.86 , 94.58 , 94.64 , 94.04 , 94.29 , 93.70 , 93.17 
sub154, 32.42 , 31.40 , 30.61 , 29.86 , 29.20 , 28.54 , 28.01 , 27.44 , 27.00 , 26.83 , 26.84 , 27.27 , 27.38 , 27.57 , 27.72 , 31.01 , 34.14 , 37.92 , 40.22 , 42.56 , 44.27 , 46.34 , 47.26 , 47.43 , 46.52 , 46.11 , 46.74 , 48.60 , 48.96 , 49.33 , 49.14 , 48.94 , 47.67 , 45.96 , 42.99 , 41.84 , 42.37 , 43.61 , 44.44 , 44.55 , 43.70 , 42.29 , 40.64 , 38.72 , 37.12 , 35.73 , 34.62 , 33.52 
sub155,37.286,36.014,34.923,34.034,33.234,32.432,31.643,31.024,30.560,30.199,30.137,30.397,30.287,29.896,29.635,29.451,29.591,30.984,33.032,34.625,35.638,36.361,36.975,37.416,37.507,37.475,37.629,38.612,39.434,39.765,39.983,39.732,39.500,38.434,36.867,36.282,38.251,42.781,46.251,47.354,47.437,47.162,46.346,44.970,43.214,41.693,40.167,38.656
sub156,28.51928026,27.76461441,27.19143811,26.74341018,26.25404586,25.9529737,25.65352895,25.50006352,25.50914451,25.42250082,25.44743285,25.73672251,26.0795542,25.86447476,25.08048285,24.31234198,23.99017849,24.5524511,24.35882101,25.07595863,25.59468155,25.9764736,26.30101312,26.6205976,26.17423733,25.8841665,26.0883748,27.02086709,27.12746201,27.14199717,26.93860259,26.71327041,26.26487865,25.62238019,24.94407275,24.89463181,25.87856819,28.9708885,30.89377944,30.98,30.74959029,30.5569041,30.32161214,29.95425108,29.50214254,30.92229179,30.09478275,29.31612876
sub157,15.71852884,15.60127164,15.43858515,15.31480196,15.24339506,15.14340013,15.06833025,14.9329687,15.1295482,15.15582055,15.18082981,15.26756225,15.2036497,15.01056476,14.85924612,14.97835587,15.3853668,16.11972954,16.49592098,16.50501526,16.82550426,17.04616675,17.20603232,17.26693831,17.08961718,17.04540889,17.12822575,17.45143445,17.12482985,16.89994259,16.65254462,16.39032634,16.17706012,15.83448086,15.38161962,15.18045088,15.52447553,16.03754424,16.04617538,15.85359568,15.76526332,15.72593899,15.86079531,15.88621484,16.27205866,16.33576069,16.15252788,15.91738191
sub158,38.839,37.599,36.469,35.969,35.449,34.379,33.909,33.519,33.019,33.769,34.419,35.149,32.469,29.919,29.329,29.189,28.809,30.039,30.249,30.889,31.239,31.999,31.789,32.129,32.299,33.329,34.279,35.279,35.469,35.409,35.359,35.749,35.539,34.419,33.219,32.609,33.479,37.669,42.189,44.289,45.289,46.529,46.489,45.589,44.399,42.729,41.009,39.389
sub159,34.411,33.312,31.992,31.126,30.466,30.044,29.604,29.226,29.022,29.346,30.032,31.821,32.906,34.752,34.730,34.918,35.098,37.527,40.470,42.303,43.321,44.006,44.703,45.436,44.942,44.322,45.421,46.946,47.404,47.647,47.527,47.249,46.255,45.195,44.001,44.139,46.107,48.838,50.377,50.500,48.851,47.315,45.642,43.679,41.146,39.610,37.424,35.800
sub160,42.63485657,41.72815127,40.90586869,40.08950821,39.4313005,38.62925174,38.08257677,37.73175858,37.47631898,37.29220769,37.17958923,37.17527926,37.14306966,37.15159089,36.93622412,37.09125135,37.20903519,38.23382044,39.13009628,40.12652129,41.49439311,42.48420511,43.09707591,43.59467189,43.78173564,43.64253356,43.64792924,44.17544372,44.51726245,44.97697846,45.31730139,45.30854985,45.4576351,45.49368105,45.15697718,44.49669674,44.49383439,45.22935831,46.34060612,46.87856244,46.99335234,47.01,46.74955952,46.12959378,45.43353891,44.90594624,44.41233981,43.56952731
sub161,46.293,45.225,44.253,43.354,42.484,41.685,41.011,40.360,39.992,40.515,41.371,42.873,42.263,40.986,40.058,39.920,39.811,42.126,43.553,45.006,46.077,46.948,47.321,47.643,46.529,45.739,46.492,48.757,49.564,49.903,49.761,49.439,48.492,47.031,45.080,45.243,50.091,56.968,60.138,60.380,59.439,57.678,55.250,52.637,50.146,50.008,48.984,47.604
sub162, 34.57 , 33.18 , 32.07 , 31.11 , 30.22 , 29.55 , 28.90 , 28.28 , 27.87 , 27.59 , 27.58 , 27.93 , 27.91 , 27.64 , 27.26 , 27.52 , 28.42 , 29.64 , 30.54 , 31.51 , 32.73 , 33.40 , 33.79 , 33.98 , 33.56 , 33.52 , 34.24 , 35.53 , 36.00 , 36.15 , 35.92 , 35.54 , 34.97 , 34.29 , 33.15 , 32.92 , 33.88 , 36.01 , 37.77 , 38.68 , 39.39 , 40.20 , 40.35 , 39.99 , 39.20 , 38.71 , 37.47 , 36.03 
sub163,26.088,26.240,26.481,26.609,26.617,26.503,26.431,26.497,26.311,26.128,25.718,25.825,25.991,26.174,26.101,25.985,26.464,27.145,27.222,26.995,26.947,26.964,26.933,26.361,25.668,26.011,26.657,27.040,27.045,27.021,27.283,31.009,31.190,30.902,30.316,30.390,30.658,30.683,30.372,26.583,26.726,26.840,26.930,26.893,26.775,26.830,26.880,26.638
sub164,9.169,9.027,8.964,8.757,8.629,8.377,8.271,8.220,8.294,8.685,9.345,10.514,10.821,11.149,10.404,9.247,8.939,8.553,8.153,7.957,7.462,7.514,7.378,7.514,6.991,7.069,7.190,7.183,7.477,7.828,8.137,8.350,8.635,8.681,9.323,9.600,10.507,12.785,13.305,13.015,12.614,11.915,11.255,10.609,9.965,9.739,9.680,9.299
sub165,13.67935431,13.40016185,12.37547657,11.68409953,11.29496306,10.88748334,10.50726945,10.91477507,11.0322729,11.16876534,12.10321501,13.56579908,14.61552093,12.37286652,9.698021951,8.639446972,8.28905786,10.14440576,11.50769392,12.24881301,12.71625876,13.67594066,14.14785449,14.80990225,14.22926761,13.97973946,13.48527617,14.59718429,14.52292846,14.25759146,13.99176585,13.38748409,12.75844438,12.50521852,11.66959839,12.55765041,15.83333674,23.78880321,27.23353248,26.15098869,24.6065613,24.20990446,23.13145974,21.53594163,19.85834398,18.3110225,16.43869811,14.836018
sub166,20.224,19.856,19.576,19.297,19.067,18.887,18.749,18.769,18.808,19.372,20.069,20.949,21.285,20.493,19.142,18.384,18.621,19.494,19.965,20.279,20.599,20.649,20.825,20.761,20.564,20.434,20.646,21.511,21.820,21.838,21.890,21.909,22.097,21.854,21.096,21.012,23.044,25.062,25.564,25.464,25.434,25.166,24.450,23.784,22.922,22.172,21.405,20.631
sub167,32.272,31.828,31.462,31.053,30.644,30.204,29.467,28.710,27.705,28.911,30.002,31.576,32.644,32.120,31.786,33.142,33.791,34.280,34.458,34.545,34.910,35.274,35.332,35.691,35.890,35.992,36.380,36.918,37.172,37.235,37.141,36.997,36.374,35.583,35.267,35.127,36.046,37.739,38.703,38.527,37.742,37.261,36.480,35.702,34.712,33.944,33.323,32.863
sub168,38.202,36.991,35.988,34.989,34.344,33.741,33.211,33.155,32.952,33.148,33.711,35.315,36.869,37.150,36.070,34.798,35.533,38.399,38.239,38.761,39.061,39.597,39.989,39.823,37.462,37.018,38.370,42.267,43.342,43.936,43.734,43.551,42.921,41.642,38.762,38.282,40.657,44.512,47.842,49.004,49.221,49.323,48.037,46.459,44.270,44.040,41.890,39.973
sub169,22.81009163,22.01231586,21.37636273,20.86684674,20.37155538,19.93791576,19.5726177,19.34009447,19.12531681,19.10081104,19.18358846,19.58832666,20.04437422,20.31617492,20.26285897,20.60783653,21.80250479,24.48485854,26.43920714,28.40122409,29.82216305,30.55494383,30.88165601,31.11664731,30.81570735,30.65643954,31.27794849,32.70603992,33.13183381,33.41378289,33.23612258,32.89938755,31.93038799,30.58788759,29.31970287,28.34044492,28.31109099,28.94835839,29.77621136,29.77272562,29.51918236,28.85745591,27.79810912,26.8884112,26.11196365,25.3597137,24.48535737,23.65878027
sub170,7.030,6.765,6.535,6.345,6.194,6.061,5.953,5.879,5.828,5.818,5.897,6.154,6.530,6.915,7.091,7.011,7.015,7.173,7.296,7.373,7.443,7.501,7.570,7.635,7.579,7.487,7.593,7.791,7.954,8.025,8.071,8.093,8.148,8.208,8.211,8.248,8.659,9.259,9.730,9.870,9.793,9.638,9.369,9.019,8.619,8.185,7.726,7.352
sub171,6.640,6.282,5.950,5.666,5.451,5.265,5.153,5.115,5.099,5.388,5.966,7.224,8.713,8.868,7.660,5.725,4.981,5.115,5.332,5.654,5.607,5.746,5.923,6.017,5.848,5.852,6.236,7.227,7.567,7.835,7.990,8.154,8.091,7.941,7.443,7.592,8.071,9.511,10.442,10.889,10.673,10.659,10.090,10.172,9.298,8.598,7.796,7.143
sub172,44.00859044,43.01586478,42.23822109,41.76755664,41.23656038,40.82543456,40.38670222,40.23093706,40.19178238,40.8589059,41.66717698,43.0387524,43.51657026,42.71596649,40.9082552,40.13474896,40.36522119,42.03607879,42.09151561,42.58487455,42.73724002,42.91613568,43.14965321,43.07629555,41.57823784,41.17209347,41.86444858,44.19709709,44.62308224,44.85627916,44.67139269,44.6149992,44.28817643,44.01995148,42.13820972,42.18904685,44.13766778,47.32570513,49.47792805,49.90660709,49.44830733,49.31776683,48.57633794,47.57778031,46.49108987,46.85289474,46.13568852,45.06294606
sub173,17.98912575,17.42994646,16.96203552,16.53080989,16.10538537,15.78721515,15.60991923,15.51037773,15.48723928,15.81734129,16.43779463,17.53041086,18.33768579,18.31870039,17.47427869,17.38709748,18.06697907,19.00032891,19.56501264,19.90427775,20.04917325,20.12053329,20.15474656,20.11268148,19.59032651,19.51085812,19.97834057,20.7824002,21.01382548,21.12313368,21.26615042,21.20256912,20.790002,20.27811868,19.7002836,19.57997683,20.27413043,21.70264976,23.363081,23.5,23.36037822,23.11732558,22.66137939,22.04023396,21.17488208,20.56405328,19.59019466,18.7023966
sub174, 18.59 , 18.43 , 18.09 , 18.07 , 17.98 , 17.83 , 17.61 , 17.67 , 17.54 , 17.87 , 18.23 , 18.92 , 19.63 , 19.49 , 20.44 , 20.91 , 21.78 , 23.97 , 24.46 , 24.73 , 24.80 , 24.75 , 24.58 , 24.23 , 23.61 , 23.03 , 23.66 , 25.44 , 25.58 , 25.43 , 25.33 , 25.22 , 24.86 , 24.48 , 23.64 , 23.41 , 23.90 , 24.60 , 24.99 , 24.79 , 23.89 , 23.14 , 22.22 , 21.69 , 20.96 , 20.42 , 19.21 , 18.80 
sub175,4.2,4.06,3.99,3.9,3.83,3.82,3.78,3.77,3.83,3.95,4.2,4.69,4.88,4.15,3.65,3.41,3.37,3.52,3.68,3.77,3.97,4.19,4.46,4.6,4.64,4.56,4.36,4.48,4.4,4.37,4.37,4.36,4.25,4.17,4.24,4.48,5.38,7.6,7.98,7.49,7.09,6.74,6.36,5.99,5.49,5.05,4.72,4.49
sub176,25.57699913,25.23897507,24.74648029,24.50805978,24.05869166,23.94166883,23.67017464,23.52729065,23.37278166,23.33548813,23.29247628,23.80499936,24.38029576,23.93613335,22.23128221,20.7661222,20.63135548,22.03396711,22.71817615,23.50255423,23.92400761,24.69501398,24.84214335,25.00466979,24.15382731,23.69489839,23.89341667,24.99056068,24.54619557,24.39429083,24.00761987,23.72954283,23.03117795,22.14218628,21.44623971,21.81336642,23.35467417,26.68188855,29.77233568,29.91000053,29.42468092,29.37806404,28.69679717,28.11258038,27.27030419,27.62310038,26.70924563,26.11492173
sub177,21.2231831,20.54865931,20.0487819,19.66691101,19.27925389,19.00571185,18.73276065,18.52457857,18.35850966,18.33970441,18.38008578,18.6710069,19.10287571,19.32265063,18.87601062,19.13575943,19.88110344,21.23534641,22.35844575,23.1661751,23.89994665,24.4412445,24.71077286,24.81167452,24.52235361,24.32289163,24.49482827,25.02100057,25.31188329,25.56656461,25.4714789,25.56363075,25.45031715,25.04729111,24.69280295,24.21633533,23.94426021,24.51400025,25.51740202,25.62974455,25.47482025,25.14730733,24.92938646,24.5811421,24.07874934,23.53160413,22.90049744,22.05872304
sub178,32.263,31.437,30.731,30.104,29.468,28.868,28.376,28.024,27.779,28.016,28.838,30.177,30.211,29.655,29.031,28.693,28.888,29.945,30.798,31.553,32.412,32.993,33.313,33.442,32.879,32.169,32.492,33.863,34.550,34.604,34.540,34.217,33.593,32.673,31.614,31.946,35.585,41.041,43.643,43.723,43.057,41.523,39.457,37.387,35.688,35.157,34.233,33.172
sub179,25.927,25.297,24.719,24.419,24.146,23.806,23.551,23.327,23.302,24.301,26.505,28.842,28.920,27.122,24.985,22.854,22.631,22.744,22.324,22.373,22.312,22.365,21.921,21.670,21.360,20.893,21.635,22.951,23.675,23.978,24.741,25.310,26.247,26.504,26.108,26.119,27.815,31.927,34.401,34.831,34.162,33.533,32.319,31.033,29.290,29.018,27.818,26.893
sub180,18.249,17.856,17.566,17.315,17.088,16.887,16.713,16.575,16.466,16.478,16.591,17.465,18.518,19.087,18.734,18.021,17.362,17.220,17.253,17.269,17.337,17.431,17.499,17.620,17.570,17.455,17.565,18.069,18.315,18.465,18.557,18.565,18.511,18.370,18.213,18.535,19.940,22.601,24.821,25.670,25.611,25.156,24.244,23.091,21.797,20.619,19.485,18.815
sub181,13.048,13.062,12.851,12.729,12.657,12.568,12.533,12.591,12.695,13.270,14.054,15.071,15.452,15.351,14.856,14.398,14.367,14.294,14.026,13.644,13.510,13.116,12.962,12.780,12.545,12.406,12.371,12.560,12.126,12.328,12.499,12.483,12.663,12.947,13.135,13.345,14.015,14.656,14.991,14.900,14.573,14.209,13.686,13.205,12.865,13.737,13.419,13.142
sub182,20.563,20.098,19.729,19.375,19.105,18.863,18.635,18.446,18.379,18.392,18.445,19.002,20.341,21.715,22.137,21.971,21.609,21.722,22.298,22.609,22.637,22.571,22.434,22.507,22.169,22.128,22.066,22.812,22.839,23.160,23.061,23.183,23.467,23.414,22.818,22.915,24.754,27.104,29.062,29.323,28.767,27.974,26.757,25.521,24.021,22.961,22.001,21.236
sub183,20.204,20.448,20.388,20.290,20.205,20.023,19.957,19.894,19.928,20.014,20.170,20.345,19.870,19.481,19.349,19.277,19.719,21.404,21.660,21.599,21.304,21.138,21.499,21.343,20.965,20.561,20.758,22.222,22.352,22.311,22.442,22.773,22.757,22.580,21.886,20.803,21.372,22.298,23.020,22.989,22.258,22.171,22.125,21.868,21.558,21.340,20.922,20.533
sub184,20.171,19.500,18.937,18.496,18.045,17.693,17.326,17.094,16.956,17.103,17.571,19.054,20.532,20.842,20.451,20.450,20.152,20.511,20.663,20.994,21.329,21.722,22.045,22.270,22.015,21.799,21.943,22.625,22.903,22.931,22.721,22.582,22.323,22.102,21.808,21.843,23.350,25.880,27.942,28.283,27.755,26.942,25.846,24.608,23.359,22.639,22.127,21.045
sub185,19.23671293,19.03156398,18.85271347,18.70012598,18.53992858,18.43211566,18.30172079,18.21018953,18.40178222,18.42921328,18.85299663,19.52928731,19.63791432,19.37772628,18.64894493,18.51798373,18.49303032,19.07166643,19.49311371,19.70987218,19.80894256,19.86522048,19.95912319,19.80494264,19.5725399,19.43343788,19.47495612,19.95883663,20.20451334,20.1157811,20.03196593,19.92185235,19.83993791,19.58460957,19.25175577,18.91868959,19.20482211,20.45720047,21.37,21.22279254,21.02762496,20.86293241,20.66861431,20.45452009,20.03493911,19.80777453,19.68590982,19.56372657
sub186,18.247,17.568,16.997,16.468,16.091,15.970,15.685,15.573,15.349,15.401,15.846,16.915,18.179,18.249,17.589,16.822,16.388,16.674,16.966,17.322,17.440,17.779,17.944,18.084,17.215,16.865,17.278,18.463,18.761,19.172,18.846,18.717,18.189,17.252,15.919,16.047,18.288,22.123,25.787,27.307,27.565,27.332,26.294,25.110,22.921,21.711,20.379,19.175
sub187,12.260,11.949,11.663,11.539,11.345,11.325,11.241,11.176,11.121,11.271,11.652,12.653,13.466,13.492,12.739,12.127,11.417,11.255,11.431,11.558,11.782,11.937,12.073,12.134,11.971,11.853,12.089,12.584,12.769,12.751,12.741,12.628,12.488,12.294,12.483,13.052,14.669,17.062,19.154,19.940,19.810,18.978,17.821,16.571,15.134,14.202,13.370,12.739
sub188,23.088,22.297,21.712,21.130,20.672,20.251,19.882,19.784,19.701,19.956,20.671,22.359,23.761,23.763,22.392,21.814,21.870,22.858,23.808,24.274,24.872,25.524,25.804,25.945,25.118,25.061,25.791,27.129,27.564,27.350,26.916,26.590,26.380,25.865,24.542,24.170,25.512,27.718,29.694,30.548,30.533,30.550,29.941,28.850,27.616,26.543,25.502,24.341
sub189, 25.79 , 25.34 , 25.02 , 25.01 , 24.72 , 24.48 , 24.28 , 24.05 , 23.96 , 24.01 , 24.17 , 24.45 , 24.38 , 24.15 , 23.60 , 23.40 , 24.67 , 27.86 , 28.68 , 28.73 , 28.58 , 28.79 , 28.51 , 28.12 , 26.07 , 25.38 , 26.68 , 29.43 , 29.98 , 30.00 , 30.00 , 30.32 , 30.15 , 29.63 , 27.44 , 27.68 , 28.54 , 29.65 , 30.17 , 30.13 , 29.29 , 29.43 , 29.06 , 28.70 , 28.17 , 28.12 , 27.34 , 26.66 
sub190,13.592,13.154,12.761,12.498,12.294,12.148,12.096,12.123,12.284,12.982,14.383,16.817,19.424,19.976,19.071,18.829,19.654,21.261,22.000,22.594,22.796,23.054,23.187,23.237,22.729,22.245,22.234,22.909,23.052,23.094,22.850,22.787,22.983,22.620,20.419,18.889,19.410,21.164,23.139,23.432,22.742,21.645,20.269,18.779,17.342,16.017,14.909,14.127
sub191,28.246,27.473,27.050,26.525,26.044,25.909,25.619,25.544,25.814,26.703,28.389,32.016,35.249,35.615,33.868,31.885,30.920,32.098,33.056,33.803,34.667,35.507,36.071,36.408,35.758,35.213,35.390,36.419,36.120,36.282,35.963,35.883,35.757,35.912,35.734,36.960,40.180,44.170,44.623,43.251,41.560,39.563,37.159,34.933,32.641,31.937,30.167,29.154
sub192,21.051,20.368,20.036,19.721,19.315,19.156,19.010,18.937,19.215,20.278,22.175,26.167,27.938,26.293,23.588,21.645,20.698,20.687,20.778,20.867,20.966,20.958,21.211,21.385,21.167,21.002,21.348,21.814,22.127,22.399,22.526,22.790,23.340,24.104,24.257,24.886,27.359,30.762,32.476,32.077,31.213,29.823,28.163,26.511,24.768,23.903,22.399,21.694
sub193,42.866,41.979,41.236,40.510,39.742,39.211,38.590,37.969,37.493,37.274,37.548,38.475,38.377,37.062,35.485,34.205,33.949,35.839,36.633,37.185,37.434,37.533,37.770,37.737,36.873,36.409,37.433,39.439,40.168,40.759,40.608,40.817,40.932,40.694,39.747,40.050,43.649,49.216,53.275,54.397,54.241,53.634,51.988,50.096,48.177,47.187,45.866,44.299
sub194, 31.99 , 30.89 , 30.54 , 30.50 , 30.02 , 29.65 , 29.24 , 28.93 , 28.55 , 28.46 , 28.32 , 28.98 , 29.31 , 28.54 , 26.55 , 25.51 , 27.76 , 30.41 , 31.29 , 31.72 , 31.71 , 31.91 , 32.04 , 31.66 , 29.80 , 29.59 , 31.25 , 33.52 , 34.21 , 34.61 , 34.67 , 34.69 , 34.47 , 33.83 , 31.19 , 31.17 , 32.80 , 34.48 , 35.09 , 35.13 , 35.14 , 35.79 , 36.14 , 35.97 , 35.57 , 35.10 , 34.16 , 33.25 
