date,hour,load_kW,demand(kWh),supply(kWh),Wind,Condition,humidity(%),temperature(°C),dew_point(°C),time_idx,group,wind_direction,weather_condition,hour_group,holiday,weekend,workday
2022-01-01,6,7.37,5.47,0.0,NW,Fair,83.0,20.0,17.22,0,a,11,0.0,0,0,0,0
2022-01-01,7,9.21,4.66,0.0,VAR,Fair,88.0,18.89,17.22,1,a,0,0.0,0,0,0,0
2022-01-01,8,5.67,2.72,0.13,VAR,Fair,65.0,23.89,17.22,2,a,0,0.0,0,0,0,0
2022-01-01,9,17.84,0.26,3.01,ENE,Fair,57.0,25.0,16.11,3,a,2,0.0,0,0,0,0
2022-01-01,10,28.99,0.0,9.71,E,Fair,48.0,27.22,15.0,4,a,12,0.0,0,0,0,0
2022-01-01,11,32.47,0.0,13.11,VAR,Fair,42.0,27.78,13.89,5,a,0,0.0,0,0,0,0
2022-01-01,12,37.32,0.0,14.64,SE,Fair,42.0,28.89,15.0,6,a,4,0.0,0,0,0,0
2022-01-01,13,32.76,0.0,14.17,SE,Fair,40.0,28.89,13.89,7,a,4,0.0,1,0,0,0
2022-01-01,14,29.32,0.03,12.73,W,Fair,35.0,31.11,13.89,8,a,7,0.0,1,0,0,0
2022-01-01,15,23.34,0.01,9.97,SSW,Fair,38.0,31.11,15.0,9,a,16,0.0,1,0,0,0
2022-01-01,16,10.63,0.02,4.82,W,Fair,38.0,31.11,15.0,10,a,7,0.0,1,0,0,0
2022-01-01,17,9.11,2.31,0.57,W,Fair,40.0,30.0,15.0,11,a,7,0.0,1,0,0,0
2022-01-01,18,0.0,5.56,0.0,W,Fair,51.0,27.78,17.22,12,a,7,0.0,1,0,0,0
2022-01-01,19,4.02,7.15,0.0,W,Fair,54.0,27.22,17.22,13,a,7,0.0,1,0,0,0
2022-01-01,20,7.08,6.73,0.0,VAR,Fair,65.0,25.0,17.78,14,a,0,0.0,1,0,0,0
2022-02-01,6,5.85,5.34,0.0,VAR,Fair,78.0,20.0,16.11,15,a,0,0.0,0,1,1,1
2022-02-01,7,6.55,4.41,0.0,VAR,Fair,83.0,18.89,16.11,16,a,0,0.0,0,1,1,1
2022-02-01,8,7.27,2.71,0.18,VAR,Fair,69.0,22.22,16.11,17,a,0,0.0,0,1,1,1
2022-02-01,9,17.75,0.11,2.74,E,Fair,57.0,25.0,16.11,18,a,12,0.0,0,1,1,1
2022-02-01,10,29.84,0.0,9.55,E,Fair,51.0,26.11,15.0,19,a,12,0.0,0,1,1,1
2022-02-01,11,32.38,0.0,13.39,VAR,Fair,42.0,27.78,13.89,20,a,0,0.0,0,1,1,1
2022-02-01,12,33.49,0.0,15.06,VAR,Fair,40.0,28.89,13.89,21,a,0,0.0,0,1,1,1
2022-02-01,13,35.67,0.0,14.35,VAR,Fair,37.0,30.0,13.89,22,a,0,0.0,1,1,1,1
2022-02-01,14,28.65,0.04,13.46,SW,Fair,35.0,31.11,13.89,23,a,14,0.0,1,1,1,1
2022-02-01,15,19.75,0.73,6.9,VAR,Fair,40.0,30.0,15.0,24,a,0,0.0,1,1,1,1
2022-02-01,16,8.52,0.06,4.7,W,Fair,40.0,30.0,15.0,25,a,7,0.0,1,1,1,1
2022-02-01,17,5.99,1.47,0.6,WSW,Fair,42.0,28.89,15.0,26,a,6,0.0,1,1,1,1
2022-02-01,18,0.0,5.13,0.0,WNW,Fair,48.0,27.78,16.11,27,a,5,0.0,1,1,1,1
2022-02-01,19,4.68,6.32,0.0,W,Fair,57.0,26.11,17.22,28,a,7,0.0,1,1,1,1
2022-02-01,20,6.77,6.48,0.0,NW,Fair,69.0,23.89,17.78,29,a,11,0.0,1,1,1,1
2022-03-01,6,6.29,5.42,0.0,VAR,Fair,78.0,20.0,16.11,30,a,0,0.0,0,1,1,1
2022-03-01,7,0.0,5.14,0.0,VAR,Fair,83.0,18.89,16.11,31,a,0,0.0,0,1,1,1
2022-03-01,8,5.82,4.21,0.03,NNW,Fair,73.0,22.22,17.22,32,a,8,0.0,0,1,1,1
2022-03-01,9,17.89,0.26,2.36,VAR,Fair,61.0,23.89,16.11,33,a,0,0.0,0,1,1,1
2022-03-01,10,27.74,0.0,8.85,E,Fair,51.0,27.22,16.11,34,a,12,0.0,0,1,1,1
2022-03-01,11,30.39,0.0,12.82,VAR,Fair,45.0,27.78,15.0,35,a,0,0.0,0,1,1,1
2022-03-01,12,33.99,0.0,9.53,W,Fair,45.0,28.89,16.11,36,a,7,0.0,0,1,1,1
2022-03-01,13,31.99,0.0,10.35,NW,Fair,45.0,28.89,16.11,37,a,11,0.0,1,1,1,1
2022-03-01,14,34.07,0.0,11.97,NW,Fair,43.0,30.0,16.11,38,a,11,0.0,1,1,1,1
2022-03-01,15,20.54,0.0,8.87,W,Fair,43.0,30.0,16.11,39,a,7,0.0,1,1,1,1
2022-03-01,16,10.85,0.07,4.54,WNW,Fair,45.0,30.0,17.22,40,a,5,0.0,1,1,1,1
2022-03-01,17,6.49,2.21,0.73,W,Fair,48.0,28.89,17.22,41,a,7,0.0,1,1,1,1
2022-03-01,18,5.97,5.32,0.0,W,Fair,54.0,27.22,17.22,42,a,7,0.0,1,1,1,1
2022-03-01,19,7.36,7.16,0.0,N,Fair,61.0,25.0,17.22,43,a,10,0.0,1,1,1,1
2022-03-01,20,11.23,8.66,0.0,N,Fair,69.0,23.89,17.78,44,a,10,0.0,1,1,1,1
2022-04-01,6,5.18,5.57,0.0,NW,Fair,88.0,20.0,17.78,45,a,11,0.0,0,1,1,1
2022-04-01,7,3.56,5.11,0.0,VAR,Fair,94.0,18.89,17.78,46,a,0,0.0,0,1,1,1
2022-04-01,8,6.44,4.85,0.0,VAR,Fair,88.0,21.11,18.89,47,a,0,0.0,0,1,1,1
2022-04-01,9,8.51,3.54,0.12,VAR,Fair,73.0,22.78,17.78,48,a,0,0.0,0,1,1,1
2022-04-01,10,30.5,1.67,2.22,VAR,Fair,65.0,25.0,17.78,49,a,0,0.0,0,1,1,1
2022-04-01,11,21.69,0.16,7.72,VAR,Fair,48.0,27.78,16.11,50,a,0,0.0,0,1,1,1
2022-04-01,12,34.22,0.28,7.16,VAR,Fair,45.0,28.89,16.11,51,a,0,0.0,0,1,1,1
2022-04-01,13,36.69,0.0,9.68,VAR,Fair,43.0,30.0,16.11,52,a,0,0.0,1,1,1,1
2022-04-01,14,28.42,2.6,2.23,VAR,Fair,43.0,30.0,16.11,53,a,0,0.0,1,1,1,1
2022-04-01,15,28.61,13.54,0.0,WSW,Fair,46.0,31.11,17.78,54,a,6,0.0,1,1,1,1
2022-04-01,16,27.33,17.48,0.0,SW,Fair,45.0,30.0,17.22,55,a,14,0.0,1,1,1,1
2022-04-01,17,24.65,20.9,0.0,WSW,Fair,45.0,30.0,17.22,56,a,6,0.0,1,1,1,1
2022-04-01,18,12.79,17.08,0.0,WNW,Fair,51.0,27.78,17.22,57,a,5,0.0,1,1,1,1
2022-04-01,19,10.46,13.84,0.0,S,Fair,69.0,25.0,18.89,58,a,17,0.0,1,1,1,1
2022-04-01,20,6.45,9.17,0.0,SE,Fair,73.0,23.89,18.89,59,a,4,0.0,1,1,1,1
2022-04-01,21,6.87,6.49,0.0,ESE,Fair,78.0,23.89,20.0,60,a,1,0.0,1,1,1,1
2022-04-01,22,6.44,6.39,0.0,CALM,Fair,83.0,22.78,20.0,61,a,9,0.0,1,1,1,1
2022-05-01,11,28.11,0.03,2.03,W,Fair,48.0,30.0,17.78,62,a,7,0.0,0,0,0,0
2022-05-01,12,21.17,0.04,4.42,W,Fair,46.0,31.11,17.78,63,a,7,0.0,0,0,0,0
2022-05-01,13,29.87,2.93,2.14,SSE,Fair,48.0,30.0,17.78,64,a,13,0.0,1,0,0,0
2022-05-01,14,31.3,16.82,0.03,SSW,Fair,46.0,31.11,17.78,65,a,16,0.0,1,0,0,0
2022-05-01,15,39.57,24.54,0.0,W,Fair,43.0,32.22,17.78,66,a,7,0.0,1,0,0,0
2022-05-01,16,39.16,31.31,0.0,W,Fair,46.0,31.11,17.78,67,a,7,0.0,1,0,0,0
2022-05-01,17,21.61,23.44,0.0,W,Fair,46.0,31.11,17.78,68,a,7,0.0,1,0,0,0
2022-05-01,18,0.0,19.61,0.0,VAR,Fair,54.0,27.78,17.78,69,a,0,0.0,1,0,0,0
2022-05-01,19,11.26,13.69,0.0,VAR,Fair,74.0,25.0,20.0,70,a,0,0.0,1,0,0,0
2022-05-01,20,10.38,9.53,0.0,NW,Fair,78.0,23.89,20.0,71,a,11,0.0,1,0,0,0
2022-06-01,6,6.4,1.87,0.0,VAR,Fair,94.0,18.89,17.78,72,a,0,0.0,0,1,1,1
2022-06-01,7,3.15,5.2,0.0,VAR,Fair,94.0,18.89,17.78,73,a,0,0.0,0,1,1,1
2022-06-01,8,7.21,3.95,0.0,VAR,Fair,83.0,21.11,17.78,74,a,0,0.0,0,1,1,1
2022-06-01,9,11.78,1.89,0.55,N,Fair,65.0,23.89,17.22,75,a,10,0.0,0,1,1,1
2022-06-01,10,19.24,0.14,3.98,VAR,Fair,58.0,27.22,17.78,76,a,0,0.0,0,1,1,1
2022-06-01,11,27.26,0.0,5.19,VAR,Fair,51.0,28.89,17.78,77,a,0,0.0,0,1,1,1
2022-06-01,12,27.43,0.01,6.0,VAR,Fair,45.0,30.0,17.22,78,a,0,0.0,0,1,1,1
2022-06-01,14,29.73,0.75,0.0,VAR,Fair,43.0,32.22,17.78,79,a,0,0.0,1,1,1,1
2022-06-01,15,32.0,13.17,0.0,VAR,Fair,40.0,32.22,17.22,80,a,0,0.0,1,1,1,1
2022-06-01,16,21.06,19.19,0.0,W,Fair,40.0,32.22,17.22,81,a,7,0.0,1,1,1,1
2022-06-01,17,17.24,21.31,0.0,W,Fair,43.0,32.22,17.78,82,a,7,0.0,1,1,1,1
2022-06-01,19,8.76,13.23,0.0,VAR,Fair,61.0,27.22,18.89,83,a,0,0.0,1,1,1,1
2022-06-01,20,12.62,8.74,0.0,CALM,Fair,74.0,25.0,20.0,84,a,9,0.0,1,1,1,1
2022-07-01,6,4.21,5.49,0.0,NW,Fair,88.0,21.11,18.89,85,a,11,0.0,0,1,1,1
2022-07-01,7,6.65,5.22,0.0,VAR,Fair,94.0,20.0,18.89,86,a,0,0.0,0,1,1,1
2022-07-01,8,6.68,4.37,0.01,VAR,Fair,83.0,22.78,20.0,87,a,0,0.0,0,1,1,1
2022-07-01,9,11.65,1.81,0.79,NNW,Fair,69.0,25.0,18.89,88,a,8,0.0,0,1,1,1
2022-07-01,10,21.4,0.06,4.69,VAR,Fair,58.0,27.22,17.78,89,a,0,0.0,0,1,1,1
2022-07-01,11,19.81,0.0,6.95,VAR,Fair,48.0,28.89,17.22,90,a,0,0.0,0,1,1,1
2022-07-01,12,21.42,1.24,2.08,SW,Fair,43.0,30.0,16.11,91,a,14,0.0,0,1,1,1
2022-07-01,13,24.8,3.79,0.82,WSW,Fair,45.0,30.0,17.22,92,a,6,0.0,1,1,1,1
2022-07-01,14,37.3,13.77,0.32,WSW,Fair,40.0,32.22,17.22,93,a,6,0.0,1,1,1,1
2022-07-01,15,32.22,20.27,0.0,WSW,Fair,46.0,31.11,17.78,94,a,6,0.0,1,1,1,1
2022-07-01,16,18.64,19.66,0.0,WSW,Fair,40.0,32.22,17.22,95,a,6,0.0,1,1,1,1
2022-07-01,17,20.33,17.55,0.0,W,Fair,46.0,31.11,17.78,96,a,7,0.0,1,1,1,1
2022-07-01,18,0.0,16.75,0.0,VAR,Fair,51.0,28.89,17.78,97,a,0,0.0,1,1,1,1
2022-07-01,19,10.86,10.38,0.0,NW,Fair,65.0,26.11,18.89,98,a,11,0.0,1,1,1,1
2022-07-01,20,6.18,9.12,0.0,CALM,Fair,74.0,25.0,20.0,99,a,9,0.0,1,1,1,1
2022-08-01,6,3.55,5.73,0.0,E,Fair,94.0,20.0,18.89,100,a,12,0.0,0,1,1,1
2022-08-01,7,5.47,5.27,0.0,CALM,Fair,83.0,21.11,17.78,101,a,9,0.0,0,1,1,1
2022-08-01,8,7.19,3.8,0.01,VAR,Fair,83.0,22.22,18.89,102,a,0,0.0,0,1,1,1
2022-08-01,9,12.22,0.62,1.79,VAR,Fair,65.0,25.0,17.78,103,a,0,0.0,0,1,1,1
2022-08-01,10,25.29,0.0,6.53,VAR,Fair,54.0,27.22,17.22,104,a,0,0.0,0,1,1,1
2022-08-01,11,29.66,0.0,6.23,S,Fair,45.0,28.89,16.11,105,a,17,0.0,0,1,1,1
2022-08-01,12,23.59,0.0,6.15,S,Fair,48.0,30.0,17.78,106,a,17,0.0,0,1,1,1
2022-08-01,13,26.27,0.02,5.67,SSW,Fair,43.0,31.11,17.22,107,a,16,0.0,1,1,1,1
2022-08-01,14,26.74,1.1,3.05,VAR,Fair,40.0,31.11,16.11,108,a,0,0.0,1,1,1,1
2022-08-01,15,15.31,5.4,0.03,WSW,Fair,38.0,31.11,15.0,109,a,6,0.0,1,1,1,1
2022-08-01,16,17.02,5.02,0.04,W,Fair,33.0,32.22,13.89,110,a,7,0.0,1,1,1,1
2022-08-01,17,9.18,7.13,0.0,W,Fair,35.0,31.11,13.89,111,a,7,0.0,1,1,1,1
2022-08-01,18,0.0,8.98,0.0,NNW,Fair,54.0,27.78,17.78,112,a,8,0.0,1,1,1,1
2022-08-01,19,13.46,11.0,0.0,VAR,Fair,65.0,26.11,18.89,113,a,0,0.0,1,1,1,1
2022-08-01,20,4.77,9.81,0.0,CALM,Fair,69.0,25.0,18.89,114,a,9,0.0,1,1,1,1
2022-09-01,6,5.82,5.9,0.0,ENE,Fair,94.0,18.89,17.78,115,a,2,0.0,0,1,1,1
2022-09-01,7,7.0,4.85,0.0,VAR,Fair,94.0,18.89,17.78,116,a,0,0.0,0,1,1,1
2022-09-01,8,5.51,3.05,0.03,VAR,Fair,83.0,22.22,18.89,117,a,0,0.0,0,1,1,1
2022-09-01,9,14.79,0.28,2.25,VAR,Fair,73.0,23.89,18.89,118,a,0,0.0,0,1,1,1
2022-09-01,10,24.62,0.0,6.43,E,Fair,58.0,27.22,17.78,119,a,12,0.0,0,1,1,1
2022-09-01,11,23.57,0.0,6.37,VAR,Fair,51.0,28.89,17.78,120,a,0,0.0,0,1,1,1
2022-09-01,12,26.27,0.02,5.44,SW,Fair,48.0,30.0,17.78,121,a,14,0.0,0,1,1,1
2022-09-01,13,23.81,0.02,4.38,VAR,Fair,43.0,31.11,17.22,122,a,0,0.0,1,1,1,1
2022-09-01,14,21.36,0.26,3.47,WSW,Fair,38.0,32.22,16.11,123,a,6,0.0,1,1,1,1
2022-09-01,15,16.94,1.04,1.19,W,Fair,40.0,32.22,17.22,124,a,7,0.0,1,1,1,1
2022-09-01,16,13.14,3.32,0.14,W,Fair,38.0,32.22,16.11,125,a,7,0.0,1,1,1,1
2022-09-01,17,9.07,6.28,0.0,W,Fair,40.0,31.11,16.11,126,a,7,0.0,1,1,1,1
2022-09-01,18,0.0,10.08,0.0,W,Fair,45.0,28.89,16.11,127,a,7,0.0,1,1,1,1
2022-09-01,19,11.81,11.63,0.0,WNW,Fair,57.0,26.11,17.22,128,a,5,0.0,1,1,1,1
2022-09-01,20,10.84,10.65,0.0,CALM,Fair,65.0,25.0,17.78,129,a,9,0.0,1,1,1,1
2022-10-01,6,5.5,5.78,0.0,VAR,Fair,94.0,20.0,18.89,130,a,0,0.0,0,1,0,0
2022-10-01,7,2.7,4.78,0.0,NNW,Fair,94.0,20.0,18.89,131,a,8,0.0,0,1,0,0
2022-10-01,8,5.51,4.69,0.0,VAR,Fair,83.0,22.22,18.89,132,a,0,0.0,0,1,0,0
2022-10-01,9,13.89,6.16,0.02,VAR,Fair,69.0,25.0,18.89,133,a,0,0.0,0,1,0,0
2022-10-01,10,18.46,4.77,0.36,VAR,Fair,58.0,27.78,18.89,134,a,0,0.0,0,1,0,0
2022-10-01,11,19.75,1.73,1.46,VAR,Fair,48.0,30.0,17.78,135,a,0,0.0,0,1,0,0
2022-10-01,12,22.77,2.55,1.26,S,Fair,48.0,30.0,17.78,136,a,17,0.0,0,1,0,0
2022-10-01,13,34.39,10.34,0.02,S,Fair,40.0,32.22,17.22,137,a,17,0.0,1,1,0,0
2022-10-01,14,45.46,20.95,0.0,SW,Fair,40.0,32.22,17.22,138,a,14,0.0,1,1,0,0
2022-10-01,15,40.64,28.46,0.0,S,Fair,34.0,32.78,15.0,139,a,17,0.0,1,1,0,0
2022-10-01,16,32.02,29.42,0.0,S,Fair,36.0,32.78,16.11,140,a,17,0.0,1,1,0,0
2022-10-01,17,27.85,27.64,0.0,SSE,Fair,40.0,32.22,17.22,141,a,13,0.0,1,1,0,0
2022-10-01,18,0.0,23.05,0.0,E,Fair,51.0,28.89,17.78,142,a,12,0.0,1,1,0,0
2022-10-01,19,17.96,19.73,0.0,CALM,Fair,61.0,26.11,17.78,143,a,9,0.0,1,1,0,0
2022-10-01,20,16.35,14.82,0.0,N,Fair,73.0,23.89,18.89,144,a,10,0.0,1,1,0,0
2022-11-01,6,4.2,5.94,0.0,VAR,Fair,100.0,17.78,17.78,145,a,0,0.0,0,1,1,1
2022-11-01,7,3.64,5.62,0.0,E,Fair,100.0,17.78,17.78,146,a,12,0.0,0,1,1,1
2022-11-01,8,7.54,4.38,0.0,VAR,Fair,83.0,21.11,17.78,147,a,0,0.0,0,1,1,1
2022-11-01,9,21.82,3.87,0.04,VAR,Fair,69.0,23.89,17.78,148,a,0,0.0,0,1,1,1
2022-11-01,12,23.05,2.12,0.17,S,Fair,43.0,31.11,17.22,149,a,17,0.0,0,1,1,1
2022-11-01,13,25.06,5.22,0.71,VAR,Fair,40.0,31.11,16.11,150,a,0,0.0,1,1,1,1
2022-11-01,14,30.43,8.5,0.0,S,Fair,38.0,32.22,16.11,151,a,17,0.0,1,1,1,1
2022-11-01,15,26.9,13.38,0.0,SSW,Fair,38.0,32.22,16.11,152,a,16,0.0,1,1,1,1
2022-11-01,16,27.77,18.17,0.0,SSW,Fair,31.0,32.78,13.89,153,a,16,0.0,1,1,1,1
2022-11-01,17,13.4,20.97,0.0,S,Fair,36.0,32.22,15.0,154,a,17,0.0,1,1,1,1
2022-11-01,18,0.83,12.09,0.0,VAR,Fair,48.0,28.89,17.22,155,a,0,0.0,1,1,1,1
2022-11-01,19,10.51,12.46,0.0,NNW,Fair,58.0,27.22,17.78,156,a,8,0.0,1,1,1,1
2022-11-01,20,12.14,10.27,0.0,CALM,Fair,69.0,25.0,18.89,157,a,9,0.0,1,1,1,1
2022-12-01,6,7.54,5.95,0.0,VAR,Fair,88.0,20.0,17.78,158,a,0,0.0,0,1,1,1
2022-12-01,7,0.0,5.6,0.0,NE,Fair,88.0,20.0,17.78,159,a,3,0.0,0,1,1,1
2022-12-01,8,5.03,4.73,0.0,CALM,Fair,83.0,22.78,20.0,160,a,9,0.0,0,1,1,1
2022-12-01,9,15.69,8.93,0.01,VAR,Fair,65.0,25.0,17.78,161,a,0,0.0,0,1,1,1
2022-12-01,10,24.6,6.21,0.07,E,Fair,54.0,27.22,17.22,162,a,12,0.0,0,1,1,1
2022-12-01,11,23.96,4.43,0.55,SSE,Fair,51.0,28.89,17.78,163,a,13,0.0,0,1,1,1
2022-12-01,12,29.2,5.86,0.03,SSW,Fair,46.0,31.11,17.78,164,a,16,0.0,0,1,1,1
2022-12-01,13,22.67,6.17,0.0,VAR,Fair,46.0,31.11,17.78,165,a,0,0.0,1,1,1,1
2022-12-01,14,32.5,12.64,0.0,SSW,Fair,40.0,32.22,17.22,166,a,16,0.0,1,1,1,1
2022-12-01,15,28.83,17.61,0.0,S,Fair,40.0,32.22,17.22,167,a,17,0.0,1,1,1,1
2022-12-01,16,29.31,18.62,0.0,SSW,Fair,38.0,32.22,16.11,168,a,16,0.0,1,1,1,1
2022-12-01,17,21.43,22.82,0.0,WSW,Fair,33.0,32.22,13.89,169,a,6,0.0,1,1,1,1
2022-12-01,18,0.0,17.08,0.0,VAR,Fair,45.0,28.89,16.11,170,a,0,0.0,1,1,1,1
2022-12-01,19,7.72,12.92,0.0,NW,Fair,61.0,26.11,17.78,171,a,11,0.0,1,1,1,1
2022-12-01,20,11.13,10.36,0.0,E,Fair,65.0,25.0,17.78,172,a,12,0.0,1,1,1,1
2022-01-13,6,2.87,5.74,0.0,CALM,Fair,83.0,20.0,17.22,173,a,9,0.0,0,1,1,1
2022-01-13,7,3.02,4.84,0.0,WNW,Shallow Fog,94.0,18.89,17.78,174,a,5,1.0,0,1,1,1
2022-01-13,8,11.11,4.41,0.0,NW,Fair,88.0,22.78,21.11,175,a,11,0.0,0,1,1,1
2022-01-13,9,10.67,2.71,0.33,NNW,Fair,65.0,25.0,17.78,176,a,8,0.0,0,1,1,1
2022-01-13,10,18.25,5.99,0.15,N,Fair,54.0,27.22,17.22,177,a,10,0.0,0,1,1,1
2022-01-13,11,33.36,12.91,0.06,W,Fair,48.0,28.89,17.22,178,a,7,0.0,0,1,1,1
2022-01-13,12,42.55,13.89,0.0,SW,Fair,43.0,30.0,16.11,179,a,14,0.0,0,1,1,1
2022-01-13,13,36.26,13.47,0.0,SW,Fair,36.0,32.22,15.0,180,a,14,0.0,1,1,1,1
2022-01-13,14,45.03,16.68,0.0,SW,Fair,36.0,32.22,15.0,181,a,14,0.0,1,1,1,1
2022-01-13,15,32.94,24.41,0.0,WSW,Fair,33.0,32.22,13.89,182,a,6,0.0,1,1,1,1
2022-01-13,16,32.58,23.46,0.0,SW,Fair,31.0,32.22,12.78,183,a,14,0.0,1,1,1,1
2022-01-13,17,20.29,23.83,0.0,WSW,Fair,33.0,31.11,12.78,184,a,6,0.0,1,1,1,1
2022-01-13,18,0.0,19.4,0.0,VAR,Fair,48.0,28.89,17.22,185,a,0,0.0,1,1,1,1
2022-01-13,19,7.25,11.72,0.0,CALM,Fair,57.0,26.11,17.22,186,a,9,0.0,1,1,1,1
2022-01-13,20,5.31,9.69,0.0,VAR,Fair,61.0,25.0,17.22,187,a,0,0.0,1,1,1,1
2022-01-14,6,5.95,5.56,0.0,VAR,Fair,88.0,20.0,17.78,188,a,0,0.0,0,1,1,1
2022-01-14,7,4.81,4.78,0.0,VAR,Fair,94.0,18.89,17.78,189,a,0,0.0,0,1,1,1
2022-01-14,8,7.11,4.2,0.0,CALM,Fair,78.0,22.78,18.89,190,a,9,0.0,0,1,1,1
2022-01-14,10,22.49,2.63,0.55,SE,Fair,48.0,27.78,16.11,191,a,4,0.0,0,1,1,1
2022-01-14,11,24.19,0.91,2.26,SE,Fair,45.0,28.89,16.11,192,a,4,0.0,0,1,1,1
2022-01-14,12,25.66,0.44,1.4,VAR,Fair,40.0,30.0,15.0,193,a,0,0.0,0,1,1,1
2022-01-14,13,23.27,1.08,0.82,S,Fair,38.0,31.11,15.0,194,a,17,0.0,1,1,1,1
2022-01-14,14,21.95,2.04,0.46,SSW,Fair,31.0,32.22,12.78,195,a,16,0.0,1,1,1,1
2022-01-14,15,21.93,6.52,0.0,S,Fair,33.0,32.22,13.89,196,a,17,0.0,1,1,1,1
2022-01-14,16,22.81,12.51,0.0,SSW,Fair,36.0,32.22,15.0,197,a,16,0.0,1,1,1,1
2022-01-14,17,25.52,19.94,0.0,SSW,Fair,38.0,31.11,15.0,198,a,16,0.0,1,1,1,1
2022-01-14,18,1.8,16.27,0.0,VAR,Fair,48.0,28.89,17.22,199,a,0,0.0,1,1,1,1
2022-01-14,19,11.37,12.04,0.0,CALM,Fair,57.0,26.11,17.22,200,a,9,0.0,1,1,1,1
2022-01-14,20,9.42,10.67,0.0,CALM,Fair,61.0,25.0,17.22,201,a,9,0.0,1,1,1,1
2022-01-15,6,3.47,5.7,0.0,VAR,Fair,83.0,21.11,17.78,202,a,0,0.0,0,1,0,0
2022-01-15,7,4.98,4.83,0.0,CALM,Partial Fog,88.0,20.0,17.78,203,a,9,2.0,0,1,0,0
2022-01-15,8,4.05,3.95,0.01,NW,Fair,83.0,22.78,20.0,204,a,11,0.0,0,1,0,0
2022-01-15,9,11.18,2.56,0.33,VAR,Fair,65.0,25.0,17.78,205,a,0,0.0,0,1,0,0
2022-01-15,10,24.37,0.01,5.79,SSW,Fair,54.0,27.22,17.22,206,a,16,0.0,0,1,0,0
2022-01-15,11,34.71,0.0,9.88,VAR,Fair,48.0,28.89,17.22,207,a,0,0.0,0,1,0,0
2022-01-15,14,31.43,0.0,7.98,SW,Fair,40.0,31.11,16.11,208,a,14,0.0,1,1,0,0
2022-01-15,15,16.49,0.02,4.6,SSW,Fair,36.0,32.22,15.0,209,a,16,0.0,1,1,0,0
2022-01-15,16,8.68,1.65,0.88,SSW,Fair,38.0,31.11,15.0,210,a,16,0.0,1,1,0,0
2022-01-15,17,10.38,6.72,0.0,WSW,Fair,40.0,31.11,16.11,211,a,6,0.0,1,1,0,0
2022-01-15,18,0.0,11.05,0.0,W,Fair,45.0,30.0,17.22,212,a,7,0.0,1,1,0,0
2022-01-15,19,9.05,12.82,0.0,CALM,Fair,61.0,26.11,17.78,213,a,9,0.0,1,1,0,0
2022-01-15,20,6.66,10.78,0.0,CALM,Fair,65.0,25.0,17.78,214,a,9,0.0,1,1,0,0
2022-01-16,6,3.03,5.94,0.0,N,Fair,88.0,20.0,17.78,215,a,10,0.0,0,1,0,0
2022-01-16,7,5.1,4.84,0.0,VAR,Shallow Fog,94.0,20.0,18.89,216,a,0,1.0,0,1,0,0
2022-01-16,8,5.87,3.35,0.0,VAR,Fair,88.0,22.22,20.0,217,a,0,0.0,0,1,0,0
2022-01-16,9,13.61,1.21,1.11,VAR,Fair,69.0,25.0,18.89,218,a,0,0.0,0,1,0,0
2022-01-16,10,26.18,0.01,6.47,VAR,Fair,61.0,27.22,18.89,219,a,0,0.0,0,1,0,0
2022-01-16,11,33.55,0.0,11.19,SSE,Fair,51.0,28.89,17.78,220,a,13,0.0,0,1,0,0
2022-01-16,12,34.73,0.0,9.75,S,Fair,48.0,30.0,17.78,221,a,17,0.0,0,1,0,0
2022-01-16,13,38.11,0.0,10.33,S,Fair,43.0,31.11,17.22,222,a,17,0.0,1,1,0,0
2022-01-16,14,23.68,0.0,8.22,SSE,Fair,36.0,32.22,15.0,223,a,13,0.0,1,1,0,0
2022-01-16,15,16.94,0.06,4.2,S,Fair,38.0,32.22,16.11,224,a,17,0.0,1,1,0,0
2022-01-16,16,12.87,1.36,0.92,SSW,Fair,38.0,32.22,16.11,225,a,16,0.0,1,1,0,0
2022-01-16,17,9.47,5.58,0.03,S,Fair,40.0,31.11,16.11,226,a,17,0.0,1,1,0,0
2022-01-16,18,0.0,10.48,0.0,VAR,Fair,51.0,28.89,17.78,227,a,0,0.0,1,1,0,0
2022-01-16,19,14.33,11.04,0.0,WNW,Fair,61.0,26.11,17.78,228,a,5,0.0,1,1,0,0
2022-01-16,20,8.36,9.77,0.0,VAR,Fair,69.0,25.0,18.89,229,a,0,0.0,1,1,0,0
2022-01-17,6,8.49,6.03,0.0,CALM,Fair,88.0,20.0,17.78,230,a,9,0.0,0,1,1,1
2022-01-17,7,0.0,5.64,0.0,NNW,Mist,88.0,21.11,18.89,231,a,8,3.0,0,1,1,1
2022-01-17,8,9.61,4.69,0.0,VAR,Fair,83.0,22.22,18.89,232,a,0,0.0,0,1,1,1
2022-01-17,9,16.53,6.56,0.0,VAR,Fair,73.0,23.89,18.89,233,a,0,0.0,0,1,1,1
2022-01-17,10,21.52,10.98,0.0,E,Fair,61.0,27.22,18.89,234,a,12,0.0,0,1,1,1
2022-01-17,11,23.31,9.16,0.0,ESE,Fair,51.0,28.89,17.78,235,a,1,0.0,0,1,1,1
2022-01-17,12,36.39,16.34,0.0,SSE,Fair,48.0,30.0,17.78,236,a,13,0.0,0,1,1,1
2022-01-17,13,35.56,18.47,0.0,SSE,Fair,40.0,31.11,16.11,237,a,13,0.0,1,1,1,1
