,level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
227,227,2132,NDIR-SERT,2021-12-20,15,7.39,0.05,NNW,Fair,84.0,52.0,33.0,7.0,0.0,29.7,0.0,64.44444444444444,46.666666666666664
228,228,2136,NDIR-SERT,2021-12-20,16,8.56,0.01,NW,Fair,82.0,54.0,37.0,9.0,0.0,29.7,0.0,63.333333333333336,47.77777777777778
229,229,2148,NDIR-SERT,2021-12-20,17,12.14,0.0,NNW,Fair,81.0,54.0,39.0,7.0,0.0,29.7,0.0,62.77777777777778,47.77777777777778
230,230,2155,NDIR-SERT,2021-12-21,11,42.1,4.32,VAR,Fair,81.0,57.0,45.0,3.0,0.0,29.81,0.0,62.77777777777778,49.44444444444444
231,231,2165,NDIR-SERT,2021-12-21,12,0.02,5.85,NNE,Fair,82.0,55.0,39.0,3.0,0.0,29.78,0.0,63.333333333333336,48.333333333333336
232,232,2174,NDIR-SERT,2021-12-21,13,0.19,6.18,VAR,Fair,82.0,55.0,39.0,5.0,0.0,29.75,0.0,63.333333333333336,48.333333333333336
233,233,2181,NDIR-SERT,2021-12-21,14,1.31,2.53,VAR,Fair,84.0,57.0,40.0,6.0,0.0,29.7,0.0,64.44444444444444,49.44444444444444
234,234,2195,NDIR-SERT,2021-12-21,15,4.14,0.37,VAR,Fair,86.0,57.0,37.0,3.0,0.0,29.7,0.0,65.55555555555556,49.44444444444444
235,235,2200,NDIR-SERT,2021-12-21,16,9.43,0.0,W,Fair,84.0,57.0,40.0,6.0,0.0,29.7,0.0,64.44444444444444,49.44444444444444
236,236,2209,NDIR-SERT,2021-12-21,17,11.85,0.0,W,Fair,82.0,59.0,45.0,6.0,0.0,29.7,0.0,63.333333333333336,50.55555555555556
237,237,2220,NDIR-SERT,2021-12-21,18,10.91,0.0,W,Fair,79.0,59.0,51.0,3.0,0.0,29.73,0.0,61.666666666666664,50.55555555555556
238,238,2228,NDIR-SERT,2021-12-21,19,9.31,0.0,CALM,Fair,68.0,59.0,73.0,0.0,0.0,29.75,0.0,55.55555555555556,50.55555555555556
239,239,2235,NDIR-SERT,2021-12-21,20,7.11,0.0,CALM,Fair,66.0,59.0,78.0,0.0,0.0,29.75,0.0,54.44444444444444,50.55555555555556
248,248,2328,NDIR-SERT,2021-12-23,6,5.61,0.0,NW,Fair,61.0,61.0,100.0,2.0,0.0,29.73,0.0,51.666666666666664,51.666666666666664
249,249,2336,NDIR-SERT,2021-12-23,7,4.87,0.0,N,Fair,61.0,61.0,100.0,1.0,0.0,29.75,0.0,51.666666666666664,51.666666666666664
250,250,2348,NDIR-SERT,2021-12-23,8,4.47,0.0,CALM,Fair,70.0,64.0,83.0,0.0,0.0,29.78,0.0,56.666666666666664,53.333333333333336
251,251,2356,NDIR-SERT,2021-12-23,9,2.33,0.2,VAR,Fair,75.0,63.0,65.0,1.0,0.0,29.81,0.0,59.44444444444444,52.77777777777778
252,252,2362,NDIR-SERT,2021-12-23,10,1.35,1.93,VAR,Fair,81.0,63.0,54.0,2.0,0.0,29.78,0.0,62.77777777777778,52.77777777777778
256,256,2402,NDIR-SERT,2021-12-28,6,5.65,0.0,VAR,Fair,68.0,66.0,94.0,1.0,0.0,29.84,0.0,55.55555555555556,54.44444444444444
257,257,2410,NDIR-SERT,2021-12-28,7,5.44,0.0,VAR,Fair,70.0,64.0,83.0,1.0,0.0,29.87,0.0,56.666666666666664,53.333333333333336
258,258,2416,NDIR-SERT,2021-12-28,8,3.67,0.02,VAR,Fair,75.0,63.0,65.0,2.0,0.0,29.9,0.0,59.44444444444444,52.77777777777778
259,259,2424,NDIR-SERT,2021-12-28,9,3.55,0.01,E,Fair,79.0,63.0,57.0,5.0,0.0,29.93,0.0,61.666666666666664,52.77777777777778
260,260,2436,NDIR-SERT,2021-12-28,10,2.06,1.42,VAR,Fair,81.0,61.0,51.0,2.0,0.0,29.93,0.0,62.77777777777778,51.666666666666664
261,261,2444,NDIR-SERT,2021-12-28,11,6.73,0.0,VAR,Fair,82.0,61.0,48.0,3.0,0.0,29.9,0.0,63.333333333333336,51.666666666666664
262,262,2454,NDIR-SERT,2021-12-28,12,3.9,0.57,VAR,Fair,84.0,63.0,48.0,3.0,0.0,29.87,0.0,64.44444444444444,52.77777777777778
263,263,2461,NDIR-SERT,2021-12-28,13,2.21,0.21,W,Fair,86.0,61.0,43.0,6.0,0.0,29.81,0.0,65.55555555555556,51.666666666666664
264,264,2469,NDIR-SERT,2021-12-28,14,6.16,0.16,WNW,Fair,86.0,63.0,45.0,8.0,0.0,29.78,0.0,65.55555555555556,52.77777777777778
265,265,2483,NDIR-SERT,2021-12-28,15,15.74,0.0,VAR,Fair,86.0,61.0,43.0,6.0,0.0,29.75,0.0,65.55555555555556,51.666666666666664
266,266,2487,NDIR-SERT,2021-12-28,16,24.06,0.0,NW,Fair,88.0,61.0,40.0,6.0,0.0,29.75,0.0,66.66666666666667,51.666666666666664
267,267,2500,NDIR-SERT,2021-12-28,17,27.2,0.0,W,Fair,84.0,64.0,51.0,7.0,0.0,29.75,0.0,64.44444444444444,53.333333333333336
268,268,2510,NDIR-SERT,2021-12-28,18,18.56,0.0,W,Fair,82.0,64.0,54.0,3.0,0.0,29.75,0.0,63.333333333333336,53.333333333333336
269,269,2515,NDIR-SERT,2021-12-28,19,14.22,0.0,SSE,Fair,75.0,66.0,73.0,1.0,0.0,29.78,0.0,59.44444444444444,54.44444444444444
270,270,2525,NDIR-SERT,2021-12-28,20,9.68,0.0,CALM,Fair,73.0,66.0,78.0,0.0,0.0,29.81,0.0,58.333333333333336,54.44444444444444
279,279,2613,NDIR-SERT,2021-12-29,6,6.66,0.0,VAR,Fair,72.0,61.0,69.0,2.0,0.0,29.81,0.0,57.77777777777778,51.666666666666664
280,280,2625,NDIR-SERT,2021-12-29,7,6.2,0.0,VAR,Fair,70.0,64.0,83.0,1.0,0.0,29.84,0.0,56.666666666666664,53.333333333333336
281,281,2632,NDIR-SERT,2021-12-29,8,4.56,0.0,VAR,Fair,75.0,63.0,65.0,2.0,0.0,29.87,0.0,59.44444444444444,52.77777777777778
282,282,2642,NDIR-SERT,2021-12-29,9,4.1,0.09,VAR,Fair,81.0,61.0,51.0,2.0,0.0,29.9,0.0,62.77777777777778,51.666666666666664
283,283,2650,NDIR-SERT,2021-12-29,10,6.65,0.0,N,Fair,81.0,63.0,54.0,5.0,0.0,29.9,0.0,62.77777777777778,52.77777777777778
284,284,2659,NDIR-SERT,2021-12-29,11,4.11,0.25,VAR,Fair,86.0,63.0,45.0,2.0,0.0,29.87,0.0,65.55555555555556,52.77777777777778
285,285,2670,NDIR-SERT,2021-12-29,12,16.6,0.0,VAR,Fair,86.0,59.0,40.0,3.0,0.0,29.84,0.0,65.55555555555556,50.55555555555556
286,286,2676,NDIR-SERT,2021-12-29,13,21.47,0.0,VAR,Fair,90.0,59.0,36.0,3.0,0.0,29.81,0.0,67.77777777777777,50.55555555555556
287,287,2690,NDIR-SERT,2021-12-29,14,24.28,0.0,VAR,Fair,90.0,59.0,36.0,2.0,0.0,29.78,0.0,67.77777777777777,50.55555555555556
288,288,2698,NDIR-SERT,2021-12-29,15,30.32,0.0,W,Fair,90.0,61.0,38.0,8.0,0.0,29.75,0.0,67.77777777777777,51.666666666666664
289,289,2704,NDIR-SERT,2021-12-29,16,28.07,0.0,W,Fair,88.0,63.0,43.0,7.0,0.0,29.75,0.0,66.66666666666667,52.77777777777778
290,290,2715,NDIR-SERT,2021-12-29,17,16.53,0.0,W,Fair,86.0,64.0,48.0,5.0,0.0,29.75,0.0,65.55555555555556,53.333333333333336
291,291,2722,NDIR-SERT,2021-12-29,18,10.7,0.0,W,Fair,84.0,66.0,55.0,2.0,0.0,29.78,0.0,64.44444444444444,54.44444444444444
292,292,2735,NDIR-SERT,2021-12-29,19,11.37,0.0,CALM,Fair,82.0,68.0,62.0,0.0,0.0,29.78,0.0,63.333333333333336,55.55555555555556
293,293,2739,NDIR-SERT,2021-12-29,20,9.87,0.0,CALM,Fair,79.0,68.0,69.0,0.0,0.0,29.81,0.0,61.666666666666664,55.55555555555556
301,301,2823,NDIR-SERT,2021-12-30,5,6.96,0.0,NNE,Fair,75.0,66.0,73.0,2.0,0.0,29.84,0.0,59.44444444444444,54.44444444444444
302,302,2829,NDIR-SERT,2021-12-30,6,6.86,0.0,NE,Fair,72.0,66.0,83.0,2.0,0.0,29.84,0.0,57.77777777777778,54.44444444444444
303,303,2838,NDIR-SERT,2021-12-30,7,6.4,0.0,CALM,Fair,70.0,66.0,88.0,0.0,0.0,29.87,0.0,56.666666666666664,54.44444444444444
304,304,2847,NDIR-SERT,2021-12-30,8,4.39,0.0,VAR,Fair,77.0,66.0,69.0,2.0,0.0,29.9,0.0,60.55555555555556,54.44444444444444
305,305,2859,NDIR-SERT,2021-12-30,9,4.77,0.08,VAR,Fair,82.0,64.0,54.0,2.0,0.0,29.93,0.0,63.333333333333336,53.333333333333336
306,306,2868,NDIR-SERT,2021-12-30,10,2.66,0.35,E,Fair,84.0,61.0,45.0,3.0,0.0,29.93,0.0,64.44444444444444,51.666666666666664
307,307,2879,NDIR-SERT,2021-12-30,11,1.25,0.94,VAR,Fair,86.0,61.0,43.0,3.0,0.0,29.93,0.0,65.55555555555556,51.666666666666664
308,308,2884,NDIR-SERT,2021-12-30,12,0.15,5.48,VAR,Fair,88.0,61.0,40.0,5.0,0.0,29.9,0.0,66.66666666666667,51.666666666666664
309,309,2892,NDIR-SERT,2021-12-30,13,1.38,7.19,W,Fair,88.0,61.0,40.0,6.0,0.0,29.84,0.0,66.66666666666667,51.666666666666664
310,310,2903,NDIR-SERT,2021-12-30,14,0.0,6.98,NW,Fair,88.0,63.0,43.0,6.0,0.0,29.81,0.0,66.66666666666667,52.77777777777778
311,311,2912,NDIR-SERT,2021-12-30,15,0.13,4.67,WNW,Fair,90.0,63.0,40.0,7.0,0.0,29.78,0.0,67.77777777777777,52.77777777777778
312,312,2924,NDIR-SERT,2021-12-30,16,1.76,0.91,N,Fair,90.0,61.0,38.0,3.0,0.0,29.75,0.0,67.77777777777777,51.666666666666664
313,313,2928,NDIR-SERT,2021-12-30,17,5.86,0.01,W,Fair,88.0,64.0,46.0,6.0,0.0,29.78,0.0,66.66666666666667,53.333333333333336
314,314,2938,NDIR-SERT,2021-12-30,18,9.34,0.0,W,Fair,84.0,66.0,55.0,3.0,0.0,29.78,0.0,64.44444444444444,54.44444444444444
315,315,2949,NDIR-SERT,2021-12-30,19,9.55,0.0,CALM,Fair,82.0,68.0,62.0,0.0,0.0,29.81,0.0,63.333333333333336,55.55555555555556
316,316,2959,NDIR-SERT,2021-12-30,20,8.99,0.0,VAR,Fair,79.0,68.0,69.0,1.0,0.0,29.84,0.0,61.666666666666664,55.55555555555556
325,325,3046,NDIR-SERT,2021-12-31,6,5.74,0.0,VAR,Fair,73.0,63.0,69.0,2.0,0.0,29.84,0.0,58.333333333333336,52.77777777777778
326,326,3054,NDIR-SERT,2021-12-31,7,4.65,0.0,VAR,Fair,72.0,63.0,73.0,1.0,0.0,29.87,0.0,57.77777777777778,52.77777777777778
327,327,3063,NDIR-SERT,2021-12-31,8,2.95,0.11,VAR,Fair,75.0,64.0,69.0,2.0,0.0,29.9,0.0,59.44444444444444,53.333333333333336
328,328,3075,NDIR-SERT,2021-12-31,9,0.23,2.8,VAR,Fair,79.0,61.0,54.0,2.0,0.0,29.93,0.0,61.666666666666664,51.666666666666664
329,329,3082,NDIR-SERT,2021-12-31,10,0.0,8.69,SE,Fair,81.0,59.0,48.0,3.0,0.0,29.93,0.0,62.77777777777778,50.55555555555556
330,330,3091,NDIR-SERT,2021-12-31,11,0.0,13.34,VAR,Fair,84.0,59.0,42.0,3.0,0.0,29.93,0.0,64.44444444444444,50.55555555555556
331,331,3101,NDIR-SERT,2021-12-31,12,0.0,14.68,VAR,Fair,86.0,59.0,40.0,3.0,0.0,29.87,0.0,65.55555555555556,50.55555555555556
332,332,3111,NDIR-SERT,2021-12-31,13,0.0,14.23,W,Fair,86.0,61.0,43.0,7.0,0.0,29.84,0.0,65.55555555555556,51.666666666666664
333,333,3119,NDIR-SERT,2021-12-31,14,0.0,13.76,W,Fair,86.0,61.0,43.0,7.0,0.0,29.81,0.0,65.55555555555556,51.666666666666664
334,334,3127,NDIR-SERT,2021-12-31,15,0.0,10.08,W,Fair,88.0,61.0,40.0,8.0,0.0,29.78,0.0,66.66666666666667,51.666666666666664
335,335,3135,NDIR-SERT,2021-12-31,16,0.18,4.27,W,Fair,88.0,61.0,40.0,7.0,0.0,29.78,0.0,66.66666666666667,51.666666666666664
336,336,3149,NDIR-SERT,2021-12-31,17,2.6,0.21,W,Fair,86.0,61.0,43.0,7.0,0.0,29.78,0.0,65.55555555555556,51.666666666666664
337,337,3158,NDIR-SERT,2021-12-31,18,5.74,0.0,W,Fair,82.0,63.0,51.0,6.0,0.0,29.81,0.0,63.333333333333336,52.77777777777778
338,338,3163,NDIR-SERT,2021-12-31,19,7.23,0.0,W,Fair,79.0,64.0,61.0,1.0,0.0,29.81,0.0,61.666666666666664,53.333333333333336
339,339,3172,NDIR-SERT,2021-12-31,20,7.19,0.0,ESE,Fair,77.0,66.0,69.0,2.0,0.0,29.84,0.0,60.55555555555556,54.44444444444444
348,348,3261,NDIR-SERT,2022-01-01,6,5.47,0.0,NW,Fair,68.0,63.0,83.0,2.0,0.0,29.84,0.0,55.55555555555556,52.77777777777778
349,349,3272,NDIR-SERT,2022-01-01,7,4.66,0.0,VAR,Fair,66.0,63.0,88.0,1.0,0.0,29.9,0.0,54.44444444444444,52.77777777777778
350,350,3280,NDIR-SERT,2022-01-01,8,2.72,0.13,VAR,Fair,75.0,63.0,65.0,1.0,0.0,29.9,0.0,59.44444444444444,52.77777777777778
351,351,3290,NDIR-SERT,2022-01-01,9,0.26,3.01,ENE,Fair,77.0,61.0,57.0,5.0,0.0,29.93,0.0,60.55555555555556,51.666666666666664
352,352,3298,NDIR-SERT,2022-01-01,10,0.0,9.71,E,Fair,81.0,59.0,48.0,6.0,0.0,29.93,0.0,62.77777777777778,50.55555555555556
353,353,3309,NDIR-SERT,2022-01-01,11,0.0,13.11,VAR,Fair,82.0,57.0,42.0,5.0,0.0,29.9,0.0,63.333333333333336,49.44444444444444
354,354,3317,NDIR-SERT,2022-01-01,12,0.0,14.64,SE,Fair,84.0,59.0,42.0,3.0,0.0,29.9,0.0,64.44444444444444,50.55555555555556
355,355,3329,NDIR-SERT,2022-01-01,13,0.0,14.17,SE,Fair,84.0,57.0,40.0,6.0,0.0,29.84,0.0,64.44444444444444,49.44444444444444
356,356,3334,NDIR-SERT,2022-01-01,14,0.03,12.73,W,Fair,88.0,57.0,35.0,6.0,0.0,29.78,0.0,66.66666666666667,49.44444444444444
357,357,3343,NDIR-SERT,2022-01-01,15,0.01,9.97,SSW,Fair,88.0,59.0,38.0,7.0,0.0,29.75,0.0,66.66666666666667,50.55555555555556
358,358,3352,NDIR-SERT,2022-01-01,16,0.02,4.82,W,Fair,88.0,59.0,38.0,7.0,0.0,29.75,0.0,66.66666666666667,50.55555555555556
359,359,3361,NDIR-SERT,2022-01-01,17,2.31,0.57,W,Fair,86.0,59.0,40.0,6.0,0.0,29.75,0.0,65.55555555555556,50.55555555555556
360,360,3371,NDIR-SERT,2022-01-01,18,5.56,0.0,W,Fair,82.0,63.0,51.0,6.0,0.0,29.78,0.0,63.333333333333336,52.77777777777778
361,361,3379,NDIR-SERT,2022-01-01,19,7.15,0.0,W,Fair,81.0,63.0,54.0,3.0,0.0,29.81,0.0,62.77777777777778,52.77777777777778
362,362,3387,NDIR-SERT,2022-01-01,20,6.73,0.0,VAR,Fair,77.0,64.0,65.0,1.0,0.0,29.84,0.0,60.55555555555556,53.333333333333336
371,371,3481,NDIR-SERT,2022-01-02,6,5.34,0.0,VAR,Fair,68.0,61.0,78.0,2.0,0.0,29.84,0.0,55.55555555555556,51.666666666666664
372,372,3489,NDIR-SERT,2022-01-02,7,4.41,0.0,VAR,Fair,66.0,61.0,83.0,2.0,0.0,29.87,0.0,54.44444444444444,51.666666666666664
373,373,3498,NDIR-SERT,2022-01-02,8,2.71,0.18,VAR,Fair,72.0,61.0,69.0,2.0,0.0,29.9,0.0,57.77777777777778,51.666666666666664
374,374,3504,NDIR-SERT,2022-01-02,9,0.11,2.74,E,Fair,77.0,61.0,57.0,5.0,0.0,29.93,0.0,60.55555555555556,51.666666666666664
375,375,3513,NDIR-SERT,2022-01-02,10,0.0,9.55,E,Fair,79.0,59.0,51.0,6.0,0.0,29.93,0.0,61.666666666666664,50.55555555555556
376,376,3526,NDIR-SERT,2022-01-02,11,0.0,13.39,VAR,Fair,82.0,57.0,42.0,3.0,0.0,29.9,0.0,63.333333333333336,49.44444444444444
377,377,3536,NDIR-SERT,2022-01-02,12,0.0,15.06,VAR,Fair,84.0,57.0,40.0,3.0,0.0,29.87,0.0,64.44444444444444,49.44444444444444
378,378,3543,NDIR-SERT,2022-01-02,13,0.0,14.35,VAR,Fair,86.0,57.0,37.0,3.0,0.0,29.81,0.0,65.55555555555556,49.44444444444444
379,379,3549,NDIR-SERT,2022-01-02,14,0.04,13.46,SW,Fair,88.0,57.0,35.0,6.0,0.0,29.78,0.0,66.66666666666667,49.44444444444444
380,380,3559,NDIR-SERT,2022-01-02,15,0.73,6.9,VAR,Fair,86.0,59.0,40.0,7.0,0.0,29.75,0.0,65.55555555555556,50.55555555555556
381,381,3567,NDIR-SERT,2022-01-02,16,0.06,4.7,W,Fair,86.0,59.0,40.0,7.0,0.0,29.75,0.0,65.55555555555556,50.55555555555556
382,382,3581,NDIR-SERT,2022-01-02,17,1.47,0.6,WSW,Fair,84.0,59.0,42.0,6.0,0.0,29.75,0.0,64.44444444444444,50.55555555555556
383,383,3586,NDIR-SERT,2022-01-02,18,5.13,0.0,WNW,Fair,82.0,61.0,48.0,6.0,0.0,29.75,0.0,63.333333333333336,51.666666666666664
384,384,3595,NDIR-SERT,2022-01-02,19,6.32,0.0,W,Fair,79.0,63.0,57.0,3.0,0.0,29.78,0.0,61.666666666666664,52.77777777777778
385,385,3608,NDIR-SERT,2022-01-02,20,6.48,0.0,NW,Fair,75.0,64.0,69.0,1.0,0.0,29.81,0.0,59.44444444444444,53.333333333333336
394,394,3693,NDIR-SERT,2022-01-03,6,5.42,0.0,VAR,Fair,68.0,61.0,78.0,1.0,0.0,29.78,0.0,55.55555555555556,51.666666666666664
395,395,3704,NDIR-SERT,2022-01-03,7,5.14,0.0,VAR,Fair,66.0,61.0,83.0,1.0,0.0,29.81,0.0,54.44444444444444,51.666666666666664
396,396,3712,NDIR-SERT,2022-01-03,8,4.21,0.03,NNW,Fair,72.0,63.0,73.0,2.0,0.0,29.84,0.0,57.77777777777778,52.77777777777778
397,397,3721,NDIR-SERT,2022-01-03,9,0.26,2.36,VAR,Fair,75.0,61.0,61.0,3.0,0.0,29.84,0.0,59.44444444444444,51.666666666666664
398,398,3732,NDIR-SERT,2022-01-03,10,0.0,8.85,E,Fair,81.0,61.0,51.0,3.0,0.0,29.87,0.0,62.77777777777778,51.666666666666664
399,399,3743,NDIR-SERT,2022-01-03,11,0.0,12.82,VAR,Fair,82.0,59.0,45.0,3.0,0.0,29.84,0.0,63.333333333333336,50.55555555555556
400,400,3748,NDIR-SERT,2022-01-03,12,0.0,9.53,W,Fair,84.0,61.0,45.0,5.0,0.0,29.81,0.0,64.44444444444444,51.666666666666664
401,401,3756,NDIR-SERT,2022-01-03,13,0.0,10.35,NW,Fair,84.0,61.0,45.0,7.0,0.0,29.75,0.0,64.44444444444444,51.666666666666664
402,402,3765,NDIR-SERT,2022-01-03,14,0.0,11.97,NW,Fair,86.0,61.0,43.0,7.0,0.0,29.73,0.0,65.55555555555556,51.666666666666664
403,403,3779,NDIR-SERT,2022-01-03,15,0.0,8.87,W,Fair,86.0,61.0,43.0,8.0,0.0,29.7,0.0,65.55555555555556,51.666666666666664
404,404,3786,NDIR-SERT,2022-01-03,16,0.07,4.54,WNW,Fair,86.0,63.0,45.0,7.0,0.0,29.7,0.0,65.55555555555556,52.77777777777778
405,405,3794,NDIR-SERT,2022-01-03,17,2.21,0.73,W,Fair,84.0,63.0,48.0,6.0,0.0,29.7,0.0,64.44444444444444,52.77777777777778
406,406,3801,NDIR-SERT,2022-01-03,18,5.32,0.0,W,Fair,81.0,63.0,54.0,5.0,0.0,29.73,0.0,62.77777777777778,52.77777777777778
407,407,3810,NDIR-SERT,2022-01-03,19,7.16,0.0,N,Fair,77.0,63.0,61.0,1.0,0.0,29.75,0.0,60.55555555555556,52.77777777777778
408,408,3821,NDIR-SERT,2022-01-03,20,8.66,0.0,N,Fair,75.0,64.0,69.0,1.0,0.0,29.78,0.0,59.44444444444444,53.333333333333336
417,417,3912,NDIR-SERT,2022-01-04,6,5.57,0.0,NW,Fair,68.0,64.0,88.0,1.0,0.0,29.78,0.0,55.55555555555556,53.333333333333336
418,418,3919,NDIR-SERT,2022-01-04,7,5.11,0.0,VAR,Fair,66.0,64.0,94.0,1.0,0.0,29.78,0.0,54.44444444444444,53.333333333333336
419,419,3927,NDIR-SERT,2022-01-04,8,4.85,0.0,VAR,Fair,70.0,66.0,88.0,1.0,0.0,29.84,0.0,56.666666666666664,54.44444444444444
420,420,3937,NDIR-SERT,2022-01-04,9,3.54,0.12,VAR,Fair,73.0,64.0,73.0,2.0,0.0,29.84,0.0,58.333333333333336,53.333333333333336
421,421,3947,NDIR-SERT,2022-01-04,10,1.67,2.22,VAR,Fair,77.0,64.0,65.0,2.0,0.0,29.87,0.0,60.55555555555556,53.333333333333336
422,422,3954,NDIR-SERT,2022-01-04,11,0.16,7.72,VAR,Fair,82.0,61.0,48.0,3.0,0.0,29.84,0.0,63.333333333333336,51.666666666666664
423,423,3964,NDIR-SERT,2022-01-04,12,0.28,7.16,VAR,Fair,84.0,61.0,45.0,2.0,0.0,29.81,0.0,64.44444444444444,51.666666666666664
424,424,3973,NDIR-SERT,2022-01-04,13,0.0,9.68,VAR,Fair,86.0,61.0,43.0,5.0,0.0,29.75,0.0,65.55555555555556,51.666666666666664
425,425,3981,NDIR-SERT,2022-01-04,14,2.6,2.23,VAR,Fair,86.0,61.0,43.0,5.0,0.0,29.73,0.0,65.55555555555556,51.666666666666664
426,426,3991,NDIR-SERT,2022-01-04,15,13.54,0.0,WSW,Fair,88.0,64.0,46.0,6.0,0.0,29.7,0.0,66.66666666666667,53.333333333333336
427,427,4002,NDIR-SERT,2022-01-04,16,17.48,0.0,SW,Fair,86.0,63.0,45.0,6.0,0.0,29.7,0.0,65.55555555555556,52.77777777777778
428,428,4009,NDIR-SERT,2022-01-04,17,20.9,0.0,WSW,Fair,86.0,63.0,45.0,6.0,0.0,29.73,0.0,65.55555555555556,52.77777777777778
429,429,4017,NDIR-SERT,2022-01-04,18,17.08,0.0,WNW,Fair,82.0,63.0,51.0,3.0,0.0,29.73,0.0,63.333333333333336,52.77777777777778
430,430,4027,NDIR-SERT,2022-01-04,19,13.84,0.0,S,Fair,77.0,66.0,69.0,1.0,0.0,29.75,0.0,60.55555555555556,54.44444444444444
431,431,4035,NDIR-SERT,2022-01-04,20,9.17,0.0,SE,Fair,75.0,66.0,73.0,2.0,0.0,29.78,0.0,59.44444444444444,54.44444444444444
432,432,4046,NDIR-SERT,2022-01-04,21,6.49,0.0,ESE,Fair,75.0,68.0,78.0,3.0,0.0,29.78,0.0,59.44444444444444,55.55555555555556
433,433,4053,NDIR-SERT,2022-01-04,22,6.39,0.0,CALM,Fair,73.0,68.0,83.0,0.0,0.0,29.81,0.0,58.333333333333336,55.55555555555556
436,436,4089,NDIR-SERT,2022-01-05,11,0.03,2.03,W,Fair,86.0,64.0,48.0,3.0,0.0,29.81,0.0,65.55555555555556,53.333333333333336
437,437,4101,NDIR-SERT,2022-01-05,12,0.04,4.42,W,Fair,88.0,64.0,46.0,5.0,0.0,29.78,0.0,66.66666666666667,53.333333333333336
438,438,4107,NDIR-SERT,2022-01-05,13,2.93,2.14,SSE,Fair,86.0,64.0,48.0,3.0,0.0,29.75,0.0,65.55555555555556,53.333333333333336
439,439,4121,NDIR-SERT,2022-01-05,14,16.82,0.03,SSW,Fair,88.0,64.0,46.0,5.0,0.0,29.7,0.0,66.66666666666667,53.333333333333336
440,440,4125,NDIR-SERT,2022-01-05,15,24.54,0.0,W,Fair,90.0,64.0,43.0,5.0,0.0,29.7,0.0,67.77777777777777,53.333333333333336
441,441,4135,NDIR-SERT,2022-01-05,16,31.31,0.0,W,Fair,88.0,64.0,46.0,7.0,0.0,29.7,0.0,66.66666666666667,53.333333333333336
442,442,4146,NDIR-SERT,2022-01-05,17,23.44,0.0,W,Fair,88.0,64.0,46.0,7.0,0.0,29.7,0.0,66.66666666666667,53.333333333333336
443,443,4156,NDIR-SERT,2022-01-05,18,19.61,0.0,VAR,Fair,82.0,64.0,54.0,2.0,0.0,29.7,0.0,63.333333333333336,53.333333333333336
444,444,4162,NDIR-SERT,2022-01-05,19,13.69,0.0,VAR,Fair,77.0,68.0,74.0,1.0,0.0,29.73,0.0,60.55555555555556,55.55555555555556
445,445,4171,NDIR-SERT,2022-01-05,20,9.53,0.0,NW,Fair,75.0,68.0,78.0,1.0,0.0,29.73,0.0,59.44444444444444,55.55555555555556
448,448,4198,NDIR-SERT,2022-01-06,6,1.87,0.0,VAR,Fair,66.0,64.0,94.0,2.0,0.0,29.75,0.0,54.44444444444444,53.333333333333336
449,449,4209,NDIR-SERT,2022-01-06,7,5.2,0.0,VAR,Fair,66.0,64.0,94.0,2.0,0.0,29.78,0.0,54.44444444444444,53.333333333333336
450,450,4220,NDIR-SERT,2022-01-06,8,3.95,0.0,VAR,Fair,70.0,64.0,83.0,2.0,0.0,29.81,0.0,56.666666666666664,53.333333333333336
451,451,4225,NDIR-SERT,2022-01-06,9,1.89,0.55,N,Fair,75.0,63.0,65.0,3.0,0.0,29.81,0.0,59.44444444444444,52.77777777777778
452,452,4234,NDIR-SERT,2022-01-06,10,0.14,3.98,VAR,Fair,81.0,64.0,58.0,2.0,0.0,29.84,0.0,62.77777777777778,53.333333333333336
453,453,4242,NDIR-SERT,2022-01-06,11,0.0,5.19,VAR,Fair,84.0,64.0,51.0,3.0,0.0,29.81,0.0,64.44444444444444,53.333333333333336
454,454,4256,NDIR-SERT,2022-01-06,12,0.01,6.0,VAR,Fair,86.0,63.0,45.0,3.0,0.0,29.78,0.0,65.55555555555556,52.77777777777778
455,455,4265,NDIR-SERT,2022-01-06,14,0.75,0.0,VAR,Fair,90.0,64.0,43.0,3.0,0.0,29.7,0.0,67.77777777777777,53.333333333333336
456,456,4269,NDIR-SERT,2022-01-06,15,13.17,0.0,VAR,Fair,90.0,63.0,40.0,3.0,0.0,29.7,0.0,67.77777777777777,52.77777777777778
457,457,4278,NDIR-SERT,2022-01-06,16,19.19,0.0,W,Fair,90.0,63.0,40.0,5.0,0.0,29.67,0.0,67.77777777777777,52.77777777777778
458,458,4288,NDIR-SERT,2022-01-06,17,21.31,0.0,W,Fair,90.0,64.0,43.0,5.0,0.0,29.7,0.0,67.77777777777777,53.333333333333336
460,460,4308,NDIR-SERT,2022-01-06,19,13.23,0.0,VAR,Fair,81.0,66.0,61.0,2.0,0.0,29.7,0.0,62.77777777777778,54.44444444444444
461,461,4315,NDIR-SERT,2022-01-06,20,8.74,0.0,CALM,Fair,77.0,68.0,74.0,0.0,0.0,29.73,0.0,60.55555555555556,55.55555555555556
