id,new_date,hour,load_kW,demand_kWh,supply_kWh,net_kWh
48403,2022-09-18,16,15.4,3.11,0.36,-2.75
48413,2022-09-18,17,7,6.72,0,-6.72
48420,2022-09-18,18,6.96,6.81,0,-6.81
48429,2022-09-18,19,5.21,7.48,0,-7.48
48442,2022-09-18,20,7.39,8.02,0,-8.02
48447,2022-09-18,21,8.72,7.72,0,-7.72
48459,2022-09-18,22,9.12,8.03,0,-8.03
48469,2022-09-18,23,7.85,8.44,0,-8.44
48475,2022-09-19,1,7.12,7.81,0,-7.81
48485,2022-09-19,2,6.53,7.36,0,-7.36
48499,2022-09-19,4,8.48,7.5,0,-7.5
48504,2022-09-19,5,7.92,7.38,0,-7.38
48510,2022-09-19,6,5.02,6.75,0,-6.75
48526,2022-09-19,8,11.55,6.39,0,-6.39
48534,2022-09-19,9,35.28,12.65,0,-12.65
48544,2022-09-19,10,39.91,24.5,0,-24.5
48549,2022-09-19,11,36.14,17.88,0,-17.88
48558,2022-09-19,12,25.49,19.16,0,-19.16
48567,2022-09-19,13,42.99,13.53,0,-13.53
48581,2022-09-19,14,33.76,24.68,0,-24.68
48585,2022-09-19,15,29.01,18.07,0,-18.07
48599,2022-09-19,16,30.47,18.65,0,-18.65
48603,2022-09-19,17,23.96,21.85,0,-21.85
48616,2022-09-19,18,12.25,15.32,0,-15.32
48626,2022-09-19,19,9.71,10.57,0,-10.57
48635,2022-09-19,20,7.46,8.58,0,-8.58
48642,2022-09-19,21,11.2,9.43,0,-9.43
48651,2022-09-19,22,10.73,9.5,0,-9.5
48662,2022-09-19,23,8.71,9.17,0,-9.17
48667,2022-09-20,1,8.06,8.11,0,-8.11
48680,2022-09-20,2,7.74,8.2,0,-8.2
48687,2022-09-20,3,7.65,7.91,0,-7.91
48694,2022-09-20,4,8.93,8.11,0,-8.11
48705,2022-09-20,5,8.8,8.15,0,-8.15
48716,2022-09-20,6,5.66,7.25,0,-7.25
48724,2022-09-20,7,6.27,6.72,0,-6.72
48730,2022-09-20,8,14.12,3.25,0.07,-3.18
48738,2022-09-20,9,34.69,13.77,0,-13.77
48749,2022-09-20,10,27.56,15.09,0,-15.09
48758,2022-09-20,11,43.96,25.03,0,-25.03
48769,2022-09-20,12,36.74,25.5,0,-25.5
48778,2022-09-20,14,36.9,30.2,0,-30.2
48787,2022-09-20,15,40.41,21.91,0,-21.91
48797,2022-09-20,16,41.37,24.05,0,-24.05
48807,2022-09-20,17,19.99,23.32,0,-23.32
48816,2022-09-20,18,14.9,14.58,0,-14.58
48827,2022-09-20,20,14.62,12.51,0,-12.51
48834,2022-09-20,21,14.44,12.22,0,-12.22
48843,2022-09-20,22,13.42,12.31,0,-12.31
48855,2022-09-20,23,10.41,11.88,0,-11.88
48866,2022-09-21,1,9.81,9.97,0,-9.97
48873,2022-09-21,2,10.89,10.11,0,-10.11
48884,2022-09-21,3,9,9.75,0,-9.75
48888,2022-09-21,4,10.6,9.89,0,-9.89
48902,2022-09-21,6,7.98,8.83,0,-8.83
48912,2022-09-21,7,9.02,7.32,0,-7.32
48921,2022-09-21,8,9.91,5.43,0.01,-5.42
48928,2022-09-21,9,26.7,6.14,0.08,-6.06
48938,2022-09-21,10,32.76,17.4,0,-17.4
48945,2022-09-21,11,34.41,15.85,0.02,-15.83
48956,2022-09-21,12,31.73,15.15,0,-15.15
48965,2022-09-21,13,37.72,17.1,0,-17.1
48975,2022-09-21,14,32.51,12.76,0.01,-12.75
48988,2022-09-21,15,43.1,18.33,0,-18.33
48991,2022-09-21,16,43.52,25.19,0,-25.19
49000,2022-09-21,17,23.61,24.39,0,-24.39
49009,2022-09-21,18,21.35,21.8,0,-21.8
49020,2022-09-21,19,11.42,22.51,0,-22.51
49031,2022-09-21,20,11.28,12.02,0,-12.02
49036,2022-09-21,21,10.49,10.36,0,-10.36
49046,2022-09-21,23,8.6,9.35,0,-9.35
49055,2022-09-22,1,7.84,8.93,0,-8.93
49064,2022-09-22,2,7.54,8.18,0,-8.18
49073,2022-09-22,3,9.35,8.04,0,-8.04
49082,2022-09-22,4,8.73,7.99,0,-7.99
49089,2022-09-22,5,7.03,7.83,0,-7.83
49101,2022-09-22,6,8.61,6.76,0,-6.76
49111,2022-09-22,7,9.03,5.61,0,-5.61
49117,2022-09-22,8,9.88,5.58,0,-5.58
49126,2022-09-22,9,30.54,10.67,0,-10.67
49137,2022-09-22,10,44.33,21.61,0,-21.61
49147,2022-09-22,11,22.38,13.94,0,-13.94
49154,2022-09-22,12,30.68,21.65,0.01,-21.64
49166,2022-09-22,13,44.88,20.72,0,-20.72
49170,2022-09-22,14,52.44,33.35,0,-33.35
49183,2022-09-22,15,56.07,35.36,0,-35.36
49191,2022-09-22,16,45.64,37.89,0,-37.89
49199,2022-09-22,17,44.21,39.54,0,-39.54
49211,2022-09-22,18,28.34,27.19,0,-27.19
49218,2022-09-22,19,28.14,27.24,0,-27.24
49227,2022-09-22,20,26.64,23.84,0,-23.84
49237,2022-09-22,21,18.06,22.05,0,-22.05
49245,2022-09-22,22,26.22,20.14,0,-20.14
49252,2022-09-22,23,15.37,18.89,0,-18.89
49263,2022-09-23,1,12.7,12.88,0,-12.88
49274,2022-09-23,2,12.11,12.75,0,-12.75
49278,2022-09-23,3,13.37,12.76,0,-12.76
49287,2022-09-23,4,12.7,12.55,0,-12.55
49297,2022-09-23,5,10.56,11.45,0,-11.45
49307,2022-09-23,6,12.12,10.58,0,-10.58
49319,2022-09-23,7,9.76,9.66,0,-9.66
49328,2022-09-23,8,9.94,6.95,0,-6.95
49333,2022-09-23,9,29.54,10.47,0,-10.47
49344,2022-09-23,10,21.92,12.5,0.18,-12.32
49355,2022-09-23,11,40,15.92,0,-15.92
49360,2022-09-23,12,27.08,21.14,0,-21.14
49373,2022-09-23,13,26.62,18.3,0.08,-18.22
49378,2022-09-23,14,28.13,12.25,0,-12.25
49391,2022-09-23,15,20.22,18.25,0,-18.25
49399,2022-09-23,16,33.43,17.04,0,-17.04
49409,2022-09-23,17,22.43,25,0,-25
49423,2022-09-23,19,18.81,17.11,0,-17.11
49433,2022-09-23,20,16.14,13.31,0,-13.31
49444,2022-09-23,21,8.97,10.39,0,-10.39
49452,2022-09-23,22,8.78,9.14,0,-9.14
49457,2022-09-23,23,9.02,8.75,0,-8.75
49467,2022-09-24,1,8.3,9.07,0,-9.07
49476,2022-09-24,2,7.63,9.04,0,-9.04
49485,2022-09-24,3,7.27,7.71,0,-7.71
49495,2022-09-24,4,9,7.86,0,-7.86
49507,2022-09-24,6,4.28,6.54,0,-6.54
49519,2022-09-24,7,6.3,6.13,0,-6.13
49528,2022-09-24,8,6.95,3.55,0.01,-3.54
49534,2022-09-24,9,6.76,0.71,0.88,0.17
49546,2022-09-24,10,8.94,0,6.13,6.13
49554,2022-09-24,11,19.39,0.02,7.38,7.36
49563,2022-09-24,12,19.53,0.25,10.32,10.07
49568,2022-09-24,13,25.03,1.69,5.73,4.04
49580,2022-09-24,14,28.88,1.14,4.15,3.01
49587,2022-09-24,15,18.94,2.75,1.92,-0.83
49598,2022-09-24,16,21.24,4.94,0.41,-4.53
49608,2022-09-24,17,12.75,19.06,0,-19.06
49618,2022-09-24,18,7.53,11.04,0,-11.04
49623,2022-09-24,20,7.96,8.08,0,-8.08
49636,2022-09-24,21,9.73,8.01,0,-8.01
49642,2022-09-24,22,9.32,8.19,0,-8.19
49649,2022-09-24,23,7.11,8,0,-8
49660,2022-09-25,1,7.12,7.79,0,-7.79
49667,2022-09-25,2,7.72,7.69,0,-7.69
49679,2022-09-25,3,7.48,7.83,0,-7.83
49685,2022-09-25,4,9.2,7.87,0,-7.87
49694,2022-09-25,5,8.73,7.99,0,-7.99
49703,2022-09-25,6,8.48,7.31,0,-7.31
49716,2022-09-25,7,4.28,6.3,0,-6.3
49723,2022-09-25,8,5.24,3.31,0,-3.31
49735,2022-09-25,9,19.28,0.36,2.68,2.32
49744,2022-09-25,10,14.92,0.12,1.97,1.85
49750,2022-09-25,11,12.09,1.13,1.21,0.08
49759,2022-09-25,12,9.71,2.62,0.11,-2.51
49771,2022-09-25,13,9.57,1.88,0.56,-1.32
49776,2022-09-25,14,19.27,2.41,1.32,-1.09
49786,2022-09-25,15,19.33,0.2,6.93,6.73
49798,2022-09-25,16,12.58,0.76,4.05,3.29
49805,2022-09-25,17,11.08,3.88,0.04,-3.84
49813,2022-09-25,18,21.03,15.42,0,-15.42
49823,2022-09-25,19,16.82,20.95,0,-20.95
49830,2022-09-25,20,16.83,18.1,0,-18.1
49838,2022-09-25,21,8.69,15.73,0,-15.73
49852,2022-09-25,22,7.74,8.89,0,-8.89
49858,2022-09-25,23,9,8.91,0,-8.91
49866,2022-09-26,1,6.66,7.31,0,-7.31
49876,2022-09-26,2,6.88,7.34,0,-7.34
49887,2022-09-26,3,7.21,7.14,0,-7.14
49893,2022-09-26,4,6.55,7.07,0,-7.07
49901,2022-09-26,5,7.14,7.15,0,-7.15
49915,2022-09-26,6,5.87,6.43,0,-6.43
49921,2022-09-26,8,8.15,2.55,0.03,-2.52
49930,2022-09-26,9,38.74,12.24,0.01,-12.23
49938,2022-09-26,10,36.71,26.75,0,-26.75
49946,2022-09-26,11,35.85,21.28,0,-21.28
49956,2022-09-26,12,32.48,18.47,0,-18.47
49970,2022-09-26,14,65.52,41.89,0,-41.89
49979,2022-09-26,15,52.28,47.19,0,-47.19
49985,2022-09-26,16,43.88,39.09,0,-39.09
49995,2022-09-26,17,21.19,39.32,0,-39.32
50013,2022-09-26,19,13.16,14.48,0,-14.48
50020,2022-09-26,20,18.2,14.13,0,-14.13
50034,2022-09-26,21,10.32,10.29,0,-10.29
50039,2022-09-26,22,8.68,10.43,0,-10.43
50049,2022-09-26,23,10.61,9.42,0,-9.42
50060,2022-09-27,1,7.68,8.08,0,-8.08
50067,2022-09-27,2,6.61,7.09,0,-7.09
50075,2022-09-27,3,7.89,6.83,0,-6.83
50086,2022-09-27,4,6.57,6.94,0,-6.94
50097,2022-09-27,5,6.71,6.69,0,-6.69
50105,2022-09-27,6,4.06,5.97,0,-5.97
50112,2022-09-27,7,11.35,5.61,0,-5.61
50121,2022-09-27,8,6.79,4.92,0,-4.92
50128,2022-09-27,9,34.22,18.69,0.01,-18.68
50139,2022-09-27,10,45.67,32.82,0,-32.82
50149,2022-09-27,11,50.23,30.38,0,-30.38
50159,2022-09-27,12,58.93,36.95,0,-36.95
50169,2022-09-27,14,36.61,31.7,0,-31.7
50178,2022-09-27,15,39.89,30.33,0,-30.33
50188,2022-09-27,16,44.37,39.17,0,-39.17
50195,2022-09-27,17,26.03,34.95,0,-34.95
50202,2022-09-27,18,9.5,18.92,0,-18.92
50215,2022-09-27,19,10.47,12.38,0,-12.38
50223,2022-09-27,20,9.93,12.89,0,-12.89
50231,2022-09-27,21,10.77,10.91,0,-10.91
50242,2022-09-27,22,10.91,10.46,0,-10.46
50249,2022-09-27,23,6.96,8.1,0,-8.1
50257,2022-09-28,1,7.26,7.25,0,-7.25
50269,2022-09-28,2,7.02,7.09,0,-7.09
50274,2022-09-28,3,7.12,7.27,0,-7.27
50284,2022-09-28,4,7.87,7.44,0,-7.44
50295,2022-09-28,5,7.91,7.32,0,-7.32
50306,2022-09-28,6,6.34,6.38,0,-6.38
50315,2022-09-28,7,7.16,5.8,0,-5.8
50324,2022-09-28,8,7.82,2.04,0.32,-1.72
50331,2022-09-28,9,27.99,10.71,0,-10.71
50341,2022-09-28,10,42.4,22.12,0,-22.12
50350,2022-09-28,11,46.32,27.28,0,-27.28
50359,2022-09-28,12,33.22,24.11,0,-24.11
50367,2022-09-28,14,43.01,28.96,0,-28.96
50379,2022-09-28,15,47.2,37.18,0,-37.18
50391,2022-09-28,17,23.95,34.25,0,-34.25
50400,2022-09-28,18,6.97,24.11,0,-24.11
50409,2022-09-28,19,14.47,15.7,0,-15.7
50417,2022-09-28,20,10,12.77,0,-12.77
50428,2022-09-28,21,7.49,9.14,0,-9.14
50435,2022-09-28,23,8.99,7.89,0,-7.89
50443,2022-09-29,1,7.98,8.45,0,-8.45
50454,2022-09-29,2,6.74,7.64,0,-7.64
50462,2022-09-29,3,6.71,7.17,0,-7.17
50470,2022-09-29,4,6.51,7.04,0,-7.04
50478,2022-09-29,5,8.23,7.03,0,-7.03
50488,2022-09-29,6,5.33,6.5,0,-6.5
50501,2022-09-29,7,7.06,5.84,0,-5.84
50509,2022-09-29,8,11.64,5.86,0,-5.86
50514,2022-09-29,9,41.68,19.17,0,-19.17
50528,2022-09-29,10,40.84,30.16,0,-30.16
50533,2022-09-29,11,38.4,35.05,0,-35.05
50543,2022-09-29,12,44.02,35.14,0,-35.14
50557,2022-09-29,15,45.05,27.83,0,-27.83
50567,2022-09-29,16,42.42,35.69,0,-35.69
50575,2022-09-29,17,36.22,36.76,0,-36.76
50580,2022-09-29,18,7.04,28.5,0,-28.5
50593,2022-09-29,19,30.73,22.86,0,-22.86
50599,2022-09-29,20,11.97,16.77,0,-16.77
50608,2022-09-29,21,11.79,11.78,0,-11.78
50619,2022-09-29,22,11.33,11.47,0,-11.47
50630,2022-09-29,23,9.19,10.89,0,-10.89
50636,2022-09-30,1,7.24,10.65,0,-10.65
50644,2022-09-30,2,9.15,8.53,0,-8.53
50655,2022-09-30,3,9.01,8.58,0,-8.58
50666,2022-09-30,4,7.98,8.58,0,-8.58
50670,2022-09-30,5,8.57,8.53,0,-8.53
50679,2022-09-30,6,8.64,7.44,0,-7.44
50690,2022-09-30,7,7.89,7.98,0,-7.98
50697,2022-09-30,8,23.43,14.13,0,-14.13
50706,2022-09-30,9,33.79,24.97,0,-24.97
50718,2022-09-30,10,52.38,36.01,0,-36.01
50732,2022-09-30,12,42.35,31.31,0,-31.31
50753,2022-09-30,15,37.88,32.61,0,-32.61
50763,2022-09-30,16,25.66,29.66,0,-29.66
50770,2022-09-30,17,18.16,25.53,0,-25.53
50789,2022-09-30,19,9.22,8.25,0,-8.25
50797,2022-09-30,20,6.66,8.14,0,-8.14
50805,2022-09-30,21,6.41,7.09,0,-7.09
50818,2022-09-30,22,7.46,6.77,0,-6.77
50825,2022-09-30,23,6.44,6.86,0,-6.86
50837,2022-10-01,1,7.97,7.97,0,-7.97
50853,2022-10-01,4,6.73,6.79,0,-6.79
50862,2022-10-01,5,7.32,6.74,0,-6.74
50874,2022-10-01,6,5.04,5.89,0,-5.89
50883,2022-10-01,7,8.21,5.31,0,-5.31
50889,2022-10-01,8,22.18,2.16,1.26,-0.9
50897,2022-10-01,9,14.88,0.17,4.35,4.18
50907,2022-10-01,10,12.49,0,11.27,11.27
50919,2022-10-01,11,7.66,0.33,9.14,8.81
50924,2022-10-01,12,8.84,0.4,10.08,9.68
50937,2022-10-01,14,29.4,0.34,7.43,7.09
50949,2022-10-01,15,15.03,2.86,2.13,-0.73
50956,2022-10-01,16,14.81,2.64,0.67,-1.97
50964,2022-10-01,17,12.22,7.28,0,-7.28
50977,2022-10-01,18,1.91,9.63,0,-9.63
50981,2022-10-01,19,13.84,12.67,0,-12.67
50990,2022-10-01,20,11.63,10.81,0,-10.81
51001,2022-10-01,21,7.83,7.38,0,-7.38
51013,2022-10-01,23,9.23,7.75,0,-7.75
51025,2022-10-02,1,8.11,8.45,0,-8.45
51031,2022-10-02,2,6.6,8.02,0,-8.02
51038,2022-10-02,3,6.65,7.19,0,-7.19
51050,2022-10-02,4,6.84,7.21,0,-7.21
51057,2022-10-02,5,6.92,7.21,0,-7.21
51067,2022-10-02,6,5.59,6.12,0,-6.12
51076,2022-10-02,7,0.09,5.83,0,-5.83
51086,2022-10-02,8,7.16,5.13,0,-5.13
51096,2022-10-02,9,3.5,3.32,0,-3.32
51103,2022-10-02,10,10.24,0.82,0.76,-0.06
51111,2022-10-02,11,19.74,0.15,3.56,3.41
51130,2022-10-02,14,10.53,0.53,5.86,5.33
51138,2022-10-02,15,11.8,2.23,0.36,-1.87
51145,2022-10-02,16,13.08,0.21,2.8,2.59
51153,2022-10-02,17,10.43,3.09,0.19,-2.9
51175,2022-10-02,20,7.62,8.64,0,-8.64
51187,2022-10-02,21,7.35,8.11,0,-8.11
51197,2022-10-02,22,7.51,7.91,0,-7.91
51205,2022-10-02,23,6.81,7.67,0,-7.67
51211,2022-10-03,1,8.07,8.53,0,-8.53
51221,2022-10-03,2,6.78,8.08,0,-8.08
51230,2022-10-03,4,6.68,7.16,0,-7.16
51239,2022-10-03,5,6.56,7.09,0,-7.09
51248,2022-10-03,6,4.38,6.45,0,-6.45
51257,2022-10-03,7,7.75,5.9,0,-5.9
51269,2022-10-03,8,8.92,3.62,0.04,-3.58
51274,2022-10-03,9,32.82,20.42,0,-20.42
51292,2022-10-03,11,27.92,13.04,0,-13.04
51308,2022-10-03,14,29.18,27.27,0,-27.27
51317,2022-10-03,15,38.71,24.76,0,-24.76
51341,2022-10-03,19,8.63,11.75,0,-11.75
51350,2022-10-03,20,8.82,9.81,0,-9.81
51359,2022-10-03,21,8.17,8.36,0,-8.36
51369,2022-10-03,22,8.28,8.7,0,-8.7
51379,2022-10-03,23,7.4,8.17,0,-8.17
51399,2022-10-04,3,6.65,7.17,0,-7.17
51409,2022-10-04,5,6.13,6.94,0,-6.94
51418,2022-10-04,6,7.19,6.06,0,-6.06
51430,2022-10-04,7,8.03,5.61,0,-5.61
51484,2022-10-04,16,39.15,33.35,0,-33.35
51520,2022-10-05,1,8.62,8.54,0,-8.54
51529,2022-10-05,2,6.31,7.99,0,-7.99
51541,2022-10-05,3,8.17,7.06,0,-7.06
51553,2022-10-05,5,6.17,6.97,0,-6.97
51559,2022-10-05,6,5.58,5.67,0,-5.67
51569,2022-10-05,7,6.05,5.22,0,-5.22
51580,2022-10-05,8,8.14,2.44,0.48,-1.96
51590,2022-10-05,11,38.39,12.2,0,-12.2
51610,2022-10-05,16,38.62,33.97,0,-33.97
51621,2022-10-05,18,13.36,13.5,0,-13.5
51633,2022-10-05,20,7.64,8.67,0,-8.67
51639,2022-10-05,21,8.44,7.33,0,-7.33
51650,2022-10-06,1,6.93,6.62,0,-6.62
51665,2022-10-06,4,6.54,6.69,0,-6.69
51676,2022-10-06,5,5.92,6.46,0,-6.46
51682,2022-10-06,6,5.96,5.28,0,-5.28
51693,2022-10-06,7,11.04,5.65,0,-5.65
51703,2022-10-06,8,15.54,1.1,1.28,0.18
51762,2022-10-06,20,8.26,9.53,0,-9.53
51769,2022-10-06,21,7.44,8.83,0,-8.83
51777,2022-10-06,22,8.7,8.34,0,-8.34
51787,2022-10-07,1,6.21,6.69,0,-6.69
51801,2022-10-07,2,6.12,6.39,0,-6.39
51812,2022-10-07,4,6.68,6.11,0,-6.11
51819,2022-10-07,5,6.16,6.05,0,-6.05
51827,2022-10-07,6,5.46,5.04,0,-5.04
51835,2022-10-07,7,6.64,4.49,0,-4.49
51845,2022-10-07,8,8.79,2.43,0.29,-2.14
51859,2022-10-07,11,42.45,25.36,0,-25.36
51865,2022-10-07,12,67.96,36.93,0,-36.93
51892,2022-10-07,19,5.02,8.7,0,-8.7
51898,2022-10-07,20,6.61,6.97,0,-6.97
51917,2022-10-08,2,6.42,6.75,0,-6.75
51926,2022-10-08,3,5.85,6.33,0,-6.33
51930,2022-10-08,4,6.1,6.06,0,-6.06
51939,2022-10-08,5,5.49,5.93,0,-5.93
51951,2022-10-08,6,3.64,4.89,0,-4.89
52000,2022-10-08,16,12.33,4.01,1.2,-2.81
52026,2022-10-08,21,6.63,7,0,-7
52046,2022-10-09,1,6.7,6.78,0,-6.78
52054,2022-10-09,2,6.05,6.55,0,-6.55
52073,2022-10-09,5,5.82,6.16,0,-6.16
52085,2022-10-09,7,5.11,4.41,0,-4.41
52114,2022-10-09,15,9.25,4.03,0.01,-4.02
52147,2022-10-09,20,6.29,7.57,0,-7.57
52330,2022-10-12,15,41.64,22.56,0,-22.56
52339,2022-10-12,16,33.56,27.88,0,-27.88
52349,2022-10-12,17,26.78,33.43,0,-33.43
52369,2022-10-12,18,15.72,30.88,0,-30.88
52378,2022-10-12,19,10.76,9.27,0,-9.27
52386,2022-10-12,20,13.73,13,0,-13
52393,2022-10-12,21,11.96,12.17,0,-12.17
52404,2022-10-12,22,10.74,10.92,0,-10.92
52413,2022-10-12,23,10.8,10.98,0,-10.98
52436,2022-10-13,6,9.05,9.37,0,-9.37
52445,2022-10-13,7,6.72,7.83,0,-7.83
52455,2022-10-13,8,6.27,2.64,0.01,-2.63
52461,2022-10-13,9,19.6,0.47,3.42,2.95
52474,2022-10-13,10,21.83,0.22,2.21,1.99
52491,2022-10-13,13,19.44,4.42,0.1,-4.32
52497,2022-10-13,14,21.96,2.97,0.12,-2.85
52506,2022-10-13,15,21.75,6.66,0.12,-6.54
52540,2022-10-13,19,7.74,8.39,0,-8.39
52549,2022-10-13,20,7.32,8.12,0,-8.12
52558,2022-10-13,21,9.27,7.77,0,-7.77
52567,2022-10-13,22,7.13,7.67,0,-7.67
52577,2022-10-13,23,7.58,7.44,0,-7.44
52588,2022-10-14,1,6.81,7.19,0,-7.19
52595,2022-10-14,2,7.24,7.3,0,-7.3
52606,2022-10-14,4,6.41,6.64,0,-6.64
52619,2022-10-14,5,6.53,6.76,0,-6.76
52632,2022-10-14,7,3.91,5.66,0,-5.66
52645,2022-10-14,9,31.13,0,7.75,7.75
52654,2022-10-14,10,40.32,0,10.49,10.49
52667,2022-10-14,11,38.01,0,11.72,11.72
52680,2022-10-14,13,34.34,0.62,8.85,8.23
52689,2022-10-14,14,22.41,0.64,6.24,5.6
52693,2022-10-14,15,9.18,0.44,5.2,4.76
52723,2022-10-14,19,8.15,7.08,0,-7.08
52732,2022-10-14,20,8.52,7.7,0,-7.7
52741,2022-10-14,21,8.34,7.6,0,-7.6
52750,2022-10-14,22,6.35,7.25,0,-7.25
52761,2022-10-14,23,6.61,6.81,0,-6.81
52772,2022-10-15,1,6.84,7.35,0,-7.35
52781,2022-10-15,3,7.19,6.56,0,-6.56
52788,2022-10-15,4,6.37,6.58,0,-6.58
52794,2022-10-15,5,6.84,6.48,0,-6.48
52805,2022-10-15,6,7.47,6.05,0,-6.05
52813,2022-10-15,7,7.3,4.69,0,-4.69
52826,2022-10-15,8,6.93,1.76,0.76,-1
52834,2022-10-15,9,4.74,0.1,2.9,2.8
52839,2022-10-15,10,6.91,0.64,0.93,0.29
52848,2022-10-15,11,17.52,1.62,1.27,-0.35
52862,2022-10-15,13,15.95,0.02,3.42,3.4
52871,2022-10-15,14,6.43,1.54,1,-0.54
52878,2022-10-15,12,14.55,0,3.76,3.76
52888,2022-10-15,15,6.23,1.25,0.27,-0.98
52896,2022-10-15,16,6.17,1.47,0.21,-1.26
52902,2022-10-15,17,6.35,3.96,0,-3.96
52912,2022-10-15,18,7.06,5.96,0,-5.96
52925,2022-10-15,19,5.25,6.74,0,-6.74
52930,2022-10-15,20,7.14,6.61,0,-6.61
52940,2022-10-15,21,7.03,6.65,0,-6.65
52952,2022-10-15,22,7.55,6.68,0,-6.68
52959,2022-10-15,23,6.52,6.34,0,-6.34
52969,2022-10-16,1,4.91,6.19,0,-6.19
52979,2022-10-16,2,6.76,6.26,0,-6.26
52986,2022-10-16,4,6.41,6.03,0,-6.03
52996,2022-10-16,5,6.52,6.31,0,-6.31
53003,2022-10-16,6,4.75,5.52,0,-5.52
53013,2022-10-16,7,5.61,4.63,0,-4.63
53022,2022-10-16,8,5.37,3.35,0,-3.35
53028,2022-10-16,9,7.73,0.65,1.94,1.29
53038,2022-10-16,10,12.19,0.1,2.11,2.01
53049,2022-10-16,11,13.95,0,7.15,7.15
53059,2022-10-16,12,6.14,0.13,3.05,2.92
53064,2022-10-16,13,5.4,1.45,1.19,-0.26
53076,2022-10-16,14,6.31,0.52,3.39,2.87
53085,2022-10-16,15,5.91,1.19,0.04,-1.15
53093,2022-10-16,16,5.57,0.23,0.54,0.31
53101,2022-10-16,17,5.9,2.42,0.19,-2.23
53112,2022-10-16,18,6.74,5.91,0,-5.91
53119,2022-10-16,19,6.92,6.44,0,-6.44
53129,2022-10-16,20,7.65,7.21,0,-7.21
53138,2022-10-16,21,7.05,7.18,0,-7.18
53146,2022-10-16,22,7.6,6.97,0,-6.97
53155,2022-10-16,23,7.32,7.28,0,-7.28
53163,2022-10-17,1,7.31,6.76,0,-6.76
53172,2022-10-17,2,6.92,6.58,0,-6.58
53184,2022-10-17,3,4.93,6.31,0,-6.31
53190,2022-10-17,4,5.37,6.6,0,-6.6
53204,2022-10-17,5,6.64,6.64,0,-6.64
53208,2022-10-17,6,4.74,5.32,0,-5.32
53222,2022-10-17,8,20.1,6.01,0.02,-5.99
53231,2022-10-17,9,46.28,18.24,0,-18.24
53238,2022-10-17,10,51.17,35.19,0,-35.19
53247,2022-10-17,11,61.74,32.82,0,-32.82
53256,2022-10-17,12,58.91,31.82,0,-31.82
53269,2022-10-17,13,46.49,30.01,0,-30.01
53275,2022-10-17,14,47.23,25,0,-25
53288,2022-10-17,15,35.01,23.64,0,-23.64
53293,2022-10-17,16,33.87,24.38,0,-24.38
53314,2022-10-17,19,7.36,8.49,0,-8.49
53321,2022-10-17,20,7.59,8.65,0,-8.65
53333,2022-10-17,21,7.2,8.05,0,-8.05
53341,2022-10-17,22,6.27,6.75,0,-6.75
53351,2022-10-17,23,6.51,6.61,0,-6.61
53357,2022-10-18,1,6.19,6.35,0,-6.35
53366,2022-10-18,2,6.41,6.34,0,-6.34
53375,2022-10-18,3,4.31,6.03,0,-6.03
53385,2022-10-18,4,6.44,6.14,0,-6.14
53398,2022-10-18,5,5.65,6.05,0,-6.05
53404,2022-10-18,6,3.53,4.69,0,-4.69
53413,2022-10-18,7,5.84,4.11,0,-4.11
53424,2022-10-18,10,38.48,18.27,0,-18.27
53434,2022-10-18,11,48.09,22.29,0,-22.29
53444,2022-10-18,13,51.54,34.87,0,-34.87
53456,2022-10-18,14,42.35,26.78,0,-26.78
53466,2022-10-18,15,48.98,28.89,0,-28.89
53473,2022-10-18,17,38.43,30.26,0,-30.26
53480,2022-10-18,18,20.31,26.03,0,-26.03
53489,2022-10-18,19,10.33,16.41,0,-16.41
53498,2022-10-18,20,11.56,10.86,0,-10.86
53507,2022-10-18,21,9,8.86,0,-8.86
