id,new_date,hour,load_kW,demand_kWh,supply_kWh,net_kWh
44242,2022-08-28,15,22.59,4.17,3.56,-0.61
44248,2022-08-28,16,18.25,18.61,0,-18.61
44257,2022-08-28,17,12.99,15.23,0,-15.23
44269,2022-08-28,18,11.55,10.58,0,-10.58
44276,2022-08-28,19,10.02,10.27,0,-10.27
44288,2022-08-28,20,10.85,10.09,0,-10.09
44295,2022-08-28,21,10.29,9.33,0,-9.33
44307,2022-08-28,22,10.01,8.77,0,-8.77
44314,2022-08-28,23,9.22,9,0,-9
44324,2022-08-29,1,8.25,8.83,0,-8.83
44331,2022-08-29,2,8.36,9.09,0,-9.09
44339,2022-08-29,3,8.12,8.61,0,-8.61
44351,2022-08-29,4,8.66,8.78,0,-8.78
44359,2022-08-29,5,9.3,8.63,0,-8.63
44368,2022-08-29,6,9.02,8.05,0,-8.05
44382,2022-08-29,8,17.06,7.86,0,-7.86
44390,2022-08-29,9,38.4,14.09,0,-14.09
44400,2022-08-29,10,53.37,31.52,0,-31.52
44408,2022-08-29,11,51.29,32.76,0,-32.76
44415,2022-08-29,12,55.54,40.06,0,-40.06
44425,2022-08-29,13,50.43,46.38,0,-46.38
44435,2022-08-29,14,49.62,54.19,0,-54.19
44443,2022-08-29,15,47.24,37.61,0,-37.61
44452,2022-08-29,16,45.16,35.75,0,-35.75
44463,2022-08-29,17,28.18,26.09,0,-26.09
44468,2022-08-29,18,19.5,21.97,0,-21.97
44481,2022-08-29,19,6.91,16.33,0,-16.33
44485,2022-08-29,20,8.08,9.87,0,-9.87
44497,2022-08-29,21,8.74,8.91,0,-8.91
44506,2022-08-29,22,9.08,9.08,0,-9.08
44517,2022-08-29,23,8.77,9.62,0,-9.62
44524,2022-08-30,1,8.67,9.37,0,-9.37
44535,2022-08-30,2,9.12,8.38,0,-8.38
44540,2022-08-30,3,9.31,8.4,0,-8.4
44552,2022-08-30,4,9.58,8.58,0,-8.58
44561,2022-08-30,5,9.41,8.52,0,-8.52
44569,2022-08-30,6,8.25,7.75,0,-7.75
44578,2022-08-30,7,10.23,6.67,0,-6.67
44587,2022-08-30,8,27.98,9.51,0,-9.51
44596,2022-08-30,9,50.75,25.83,0,-25.83
44602,2022-08-30,10,57.39,33.17,0,-33.17
44611,2022-08-30,11,52.75,37.77,0,-37.77
44621,2022-08-30,12,52.72,36.12,0,-36.12
44631,2022-08-30,13,51.52,34.19,0,-34.19
44639,2022-08-30,14,56.22,31.28,0,-31.28
44647,2022-08-30,15,58.83,36.19,0,-36.19
44657,2022-08-30,16,65.95,43.19,0,-43.19
44667,2022-08-30,17,26.15,38.44,0,-38.44
44672,2022-08-30,18,18.16,21.09,0,-21.09
44684,2022-08-30,19,9.52,15.36,0,-15.36
44690,2022-08-30,20,9.91,10.23,0,-10.23
44699,2022-08-30,21,9.16,9.44,0,-9.44
44712,2022-08-30,22,11.63,11.34,0,-11.34
44720,2022-08-30,23,11.54,11,0,-11
44729,2022-08-31,1,9.16,10.34,0,-10.34
44735,2022-08-31,2,8.02,8.88,0,-8.88
44747,2022-08-31,3,8.13,8.56,0,-8.56
44757,2022-08-31,4,10.19,8.75,0,-8.75
44762,2022-08-31,5,9.08,8.81,0,-8.81
44771,2022-08-31,6,7.12,7.44,0,-7.44
44777,2022-08-31,7,9.22,6.46,0,-6.46
44789,2022-08-31,8,17.71,5.26,0,-5.26
44794,2022-08-31,9,47.68,20.86,0,-20.86
44807,2022-08-31,10,52.73,33.52,0,-33.52
44816,2022-08-31,11,51.85,23.57,0,-23.57
44824,2022-08-31,12,44.49,26.08,0,-26.08
44833,2022-08-31,13,50.92,26.74,0,-26.74
44844,2022-08-31,14,60.67,30.64,0,-30.64
44850,2022-08-31,15,52.46,31.26,0,-31.26
44860,2022-08-31,16,35.36,33.38,0,-33.38
44867,2022-08-31,17,17.87,22.78,0,-22.78
44877,2022-08-31,18,10.31,10.86,0,-10.86
44887,2022-08-31,19,10.29,11.48,0,-11.48
44898,2022-08-31,20,13.15,11.75,0,-11.75
44904,2022-08-31,21,9.84,11.32,0,-11.32
44915,2022-08-31,23,11.99,10.64,0,-10.64
44921,2022-09-01,1,8.2,9.15,0,-9.15
44933,2022-09-01,2,8.25,9.03,0,-9.03
44939,2022-09-01,3,8.65,9.05,0,-9.05
44951,2022-09-01,4,10.1,8.84,0,-8.84
44961,2022-09-01,5,9.62,8.71,0,-8.71
44970,2022-09-01,6,9.01,8.03,0,-8.03
44975,2022-09-01,7,9.49,7.53,0,-7.53
44987,2022-09-01,8,14.49,5.34,0,-5.34
44992,2022-09-01,9,38.97,17.44,0,-17.44
45003,2022-09-01,10,49.73,26.08,0,-26.08
45015,2022-09-01,11,43.13,14.61,0,-14.61
45027,2022-09-01,13,27.72,14.11,0.02,-14.09
45036,2022-09-01,14,41.97,26.55,0,-26.55
45045,2022-09-01,15,45.64,36.75,0,-36.75
45054,2022-09-01,16,50.25,31.36,0,-31.36
45063,2022-09-01,17,32.06,36.23,0,-36.23
45070,2022-09-01,18,23.61,26.52,0,-26.52
45077,2022-09-01,19,16.02,16.98,0,-16.98
45088,2022-09-01,20,15.14,16.09,0,-16.09
45095,2022-09-01,21,14.61,14.49,0,-14.49
45106,2022-09-01,22,14.42,13.83,0,-13.83
45116,2022-09-01,23,12.39,12.79,0,-12.79
45122,2022-09-02,1,10.05,9.57,0,-9.57
45134,2022-09-02,2,8.62,8.96,0,-8.96
45140,2022-09-02,3,10.05,8.92,0,-8.92
45148,2022-09-02,4,10.14,8.66,0,-8.66
45158,2022-09-02,5,8.53,8.84,0,-8.84
45174,2022-09-02,7,8.11,7.31,0,-7.31
45179,2022-09-02,8,12.73,4.46,0,-4.46
45189,2022-09-02,9,34.6,14.04,0,-14.04
45194,2022-09-02,10,42.34,26.47,0,-26.47
45205,2022-09-02,11,35.91,22.47,0,-22.47
45211,2022-09-02,12,42.25,19.61,0,-19.61
45220,2022-09-02,13,32.83,20.28,0,-20.28
45229,2022-09-02,14,57.1,42.36,0,-42.36
45240,2022-09-02,15,44.62,37.06,0,-37.06
45252,2022-09-02,16,33.73,37.72,0,-37.72
45256,2022-09-02,17,22.28,24.22,0,-24.22
45269,2022-09-02,19,9.14,10,0,-10
45279,2022-09-02,20,10.6,9.97,0,-9.97
45291,2022-09-02,21,11.94,9.86,0,-9.86
45296,2022-09-02,22,8.44,8.95,0,-8.95
45307,2022-09-02,23,7.69,8.45,0,-8.45
45316,2022-09-03,1,7.72,8.11,0,-8.11
45323,2022-09-03,2,7.36,8.26,0,-8.26
45334,2022-09-03,3,9.41,8.57,0,-8.57
45342,2022-09-03,4,9.32,8.06,0,-8.06
45351,2022-09-03,5,7.51,7.78,0,-7.78
45359,2022-09-03,6,6.72,7.22,0,-7.22
45371,2022-09-03,7,6.65,6.59,0,-6.59
45377,2022-09-03,8,5.75,3.89,0.01,-3.88
45389,2022-09-03,9,11.17,1.05,1.04,-0.01
45399,2022-09-03,10,22.94,0,6.46,6.46
45406,2022-09-03,11,28.45,0.08,4.57,4.49
45413,2022-09-03,12,21.97,0.12,7.64,7.52
45421,2022-09-03,13,13.26,0.32,7.47,7.15
45432,2022-09-03,14,38.99,1.31,5.43,4.12
45437,2022-09-03,15,12.91,0.23,7.85,7.62
45447,2022-09-03,16,14.4,0.78,2.16,1.38
45457,2022-09-03,17,19.13,9.3,0.02,-9.28
45465,2022-09-03,18,16.15,16.16,0,-16.16
45472,2022-09-03,19,18.32,17.65,0,-17.65
45486,2022-09-03,20,17.95,18.1,0,-18.1
45490,2022-09-03,21,11.14,12.86,0,-12.86
45502,2022-09-03,22,11.89,11.71,0,-11.71
45510,2022-09-03,23,10.65,11.68,0,-11.68
45522,2022-09-04,1,7.34,9.18,0,-9.18
45527,2022-09-04,2,9.39,7.93,0,-7.93
45536,2022-09-04,3,6.92,7.55,0,-7.55
45549,2022-09-04,4,6.67,7.45,0,-7.45
45554,2022-09-04,5,6.53,7.25,0,-7.25
45567,2022-09-04,6,8.27,6.97,0,-6.97
45574,2022-09-04,7,5.6,5.14,0,-5.14
45583,2022-09-04,8,17.64,2.44,0.65,-1.79
45594,2022-09-04,9,9.99,0.41,5.08,4.67
45599,2022-09-04,10,44.43,0.17,9.16,8.99
45609,2022-09-04,11,38.12,0.44,10.51,10.07
45619,2022-09-04,12,36.33,0,12.6,12.6
45625,2022-09-04,13,43.52,0.42,10.05,9.63
45636,2022-09-04,14,16.98,3.86,1.07,-2.79
45644,2022-09-04,15,30.1,6.04,0.78,-5.26
45654,2022-09-04,16,15.6,3.14,0.85,-2.29
45664,2022-09-04,17,17.91,10.39,0,-10.39
45672,2022-09-04,18,14.94,14.43,0,-14.43
45681,2022-09-04,19,14.26,13.81,0,-13.81
45691,2022-09-04,20,14.61,13.73,0,-13.73
45700,2022-09-04,21,13.73,12.99,0,-12.99
45706,2022-09-04,22,11.68,12.67,0,-12.67
45715,2022-09-04,23,11.98,12.25,0,-12.25
45725,2022-09-05,1,8.76,11.8,0,-11.8
45734,2022-09-05,2,7.9,8.54,0,-8.54
45743,2022-09-05,3,7.41,7.96,0,-7.96
45749,2022-09-05,4,7.07,7.78,0,-7.78
45762,2022-09-05,5,7.06,7.76,0,-7.76
45771,2022-09-05,6,8.46,7.19,0,-7.19
45778,2022-09-05,8,12.87,4.78,0.01,-4.77
45792,2022-09-05,9,27.6,8.22,0.04,-8.18
45800,2022-09-05,10,30.67,25.94,0,-25.94
45809,2022-09-05,11,44.47,21.76,0,-21.76
45821,2022-09-05,13,57.1,28.92,0,-28.92
45828,2022-09-05,14,62.97,41.36,0,-41.36
45837,2022-09-05,15,56.29,45.22,0,-45.22
45849,2022-09-05,16,59.73,56.45,0,-56.45
45865,2022-09-05,19,13.43,20.96,0,-20.96
45876,2022-09-05,20,8.6,12.31,0,-12.31
45885,2022-09-05,21,9.49,9.94,0,-9.94
45891,2022-09-05,22,7.82,10.45,0,-10.45
45901,2022-09-05,23,13.11,9.72,0,-9.72
45911,2022-09-06,1,8.8,9.26,0,-9.26
45922,2022-09-06,2,7.32,8.22,0,-8.22
45927,2022-09-06,3,7.23,7.93,0,-7.93
45937,2022-09-06,4,7.62,7.82,0,-7.82
45945,2022-09-06,5,7.28,7.82,0,-7.82
45954,2022-09-06,6,8.97,7.48,0,-7.48
45966,2022-09-06,7,5.44,5.7,0,-5.7
45976,2022-09-06,8,21.33,3.77,0.42,-3.35
45983,2022-09-06,9,47.49,24.76,0,-24.76
45992,2022-09-06,10,43.8,39.29,0,-39.29
46001,2022-09-06,11,41.89,36.07,0,-36.07
46009,2022-09-06,12,43.47,19.77,0,-19.77
46021,2022-09-06,13,47.94,29.84,0,-29.84
46030,2022-09-06,14,57.6,32.02,0,-32.02
46036,2022-09-06,15,59.41,37.16,0,-37.16
46045,2022-09-06,16,38.8,49.34,0,-49.34
46057,2022-09-06,17,27.93,33.75,0,-33.75
46065,2022-09-06,18,19.88,21.58,0,-21.58
46072,2022-09-06,19,12.85,18.43,0,-18.43
46084,2022-09-06,20,8.71,10.16,0,-10.16
46089,2022-09-06,21,9.77,9.89,0,-9.89
46099,2022-09-06,22,9.52,10.52,0,-10.52
46107,2022-09-06,23,12.69,10.84,0,-10.84
46118,2022-09-07,1,8.56,9.31,0,-9.31
46130,2022-09-07,2,7.88,8.05,0,-8.05
46138,2022-09-07,3,7.25,7.89,0,-7.89
46148,2022-09-07,4,8.8,8.03,0,-8.03
46153,2022-09-07,5,6,8.72,0,-8.72
46165,2022-09-07,6,5.74,6.24,0,-6.24
46174,2022-09-07,7,9.37,5.12,0,-5.12
46184,2022-09-07,8,8.58,2.16,0.13,-2.03
46189,2022-09-07,9,32.14,11.72,0.05,-11.67
46198,2022-09-07,10,39.09,27.57,0,-27.57
46211,2022-09-07,11,40.24,26.86,0,-26.86
46218,2022-09-07,12,41.55,25.75,0,-25.75
46228,2022-09-07,13,43.73,32.46,0,-32.46
46233,2022-09-07,14,35.23,44.06,0,-44.06
46250,2022-09-07,16,20.52,29.95,0,-29.95
46258,2022-09-07,17,38.37,28.49,0,-28.49
46267,2022-09-07,18,32.31,27.79,0,-27.79
46276,2022-09-07,19,8.3,22.43,0,-22.43
46281,2022-09-07,20,8.31,9.98,0,-9.98
46291,2022-09-07,21,10.01,10.19,0,-10.19
46299,2022-09-07,23,12.49,10.76,0,-10.76
46311,2022-09-08,1,9.49,9.08,0,-9.08
46321,2022-09-08,2,7.19,8.83,0,-8.83
46327,2022-09-08,4,9.22,8.75,0,-8.75
46336,2022-09-08,5,7.11,8.61,0,-8.61
46349,2022-09-08,6,4.65,6.92,0,-6.92
46355,2022-09-08,7,9.09,6.67,0,-6.67
46362,2022-09-08,8,19.95,4.49,0.07,-4.42
46376,2022-09-08,9,46.45,23.32,0,-23.32
46381,2022-09-08,10,45.68,35.93,0,-35.93
46391,2022-09-08,11,37.38,28.14,0,-28.14
46401,2022-09-08,12,31.96,30.75,0,-30.75
46412,2022-09-08,13,52.84,33.32,0,-33.32
46424,2022-09-08,15,30.4,27.2,0,-27.2
46438,2022-09-08,16,34.85,25.67,0,-25.67
46447,2022-09-08,17,14.29,20,0,-20
46455,2022-09-08,18,11.85,15.58,0,-15.58
46463,2022-09-08,19,13.23,12.86,0,-12.86
46474,2022-09-08,20,9.22,10.02,0,-10.02
46481,2022-09-08,21,9.08,8.32,0,-8.32
46489,2022-09-08,22,7.44,7.93,0,-7.93
46496,2022-09-08,23,8.26,8.95,0,-8.95
46507,2022-09-09,1,7.23,8.9,0,-8.9
46516,2022-09-09,2,7.31,8.13,0,-8.13
46528,2022-09-09,3,7.15,7.64,0,-7.64
46533,2022-09-09,4,5.43,7.78,0,-7.78
46545,2022-09-09,5,7.1,7.72,0,-7.72
46554,2022-09-09,6,5.93,6.94,0,-6.94
46564,2022-09-09,7,8.56,6.53,0,-6.53
46569,2022-09-09,8,12.35,10.11,0,-10.11
46582,2022-09-09,9,13.06,11.2,0,-11.2
46590,2022-09-09,10,31.64,18.03,0,-18.03
46600,2022-09-09,11,23.53,18.81,0,-18.81
46607,2022-09-09,12,18.51,9.13,0.15,-8.98
46613,2022-09-09,13,25.09,11.45,0,-11.45
46620,2022-09-09,14,40.73,13,0.08,-12.92
46628,2022-09-09,15,41.2,27.5,0,-27.5
46642,2022-09-09,16,31.47,24.08,0,-24.08
46648,2022-09-09,17,17.74,20.8,0,-20.8
46657,2022-09-09,18,7.22,8.01,0,-8.01
46669,2022-09-09,19,7.41,7.49,0,-7.49
46678,2022-09-09,20,10.66,9.53,0,-9.53
46683,2022-09-09,21,10.51,9.25,0,-9.25
46696,2022-09-09,22,10.26,9.23,0,-9.23
46700,2022-09-09,23,10.44,9.24,0,-9.24
46710,2022-09-10,1,8.97,9,0,-9
46718,2022-09-10,2,7.26,8.18,0,-8.18
46732,2022-09-10,3,7.21,7.86,0,-7.86
46738,2022-09-10,4,7.67,7.93,0,-7.93
46746,2022-09-10,5,9.36,8.03,0,-8.03
46757,2022-09-10,6,8.03,6.98,0,-6.98
46763,2022-09-10,7,7.14,5.75,0,-5.75
46775,2022-09-10,8,5.26,3.35,0,-3.35
46785,2022-09-10,9,7.11,2.6,0.11,-2.49
46790,2022-09-10,10,7.68,0.04,2.83,2.79
46801,2022-09-10,11,11.45,0.18,1.07,0.89
46811,2022-09-10,12,25.14,0.08,3.2,3.12
46819,2022-09-10,13,21.24,0,7.12,7.12
46831,2022-09-10,14,10.38,0.33,3.79,3.46
46839,2022-09-10,15,9.98,1.31,0.62,-0.69
46847,2022-09-10,16,6.11,2.28,0.61,-1.67
46857,2022-09-10,17,10.43,4.36,0,-4.36
46866,2022-09-10,18,7.15,6.22,0,-6.22
46875,2022-09-10,19,8.97,8.31,0,-8.31
46881,2022-09-10,20,10.77,9.35,0,-9.35
46892,2022-09-10,21,7.1,9.19,0,-9.19
46902,2022-09-10,22,7.24,8.03,0,-8.03
46910,2022-09-10,23,7.31,7.98,0,-7.98
46921,2022-09-11,1,8.39,9.14,0,-9.14
46928,2022-09-11,2,7.12,8.7,0,-8.7
46940,2022-09-11,4,8.72,7.92,0,-7.92
46946,2022-09-11,5,9.56,7.77,0,-7.77
46960,2022-09-11,6,5.72,7.04,0,-7.04
46967,2022-09-11,7,5.5,5.64,0,-5.64
46974,2022-09-11,8,5.99,5.1,0,-5.1
46983,2022-09-11,9,16.18,3.59,0.36,-3.23
46994,2022-09-11,10,16.99,0,7.3,7.3
47000,2022-09-11,11,36.76,0,9.85,9.85
47009,2022-09-11,12,20.63,0.21,5.93,5.72
47026,2022-09-11,14,10.22,1.58,6.22,4.64
47035,2022-09-11,15,17.79,0.01,4.59,4.58
47039,2022-09-11,16,6.38,0.19,3.52,3.33
47051,2022-09-11,17,8.01,4.92,0,-4.92
47062,2022-09-11,18,9.21,7.16,0,-7.16
47072,2022-09-11,20,7.09,7.99,0,-7.99
47081,2022-09-11,21,7.38,8,0,-8
47092,2022-09-11,22,8.23,7.76,0,-7.76
47101,2022-09-11,23,9.74,8.97,0,-8.97
47106,2022-09-12,1,6.95,7.82,0,-7.82
47117,2022-09-12,2,7.05,7.71,0,-7.71
47128,2022-09-12,3,7.24,7.55,0,-7.55
47132,2022-09-12,4,7.32,7.56,0,-7.56
47146,2022-09-12,5,8.4,7.53,0,-7.53
47153,2022-09-12,6,6.32,7.15,0,-7.15
47162,2022-09-12,7,12.34,6.12,0,-6.12
47173,2022-09-12,8,17.69,6.84,0,-6.84
47178,2022-09-12,9,38.77,19.35,0,-19.35
47188,2022-09-12,10,58.1,29.98,0,-29.98
47200,2022-09-12,11,46.11,38.27,0,-38.27
47206,2022-09-12,12,58.64,38.59,0,-38.59
47216,2022-09-12,13,55.93,37.58,0,-37.58
47227,2022-09-12,14,68.8,43.64,0,-43.64
47239,2022-09-12,16,44.26,46.75,0,-46.75
47243,2022-09-12,17,30.88,35.33,0,-35.33
47256,2022-09-12,18,16.2,24.98,0,-24.98
47265,2022-09-12,19,8.05,11.75,0,-11.75
47275,2022-09-12,20,8.13,8.83,0,-8.83
47281,2022-09-12,21,8.58,8.52,0,-8.52
47292,2022-09-12,22,7.79,8.56,0,-8.56
47299,2022-09-12,23,9.56,8.3,0,-8.3
47309,2022-09-13,1,6.94,8.85,0,-8.85
47318,2022-09-13,2,8.38,7.83,0,-7.83
47325,2022-09-13,3,10.94,9.93,0,-9.93
47336,2022-09-13,4,10.8,11.35,0,-11.35
47342,2022-09-13,5,9.94,10.09,0,-10.09
47352,2022-09-13,6,5.02,9.22,0,-9.22
47365,2022-09-13,7,7.33,5.8,0,-5.8
47370,2022-09-13,8,12.77,1.92,1.42,-0.5
47380,2022-09-13,9,36.98,9.75,0.06,-9.69
47388,2022-09-13,10,42.05,26.56,0,-26.56
47400,2022-09-13,11,44.88,24.47,0,-24.47
47409,2022-09-13,12,49.91,20.66,0,-20.66
47422,2022-09-13,14,55.07,27.75,0,-27.75
47431,2022-09-13,15,64.96,33.13,0,-33.13
47441,2022-09-13,16,56.79,34.46,0,-34.46
47456,2022-09-13,18,24.7,19.98,0,-19.98
47460,2022-09-13,19,16.62,19.74,0,-19.74
47469,2022-09-13,20,16.15,17.5,0,-17.5
47483,2022-09-13,21,16.05,17.34,0,-17.34
47489,2022-09-13,22,8.98,11.45,0,-11.45
47496,2022-09-13,23,8.93,8.22,0,-8.22
47507,2022-09-14,1,7.45,8,0,-8
47514,2022-09-14,2,7.28,7.9,0,-7.9
47524,2022-09-14,3,7.25,7.43,0,-7.43
47533,2022-09-14,4,7.26,7.57,0,-7.57
47541,2022-09-14,5,6.69,7.39,0,-7.39
47552,2022-09-14,6,6.46,6.99,0,-6.99
47564,2022-09-14,7,6.11,6.28,0,-6.28
47571,2022-09-14,8,7.6,2.67,0.29,-2.38
47581,2022-09-14,9,42.39,15.06,0.15,-14.91
47588,2022-09-14,10,37.35,32.64,0,-32.64
47599,2022-09-14,11,43.59,36.04,0,-36.04
47608,2022-09-14,14,52.59,30.63,0,-30.63
47616,2022-09-14,15,41.12,31.04,0,-31.04
47629,2022-09-14,17,23.95,21.92,0,-21.92
47635,2022-09-14,18,21.32,21.14,0,-21.14
47645,2022-09-14,19,22.54,20.34,0,-20.34
47653,2022-09-14,20,16.39,18.1,0,-18.1
47666,2022-09-14,21,19.39,17.98,0,-17.98
47671,2022-09-14,23,15.87,17.56,0,-17.56
47679,2022-09-15,1,9.13,7.61,0,-7.61
47690,2022-09-15,4,7.21,7.5,0,-7.5
47695,2022-09-15,5,6.73,7.35,0,-7.35
47707,2022-09-15,6,8.4,6.76,0,-6.76
47713,2022-09-15,7,5.12,6.53,0,-6.53
47723,2022-09-15,8,8.84,3.02,0.09,-2.93
47732,2022-09-15,9,31.53,14.2,0.04,-14.16
47743,2022-09-15,10,34.72,21.52,0,-21.52
47750,2022-09-15,11,27.17,18.72,0,-18.72
47762,2022-09-15,13,59.17,29.64,0,-29.64
47767,2022-09-15,14,65.54,36.5,0,-36.5
47775,2022-09-15,15,50.24,35.98,0,-35.98
47786,2022-09-15,16,55.75,44.1,0,-44.1
47798,2022-09-15,17,47.2,48.04,0,-48.04
47807,2022-09-15,18,25.11,31.72,0,-31.72
47814,2022-09-15,19,21.74,26.36,0,-26.36
47823,2022-09-15,20,23.1,20.47,0,-20.47
47829,2022-09-15,21,20.29,19.99,0,-19.99
47843,2022-09-15,22,19.24,19.06,0,-19.06
47849,2022-09-15,23,15.39,17.42,0,-17.42
47856,2022-09-16,1,9.84,10,0,-10
47865,2022-09-16,2,10.92,9.65,0,-9.65
47878,2022-09-16,3,7.55,9.61,0,-9.61
47887,2022-09-16,4,9.34,8.49,0,-8.49
47894,2022-09-16,5,7.39,8.75,0,-8.75
47904,2022-09-16,6,9.15,7.26,0,-7.26
47910,2022-09-16,7,9.26,6.55,0,-6.55
47919,2022-09-16,8,14.71,3.67,0.04,-3.63
47932,2022-09-16,9,40.54,12.89,0.83,-12.06
47939,2022-09-16,10,45.04,27.66,0,-27.66
47950,2022-09-16,11,45.65,22.61,0,-22.61
47960,2022-09-16,12,36.51,21.03,0,-21.03
47965,2022-09-16,13,56.15,29.76,0,-29.76
47976,2022-09-16,14,50.37,35.47,0,-35.47
47983,2022-09-16,15,44.42,31.05,0,-31.05
47994,2022-09-16,16,40.85,29.08,0,-29.08
48003,2022-09-16,17,30.2,32.78,0,-32.78
48013,2022-09-16,18,14.95,21.89,0,-21.89
48023,2022-09-16,19,16.51,16.94,0,-16.94
48031,2022-09-16,20,11.99,14.04,0,-14.04
48038,2022-09-16,21,12.29,12.5,0,-12.5
48050,2022-09-16,22,12.42,12.44,0,-12.44
48058,2022-09-16,23,10.45,11.31,0,-11.31
48066,2022-09-17,1,12.03,12.42,0,-12.42
48077,2022-09-17,2,10.93,12.28,0,-12.28
48085,2022-09-17,3,10.98,11.16,0,-11.16
48092,2022-09-17,4,10.6,11.28,0,-11.28
48103,2022-09-17,5,10.44,11.06,0,-11.06
48113,2022-09-17,6,11.58,10.71,0,-10.71
48122,2022-09-17,7,11.5,9.14,0,-9.14
48130,2022-09-17,8,9,4.07,0.07,-4
48138,2022-09-17,9,10.87,1.46,2.65,1.19
48144,2022-09-17,10,20.68,0.61,6.62,6.01
48156,2022-09-17,11,25.07,2.59,1.54,-1.05
48163,2022-09-17,12,26.48,7.13,0.69,-6.44
48176,2022-09-17,13,20.64,5.37,0.19,-5.18
48183,2022-09-17,14,32.82,13.16,0.09,-13.07
48192,2022-09-17,15,23.86,11.34,0,-11.34
48198,2022-09-17,16,28.24,16.55,0,-16.55
48209,2022-09-17,17,26.05,19.83,0,-19.83
48219,2022-09-17,18,9.51,10.65,0,-10.65
48227,2022-09-17,19,8.95,9.66,0,-9.66
48235,2022-09-17,20,7.21,8.95,0,-8.95
48243,2022-09-17,21,9.56,7.99,0,-7.99
48254,2022-09-17,22,9.4,8.59,0,-8.59
48263,2022-09-17,23,7.24,8.45,0,-8.45
48274,2022-09-18,1,8.1,8.57,0,-8.57
48282,2022-09-18,2,7.32,7.8,0,-7.8
48290,2022-09-18,3,7.53,7.63,0,-7.63
48300,2022-09-18,4,8.27,7.39,0,-7.39
48308,2022-09-18,5,8.54,7.51,0,-7.51
48314,2022-09-18,6,4.62,7.1,0,-7.1
48326,2022-09-18,7,4.3,5.9,0,-5.9
48334,2022-09-18,8,5.8,3.97,0,-3.97
48340,2022-09-18,9,7.23,0.08,2.44,2.36
48352,2022-09-18,10,16.86,0,5.87,5.87
48361,2022-09-18,11,36.5,1.53,2.56,1.03
48370,2022-09-18,12,26.25,2.47,1.66,-0.81
48377,2022-09-18,13,18.39,2.22,4.98,2.76
48389,2022-09-18,14,24.86,2.51,4.48,1.97
48395,2022-09-18,15,19.16,2.1,1.21,-0.89
