,level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in)
260,260,2436,NDIR-SERT,2021-12-28,10,2.06,1.42,VAR,Fair,81,61,51,2,0,29.93,0.0
261,261,2444,NDIR-SERT,2021-12-28,11,6.73,0.0,VAR,Fair,82,61,48,3,0,29.90,0.0
262,262,2454,NDIR-SERT,2021-12-28,12,3.9,0.57,VAR,Fair,84,63,48,3,0,29.87,0.0
263,263,2461,NDIR-SERT,2021-12-28,13,2.21,0.21,W,Fair,86,61,43,6,0,29.81,0.0
264,264,2469,NDIR-SERT,2021-12-28,14,6.16,0.16,WNW,Fair,86,63,45,8,0,29.78,0.0
265,265,2483,NDIR-SERT,2021-12-28,15,15.74,0.0,VAR,Fair,86,61,43,6,0,29.75,0.0
266,266,2487,NDIR-SERT,2021-12-28,16,24.06,0.0,NW,Fair,88,61,40,6,0,29.75,0.0
267,267,2500,NDIR-SERT,2021-12-28,17,27.2,0.0,W,Fair,84,64,51,7,0,29.75,0.0
268,268,2510,NDIR-SERT,2021-12-28,18,18.56,0.0,W,Fair,82,64,54,3,0,29.75,0.0
269,269,2515,NDIR-SERT,2021-12-28,19,14.22,0.0,SSE,Fair,75,66,73,1,0,29.78,0.0
270,270,2525,NDIR-SERT,2021-12-28,20,9.68,0.0,CALM,Fair,73,66,78,0,0,29.81,0.0
271,271,2534,NDIR-SERT,2021-12-28,21,8.09,0.0,,,,,,,,,
272,272,2543,NDIR-SERT,2021-12-28,22,6.91,0.0,,,,,,,,,
273,273,2550,NDIR-SERT,2021-12-28,23,6.6,0.0,,,,,,,,,
274,274,2568,NDIR-SERT,2021-12-29,1,6.38,0.0,,,,,,,,,
275,275,2579,NDIR-SERT,2021-12-29,2,6.15,0.0,,,,,,,,,
276,276,2588,NDIR-SERT,2021-12-29,3,6.47,0.0,,,,,,,,,
277,277,2595,NDIR-SERT,2021-12-29,4,6.04,0.0,,,,,,,,,
278,278,2606,NDIR-SERT,2021-12-29,5,6.54,0.0,,,,,,,,,
279,279,2613,NDIR-SERT,2021-12-29,6,6.66,0.0,VAR,Fair,72,61,69,2,0,29.81,0.0
280,280,2625,NDIR-SERT,2021-12-29,7,6.2,0.0,VAR,Fair,70,64,83,1,0,29.84,0.0
281,281,2632,NDIR-SERT,2021-12-29,8,4.56,0.0,VAR,Fair,75,63,65,2,0,29.87,0.0
282,282,2642,NDIR-SERT,2021-12-29,9,4.1,0.09,VAR,Fair,81,61,51,2,0,29.90,0.0
283,283,2650,NDIR-SERT,2021-12-29,10,6.65,0.0,N,Fair,81,63,54,5,0,29.90,0.0
284,284,2659,NDIR-SERT,2021-12-29,11,4.11,0.25,VAR,Fair,86,63,45,2,0,29.87,0.0
285,285,2670,NDIR-SERT,2021-12-29,12,16.6,0.0,VAR,Fair,86,59,40,3,0,29.84,0.0
286,286,2676,NDIR-SERT,2021-12-29,13,21.47,0.0,VAR,Fair,90,59,36,3,0,29.81,0.0
287,287,2690,NDIR-SERT,2021-12-29,14,24.28,0.0,VAR,Fair,90,59,36,2,0,29.78,0.0
288,288,2698,NDIR-SERT,2021-12-29,15,30.32,0.0,W,Fair,90,61,38,8,0,29.75,0.0
289,289,2704,NDIR-SERT,2021-12-29,16,28.07,0.0,W,Fair,88,63,43,7,0,29.75,0.0
290,290,2715,NDIR-SERT,2021-12-29,17,16.53,0.0,W,Fair,86,64,48,5,0,29.75,0.0
291,291,2722,NDIR-SERT,2021-12-29,18,10.7,0.0,W,Fair,84,66,55,2,0,29.78,0.0
292,292,2735,NDIR-SERT,2021-12-29,19,11.37,0.0,CALM,Fair,82,68,62,0,0,29.78,0.0
293,293,2739,NDIR-SERT,2021-12-29,20,9.87,0.0,CALM,Fair,79,68,69,0,0,29.81,0.0
294,294,2748,NDIR-SERT,2021-12-29,21,11.13,0.0,,,,,,,,,
295,295,2757,NDIR-SERT,2021-12-29,22,9.3,0.0,,,,,,,,,
296,296,2766,NDIR-SERT,2021-12-29,23,6.96,0.0,,,,,,,,,
297,297,2786,NDIR-SERT,2021-12-30,1,6.92,0.0,,,,,,,,,
298,298,2797,NDIR-SERT,2021-12-30,2,6.83,0.0,,,,,,,,,
299,299,2803,NDIR-SERT,2021-12-30,3,6.61,0.0,,,,,,,,,
300,300,2816,NDIR-SERT,2021-12-30,4,6.68,0.0,,,,,,,,,
301,301,2823,NDIR-SERT,2021-12-30,5,6.96,0.0,NNE,Fair,75,66,73,2,0,29.84,0.0
302,302,2829,NDIR-SERT,2021-12-30,6,6.86,0.0,NE,Fair,72,66,83,2,0,29.84,0.0
303,303,2838,NDIR-SERT,2021-12-30,7,6.4,0.0,CALM,Fair,70,66,88,0,0,29.87,0.0
304,304,2847,NDIR-SERT,2021-12-30,8,4.39,0.0,VAR,Fair,77,66,69,2,0,29.90,0.0
305,305,2859,NDIR-SERT,2021-12-30,9,4.77,0.08,VAR,Fair,82,64,54,2,0,29.93,0.0
306,306,2868,NDIR-SERT,2021-12-30,10,2.66,0.35,E,Fair,84,61,45,3,0,29.93,0.0
307,307,2879,NDIR-SERT,2021-12-30,11,1.25,0.94,VAR,Fair,86,61,43,3,0,29.93,0.0
308,308,2884,NDIR-SERT,2021-12-30,12,0.15,5.48,VAR,Fair,88,61,40,5,0,29.90,0.0
309,309,2892,NDIR-SERT,2021-12-30,13,1.38,7.19,W,Fair,88,61,40,6,0,29.84,0.0
310,310,2903,NDIR-SERT,2021-12-30,14,0.0,6.98,NW,Fair,88,63,43,6,0,29.81,0.0
311,311,2912,NDIR-SERT,2021-12-30,15,0.13,4.67,WNW,Fair,90,63,40,7,0,29.78,0.0
312,312,2924,NDIR-SERT,2021-12-30,16,1.76,0.91,N,Fair,90,61,38,3,0,29.75,0.0
313,313,2928,NDIR-SERT,2021-12-30,17,5.86,0.01,W,Fair,88,64,46,6,0,29.78,0.0
314,314,2938,NDIR-SERT,2021-12-30,18,9.34,0.0,W,Fair,84,66,55,3,0,29.78,0.0
315,315,2949,NDIR-SERT,2021-12-30,19,9.55,0.0,CALM,Fair,82,68,62,0,0,29.81,0.0
316,316,2959,NDIR-SERT,2021-12-30,20,8.99,0.0,VAR,Fair,79,68,69,1,0,29.84,0.0
317,317,2965,NDIR-SERT,2021-12-30,21,7.84,0.0,,,,,,,,,
318,318,2974,NDIR-SERT,2021-12-30,22,6.88,0.0,,,,,,,,,
319,319,2984,NDIR-SERT,2021-12-30,23,6.3,0.0,,,,,,,,,
320,320,3005,NDIR-SERT,2021-12-31,1,5.95,0.0,,,,,,,,,
321,321,3009,NDIR-SERT,2021-12-31,2,6.28,0.0,,,,,,,,,
322,322,3022,NDIR-SERT,2021-12-31,3,5.9,0.0,,,,,,,,,
323,323,3029,NDIR-SERT,2021-12-31,4,5.94,0.0,,,,,,,,,
324,324,3038,NDIR-SERT,2021-12-31,5,5.84,0.0,,,,,,,,,
325,325,3046,NDIR-SERT,2021-12-31,6,5.74,0.0,VAR,Fair,73,63,69,2,0,29.84,0.0
326,326,3054,NDIR-SERT,2021-12-31,7,4.65,0.0,VAR,Fair,72,63,73,1,0,29.87,0.0
327,327,3063,NDIR-SERT,2021-12-31,8,2.95,0.11,VAR,Fair,75,64,69,2,0,29.90,0.0
328,328,3075,NDIR-SERT,2021-12-31,9,0.23,2.8,VAR,Fair,79,61,54,2,0,29.93,0.0
329,329,3082,NDIR-SERT,2021-12-31,10,0.0,8.69,SE,Fair,81,59,48,3,0,29.93,0.0
330,330,3091,NDIR-SERT,2021-12-31,11,0.0,13.34,VAR,Fair,84,59,42,3,0,29.93,0.0
331,331,3101,NDIR-SERT,2021-12-31,12,0.0,14.68,VAR,Fair,86,59,40,3,0,29.87,0.0
332,332,3111,NDIR-SERT,2021-12-31,13,0.0,14.23,W,Fair,86,61,43,7,0,29.84,0.0
333,333,3119,NDIR-SERT,2021-12-31,14,0.0,13.76,W,Fair,86,61,43,7,0,29.81,0.0
334,334,3127,NDIR-SERT,2021-12-31,15,0.0,10.08,W,Fair,88,61,40,8,0,29.78,0.0
335,335,3135,NDIR-SERT,2021-12-31,16,0.18,4.27,W,Fair,88,61,40,7,0,29.78,0.0
336,336,3149,NDIR-SERT,2021-12-31,17,2.6,0.21,W,Fair,86,61,43,7,0,29.78,0.0
337,337,3158,NDIR-SERT,2021-12-31,18,5.74,0.0,W,Fair,82,63,51,6,0,29.81,0.0
338,338,3163,NDIR-SERT,2021-12-31,19,7.23,0.0,W,Fair,79,64,61,1,0,29.81,0.0
339,339,3172,NDIR-SERT,2021-12-31,20,7.19,0.0,ESE,Fair,77,66,69,2,0,29.84,0.0
340,340,3181,NDIR-SERT,2021-12-31,21,6.62,0.0,,,,,,,,,
341,341,3193,NDIR-SERT,2021-12-31,22,6.3,0.0,,,,,,,,,
342,342,3199,NDIR-SERT,2021-12-31,23,6.3,0.0,,,,,,,,,
343,343,3217,NDIR-SERT,2022-01-01,1,5.87,0.0,,,,,,,,,
344,344,3228,NDIR-SERT,2022-01-01,2,5.95,0.0,,,,,,,,,
345,345,3235,NDIR-SERT,2022-01-01,3,5.69,0.0,,,,,,,,,
346,346,3246,NDIR-SERT,2022-01-01,4,6.05,0.0,,,,,,,,,
347,347,3252,NDIR-SERT,2022-01-01,5,5.64,0.0,,,,,,,,,
348,348,3261,NDIR-SERT,2022-01-01,6,5.47,0.0,NW,Fair,68,63,83,2,0,29.84,0.0
349,349,3272,NDIR-SERT,2022-01-01,7,4.66,0.0,VAR,Fair,66,63,88,1,0,29.90,0.0
350,350,3280,NDIR-SERT,2022-01-01,8,2.72,0.13,VAR,Fair,75,63,65,1,0,29.90,0.0
351,351,3290,NDIR-SERT,2022-01-01,9,0.26,3.01,ENE,Fair,77,61,57,5,0,29.93,0.0
352,352,3298,NDIR-SERT,2022-01-01,10,0.0,9.71,E,Fair,81,59,48,6,0,29.93,0.0
353,353,3309,NDIR-SERT,2022-01-01,11,0.0,13.11,VAR,Fair,82,57,42,5,0,29.90,0.0
354,354,3317,NDIR-SERT,2022-01-01,12,0.0,14.64,SE,Fair,84,59,42,3,0,29.90,0.0
355,355,3329,NDIR-SERT,2022-01-01,13,0.0,14.17,SE,Fair,84,57,40,6,0,29.84,0.0
356,356,3334,NDIR-SERT,2022-01-01,14,0.03,12.73,W,Fair,88,57,35,6,0,29.78,0.0
357,357,3343,NDIR-SERT,2022-01-01,15,0.01,9.97,SSW,Fair,88,59,38,7,0,29.75,0.0
358,358,3352,NDIR-SERT,2022-01-01,16,0.02,4.82,W,Fair,88,59,38,7,0,29.75,0.0
359,359,3361,NDIR-SERT,2022-01-01,17,2.31,0.57,W,Fair,86,59,40,6,0,29.75,0.0
360,360,3371,NDIR-SERT,2022-01-01,18,5.56,0.0,W,Fair,82,63,51,6,0,29.78,0.0
361,361,3379,NDIR-SERT,2022-01-01,19,7.15,0.0,W,Fair,81,63,54,3,0,29.81,0.0
362,362,3387,NDIR-SERT,2022-01-01,20,6.73,0.0,VAR,Fair,77,64,65,1,0,29.84,0.0
363,363,3399,NDIR-SERT,2022-01-01,21,6.39,0.0,,,,,,,,,
364,364,3405,NDIR-SERT,2022-01-01,22,6.63,0.0,,,,,,,,,
365,365,3416,NDIR-SERT,2022-01-01,23,6.21,0.0,,,,,,,,,
366,366,3433,NDIR-SERT,2022-01-02,1,5.88,0.0,,,,,,,,,
367,367,3445,NDIR-SERT,2022-01-02,2,5.89,0.0,,,,,,,,,
368,368,3451,NDIR-SERT,2022-01-02,3,5.73,0.0,,,,,,,,,
369,369,3460,NDIR-SERT,2022-01-02,4,5.62,0.0,,,,,,,,,
370,370,3469,NDIR-SERT,2022-01-02,5,5.58,0.0,,,,,,,,,
371,371,3481,NDIR-SERT,2022-01-02,6,5.34,0.0,VAR,Fair,68,61,78,2,0,29.84,0.0
372,372,3489,NDIR-SERT,2022-01-02,7,4.41,0.0,VAR,Fair,66,61,83,2,0,29.87,0.0
373,373,3498,NDIR-SERT,2022-01-02,8,2.71,0.18,VAR,Fair,72,61,69,2,0,29.90,0.0
374,374,3504,NDIR-SERT,2022-01-02,9,0.11,2.74,E,Fair,77,61,57,5,0,29.93,0.0
375,375,3513,NDIR-SERT,2022-01-02,10,0.0,9.55,E,Fair,79,59,51,6,0,29.93,0.0
376,376,3526,NDIR-SERT,2022-01-02,11,0.0,13.39,VAR,Fair,82,57,42,3,0,29.90,0.0
377,377,3536,NDIR-SERT,2022-01-02,12,0.0,15.06,VAR,Fair,84,57,40,3,0,29.87,0.0
378,378,3543,NDIR-SERT,2022-01-02,13,0.0,14.35,VAR,Fair,86,57,37,3,0,29.81,0.0
379,379,3549,NDIR-SERT,2022-01-02,14,0.04,13.46,SW,Fair,88,57,35,6,0,29.78,0.0
380,380,3559,NDIR-SERT,2022-01-02,15,0.73,6.9,VAR,Fair,86,59,40,7,0,29.75,0.0
381,381,3567,NDIR-SERT,2022-01-02,16,0.06,4.7,W,Fair,86,59,40,7,0,29.75,0.0
382,382,3581,NDIR-SERT,2022-01-02,17,1.47,0.6,WSW,Fair,84,59,42,6,0,29.75,0.0
383,383,3586,NDIR-SERT,2022-01-02,18,5.13,0.0,WNW,Fair,82,61,48,6,0,29.75,0.0
384,384,3595,NDIR-SERT,2022-01-02,19,6.32,0.0,W,Fair,79,63,57,3,0,29.78,0.0
385,385,3608,NDIR-SERT,2022-01-02,20,6.48,0.0,NW,Fair,75,64,69,1,0,29.81,0.0
386,386,3614,NDIR-SERT,2022-01-02,21,6.09,0.0,,,,,,,,,
387,387,3623,NDIR-SERT,2022-01-02,22,6.32,0.0,,,,,,,,,
388,388,3630,NDIR-SERT,2022-01-02,23,6.27,0.0,,,,,,,,,
389,389,3651,NDIR-SERT,2022-01-03,1,6.04,0.0,,,,,,,,,
390,390,3661,NDIR-SERT,2022-01-03,2,5.97,0.0,,,,,,,,,
391,391,3666,NDIR-SERT,2022-01-03,3,5.76,0.0,,,,,,,,,
392,392,3675,NDIR-SERT,2022-01-03,4,5.99,0.0,,,,,,,,,
393,393,3686,NDIR-SERT,2022-01-03,5,5.58,0.0,,,,,,,,,
394,394,3693,NDIR-SERT,2022-01-03,6,5.42,0.0,VAR,Fair,68,61,78,1,0,29.78,0.0
395,395,3704,NDIR-SERT,2022-01-03,7,5.14,0.0,VAR,Fair,66,61,83,1,0,29.81,0.0
396,396,3712,NDIR-SERT,2022-01-03,8,4.21,0.03,NNW,Fair,72,63,73,2,0,29.84,0.0
397,397,3721,NDIR-SERT,2022-01-03,9,0.26,2.36,VAR,Fair,75,61,61,3,0,29.84,0.0
398,398,3732,NDIR-SERT,2022-01-03,10,0.0,8.85,E,Fair,81,61,51,3,0,29.87,0.0
399,399,3743,NDIR-SERT,2022-01-03,11,0.0,12.82,VAR,Fair,82,59,45,3,0,29.84,0.0
400,400,3748,NDIR-SERT,2022-01-03,12,0.0,9.53,W,Fair,84,61,45,5,0,29.81,0.0
401,401,3756,NDIR-SERT,2022-01-03,13,0.0,10.35,NW,Fair,84,61,45,7,0,29.75,0.0
402,402,3765,NDIR-SERT,2022-01-03,14,0.0,11.97,NW,Fair,86,61,43,7,0,29.73,0.0
403,403,3779,NDIR-SERT,2022-01-03,15,0.0,8.87,W,Fair,86,61,43,8,0,29.70,0.0
404,404,3786,NDIR-SERT,2022-01-03,16,0.07,4.54,WNW,Fair,86,63,45,7,0,29.70,0.0
405,405,3794,NDIR-SERT,2022-01-03,17,2.21,0.73,W,Fair,84,63,48,6,0,29.70,0.0
406,406,3801,NDIR-SERT,2022-01-03,18,5.32,0.0,W,Fair,81,63,54,5,0,29.73,0.0
407,407,3810,NDIR-SERT,2022-01-03,19,7.16,0.0,N,Fair,77,63,61,1,0,29.75,0.0
408,408,3821,NDIR-SERT,2022-01-03,20,8.66,0.0,N,Fair,75,64,69,1,0,29.78,0.0
409,409,3831,NDIR-SERT,2022-01-03,21,6.88,0.0,,,,,,,,,
410,410,3837,NDIR-SERT,2022-01-03,22,6.35,0.0,,,,,,,,,
411,411,3847,NDIR-SERT,2022-01-03,23,6.2,0.0,,,,,,,,,
412,412,3867,NDIR-SERT,2022-01-04,1,6.1,0.0,,,,,,,,,
413,413,3874,NDIR-SERT,2022-01-04,2,5.71,0.0,,,,,,,,,
414,414,3883,NDIR-SERT,2022-01-04,3,5.91,0.0,,,,,,,,,
415,415,3891,NDIR-SERT,2022-01-04,4,5.73,0.0,,,,,,,,,
416,416,3900,NDIR-SERT,2022-01-04,5,5.79,0.0,,,,,,,,,
417,417,3912,NDIR-SERT,2022-01-04,6,5.57,0.0,NW,Fair,68,64,88,1,0,29.78,0.0
418,418,3919,NDIR-SERT,2022-01-04,7,5.11,0.0,VAR,Fair,66,64,94,1,0,29.78,0.0
419,419,3927,NDIR-SERT,2022-01-04,8,4.85,0.0,VAR,Fair,70,66,88,1,0,29.84,0.0
420,420,3937,NDIR-SERT,2022-01-04,9,3.54,0.12,VAR,Fair,73,64,73,2,0,29.84,0.0
421,421,3947,NDIR-SERT,2022-01-04,10,1.67,2.22,VAR,Fair,77,64,65,2,0,29.87,0.0
422,422,3954,NDIR-SERT,2022-01-04,11,0.16,7.72,VAR,Fair,82,61,48,3,0,29.84,0.0
423,423,3964,NDIR-SERT,2022-01-04,12,0.28,7.16,VAR,Fair,84,61,45,2,0,29.81,0.0
424,424,3973,NDIR-SERT,2022-01-04,13,0.0,9.68,VAR,Fair,86,61,43,5,0,29.75,0.0
425,425,3981,NDIR-SERT,2022-01-04,14,2.6,2.23,VAR,Fair,86,61,43,5,0,29.73,0.0
426,426,3991,NDIR-SERT,2022-01-04,15,13.54,0.0,WSW,Fair,88,64,46,6,0,29.70,0.0
427,427,4002,NDIR-SERT,2022-01-04,16,17.48,0.0,SW,Fair,86,63,45,6,0,29.70,0.0
428,428,4009,NDIR-SERT,2022-01-04,17,20.9,0.0,WSW,Fair,86,63,45,6,0,29.73,0.0
429,429,4017,NDIR-SERT,2022-01-04,18,17.08,0.0,WNW,Fair,82,63,51,3,0,29.73,0.0
430,430,4027,NDIR-SERT,2022-01-04,19,13.84,0.0,S,Fair,77,66,69,1,0,29.75,0.0
431,431,4035,NDIR-SERT,2022-01-04,20,9.17,0.0,SE,Fair,75,66,73,2,0,29.78,0.0
432,432,4046,NDIR-SERT,2022-01-04,21,6.49,0.0,ESE,Fair,75,68,78,3,0,29.78,0.0
433,433,4053,NDIR-SERT,2022-01-04,22,6.39,0.0,CALM,Fair,73,68,83,0,0,29.81,0.0
434,434,4063,NDIR-SERT,2022-01-04,23,6.19,0.0,,,,,,,,,
435,435,4081,NDIR-SERT,2022-01-05,1,6.21,0.0,,,,,,,,,
436,436,4089,NDIR-SERT,2022-01-05,11,0.03,2.03,W,Fair,86,64,48,3,0,29.81,0.0
437,437,4101,NDIR-SERT,2022-01-05,12,0.04,4.42,W,Fair,88,64,46,5,0,29.78,0.0
438,438,4107,NDIR-SERT,2022-01-05,13,2.93,2.14,SSE,Fair,86,64,48,3,0,29.75,0.0
439,439,4121,NDIR-SERT,2022-01-05,14,16.82,0.03,SSW,Fair,88,64,46,5,0,29.70,0.0
440,440,4125,NDIR-SERT,2022-01-05,15,24.54,0.0,W,Fair,90,64,43,5,0,29.70,0.0
441,441,4135,NDIR-SERT,2022-01-05,16,31.31,0.0,W,Fair,88,64,46,7,0,29.70,0.0
442,442,4146,NDIR-SERT,2022-01-05,17,23.44,0.0,W,Fair,88,64,46,7,0,29.70,0.0
443,443,4156,NDIR-SERT,2022-01-05,18,19.61,0.0,VAR,Fair,82,64,54,2,0,29.70,0.0
444,444,4162,NDIR-SERT,2022-01-05,19,13.69,0.0,VAR,Fair,77,68,74,1,0,29.73,0.0
445,445,4171,NDIR-SERT,2022-01-05,20,9.53,0.0,NW,Fair,75,68,78,1,0,29.73,0.0
446,446,4179,NDIR-SERT,2022-01-05,21,7.17,0.0,,,,,,,,,
447,447,4193,NDIR-SERT,2022-01-05,22,6.64,0.0,,,,,,,,,
448,448,4198,NDIR-SERT,2022-01-06,6,1.87,0.0,VAR,Fair,66,64,94,2,0,29.75,0.0
449,449,4209,NDIR-SERT,2022-01-06,7,5.2,0.0,VAR,Fair,66,64,94,2,0,29.78,0.0
450,450,4220,NDIR-SERT,2022-01-06,8,3.95,0.0,VAR,Fair,70,64,83,2,0,29.81,0.0
451,451,4225,NDIR-SERT,2022-01-06,9,1.89,0.55,N,Fair,75,63,65,3,0,29.81,0.0
452,452,4234,NDIR-SERT,2022-01-06,10,0.14,3.98,VAR,Fair,81,64,58,2,0,29.84,0.0
453,453,4242,NDIR-SERT,2022-01-06,11,0.0,5.19,VAR,Fair,84,64,51,3,0,29.81,0.0
454,454,4256,NDIR-SERT,2022-01-06,12,0.01,6.0,VAR,Fair,86,63,45,3,0,29.78,0.0
455,455,4265,NDIR-SERT,2022-01-06,14,0.75,0.0,VAR,Fair,90,64,43,3,0,29.70,0.0
456,456,4269,NDIR-SERT,2022-01-06,15,13.17,0.0,VAR,Fair,90,63,40,3,0,29.70,0.0
457,457,4278,NDIR-SERT,2022-01-06,16,19.19,0.0,W,Fair,90,63,40,5,0,29.67,0.0
458,458,4288,NDIR-SERT,2022-01-06,17,21.31,0.0,W,Fair,90,64,43,5,0,29.70,0.0
459,459,4297,NDIR-SERT,2022-01-06,18,17.69,0.0,,,,,,,,,
460,460,4308,NDIR-SERT,2022-01-06,19,13.23,0.0,VAR,Fair,81,66,61,2,0,29.70,0.0
461,461,4315,NDIR-SERT,2022-01-06,20,8.74,0.0,CALM,Fair,77,68,74,0,0,29.73,0.0
462,462,4323,NDIR-SERT,2022-01-06,21,7.1,0.0,,,,,,,,,
463,463,4332,NDIR-SERT,2022-01-06,22,6.91,0.0,,,,,,,,,
464,464,4345,NDIR-SERT,2022-01-06,23,6.31,0.0,,,,,,,,,
465,465,4360,NDIR-SERT,2022-01-07,1,6.12,0.0,,,,,,,,,
466,466,4369,NDIR-SERT,2022-01-07,2,6.04,0.0,,,,,,,,,
467,467,4379,NDIR-SERT,2022-01-07,3,5.98,0.0,,,,,,,,,
468,468,4389,NDIR-SERT,2022-01-07,4,5.85,0.0,,,,,,,,,
469,469,4395,NDIR-SERT,2022-01-07,5,6.09,0.0,,,,,,,,,
470,470,4404,NDIR-SERT,2022-01-07,6,5.49,0.0,NW,Fair,70,66,88,3,0,29.78,0.0
471,471,4414,NDIR-SERT,2022-01-07,7,5.22,0.0,VAR,Fair,68,66,94,1,0,29.78,0.0
472,472,4427,NDIR-SERT,2022-01-07,8,4.37,0.01,VAR,Fair,73,68,83,1,0,29.81,0.0
473,473,4434,NDIR-SERT,2022-01-07,9,1.81,0.79,NNW,Fair,77,66,69,2,0,29.84,0.0
474,474,4440,NDIR-SERT,2022-01-07,10,0.06,4.69,VAR,Fair,81,64,58,1,0,29.87,0.0
475,475,4450,NDIR-SERT,2022-01-07,11,0.0,6.95,VAR,Fair,84,63,48,5,0,29.84,0.0
476,476,4459,NDIR-SERT,2022-01-07,12,1.24,2.08,SW,Fair,86,61,43,6,0,29.81,0.0
477,477,4471,NDIR-SERT,2022-01-07,13,3.79,0.82,WSW,Fair,86,63,45,5,0,29.78,0.0
478,478,4481,NDIR-SERT,2022-01-07,14,13.77,0.32,WSW,Fair,90,63,40,5,0,29.75,0.0
479,479,4486,NDIR-SERT,2022-01-07,15,20.27,0.0,WSW,Fair,88,64,46,3,0,29.73,0.0
480,480,4495,NDIR-SERT,2022-01-07,16,19.66,0.0,WSW,Fair,90,63,40,5,0,29.73,0.0
481,481,4503,NDIR-SERT,2022-01-07,17,17.55,0.0,W,Fair,88,64,46,3,0,29.73,0.0
482,482,4512,NDIR-SERT,2022-01-07,18,16.75,0.0,VAR,Fair,84,64,51,2,0,29.75,0.0
483,483,4521,NDIR-SERT,2022-01-07,19,10.38,0.0,NW,Fair,79,66,65,2,0,29.75,0.0
484,484,4530,NDIR-SERT,2022-01-07,20,9.12,0.0,CALM,Fair,77,68,74,0,0,29.78,0.0
485,485,4540,NDIR-SERT,2022-01-07,21,8.85,0.0,,,,,,,,,
486,486,4552,NDIR-SERT,2022-01-07,22,7.93,0.0,,,,,,,,,
487,487,4558,NDIR-SERT,2022-01-07,23,7.22,0.0,,,,,,,,,
488,488,4575,NDIR-SERT,2022-01-08,1,6.48,0.0,,,,,,,,,
489,489,4585,NDIR-SERT,2022-01-08,2,6.57,0.0,,,,,,,,,
490,490,4595,NDIR-SERT,2022-01-08,3,6.59,0.0,,,,,,,,,
491,491,4605,NDIR-SERT,2022-01-08,4,6.03,0.0,,,,,,,,,
492,492,4614,NDIR-SERT,2022-01-08,5,6.02,0.0,,,,,,,,,
493,493,4620,NDIR-SERT,2022-01-08,6,5.73,0.0,E,Fair,68,66,94,1,0,29.78,0.0
494,494,4630,NDIR-SERT,2022-01-08,7,5.27,0.0,CALM,Fair,70,64,83,0,0,29.81,0.0
495,495,4641,NDIR-SERT,2022-01-08,8,3.8,0.01,VAR,Fair,72,66,83,1,0,29.81,0.0
496,496,4651,NDIR-SERT,2022-01-08,9,0.62,1.79,VAR,Fair,77,64,65,2,0,29.87,0.0
497,497,4657,NDIR-SERT,2022-01-08,10,0.0,6.53,VAR,Fair,81,63,54,2,0,29.87,0.0
498,498,4666,NDIR-SERT,2022-01-08,11,0.0,6.23,S,Fair,84,61,45,5,0,29.84,0.0
499,499,4674,NDIR-SERT,2022-01-08,12,0.0,6.15,S,Fair,86,64,48,5,0,29.81,0.0
500,500,4684,NDIR-SERT,2022-01-08,13,0.02,5.67,SSW,Fair,88,63,43,5,0,29.78,0.0
501,501,4697,NDIR-SERT,2022-01-08,14,1.1,3.05,VAR,Fair,88,61,40,3,0,29.73,0.0
502,502,4702,NDIR-SERT,2022-01-08,15,5.4,0.03,WSW,Fair,88,59,38,5,0,29.73,0.0
503,503,4711,NDIR-SERT,2022-01-08,16,5.02,0.04,W,Fair,90,57,33,6,0,29.70,0.0
504,504,4720,NDIR-SERT,2022-01-08,17,7.13,0.0,W,Fair,88,57,35,5,0,29.70,0.0
505,505,4731,NDIR-SERT,2022-01-08,18,8.98,0.0,NNW,Fair,82,64,54,1,0,29.73,0.0
506,506,4742,NDIR-SERT,2022-01-08,19,11.0,0.0,VAR,Fair,79,66,65,1,0,29.73,0.0
507,507,4746,NDIR-SERT,2022-01-08,20,9.81,0.0,CALM,Fair,77,66,69,0,0,29.75,0.0
508,508,4755,NDIR-SERT,2022-01-08,21,7.89,0.0,,,,,,,,,
509,509,4764,NDIR-SERT,2022-01-08,22,7.61,0.0,,,,,,,,,
510,510,4775,NDIR-SERT,2022-01-08,23,7.01,0.0,,,,,,,,,
511,511,4792,NDIR-SERT,2022-01-09,1,7.04,0.0,,,,,,,,,
512,512,4801,NDIR-SERT,2022-01-09,2,6.86,0.0,,,,,,,,,
513,513,4810,NDIR-SERT,2022-01-09,3,6.8,0.0,,,,,,,,,
514,514,4823,NDIR-SERT,2022-01-09,4,6.5,0.0,,,,,,,,,
515,515,4829,NDIR-SERT,2022-01-09,5,6.34,0.0,,,,,,,,,
516,516,4836,NDIR-SERT,2022-01-09,6,5.9,0.0,ENE,Fair,66,64,94,2,0,29.73,0.0
517,517,4845,NDIR-SERT,2022-01-09,7,4.85,0.0,VAR,Fair,66,64,94,2,0,29.75,0.0
518,518,4855,NDIR-SERT,2022-01-09,8,3.05,0.03,VAR,Fair,72,66,83,1,0,29.78,0.0
519,519,4864,NDIR-SERT,2022-01-09,9,0.28,2.25,VAR,Fair,75,66,73,2,0,29.81,0.0
520,520,4872,NDIR-SERT,2022-01-09,10,0.0,6.43,E,Fair,81,64,58,3,0,29.81,0.0
521,521,4882,NDIR-SERT,2022-01-09,11,0.0,6.37,VAR,Fair,84,64,51,2,0,29.78,0.0
