id,new_date,hour,load_kW,demand_kWh,supply_kWh,net_kWh
65912,2022-12-16,14,29.12,12.19,0.01,-12.18
65921,2022-12-16,15,23.19,14.76,0,-14.76
65930,2022-12-16,16,28.07,22.05,0,-22.05
65939,2022-12-16,17,18.28,21.51,0,-21.51
65948,2022-12-16,18,16.92,18.91,0,-18.91
65952,2022-12-16,19,8.2,12.36,0,-12.36
65961,2022-12-16,20,6.1,6.16,0,-6.16
65970,2022-12-16,21,5.86,5.84,0,-5.84
65979,2022-12-16,22,5.9,5.81,0,-5.81
65988,2022-12-16,23,5.89,5.56,0,-5.56
65997,2022-12-17,1,5.69,5.55,0,-5.55
66006,2022-12-17,2,4.05,5.55,0,-5.55
66015,2022-12-17,3,6.17,5.65,0,-5.65
66024,2022-12-17,4,4.3,5.55,0,-5.55
66033,2022-12-17,5,5.51,5.58,0,-5.58
66042,2022-12-17,6,3.55,5.06,0,-5.06
66051,2022-12-17,7,4.08,4.2,0,-4.2
66060,2022-12-17,8,4.05,3.69,0,-3.69
66069,2022-12-17,9,6.1,0.66,0.55,-0.11
66078,2022-12-17,10,7.58,0.84,0.92,0.08
66087,2022-12-17,11,7.22,0.33,0.55,0.22
66096,2022-12-17,12,16.22,1.73,1.93,0.2
66105,2022-12-17,13,16.58,4.07,0.13,-3.94
66117,2022-12-17,15,7.28,2.22,2.06,-0.16
66126,2022-12-17,16,6.77,0.12,3.2,3.08
66135,2022-12-17,17,5.57,3.61,0,-3.61
66144,2022-12-17,18,5.82,5.93,0,-5.93
66153,2022-12-17,19,4.24,5.71,0,-5.71
66162,2022-12-17,20,6.03,5.5,0,-5.5
66169,2022-12-17,21,6.22,6.04,0,-6.04
66179,2022-12-17,22,5.85,6.03,0,-6.03
66187,2022-12-17,23,5.66,5.78,0,-5.78
66196,2022-12-18,1,5.66,5.64,0,-5.64
66205,2022-12-18,2,4.16,5.49,0,-5.49
66215,2022-12-18,3,5.99,5.5,0,-5.5
66224,2022-12-18,4,4.01,5.43,0,-5.43
66232,2022-12-18,5,5.66,5.41,0,-5.41
66241,2022-12-18,6,3.89,5.11,0,-5.11
66250,2022-12-18,7,5.07,4.16,0,-4.16
66259,2022-12-18,8,5.03,2.89,0.01,-2.88
66268,2022-12-18,9,20.25,0.39,4.4,4.01
66277,2022-12-18,11,34.27,0,13.57,13.57
66286,2022-12-18,12,35.93,0,14.83,14.83
66295,2022-12-18,13,33.94,0,14.87,14.87
66304,2022-12-18,14,27.42,0,13.03,13.03
66313,2022-12-18,15,17.63,0,9.2,9.2
66322,2022-12-18,16,5.52,0.01,2.87,2.86
66332,2022-12-18,17,5.11,2.27,0.01,-2.26
66341,2022-12-18,18,6.5,5.48,0,-5.48
66350,2022-12-18,19,5.04,5.75,0,-5.75
66358,2022-12-18,20,6.16,5.67,0,-5.67
66367,2022-12-18,21,6.15,5.91,0,-5.91
66376,2022-12-18,22,4.87,5.8,0,-5.8
66386,2022-12-18,23,5.91,5.67,0,-5.67
66394,2022-12-19,1,6.4,5.47,0,-5.47
66404,2022-12-19,2,4.12,5.55,0,-5.55
66412,2022-12-19,3,5.53,5.42,0,-5.42
66422,2022-12-19,5,6.31,5.45,0,-5.45
66430,2022-12-19,6,4.17,5.3,0,-5.3
66439,2022-12-19,7,4.09,4.46,0,-4.46
66448,2022-12-19,8,7.19,2.75,0.1,-2.65
66458,2022-12-19,9,15.91,0.18,1.99,1.81
66466,2022-12-19,10,21.96,3.31,0.59,-2.72
66475,2022-12-19,11,20.47,3.7,0,-3.7
66489,2022-12-19,14,27.96,7.6,0,-7.6
66498,2022-12-19,15,30.92,10.79,0,-10.79
66507,2022-12-19,16,8.73,6.89,0,-6.89
66516,2022-12-19,17,8.07,7.57,0,-7.57
66526,2022-12-19,18,5.34,7.05,0,-7.05
66534,2022-12-19,19,4.96,6.31,0,-6.31
66543,2022-12-19,20,6.52,5.32,0,-5.32
66552,2022-12-19,21,6.3,5.67,0,-5.67
66561,2022-12-19,22,5.03,5.84,0,-5.84
66565,2022-12-19,23,5.92,5.58,0,-5.58
66574,2022-12-20,1,6.31,5.58,0,-5.58
66583,2022-12-20,2,4.5,5.5,0,-5.5
66594,2022-12-20,3,6.13,5.41,0,-5.41
66601,2022-12-20,4,4.14,5.26,0,-5.26
66610,2022-12-20,5,5.98,5.41,0,-5.41
66621,2022-12-20,7,5.28,4.37,0,-4.37
66628,2022-12-20,8,7.05,2.08,0.13,-1.95
66637,2022-12-20,9,16.37,0.08,2.36,2.28
66647,2022-12-20,10,25.05,0,5.21,5.21
66655,2022-12-20,11,22,0.01,7.25,7.24
66667,2022-12-20,14,17.15,0,7.01,7.01
66673,2022-12-20,15,19.19,8.07,0.55,-7.52
66682,2022-12-20,16,23.51,10.09,0,-10.09
66691,2022-12-20,17,9.92,13.37,0,-13.37
66700,2022-12-20,18,9.25,7.08,0,-7.08
66710,2022-12-20,20,6.45,5.52,0,-5.52
66718,2022-12-20,21,4.9,6.2,0,-6.2
66727,2022-12-20,22,6.22,6,0,-6
66736,2022-12-20,23,4.75,5.97,0,-5.97
66745,2022-12-21,1,3.99,5.52,0,-5.52
66754,2022-12-21,2,5.81,5.48,0,-5.48
66763,2022-12-21,3,4.26,5.64,0,-5.64
66773,2022-12-21,4,5.73,5.58,0,-5.58
66781,2022-12-21,5,4.22,5.44,0,-5.44
66790,2022-12-21,6,3.58,5.26,0,-5.26
66799,2022-12-21,7,5.23,4.38,0,-4.38
66814,2022-12-21,8,9.04,3.28,0.14,-3.14
66816,2022-12-21,9,17.59,0.03,2.18,2.15
66824,2022-12-21,10,23.62,4.1,1.55,-2.55
66835,2022-12-21,11,23.47,1,0.93,-0.07
66842,2022-12-21,12,22.15,2.76,0.69,-2.07
66851,2022-12-21,13,21.89,0.83,1.17,0.34
66860,2022-12-21,14,19.41,5.61,0.11,-5.5
66869,2022-12-21,15,28.74,11.53,0,-11.53
66876,2022-12-21,16,22.68,18.56,0,-18.56
66886,2022-12-21,17,16.25,17.78,0,-17.78
66894,2022-12-21,18,8.14,13.27,0,-13.27
66903,2022-12-21,19,7.86,8.94,0,-8.94
66912,2022-12-21,20,8.69,7.36,0,-7.36
66921,2022-12-21,21,6.95,6.92,0,-6.92
66931,2022-12-21,22,7.12,6.76,0,-6.76
66940,2022-12-21,23,6.25,6.66,0,-6.66
66948,2022-12-22,1,5.66,5.53,0,-5.53
66957,2022-12-22,2,6.05,5.39,0,-5.39
66966,2022-12-22,3,5.75,5.47,0,-5.47
66976,2022-12-22,4,5.83,5.51,0,-5.51
66984,2022-12-22,5,5.64,5.57,0,-5.57
66993,2022-12-22,6,4.18,5.15,0,-5.15
67002,2022-12-22,7,4.25,4.5,0,-4.5
67011,2022-12-22,8,7.46,2.53,0.14,-2.39
67020,2022-12-22,9,14.09,0.22,1.5,1.28
67029,2022-12-22,10,26.99,6.86,0.08,-6.78
67039,2022-12-22,11,19.57,5.28,0.02,-5.26
67047,2022-12-22,12,25.72,4.03,0.01,-4.02
67055,2022-12-22,13,25.53,1.94,0.8,-1.14
67064,2022-12-22,14,28.59,7.94,0.03,-7.91
67073,2022-12-22,15,30.67,13.81,0,-13.81
67082,2022-12-22,16,22.68,19.28,0,-19.28
67091,2022-12-22,17,9.7,16.02,0,-16.02
67100,2022-12-22,18,11.87,11.25,0,-11.25
67109,2022-12-22,19,6.06,8.72,0,-8.72
67118,2022-12-22,20,7.54,6.86,0,-6.86
67128,2022-12-22,21,6.84,7.2,0,-7.2
67136,2022-12-22,22,6.74,7.34,0,-7.34
67140,2022-12-22,23,5.89,7.13,0,-7.13
67149,2022-12-23,1,6.07,5.72,0,-5.72
67158,2022-12-23,2,6.05,5.67,0,-5.67
67167,2022-12-23,3,5.99,5.79,0,-5.79
67176,2022-12-23,4,6.02,5.67,0,-5.67
67185,2022-12-23,5,5.95,5.62,0,-5.62
67195,2022-12-23,6,4.3,5.36,0,-5.36
67205,2022-12-23,7,7.13,4.77,0,-4.77
67212,2022-12-23,8,9.63,2.69,0.24,-2.45
67221,2022-12-23,9,14.62,0.81,0.87,0.06
67230,2022-12-23,10,21.16,3.65,0.22,-3.43
67239,2022-12-23,11,23.71,2.57,0.54,-2.03
67248,2022-12-23,12,24.73,1.47,1.08,-0.39
67257,2022-12-23,14,29.88,4.5,0.33,-4.17
67268,2022-12-23,15,22.69,10.88,0,-10.88
67275,2022-12-23,16,25.64,16.14,0,-16.14
67284,2022-12-23,17,10.07,15.14,0,-15.14
67293,2022-12-23,18,7.84,8.97,0,-8.97
67304,2022-12-23,19,7.94,7.82,0,-7.82
67312,2022-12-23,20,10.41,7.82,0,-7.82
67320,2022-12-23,21,8.25,8.36,0,-8.36
67330,2022-12-23,22,6.9,7.51,0,-7.51
67339,2022-12-23,23,7.26,6.5,0,-6.5
67347,2022-12-24,1,6.18,6.09,0,-6.09
67356,2022-12-24,2,5.96,5.8,0,-5.8
67365,2022-12-24,3,4.5,5.66,0,-5.66
67374,2022-12-24,4,6.21,5.48,0,-5.48
67383,2022-12-24,5,4.34,5.45,0,-5.45
67392,2022-12-24,6,4.59,5.28,0,-5.28
67401,2022-12-24,7,0,4.64,0,-4.64
67410,2022-12-24,8,6.05,3.05,0,-3.05
67420,2022-12-24,9,12.54,0.81,1.58,0.77
67429,2022-12-24,10,7.8,0.36,2.75,2.39
67437,2022-12-24,11,23.49,0.57,4.06,3.49
67446,2022-12-24,12,18.04,0,11.9,11.9
67455,2022-12-24,13,9.19,0,8.67,8.67
67464,2022-12-24,14,26.31,0.01,5.28,5.27
67473,2022-12-24,15,14.89,0.58,5.24,4.66
67482,2022-12-24,16,5.86,1.91,0.88,-1.03
67491,2022-12-24,17,7.17,4.76,0,-4.76
67502,2022-12-24,18,8.83,6.89,0,-6.89
67509,2022-12-24,19,4.55,5.99,0,-5.99
67517,2022-12-24,20,6.08,5.39,0,-5.39
67526,2022-12-24,21,6.15,5.7,0,-5.7
67535,2022-12-24,22,4.88,5.64,0,-5.64
67544,2022-12-24,23,6.34,5.75,0,-5.75
67553,2022-12-25,1,4.46,5.56,0,-5.56
67562,2022-12-25,2,4.52,5.47,0,-5.47
67572,2022-12-25,3,6.29,5.36,0,-5.36
67580,2022-12-25,4,4.44,5.33,0,-5.33
67589,2022-12-25,5,6,5.33,0,-5.33
67598,2022-12-25,6,4.43,5.23,0,-5.23
67607,2022-12-25,7,3.99,4.64,0,-4.64
67616,2022-12-25,8,6.4,1.91,0.21,-1.7
67626,2022-12-25,9,19.16,0.04,4.11,4.07
67634,2022-12-25,10,28.29,0,9.38,9.38
67643,2022-12-25,11,32.64,0,12.86,12.86
67653,2022-12-25,12,33.83,0,14.23,14.23
67661,2022-12-25,13,33.05,0,13.73,13.73
67670,2022-12-25,14,27.55,0,12.4,12.4
67679,2022-12-25,15,18.98,0,9.21,9.21
67688,2022-12-25,16,7.27,0.02,3.55,3.53
67697,2022-12-25,17,5.8,2.11,0.17,-1.94
67706,2022-12-25,18,4.29,5.22,0,-5.22
67715,2022-12-25,19,4.29,5.76,0,-5.76
67724,2022-12-25,20,6.35,5.91,0,-5.91
67733,2022-12-25,21,6.21,6.06,0,-6.06
67744,2022-12-25,22,4.45,5.75,0,-5.75
67751,2022-12-25,23,6.38,5.89,0,-5.89
67760,2022-12-26,1,4.02,5.46,0,-5.46
67770,2022-12-26,2,5.61,5.35,0,-5.35
67778,2022-12-26,3,4.06,5.34,0,-5.34
67787,2022-12-26,4,6.16,5.47,0,-5.47
67796,2022-12-26,5,4.02,5.31,0,-5.31
67805,2022-12-26,6,4.42,5.13,0,-5.13
67814,2022-12-26,7,5.32,4.4,0,-4.4
67824,2022-12-26,8,7.22,3.4,0.07,-3.33
67832,2022-12-26,9,13.69,1.06,0.51,-0.55
67841,2022-12-26,11,26.51,0.55,3.49,2.94
67852,2022-12-26,12,22.23,5.37,0.16,-5.21
67859,2022-12-26,14,31.9,7.45,0.01,-7.44
67868,2022-12-26,15,33.75,14.94,0,-14.94
67877,2022-12-26,16,20.75,20.91,0,-20.91
67886,2022-12-26,17,15.25,20.81,0,-20.81
67895,2022-12-26,18,8.36,8.66,0,-8.66
67904,2022-12-26,20,7.11,7.03,0,-7.03
67913,2022-12-26,21,5.99,6.5,0,-6.5
67922,2022-12-26,23,5.75,6.54,0,-6.54
67931,2022-12-27,1,5.62,5.43,0,-5.43
67940,2022-12-27,2,5.7,5.44,0,-5.44
67950,2022-12-27,4,5.77,5.3,0,-5.3
67958,2022-12-27,5,5.54,5.4,0,-5.4
67967,2022-12-27,6,3.75,5.25,0,-5.25
67976,2022-12-27,7,3.97,4.41,0,-4.41
67985,2022-12-27,8,6.58,3.48,0,-3.48
67994,2022-12-27,9,14.74,0.49,1.31,0.82
68004,2022-12-27,10,30.42,8.31,0.37,-7.94
