,Unnamed: 0,level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
2241,2241,2241,21040,NDIR-SERT,2022-04-04,6,6.74,0.0,SE,Fair,73.0,66.0,78.0,1.0,0.0,29.81,0.0,22.78,18.89
2242,2242,2242,21046,NDIR-SERT,2022-04-04,7,5.86,0.0,ESE,Fair,73.0,68.0,83.0,3.0,0.0,29.84,0.0,22.78,20.0
2243,2243,2243,21058,NDIR-SERT,2022-04-04,8,4.81,0.0,NNW,Fair,77.0,64.0,65.0,3.0,0.0,29.87,0.0,25.0,17.78
2244,2244,2244,21064,NDIR-SERT,2022-04-04,9,9.58,0.0,N,Fair,79.0,64.0,61.0,3.0,0.0,29.9,0.0,26.11,17.78
2245,2245,2245,21072,NDIR-SERT,2022-04-04,10,12.33,0.01,VAR,Fair,81.0,61.0,51.0,5.0,0.0,29.9,0.0,27.22,16.11
2246,2246,2246,21086,NDIR-SERT,2022-04-04,11,13.2,0.0,VAR,Fair,82.0,57.0,42.0,3.0,0.0,29.87,0.0,27.78,13.89
2247,2247,2247,21094,NDIR-SERT,2022-04-04,12,6.88,0.39,VAR,Fair,86.0,57.0,37.0,5.0,0.0,29.84,0.0,30.0,13.89
2248,2248,2248,21100,NDIR-SERT,2022-04-04,13,9.35,0.02,VAR,Fair,88.0,55.0,33.0,3.0,0.0,29.81,0.0,31.11,12.78
2249,2249,2249,21109,NDIR-SERT,2022-04-04,14,12.04,0.0,VAR,Fair,88.0,57.0,35.0,3.0,0.0,29.78,0.0,31.11,13.89
2250,2250,2250,21118,NDIR-SERT,2022-04-04,15,18.09,0.0,VAR,Fair,91.0,55.0,29.0,2.0,0.0,29.73,0.0,32.78,12.78
2251,2251,2251,21131,NDIR-SERT,2022-04-04,16,26.52,0.0,VAR,Fair,90.0,55.0,31.0,3.0,0.0,29.73,0.0,32.22,12.78
2252,2252,2252,21140,NDIR-SERT,2022-04-04,17,30.59,0.0,SW,Fair,90.0,55.0,31.0,5.0,0.0,29.73,0.0,32.22,12.78
2253,2253,2253,21149,NDIR-SERT,2022-04-04,18,28.47,0.0,SW,Fair,88.0,57.0,35.0,6.0,0.0,29.73,0.0,31.11,13.89
2254,2254,2254,21157,NDIR-SERT,2022-04-04,19,17.51,0.0,S,Fair,84.0,59.0,42.0,5.0,0.0,29.75,0.0,28.89,15.0
2255,2255,2255,21167,NDIR-SERT,2022-04-04,20,14.88,0.0,SSW,Fair,79.0,63.0,57.0,2.0,0.0,29.78,0.0,26.11,17.22
2264,2264,2264,21255,NDIR-SERT,2022-04-05,6,7.09,0.0,VAR,Fair,70.0,63.0,78.0,1.0,0.0,29.81,0.0,21.11,17.22
2265,2265,2265,21264,NDIR-SERT,2022-04-05,7,5.83,0.0,VAR,Fair,75.0,64.0,69.0,1.0,0.0,29.84,0.0,23.89,17.78
2266,2266,2266,21273,NDIR-SERT,2022-04-05,8,4.2,0.02,VAR,Fair,81.0,63.0,54.0,2.0,0.0,29.84,0.0,27.22,17.22
2267,2267,2267,21283,NDIR-SERT,2022-04-05,9,9.13,0.07,E,Fair,84.0,57.0,40.0,8.0,0.0,29.87,0.0,28.89,13.89
2268,2268,2268,21289,NDIR-SERT,2022-04-05,10,14.58,0.0,VAR,Fair,88.0,57.0,35.0,5.0,0.0,29.84,0.0,31.11,13.89
2269,2269,2269,21301,NDIR-SERT,2022-04-05,11,14.36,0.0,VAR,Fair,90.0,57.0,33.0,5.0,0.0,29.84,0.0,32.22,13.89
2270,2270,2270,21306,NDIR-SERT,2022-04-05,12,16.31,0.0,VAR,Fair,91.0,57.0,31.0,5.0,0.0,29.81,0.0,32.78,13.89
2271,2271,2271,21319,NDIR-SERT,2022-04-05,13,25.98,0.0,VAR,Fair,93.0,57.0,30.0,3.0,0.0,29.75,0.0,33.89,13.89
2272,2272,2272,21329,NDIR-SERT,2022-04-05,14,37.64,0.0,VAR,Fair,95.0,57.0,28.0,6.0,0.0,29.73,0.0,35.0,13.89
2273,2273,2273,21333,NDIR-SERT,2022-04-05,15,38.14,0.0,S,Fair,95.0,59.0,30.0,6.0,0.0,29.7,0.0,35.0,15.0
2274,2274,2274,21346,NDIR-SERT,2022-04-05,16,40.85,0.0,VAR,Fair,95.0,63.0,34.0,6.0,0.0,29.67,0.0,35.0,17.22
2275,2275,2275,21354,NDIR-SERT,2022-04-05,17,45.65,0.0,S,Fair,95.0,63.0,34.0,6.0,0.0,29.67,0.0,35.0,17.22
2276,2276,2276,21363,NDIR-SERT,2022-04-05,18,36.46,0.0,S,Fair,93.0,61.0,34.0,3.0,0.0,29.67,0.0,33.89,16.11
2277,2277,2277,21369,NDIR-SERT,2022-04-05,19,22.01,0.0,S,Fair,88.0,64.0,46.0,3.0,0.0,29.7,0.0,31.11,17.78
2278,2278,2278,21379,NDIR-SERT,2022-04-05,20,14.38,0.0,SSW,Fair,88.0,64.0,46.0,3.0,0.0,29.73,0.0,31.11,17.78
2287,2287,2287,21470,NDIR-SERT,2022-04-06,6,7.64,0.0,CALM,Fair,72.0,70.0,94.0,0.0,0.0,29.75,0.0,22.22,21.11
2288,2288,2288,21478,NDIR-SERT,2022-04-06,7,6.47,0.0,N,Fair,77.0,72.0,83.0,1.0,0.0,29.78,0.0,25.0,22.22
2289,2289,2289,21491,NDIR-SERT,2022-04-06,8,3.62,0.23,VAR,Fair,84.0,68.0,58.0,2.0,0.0,29.81,0.0,28.89,20.0
2290,2290,2290,21500,NDIR-SERT,2022-04-06,9,1.22,1.51,ESE,Fair,88.0,64.0,46.0,7.0,0.0,29.81,0.0,31.11,17.78
2291,2291,2291,21507,NDIR-SERT,2022-04-06,10,0.49,3.89,VAR,Fair,91.0,63.0,38.0,3.0,0.0,29.81,0.0,32.78,17.22
2292,2292,2292,21516,NDIR-SERT,2022-04-06,11,0.0,5.27,VAR,Fair,93.0,63.0,36.0,3.0,0.0,29.78,0.0,33.89,17.22
2293,2293,2293,21527,NDIR-SERT,2022-04-06,12,1.76,2.62,N,Fair,93.0,63.0,36.0,6.0,0.0,29.75,0.0,33.89,17.22
2294,2294,2294,21532,NDIR-SERT,2022-04-06,13,5.5,0.26,W,Mostly Cloudy,93.0,64.0,38.0,5.0,0.0,29.73,0.0,33.89,17.78
2295,2295,2295,21540,NDIR-SERT,2022-04-06,14,7.36,0.01,VAR,Partly Cloudy,95.0,63.0,34.0,5.0,0.0,29.7,0.0,35.0,17.22
2296,2296,2296,21552,NDIR-SERT,2022-04-06,15,3.99,0.4,VAR,Fair,97.0,61.0,30.0,5.0,0.0,29.67,0.0,36.11,16.11
2297,2297,2297,21561,NDIR-SERT,2022-04-06,16,5.64,0.07,NW,Fair,97.0,63.0,32.0,5.0,0.0,29.64,0.0,36.11,17.22
2298,2298,2298,21567,NDIR-SERT,2022-04-06,17,7.48,0.0,NNW,Fair,97.0,61.0,30.0,3.0,0.0,29.61,0.0,36.11,16.11
2299,2299,2299,21578,NDIR-SERT,2022-04-06,18,11.44,0.0,VAR,Fair,97.0,61.0,30.0,1.0,0.0,29.64,0.0,36.11,16.11
2300,2300,2300,21589,NDIR-SERT,2022-04-06,19,13.2,0.0,CALM,Fair,86.0,66.0,51.0,0.0,0.0,29.64,0.0,30.0,18.89
2301,2301,2301,21595,NDIR-SERT,2022-04-06,20,16.77,0.0,CALM,Fair,82.0,66.0,58.0,0.0,0.0,29.67,0.0,27.78,18.89
2306,2306,2306,21652,NDIR-SERT,2022-04-07,10,41.28,0.0,VAR,Fair,88.0,61.0,40.0,6.0,0.0,29.78,0.0,31.11,16.11
2307,2307,2307,21665,NDIR-SERT,2022-04-07,13,28.92,0.0,VAR,Fair,91.0,61.0,36.0,3.0,0.0,29.73,0.0,32.78,16.11
2308,2308,2308,21679,NDIR-SERT,2022-04-07,17,43.89,0.0,VAR,Fair,91.0,61.0,36.0,2.0,0.0,29.64,0.0,32.78,16.11
2314,2314,2314,21760,NDIR-SERT,2022-04-08,6,8.77,0.0,VAR,Fair,77.0,68.0,74.0,2.0,0.0,29.73,0.0,25.0,20.0
2315,2315,2315,21765,NDIR-SERT,2022-04-08,7,7.56,0.0,VAR,Fair,77.0,68.0,74.0,1.0,0.0,29.73,0.0,25.0,20.0
2316,2316,2316,21776,NDIR-SERT,2022-04-08,8,7.67,0.0,VAR,Fair,81.0,66.0,61.0,1.0,0.0,29.78,0.0,27.22,18.89
2317,2317,2317,21787,NDIR-SERT,2022-04-08,9,28.86,0.0,VAR,Fair,84.0,63.0,48.0,2.0,0.0,29.78,0.0,28.89,17.22
2318,2318,2318,21794,NDIR-SERT,2022-04-08,10,30.99,0.0,VAR,Fair,86.0,61.0,43.0,3.0,0.0,29.78,0.0,30.0,16.11
2319,2319,2319,21802,NDIR-SERT,2022-04-08,11,26.54,0.0,VAR,Haze,88.0,61.0,40.0,3.0,0.0,29.78,0.0,31.11,16.11
2320,2320,2320,21809,NDIR-SERT,2022-04-08,12,27.14,0.0,VAR,Haze,90.0,59.0,36.0,3.0,0.0,29.75,0.0,32.22,15.0
2321,2321,2321,21819,NDIR-SERT,2022-04-08,13,31.99,0.0,WNW,Haze,91.0,61.0,36.0,5.0,0.0,29.73,0.0,32.78,16.11
2322,2322,2322,21831,NDIR-SERT,2022-04-08,14,34.39,0.0,VAR,Fair,91.0,59.0,34.0,3.0,0.0,29.67,0.0,32.78,15.0
2323,2323,2323,21838,NDIR-SERT,2022-04-08,15,37.01,0.0,WNW,Fair,91.0,61.0,36.0,6.0,0.0,29.64,0.0,32.78,16.11
2324,2324,2324,21848,NDIR-SERT,2022-04-08,16,34.74,0.0,W,Fair,91.0,63.0,38.0,6.0,0.0,29.64,0.0,32.78,17.22
2325,2325,2325,21857,NDIR-SERT,2022-04-08,17,30.5,0.0,VAR,Haze,90.0,64.0,43.0,2.0,0.0,29.61,0.0,32.22,17.78
2326,2326,2326,21868,NDIR-SERT,2022-04-08,18,25.59,0.0,W,Haze,90.0,66.0,46.0,5.0,0.0,29.64,0.0,32.22,18.89
2327,2327,2327,21875,NDIR-SERT,2022-04-08,19,12.08,0.0,WSW,Haze,86.0,66.0,51.0,2.0,0.0,29.64,0.0,30.0,18.89
2328,2328,2328,21885,NDIR-SERT,2022-04-08,20,10.73,0.0,WSW,Haze,84.0,66.0,55.0,3.0,0.0,29.64,0.0,28.89,18.89
2337,2337,2337,21976,NDIR-SERT,2022-04-09,6,7.46,0.0,VAR,Fog,72.0,70.0,94.0,1.0,0.0,29.67,0.0,22.22,21.11
2338,2338,2338,21985,NDIR-SERT,2022-04-09,7,6.37,0.0,VAR,Fog,73.0,72.0,94.0,1.0,0.0,29.7,0.0,22.78,22.22
2339,2339,2339,21991,NDIR-SERT,2022-04-09,8,4.24,0.01,VAR,Haze,79.0,68.0,69.0,1.0,0.0,29.73,0.0,26.11,20.0
2340,2340,2340,21998,NDIR-SERT,2022-04-09,9,1.09,0.94,VAR,Haze,82.0,64.0,54.0,2.0,0.0,29.73,0.0,27.78,17.78
2341,2341,2341,22007,NDIR-SERT,2022-04-09,10,0.19,3.54,S,Haze,88.0,61.0,40.0,5.0,0.0,29.73,0.0,31.11,16.11
2342,2342,2342,22020,NDIR-SERT,2022-04-09,11,0.33,2.38,S,Fair,90.0,57.0,33.0,6.0,0.0,29.73,0.0,32.22,13.89
2343,2343,2343,22029,NDIR-SERT,2022-04-09,12,0.03,3.47,S,Fair,91.0,57.0,31.0,5.0,0.0,29.7,0.0,32.78,13.89
2344,2344,2344,22039,NDIR-SERT,2022-04-09,13,0.04,3.02,S,Fair,91.0,59.0,34.0,5.0,0.0,29.64,0.0,32.78,15.0
2345,2345,2345,22046,NDIR-SERT,2022-04-09,14,0.07,3.6,VAR,Fair,93.0,61.0,34.0,5.0,0.0,29.61,0.0,33.89,16.11
2346,2346,2346,22056,NDIR-SERT,2022-04-09,15,0.45,2.52,WSW,Fair,93.0,61.0,34.0,6.0,0.0,29.58,0.0,33.89,16.11
2347,2347,2347,22062,NDIR-SERT,2022-04-09,16,1.59,1.04,VAR,Fair,95.0,61.0,32.0,2.0,0.0,29.55,0.0,35.0,16.11
2348,2348,2348,22071,NDIR-SERT,2022-04-09,17,5.47,0.04,VAR,Fair,93.0,61.0,34.0,2.0,0.0,29.55,0.0,33.89,16.11
2349,2349,2349,22083,NDIR-SERT,2022-04-09,18,9.66,0.0,S,Haze,91.0,63.0,38.0,3.0,0.0,29.55,0.0,32.78,17.22
2350,2350,2350,22090,NDIR-SERT,2022-04-09,19,12.23,0.0,S,Haze,88.0,64.0,46.0,3.0,0.0,29.55,0.0,31.11,17.78
2351,2351,2351,22101,NDIR-SERT,2022-04-09,20,11.38,0.0,S,Haze,84.0,66.0,55.0,2.0,0.0,29.58,0.0,28.89,18.89
2360,2360,2360,22187,NDIR-SERT,2022-04-10,6,7.97,0.0,ESE,Fog,72.0,68.0,88.0,2.0,0.0,29.64,0.0,22.22,20.0
2361,2361,2361,22199,NDIR-SERT,2022-04-10,7,6.3,0.0,VAR,Fog,75.0,68.0,78.0,2.0,0.0,29.64,0.0,23.89,20.0
2362,2362,2362,22210,NDIR-SERT,2022-04-10,8,3.62,0.12,VAR,Haze,79.0,68.0,69.0,2.0,0.0,29.67,0.0,26.11,20.0
2363,2363,2363,22219,NDIR-SERT,2022-04-10,9,0.61,1.45,VAR,Haze,84.0,64.0,51.0,2.0,0.0,29.7,0.0,28.89,17.78
2364,2364,2364,22227,NDIR-SERT,2022-04-10,10,7.33,0.15,E,Haze,88.0,63.0,43.0,3.0,0.0,29.7,0.0,31.11,17.22
2365,2365,2365,22233,NDIR-SERT,2022-04-10,11,8.63,0.36,VAR,Haze,90.0,61.0,38.0,3.0,0.0,29.7,0.0,32.22,16.11
2366,2366,2366,22243,NDIR-SERT,2022-04-10,15,1.33,0.39,SSE,Fair,97.0,61.0,30.0,5.0,0.0,29.55,0.0,36.11,16.11
2367,2367,2367,22250,NDIR-SERT,2022-04-10,16,12.41,0.0,VAR,Fair,97.0,61.0,30.0,2.0,0.0,29.52,0.0,36.11,16.11
2368,2368,2368,22259,NDIR-SERT,2022-04-10,17,8.83,0.01,VAR,Haze,97.0,63.0,32.0,1.0,0.0,29.52,0.0,36.11,17.22
2369,2369,2369,22270,NDIR-SERT,2022-04-10,18,10.39,0.0,VAR,Haze,93.0,64.0,38.0,2.0,0.0,29.52,0.0,33.89,17.78
2370,2370,2370,22280,NDIR-SERT,2022-04-10,19,12.4,0.0,CALM,Haze,86.0,68.0,55.0,0.0,0.0,29.52,0.0,30.0,20.0
2371,2371,2371,22290,NDIR-SERT,2022-04-10,20,10.47,0.0,ESE,Haze,82.0,70.0,66.0,1.0,0.0,29.55,0.0,27.78,21.11
2380,2380,2380,22381,NDIR-SERT,2022-04-11,6,8.21,0.0,SSE,Haze,81.0,70.0,70.0,5.0,0.0,29.61,0.0,27.22,21.11
2381,2381,2381,22386,NDIR-SERT,2022-04-11,7,7.86,0.0,SSE,Haze,81.0,70.0,70.0,5.0,0.0,29.61,0.0,27.22,21.11
2382,2382,2382,22397,NDIR-SERT,2022-04-11,8,6.04,0.0,S,Haze,84.0,70.0,62.0,5.0,0.0,29.64,0.0,28.89,21.11
2383,2383,2383,22404,NDIR-SERT,2022-04-11,9,23.63,0.03,S,Haze,86.0,70.0,58.0,12.0,0.0,29.67,0.0,30.0,21.11
2384,2384,2384,22412,NDIR-SERT,2022-04-11,10,34.83,0.0,SSE,Haze,90.0,72.0,55.0,10.0,0.0,29.64,0.0,32.22,22.22
2385,2385,2385,22424,NDIR-SERT,2022-04-11,11,28.03,0.0,S,Haze,91.0,72.0,52.0,8.0,0.0,29.64,0.0,32.78,22.22
2386,2386,2386,22435,NDIR-SERT,2022-04-11,12,31.12,0.0,SW,Haze,93.0,72.0,49.0,8.0,0.0,29.61,0.0,33.89,22.22
2387,2387,2387,22442,NDIR-SERT,2022-04-11,13,30.28,0.0,VAR,Haze,97.0,70.0,41.0,5.0,0.0,29.58,0.0,36.11,21.11
2388,2388,2388,22452,NDIR-SERT,2022-04-11,14,34.02,0.0,S,Haze,95.0,70.0,44.0,5.0,0.0,29.55,0.0,35.0,21.11
2389,2389,2389,22458,NDIR-SERT,2022-04-11,15,39.77,0.0,S,Haze,97.0,68.0,39.0,5.0,0.0,29.52,0.0,36.11,20.0
2390,2390,2390,22467,NDIR-SERT,2022-04-11,16,40.25,0.0,S,Fair,97.0,68.0,39.0,3.0,0.0,29.49,0.0,36.11,20.0
2391,2391,2391,22475,NDIR-SERT,2022-04-11,17,40.12,0.0,SSW,Fair,97.0,68.0,39.0,5.0,0.0,29.46,0.0,36.11,20.0
2392,2392,2392,22486,NDIR-SERT,2022-04-11,18,23.77,0.0,SSE,Haze,95.0,70.0,44.0,5.0,0.0,29.49,0.0,35.0,21.11
2393,2393,2393,22494,NDIR-SERT,2022-04-11,19,13.54,0.0,SSE,Haze,91.0,72.0,52.0,6.0,0.0,29.49,0.0,32.78,22.22
2394,2394,2394,22506,NDIR-SERT,2022-04-11,20,11.0,0.0,S,Haze,90.0,73.0,59.0,3.0,0.0,29.52,0.0,32.22,22.78
2403,2403,2403,22594,NDIR-SERT,2022-04-12,6,8.39,0.0,SSE,Fog,79.0,73.0,83.0,2.0,0.0,29.58,0.0,26.11,22.78
2404,2404,2404,22604,NDIR-SERT,2022-04-12,7,7.92,0.0,SE,Fog,81.0,75.0,84.0,2.0,0.0,29.61,0.0,27.22,23.89
2405,2405,2405,22615,NDIR-SERT,2022-04-12,8,4.99,0.12,SSE,Haze,84.0,75.0,74.0,7.0,0.0,29.64,0.0,28.89,23.89
2406,2406,2406,22620,NDIR-SERT,2022-04-12,9,7.18,0.15,SSE,Haze,88.0,77.0,70.0,9.0,0.0,29.64,0.0,31.11,25.0
2407,2407,2407,22628,NDIR-SERT,2022-04-12,10,16.11,0.0,S,Fair,90.0,75.0,62.0,6.0,0.0,29.64,0.0,32.22,23.89
2408,2408,2408,22641,NDIR-SERT,2022-04-12,11,27.38,0.0,VAR,Fair,91.0,72.0,52.0,3.0,0.0,29.64,0.0,32.78,22.22
2409,2409,2409,22651,NDIR-SERT,2022-04-12,12,33.53,0.0,VAR,Fair,95.0,66.0,39.0,3.0,0.0,29.61,0.0,35.0,18.89
2410,2410,2410,22657,NDIR-SERT,2022-04-12,13,30.56,0.0,SW,Fair,97.0,63.0,32.0,6.0,0.0,29.55,0.0,36.11,17.22
2411,2411,2411,22666,NDIR-SERT,2022-04-12,14,27.78,0.0,W,Fair,99.0,59.0,27.0,8.0,0.0,29.49,0.0,37.22,15.0
2412,2412,2412,22677,NDIR-SERT,2022-04-12,15,28.58,0.0,W,Fair,100.0,61.0,27.0,5.0,0.0,29.46,0.0,37.78,16.11
2413,2413,2413,22687,NDIR-SERT,2022-04-12,16,34.16,0.0,SSW,Fair,99.0,61.0,29.0,6.0,0.0,29.46,0.0,37.22,16.11
2414,2414,2414,22691,NDIR-SERT,2022-04-12,17,24.8,0.0,SSW,Fair,99.0,59.0,27.0,3.0,0.0,29.43,0.0,37.22,15.0
2415,2415,2415,22700,NDIR-SERT,2022-04-12,18,11.64,0.0,SSE,Fair,95.0,61.0,32.0,5.0,0.0,29.43,0.0,35.0,16.11
2416,2416,2416,22713,NDIR-SERT,2022-04-12,19,13.76,0.0,SE,Fair,90.0,63.0,40.0,3.0,0.0,29.46,0.0,32.22,17.22
2417,2417,2417,22720,NDIR-SERT,2022-04-12,20,11.16,0.0,SSE,Fair,88.0,66.0,49.0,3.0,0.0,29.46,0.0,31.11,18.89
2426,2426,2426,22813,NDIR-SERT,2022-04-13,6,8.43,0.0,SE,Haze,81.0,73.0,79.0,5.0,0.0,29.52,0.0,27.22,22.78
2427,2427,2427,22818,NDIR-SERT,2022-04-13,7,7.31,0.0,SE,Haze,81.0,73.0,79.0,7.0,0.0,29.55,0.0,27.22,22.78
2428,2428,2428,22830,NDIR-SERT,2022-04-13,8,4.45,0.02,SSE,Haze,84.0,75.0,74.0,9.0,0.0,29.58,0.0,28.89,23.89
2429,2429,2429,22836,NDIR-SERT,2022-04-13,9,0.78,0.88,SSE,Haze,88.0,75.0,66.0,8.0,0.0,29.61,0.0,31.11,23.89
2430,2430,2430,22850,NDIR-SERT,2022-04-13,10,0.0,5.42,SSE,Haze,90.0,72.0,55.0,7.0,0.0,29.61,0.0,32.22,22.22
2431,2431,2431,22856,NDIR-SERT,2022-04-13,11,0.0,7.67,SSW,Haze,91.0,72.0,52.0,6.0,0.0,29.58,0.0,32.78,22.22
2432,2432,2432,22862,NDIR-SERT,2022-04-13,13,0.0,8.0,SSW,Haze,97.0,68.0,39.0,6.0,0.0,29.52,0.0,36.11,20.0
2433,2433,2433,22876,NDIR-SERT,2022-04-13,14,0.0,7.5,VAR,Haze,99.0,66.0,35.0,3.0,0.0,29.49,0.0,37.22,18.89
2434,2434,2434,22883,NDIR-SERT,2022-04-13,15,0.0,5.13,WSW,Haze,99.0,63.0,30.0,6.0,0.0,29.46,0.0,37.22,17.22
2435,2435,2435,22891,NDIR-SERT,2022-04-13,16,0.6,0.8,W,Haze,100.0,63.0,29.0,3.0,0.0,29.43,0.0,37.78,17.22
2436,2436,2436,22899,NDIR-SERT,2022-04-13,17,5.23,0.0,VAR,Haze,100.0,64.0,31.0,1.0,0.0,29.4,0.0,37.78,17.78
2437,2437,2437,22907,NDIR-SERT,2022-04-13,18,9.95,0.0,SSE,Haze,97.0,66.0,37.0,5.0,0.0,29.43,0.0,36.11,18.89
2438,2438,2438,22920,NDIR-SERT,2022-04-13,19,11.86,0.0,ESE,Haze,91.0,70.0,49.0,2.0,0.0,29.46,0.0,32.78,21.11
2439,2439,2439,22929,NDIR-SERT,2022-04-13,20,11.1,0.0,CALM,Haze,90.0,72.0,55.0,0.0,0.0,29.46,0.0,32.22,22.22
2448,2448,2448,23019,NDIR-SERT,2022-04-14,6,8.64,0.0,ESE,Haze,79.0,70.0,74.0,3.0,0.0,29.52,0.0,26.11,21.11
2449,2449,2449,23027,NDIR-SERT,2022-04-14,7,7.6,0.0,ESE,Haze,79.0,72.0,78.0,3.0,0.0,29.55,0.0,26.11,22.22
2450,2450,2450,23034,NDIR-SERT,2022-04-14,8,4.64,0.0,SSE,Fair,82.0,73.0,74.0,8.0,0.0,29.58,0.0,27.78,22.78
2451,2451,2451,23046,NDIR-SERT,2022-04-14,9,0.71,1.37,SSE,Fair,88.0,75.0,66.0,10.0,0.0,29.61,0.0,31.11,23.89
2452,2452,2452,23055,NDIR-SERT,2022-04-14,10,0.0,4.01,S,Fair,91.0,75.0,59.0,9.0,0.0,29.61,0.0,32.78,23.89
2453,2453,2453,23060,NDIR-SERT,2022-04-14,11,0.0,6.5,S,Fair,95.0,77.0,56.0,6.0,0.0,29.58,0.0,35.0,25.0
2454,2454,2454,23074,NDIR-SERT,2022-04-14,12,0.0,7.03,SE,Fair,95.0,75.0,53.0,5.0,0.0,29.58,0.0,35.0,23.89
2455,2455,2455,23081,NDIR-SERT,2022-04-14,13,0.0,6.29,SSE,Fair,97.0,73.0,47.0,6.0,0.0,29.55,0.0,36.11,22.78
2456,2456,2456,23091,NDIR-SERT,2022-04-14,14,0.0,4.89,VAR,Fair,99.0,73.0,44.0,2.0,0.0,29.49,0.0,37.22,22.78
2457,2457,2457,23100,NDIR-SERT,2022-04-14,15,0.02,2.5,VAR,Haze,100.0,68.0,35.0,5.0,0.0,29.46,0.0,37.78,20.0
2458,2458,2458,23108,NDIR-SERT,2022-04-14,16,2.78,0.01,VAR,Haze,100.0,63.0,29.0,2.0,0.0,29.43,0.0,37.78,17.22
2459,2459,2459,23115,NDIR-SERT,2022-04-14,17,6.3,0.0,S,Fair,100.0,64.0,31.0,6.0,0.0,29.43,0.0,37.78,17.78
2460,2460,2460,23125,NDIR-SERT,2022-04-14,18,9.05,0.0,S,Fair,99.0,63.0,30.0,5.0,0.0,29.43,0.0,37.22,17.22
2461,2461,2461,23137,NDIR-SERT,2022-04-14,19,9.76,0.0,S,Fair,93.0,68.0,44.0,3.0,0.0,29.46,0.0,33.89,20.0
2462,2462,2462,23142,NDIR-SERT,2022-04-14,20,11.49,0.0,SSW,Fair,91.0,66.0,43.0,3.0,0.0,29.49,0.0,32.78,18.89
2471,2471,2471,23233,NDIR-SERT,2022-04-15,6,8.61,0.0,VAR,Fog,79.0,72.0,78.0,2.0,0.0,29.52,0.0,26.11,22.22
2472,2472,2472,23244,NDIR-SERT,2022-04-15,7,7.8,0.0,E,Fog,79.0,73.0,83.0,1.0,0.0,29.55,0.0,26.11,22.78
2473,2473,2473,23252,NDIR-SERT,2022-04-15,8,4.58,0.0,SE,Fair,84.0,70.0,62.0,3.0,0.0,29.58,0.0,28.89,21.11
2474,2474,2474,23261,NDIR-SERT,2022-04-15,9,0.61,1.21,SSE,Fair,90.0,68.0,49.0,6.0,0.0,29.61,0.0,32.22,20.0
2475,2475,2475,23267,NDIR-SERT,2022-04-15,10,0.0,5.22,SE,Fair,93.0,66.0,41.0,6.0,0.0,29.61,0.0,33.89,18.89
2476,2476,2476,23279,NDIR-SERT,2022-04-15,11,0.0,6.95,S,Fair,95.0,66.0,39.0,5.0,0.0,29.58,0.0,35.0,18.89
2477,2477,2477,23287,NDIR-SERT,2022-04-15,12,0.0,6.01,ESE,Fair,97.0,66.0,37.0,6.0,0.0,29.58,0.0,36.11,18.89
2478,2478,2478,23297,NDIR-SERT,2022-04-15,13,0.0,5.91,VAR,Fair,99.0,64.0,32.0,6.0,0.0,29.55,0.0,37.22,17.78
2479,2479,2479,23306,NDIR-SERT,2022-04-15,14,0.26,1.04,VAR,Fair,100.0,66.0,33.0,5.0,0.0,29.49,0.0,37.78,18.89
2480,2480,2480,23313,NDIR-SERT,2022-04-15,15,1.31,0.14,S,Fair,100.0,63.0,29.0,5.0,0.0,29.46,0.0,37.78,17.22
2481,2481,2481,23323,NDIR-SERT,2022-04-15,16,2.99,0.07,S,Fair,100.0,63.0,29.0,5.0,0.0,29.43,0.0,37.78,17.22
2482,2482,2482,23333,NDIR-SERT,2022-04-15,17,7.84,0.0,S,Fair,100.0,63.0,29.0,5.0,0.0,29.43,0.0,37.78,17.22
2483,2483,2483,23344,NDIR-SERT,2022-04-15,18,11.3,0.0,S,Fair,97.0,64.0,34.0,5.0,0.0,29.43,0.0,36.11,17.78
2484,2484,2484,23351,NDIR-SERT,2022-04-15,19,13.11,0.0,S,Fair,95.0,63.0,34.0,5.0,0.0,29.46,0.0,35.0,17.22
2485,2485,2485,23357,NDIR-SERT,2022-04-15,20,10.67,0.0,VAR,Fair,91.0,66.0,43.0,2.0,0.0,29.46,0.0,32.78,18.89
2494,2494,2494,23447,NDIR-SERT,2022-04-16,6,9.37,0.0,SSE,Haze,81.0,68.0,65.0,2.0,0.0,29.52,0.0,27.22,20.0
2495,2495,2495,23456,NDIR-SERT,2022-04-16,7,7.91,0.0,ESE,Fair,82.0,68.0,62.0,5.0,0.0,29.55,0.0,27.78,20.0
2496,2496,2496,23469,NDIR-SERT,2022-04-16,8,4.86,0.0,SSE,Fair,86.0,70.0,58.0,8.0,0.0,29.58,0.0,30.0,21.11
2497,2497,2497,23474,NDIR-SERT,2022-04-16,9,0.89,0.99,SSE,Fair,90.0,72.0,55.0,9.0,0.0,29.58,0.0,32.22,22.22
2498,2498,2498,23484,NDIR-SERT,2022-04-16,10,0.0,5.34,SE,Fair,91.0,72.0,52.0,8.0,0.0,29.61,0.0,32.78,22.22
2499,2499,2499,23493,NDIR-SERT,2022-04-16,11,0.0,7.72,SSE,Fair,95.0,72.0,47.0,6.0,0.0,29.58,0.0,35.0,22.22
